region_name,year,av_sec1_all,percentage_population,language,distance,av_gdp,av_rai,democracy,diff_unemployment,shdi_score,av_selfrule,av_sharedrule,avg_policy_minorityrights,percentage_speaker
Bavaria,1982,0.36666667461395264,15.569999694824219,61,5.050000190734863,0.9680000185966492,26.0,0.8299999833106995,,0.8299999833106995,15.0,11.0,2.130000114440918,9.5
Bavaria,1983,0.3333333432674408,15.569999694824219,61,5.050000190734863,0.9740000247955323,26.0,0.8399999737739563,,0.8399999737739563,15.0,11.0,0.8999999761581421,9.5
Bavaria,1984,0.5000000149011612,15.569999694824219,61,5.050000190734863,0.9780000209808349,26.0,0.8399999737739563,,0.8399999737739563,15.0,11.0,0.8999999761581421,9.5
Bavaria,1985,0.5000000149011612,15.569999694824219,61,5.050000190734863,0.9820000171661377,26.0,0.8399999737739563,,0.8500000238418579,15.0,11.0,0.8999999761581421,9.5
Bavaria,1986,0.550000011920929,15.569999694824219,61,5.050000190734863,0.9860000133514404,26.0,0.8399999737739563,,0.8600000143051147,15.0,11.0,0.8999999761581421,9.5
Bavaria,1987,0.5250000059604645,15.569999694824219,61,5.050000190734863,1.0,26.0,0.8299999833106995,,0.8600000143051147,15.0,11.0,0.9200000166893005,9.5
Bavaria,1988,0.6500000059604645,15.569999694824219,61,5.050000190734863,1.0200000047683715,26.0,0.8299999833106995,,0.8700000047683716,15.0,11.0,0.9200000166893005,9.5
Bavaria,1989,0.6500000059604645,15.569999694824219,61,5.050000190734863,1.0420000076293945,26.0,0.8299999833106995,,0.8799999952316284,15.0,11.0,0.9200000166893005,9.5
Bavaria,1990,0.7250000029802323,15.569999694824219,61,5.050000190734863,1.0640000104904175,26.0,0.8399999737739563,,0.8299999833106995,15.0,11.0,0.9100000262260437,9.5
Bavaria,1991,0.8,15.569999694824219,61,5.050000190734863,1.0860000133514405,26.0,0.8700000047683716,,0.8399999737739563,15.0,11.0,0.9100000262260437,9.5
Bavaria,1992,0.8,15.569999694824219,61,5.050000190734863,1.0980000257492066,26.0,0.8700000047683716,,0.8399999737739563,15.0,11.0,0.9100000262260437,9.5
Bavaria,1993,0.8,15.569999694824219,61,5.050000190734863,1.100000023841858,26.0,0.8700000047683716,,0.8500000238418579,15.0,11.0,0.9100000262260437,9.5
Bavaria,1994,0.6749999970197678,15.569999694824219,61,5.050000190734863,1.1040000200271607,26.0,0.8700000047683716,,0.8600000143051147,15.0,11.0,0.9100000262260437,9.5
Bavaria,1995,0.5499999940395355,15.569999694824219,61,5.050000190734863,1.1100000143051147,26.0,0.8600000143051147,,0.8600000143051147,15.0,11.0,0.9100000262260437,9.5
Bavaria,1996,0.5499999940395355,15.569999694824219,61,5.050000190734863,1.1180000066757203,26.0,0.8600000143051147,,0.8700000047683716,15.0,11.0,0.9100000262260437,9.5
Bavaria,1997,0.5499999940395355,15.569999694824219,61,5.050000190734863,1.1259999990463256,26.0,0.8600000143051147,,0.8799999952316284,15.0,11.0,0.9100000262260437,9.5
Bavaria,1998,0.3249999977648258,15.569999694824219,61,5.050000190734863,1.1359999895095825,26.0,0.8600000143051147,,0.8799999952316284,15.0,11.0,1.7899999618530273,9.5
Bavaria,1999,0.3999999947845936,15.569999694824219,61,5.050000190734863,1.137999987602234,26.0,0.8700000047683716,-4.710000038146973,0.8899999856948853,15.0,11.0,1.7899999618530273,9.5
Bavaria,2000,0.3999999947845936,15.569999694824219,61,5.050000190734863,1.1399999856948853,26.0,0.8700000047683716,-3.9000000953674316,0.8899999856948853,15.0,11.0,1.7899999618530273,9.5
Bavaria,2001,0.4333333298563957,15.569999694824219,61,5.050000190734863,1.1399999856948853,26.0,0.8700000047683716,-4.0,0.8999999761581421,15.0,11.0,1.7899999618530273,9.5
Bavaria,2002,0.4333333298563957,15.569999694824219,61,5.050000190734863,1.1399999856948853,26.0,0.8700000047683716,-3.9000000953674316,0.8999999761581421,15.0,11.0,1.7899999618530273,9.5
Bavaria,2003,0.5999999940395355,15.569999694824219,61,5.050000190734863,1.137999987602234,26.0,0.8600000143051147,-3.700000047683716,0.9100000262260437,15.0,11.0,1.7899999618530273,9.5
Bavaria,2004,0.800000011920929,15.569999694824219,61,5.050000190734863,1.1359999895095825,26.0,0.8600000143051147,-3.9000000953674316,0.9200000166893005,15.0,11.0,1.7899999618530273,9.5
Bavaria,2005,0.7666666706403097,15.569999694824219,61,5.050000190734863,1.1359999895095825,26.0,0.8700000047683716,-4.099999904632568,0.9200000166893005,15.0,11.0,0.8500000238418579,9.5
Bavaria,2006,0.9000000059604645,15.569999694824219,61,5.050000190734863,1.1359999895095825,26.2,0.8700000047683716,-3.799999952316284,0.9200000166893005,15.0,11.2,0.8500000238418579,9.5
Bavaria,2007,0.9000000059604645,15.569999694824219,61,5.050000190734863,1.1399999856948853,26.4,0.8700000047683716,-3.299999952316284,0.9200000166893005,15.0,11.4,0.8500000238418579,9.5
Bavaria,2008,0.9000000059604645,15.569999694824219,61,5.050000190734863,1.1459999799728393,26.6,0.8700000047683716,-3.200000047683716,0.9300000071525574,15.0,11.6,0.8500000238418579,9.5
Bavaria,2009,1.0999999701976777,15.569999694824219,61,5.050000190734863,1.1559999704360961,26.8,0.8700000047683716,-2.700000047683716,0.9300000071525574,15.0,11.8,1.0800000429153442,9.5
Bavaria,2010,1.4999999523162841,15.569999694824219,61,5.050000190734863,1.1619999647140502,27.0,0.8700000047683716,-2.5999999046325684,0.9300000071525574,15.0,12.0,1.0800000429153442,9.5
Bavaria,2011,1.4999999523162841,15.569999694824219,61,5.050000190734863,1.1679999589920045,27.0,0.8700000047683716,-2.5,0.9399999976158142,15.0,12.0,1.0800000429153442,9.5
Bavaria,2012,1.4999999523162841,15.569999694824219,61,5.050000190734863,1.171999955177307,27.0,0.8700000047683716,-2.299999952316284,0.9399999976158142,15.0,12.0,1.0800000429153442,9.5
Bavaria,2013,1.1499999821186067,15.569999694824219,61,5.050000190734863,1.1739999532699585,27.0,0.8600000143051147,-2.200000047683716,0.9399999976158142,15.0,12.0,0.9100000262260437,9.5
Bavaria,2014,1.2500000298023224,15.569999694824219,61,5.050000190734863,1.1739999532699585,27.0,0.8500000238418579,-2.0999999046325684,0.949999988079071,15.0,12.0,0.9100000262260437,9.5
Bavaria,2015,1.2500000298023224,15.569999694824219,61,5.050000190734863,1.1759999513626098,27.0,0.8500000238418579,-1.7000000476837158,0.949999988079071,15.0,12.0,0.9100000262260437,9.5
Bavaria,2016,1.2500000298023224,15.569999694824219,61,5.050000190734863,1.1779999494552613,27.0,0.8500000238418579,-1.5,0.949999988079071,15.0,12.0,0.9100000262260437,9.5
