"","State.Code","Year","Deaths","Population","Homicide_num","Month.code","Unemployment_adj","Firearm.suicides","Suicides","Paid.Hunting.License.Holders","Personal.income.per.capita..dollars.","Annual.incarceration.rate","Number.of.sworn.officers.per.1.000.U.S..residents","Percentage.of.republican.voters.in.presidential.election","Num_pop_over15","Proportion.of.population.hispanic","Proportion.of.population.AA.or.B","Percentage.4.year.bachelors.or.above..25.years.old.and.over","Proportion.of.15.24","Density","Gallons.of.ethanol","Num_pov","MSA","Prop_male","homicide_total","prop_urban","p100khomicide_firearm","homicide_exclfirearm","p100khomicide_exclfirearm","p100khomicide_firearm_m6","time","Case","State","Violent.Crime.rate","Murder.and.nonnegligent.manslaughter.rate","Robbery.rate","Aggravated.assault.rate","Property.crime.rate","Burglary.rate","Larceny.theft.rate","Firearm.Ownership.Rate","Type","Ethanol.Gallons.21.Older.Capita","Homicide_count","HomicideRates","Prop_pop_over_15","Firearm.Suicide.Rates","treatdummy"
"319",12,2005,13770,17842000,55,8,6.5,113,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0.308260749,29,0.162537486,0.322272601,80,1,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0.470799237753615,NA,0.63333706983522,0
"320",12,2005,13407,17842000,43,9,6.4,103,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,0.241003858,27,0.151328004,0.328811466,81,1,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0.392332698128013,NA,0.577289541531218,0
"321",15,1999,776,1210300,5,1,5.9,3,13,9346,27475,320,NA,NA,164244,7.2543,2.5747,26.2,13.57051971,NA,1229787,1225,NA,NA,7,NA,0.413120714,2,0.165248286,0.358037952,1,0,"Hawaii",234.9,3.7,88.1,113.3,4600.5,794.7,3412.7,0.075,4,2.5645,7,0.578368999421631,0.135705197058581,0.247872428323556,0
"322",15,1999,714,1210300,1,2,11.8,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.082624143,4,0.330496571,0.358037952,2,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.413120713872594,NA,0,0
"323",15,1999,710,1210300,4,3,11.6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.330496571,4,0.330496571,0.358037952,3,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.66099314219615,NA,0.495744856647112,0
"324",15,1999,666,1210300,9,4,11.5,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.743617285,-2,-0.165248286,0.330496571,4,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.578368999421631,NA,0.0826241427745187,0
"325",15,1999,666,1210300,6,5,11.4,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.495744857,-1,-0.082624143,0.413120714,5,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.413120713872594,NA,0.330496571098075,0
"326",15,1999,648,1210300,1,6,11.2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.082624143,-1,-0.082624143,0.426891404,6,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.165248285549037,0
"327",15,1999,648,1210300,3,7,11.1,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.247872428,2,0.165248286,0.385579333,7,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.413120713872594,NA,0.66099314219615,0
"328",15,1999,698,1210300,7,8,10.9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.578368999,-1,-0.082624143,0.316725881,8,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.495744856647112,NA,0.247872428323556,0
"329",15,1999,614,1210300,5,9,10.8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.413120714,-2,-0.165248286,0.30295519,9,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.247872428323556,NA,0.165248285549037,0
"330",15,1999,669,1210300,6,10,10.6,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.495744857,-2,-0.165248286,0.31666964,10,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.330496571098075,NA,0.413120713872594,0
"331",15,1999,674,1210300,1,11,10.5,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.082624143,5,0.413120714,0.275301328,11,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.495744856647112,NA,0.247872428323556,0
"332",15,1999,787,1210300,0,12,10.4,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,3,0.247872428,0.206447876,12,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.247872428323556,NA,0.495744856647112,0
"333",15,2000,800,1211500,4,1,4.7,0,16,9255,28931,302,2.71,0.3746,967657,7.2507,1.8902,26.3,13.64288487,188.6,18681085,1195,1004397,NA,3,0.900019976,0.330159128,-1,-0.082539782,0.123823733,13,0,"Hawaii",243.8,2.9,92.7,119.7,4955.1,880.3,3570.2,0.124,4,2.6284,3,0.247626908790755,0.798726372265786,0,0
"334",15,2000,676,1211500,4,2,7.5,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.330159128,-1,-0.082539782,0.165079564,14,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.247626908790755,NA,0.0825423029302518,0
"335",15,2000,688,1211500,0,3,7.5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,0.330159128,0.247619346,15,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.330169211721007,NA,0.247626908790755,0
"336",15,2000,680,1211500,0,4,7.5,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.412698911,0.275132607,16,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.412711514651259,NA,0.0825423029302518,0
"337",15,2000,704,1211500,4,5,7.4,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.330159128,5,0.412698911,0.316402498,17,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.742880726372266,NA,0.0825423029302518,0
"338",15,2000,683,1211500,6,6,7.3,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.495238693,-3,-0.247619346,0.357672389,18,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.247626908790755,NA,0.660338423442014,0
"339",15,2000,667,1211500,6,7,7.2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.495238693,-5,-0.412698911,0.426455541,19,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0825423029302518,NA,0.412711514651259,0
"340",15,2000,694,1211500,7,8,7.1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.577778475,-2,-0.165079564,0.412698911,20,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.412711514651259,NA,0,0
"341",15,2000,641,1211500,3,9,7.2,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.247619346,1,0.082539782,0.330159128,21,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.330169211721007,NA,0.412711514651259,0
"342",15,2000,676,1211500,5,10,7.4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.412698911,-2,-0.165079564,0.342783796,22,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.247626908790755,NA,0.412711514651259,0
"343",15,2000,656,1211500,3,11,7.7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.247619346,-3,-0.247619346,0.287272148,23,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.660338423442014,0
"344",15,2000,725,1211500,0,12,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,0.577778475,0.300381942,24,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.577796120511762,NA,0.660338423442014,0
"345",15,2001,756,1225900,7,1,4,8,6,8867,29648,298,NA,NA,980882,7.4592,2.0365,27.9,13.86983787,NA,4157165,1205,NA,NA,4,NA,0.570986698,-3,-0.244708585,0.285978476,25,0,"Hawaii",254,2.6,93.1,125,5120.5,909.7,3661.3,0.103,4,2.5786,4,0.326290888326943,0.800132147809772,0.652581776653887,0
"346",15,2001,670,1225900,3,2,7,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.244708585,6,0.489417169,0.353467956,26,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.734154498735623,NA,0.407863610408679,0
"347",15,2001,729,1225900,4,3,7.1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.326278113,-1,-0.081569528,0.39425272,27,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.244718166245208,NA,0.734154498735623,0
"348",15,2001,679,1225900,4,4,7.1,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.326278113,-3,-0.244708585,0.353467956,28,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0815727220817359,NA,0.571009054572151,0
"349",15,2001,726,1225900,8,5,7.2,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.652556226,1,0.081569528,0.353467956,29,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.734154498735623,NA,0.734154498735623,0
"350",15,2001,648,1225900,3,6,7.2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.244708585,3,0.244708585,0.312683192,30,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.489436332490415,NA,0.163145444163472,0
"351",15,2001,694,1225900,4,7,7.2,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.326278113,1,0.081569528,0.380657798,31,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.407863610408679,NA,0.571009054572151,0
"352",15,2001,738,1225900,3,8,7.2,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.244708585,-3,-0.244708585,0.312683192,32,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.652581776653887,0
"353",15,2001,719,1225900,9,10,7.2,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.734125754,-6,-0.489417169,0.325229058,34,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.244718166245208,NA,0.244718166245208,0
"354",15,2001,641,1225900,3,11,7.3,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.244708585,-3,-0.244708585,0.284444294,35,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.244718166245208,0
"355",15,2001,752,1225900,1,12,7.3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.081569528,8,0.652556226,0.270849372,36,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.734154498735623,NA,0.244718166245208,0
"356",15,2002,819,1239600,7,1,5.1,3,5,NA,30693,308,NA,NA,994688,7.6672,2.1164,26.8,13.98057297,NA,22408116,1219,NA,NA,7,NA,0.564692368,0,0,0.161940136,37,0,"Hawaii",262.9,1.9,97.5,133.5,5801.4,1025.4,3977.2,0.098,4,2.575,7,0.564698289770894,0.80242658922233,0.242013552758954,0
"357",15,2002,732,1239600,0,2,4.2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,0.161340676,0.121155372,38,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.16134236850597,NA,0.322684737011939,0
"358",15,2002,781,1239600,0,3,4.2,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0.080670338,0.14789562,39,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0806711842529848,NA,0.322684737011939,0
"359",15,2002,692,1239600,1,4,4.3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.080670338,-1,-0.080670338,0.094115395,40,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.564698289770894,0
"360",15,2002,708,1239600,0,5,4.4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0.080670338,0.161340676,41,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0806711842529848,NA,0.16134236850597,0
"361",15,2002,754,1239600,3,6,4.6,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.242011015,2,0.161340676,0.201675846,42,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.403355921264924,NA,0.242013552758954,0
"362",15,2002,741,1239600,3,7,4.8,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.242011015,1,0.080670338,0.201675846,43,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.322684737011939,NA,0.726040658276863,0
"363",15,2002,730,1239600,5,8,5,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.403351691,-4,-0.322681353,0.282346184,44,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0806711842529848,NA,0.564698289770894,0
"364",15,2002,664,1239600,3,9,5.3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.242011015,2,0.161340676,0.29579124,45,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.403355921264924,NA,0.16134236850597,0
"365",15,2002,696,1239600,1,10,5.6,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.080670338,-1,-0.080670338,0.335382283,46,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.16134236850597,0
"366",15,2002,699,1239600,6,11,5.8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.484022029,2,0.161340676,0.334762178,47,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.645369474023879,NA,0.564698289770894,0
"367",15,2002,785,1239600,4,12,6,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.322681353,2,0.161340676,0.387674256,48,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.484027105517909,NA,0.726040658276863,0
"368",15,2003,802,1251200,6,1,3.8,9,11,NA,31850,325,NA,NA,1006257,7.8066,2.0365,27,14.08619562,NA,2316869,1250,NA,NA,9,NA,0.479557273,3,0.239778636,0.440834377,49,0,"Hawaii",272.3,1.8,93.5,147.6,5274.6,913.6,3588.1,0.063,4,2.6837,9,0.719309462915601,0.804233535805627,0.719309462915601,0
"369",15,2003,749,1251200,5,2,10.2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.399631061,-5,-0.399631061,0.453411286,50,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.399616368286445,0
"370",15,2003,714,1251200,7,3,10.2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.559483485,-6,-0.479557273,0.479557273,51,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.079923273657289,NA,0,0
"371",15,2003,685,1251200,5,4,10.1,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.399631061,0,0,0.439594167,52,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.399616368286445,NA,0.319693094629156,0
"372",15,2003,757,1251200,7,5,10.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.559483485,2,0.159852424,0.466236237,53,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.719309462915601,NA,0,0
"373",15,2003,708,1251200,6,6,10.3,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.479557273,1,0.079926212,0.492878308,54,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.559462915601023,NA,0.399616368286445,0
"374",15,2003,773,1251200,3,7,10.3,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.239778636,1,0.079926212,0.519520379,55,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.319693094629156,NA,0.159846547314578,0
"375",15,2003,755,1251200,7,8,10.3,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.559483485,-7,-0.559483485,0.506199343,56,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.719309462915601,0
"376",15,2003,718,1251200,9,9,10.2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.719335909,-9,-0.719335909,0.506199343,57,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.719309462915601,0
"377",15,2003,751,1251200,7,10,10.1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.559483485,0,0,0.531669153,58,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.559462915601023,NA,0.399616368286445,0
"378",15,2003,750,1251200,6,11,9.9,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.479557273,-5,-0.399631061,0.556201155,59,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.079923273657289,NA,0.079923273657289,0
"379",15,2003,816,1251200,6,12,9.7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.479557273,0,0,0.436311836,60,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.479539641943734,NA,0.319693094629156,0
"380",15,2004,862,1273600,5,1,3.9,5,8,NA,33830,329,2.46,0.4526,1025937,7.9608,1.9246,26.6,14.04753099,NA,6670737,1244,NA,NA,4,NA,0.392597496,-1,-0.078519499,0.343064589,61,0,"Hawaii",254.6,2.6,74.8,150.8,4795.5,857.8,3254.7,0.2,4,2.8233,4,0.314070351758794,0.805540986180905,0.392587939698492,0
"381",15,2004,759,1273600,9,2,6.5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.706675492,-9,-0.706675492,0.289311543,62,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.549623115577889,0
"382",15,2004,795,1273600,0,3,7.1,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.392597496,0.28790483,63,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.392587939698492,NA,0.549623115577889,0
"383",15,2004,722,1273600,0,4,7.8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,9,0.706675492,0.235558497,64,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.706658291457286,NA,0,0
"384",15,2004,765,1273600,2,5,8.5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.157038998,-1,-0.078519499,0.117779249,65,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0785175879396985,NA,0.549623115577889,0
"385",15,2004,724,1273600,6,6,9.1,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.471116995,0,0,0.222471914,66,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.471105527638191,NA,0.471105527638191,0
"386",15,2004,722,1273600,1,7,9.4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.078519499,0,0,0.314077997,67,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0785175879396985,NA,0.235552763819095,0
"387",15,2004,748,1273600,0,8,9.5,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,0.549636494,0.379510913,68,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.549623115577889,NA,0.549623115577889,0
"388",15,2004,704,1273600,8,9,9.4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.628155993,-4,-0.314077997,0.340251163,69,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.314070351758794,NA,0.157035175879397,0
"389",15,2004,736,1273600,7,10,9.2,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.549636494,-7,-0.549636494,0.378735069,70,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.785175879396985,0
"390",15,2004,716,1273600,7,11,9.1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.549636494,-7,-0.549636494,0.391627691,71,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.0785175879396985,0
"391",15,2004,777,1273600,3,12,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.235558497,1,0.078519499,0.351398137,72,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.314070351758794,NA,0.706658291457286,0
"392",15,2005,818,1292700,4,1,3.1,3,13,NA,35669,340,NA,NA,1045998,8.0958,1.9388,30.4,14.07108528,NA,1483629,1274,NA,NA,0,NA,0.309422934,-4,-0.309422934,0.324255166,73,0,"Hawaii",256,1.9,78.6,148,4800,769,3313,0.072,4,2.7811,0,0,0.809157577164075,0.232072406590856,0
"393",15,2005,758,1292700,1,2,5.5,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.077355733,-1,-0.077355733,0.322897439,74,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.154714937727238,0
"394",15,2005,840,1292700,5,3,5.5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.386778667,0,0,0.322315556,75,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.386787344318094,NA,0,0
"395",15,2005,755,1292700,5,4,5.4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.386778667,-3,-0.2320672,0.296530312,76,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.154714937727238,NA,0.541502282045331,0
"396",15,2005,828,1292700,7,5,5.4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.541490134,0,0,0.322315556,77,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.541502282045331,NA,0.0773574688636188,0
"397",15,2005,709,1292700,3,6,5.5,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.2320672,6,0.464134401,0.360993423,78,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.696217219772569,NA,0.696217219772569,0
"398",15,2005,720,1292700,2,7,5.5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.154711467,5,0.386778667,0.360993423,79,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.541502282045331,NA,0.464144813181713,0
"399",15,2005,753,1292700,3,8,5.6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2320672,1,0.077355733,0.322315556,80,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.309429875454475,NA,0.154714937727238,0
"400",15,2005,720,1292700,8,9,5.8,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.618845868,-7,-0.541490134,0.283637689,81,0,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0773574688636188,NA,0,0
"401",19,1999,2669,2917600,0,1,2.7,16,23,275780,25868,252,NA,NA,428013,2.4672,2.2378,21.7,14.66986606,NA,1309479,2856,NA,NA,1,NA,0,1,0.034274347,0.125672605,1,0,"Iowa",280,1.5,36.6,214.7,2943.6,592.9,2171.7,0.397,4,2.251,1,0.0342747463668769,0.146700370167261,0.54839594187003,0
"402",19,1999,2450,2917600,2,2,5.9,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.068548694,2,0.068548694,0.125672605,2,0,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.137098985467508,NA,0.377022210035646,0
