state,quarter,medcost,employment,expansion
TN,65,0.1759139,0.5505490639,1
TN,66,0.1730488,0.5444672468,1
TN,67,0.1728423,0.5023623986,1
TN,68,0.2047055,0.5548760103,1
TN,69,0.2078322333,0.5200605986,1
TN,70,0.214207,0.545445417,1
TN,71,0.1747577,0.5319581823,1
TN,72,0.2087517667,0.5303728957,1
TN,73,0.2116235667,0.5708971968,1
TN,74,0.2299096667,0.5531346092,1
TN,75,0.2041874333,0.5215328963,1
TN,76,0.2124423333,0.5309663715,1
TN,77,0.2018231667,0.5999714226,1
TN,78,0.2203178333,0.552344286,1
TN,79,0.2353342,0.5551961132,1
TN,80,0.2308281667,0.5990404489,1
TN,81,0.1899858,0.5821450068,1
TN,82,0.2061157667,0.5785980991,1
TN,83,0.1927784333,0.5751330368,1
TN,84,0.1985548667,0.5733337618,1
TN,85,0.1824513,0.5942405421,1
TN,86,0.1580257667,0.5986302294,1
TN,87,0.1681954667,0.6668713057,1
TN,88,0.1884929333,0.5519459807,1
TN,89,0.1370370333,0.5893833918,1
TN,90,0.1662188667,0.5744656507,1
TN,91,0.1552613,0.5725417244,1
TN,92,0.1677776667,0.5828102982,1
TN,93,0.1255735667,0.6508755436,1
TN,94,0.1644211333,0.6388243446,1
TN,95,0.1504641667,0.6369591725,1
TN,96,0.153746,0.612539472,1
TN,97,0.1859747667,0.6615432219,1
TN,98,0.1739806667,0.6232053888,1
TN,99,0.171341,0.622475916,1
TN,100,0.1529049,0.6190313953,1
