Region,Armenia,Australia,Austria,Azerbaijan,Belgium,Botswana,Brazil,Bulgaria,Canada,Chile,Croatia,Cyprus,Czech Republic,Denmark,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Latvia,Lithuania,Luxembourg,Macau,Malaysia,Malta,Mexico,Netherlands,New Zealand,Norway,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,United Kingdom,United States
2012-03-31,1572.640475,329091.2854,106615.1602,13131.90467,127735.6506,3365.547892,571777.286,11783.61259,410090.2013,59527.66501,13003.29523,6226.032459,49145.42869,83892.21118,73054.21314,5961.377398,68010.91117,701327.4392,965402.7582,57797.84861,66234.60298,30525.44071,4123.61769,58244.53632,71819.8106,541012.6565,1214450.796,7982.05535,6758.427673,10095.09918,15948.37226,11872.6205,72551.81426,2463.87532,322647.8158,219561.758,47106.23181,123326.8631,8742.534623,43869.25209,61389.52076,120809.3364,57573.48379,37915.64309,10790.01404,70720.09666,22738.85175,12002.63474,88953.19942,348771.7986,338112.0941,136929.2281,170624.5233,118556.9573,100314.9106,178679.5385,722019.213,4126643.654
2012-06-30,2159.316439,348603.1467,108417.5738,15012.87872,132182.3188,3260.124675,588525.9654,14108.4354,420964.2211,61982.18488,14706.30702,6426.474581,52021.56622,85984.22873,76806.50405,6549.391043,69904.1653,698286.6352,952974.0133,60472.70012,65368.20464,32879.14786,4057.169738,60734.24985,71645.10172,556924.6466,1166863.057,8649.372346,7528.094692,10921.11583,16174.35004,12322.50196,74622.03161,2558.045824,329355.6772,227145.777,46673.74237,119783.473,8672.425539,47065.70682,66481.40555,124797.4939,57905.95113,45281.48014,11621.65287,72732.94117,24519.17558,12252.20483,91616.41686,365133.7128,348531.1541,143527.4826,174134.476,122406.7125,95349.62471,200132.8867,711187.313,4190175.485
2012-09-30,3106.548625,347620.3807,108651.1195,20121.82707,127058.6991,3181.172437,608338.1442,15530.55589,436329.8956,59760.52503,16874.12696,6419.909298,51987.22514,85160.42994,77343.37655,6561.301887,68225.04474,688428.5535,968199.2216,61607.07455,69781.09367,34037.25207,4383.217538,59912.66609,73164.77314,547695.0482,1188165.283,9212.986881,7760.917896,12212.12531,15945.25712,12574.11572,77543.45338,2758.155505,328696.0419,216615.6405,45401.22538,117378.0321,8639.477133,47805.25883,62869.40338,126578.4839,58030.21895,51826.59989,11880.64453,71717.32994,25872.46311,12277.41761,92351.16904,362842.9874,340579.8499,131309.065,174893.2962,128521.3445,94108.66738,222845.4981,733534.0828,4220042.871
2012-12-31,3118.787899,363153.8514,112118.5926,20883.76661,137013.9459,3367.573046,602340.2888,15429.74983,445732.9693,65394.54849,14494.1284,6208.480374,53211.76762,88203.98776,78173.40587,6628.497026,71884.90083,719356.14,975035.0397,60206.64529,73693.75121,35129.87642,4253.952889,59576.21832,73976.7704,554215.8815,1221064.958,8939.5201,8108.661773,11550.55781,16834.11171,13839.74281,80039.607,2597.918949,337758.526,223077.6052,50170.62277,126197.5549,9097.475852,49321.55047,71297.26184,142565.7813,56850.69327,56270.37776,12185.59495,73860.35157,25083.42517,11989.0902,93762.15449,382604.8341,350271.0651,146610.5651,178469.8488,130389.8037,103171.1957,223025.3502,752095.8342,4281629.89
2013-03-31,1827.708748,336359.6127,105380.4112,13434.31868,127537.9336,3548.973155,587335.9104,11572.80507,416180.3254,61990.00672,12801.89669,5740.871412,48082.71493,83984.00447,74485.67926,6215.437947,65802.98514,691747.4264,949141.8152,54576.94351,68512.50134,30331.24003,4229.589811,57883.12629,73234.55408,523655.1856,1214959.577,8169.293017,6807.281052,10492.07256,16376.70465,13248.22591,75691.71628,2589.739234,321760.5516,215971.6487,48506.27774,119801.5397,9633.054766,46053.16369,66050.90648,120170.3676,55496.24196,36310.99222,11067.90351,73146.52153,22803.5169,11479.12931,90752.29022,356891.8003,328086.9686,136426.4574,172426.922,120331.9983,105722.7145,193725.0922,725604.8041,4165642.113
2013-06-30,2326.358108,355020.3351,107943.4679,16152.70741,132848.7953,3713.432989,612195.5277,13828.50478,429930.7045,64111.15121,14778.96476,5930.460719,51739.64705,87698.20506,78066.38036,6668.387116,69641.72111,706863.1882,961674.1323,58346.56612,67378.3012,33386.66302,4344.944137,60292.52648,75778.19519,544160.6133,1188361.396,8911.265407,7679.750489,11414.77874,16923.28273,13500.82553,78021.83828,2737.584722,335039.1886,226136.2763,47477.72915,122624.6942,9430.09739,50013.91465,71475.77199,125800.7518,57182.75317,44364.15397,11751.98978,76083.70014,24633.35576,12164.93407,93794.06213,376278.3422,343999.5149,145029.5713,177835.5641,125682.1468,97948.37014,219623.1247,730008.593,4260981.322
2013-09-30,3281.272028,354971.5295,108428.3602,21348.93993,127727.7943,3561.306443,625121.8906,15517.11118,447314.6127,61510.86921,16841.57713,6047.697923,52522.09465,86682.96125,78588.71136,6623.328169,68413.06446,698474.5269,980213.6774,60881.71855,71924.27233,35076.61296,4569.915865,63383.50475,75478.81072,542100.5795,1224409.041,9439.663856,7976.838622,12651.5273,16559.84919,13862.85578,81344.80939,2940.357942,332121.0047,217517.229,46491.6902,121000.9928,9072.506145,50303.87107,67087.28743,128307.5668,57731.43294,53053.4798,12375.50082,76103.99245,26061.77803,12161.93331,94677.78164,376224.4786,337342.7754,132826.1567,178296.8206,131026.8468,96451.68274,242708.8689,747002.2459,4325877.511
2013-12-31,3399.488182,372594.0251,112957.5357,22255.15508,138282.7391,3813.10707,617572.1511,15625.36562,461120.7832,67213.8256,14474.14564,5896.562419,53935.24444,89655.9603,79369.29954,6644.790161,71659.01603,732260.6447,985495.8994,60238.52727,75794.13398,36471.28078,4439.138899,62136.47735,78202.14658,549427.2329,1258869.287,9171.554654,8297.756411,12032.68367,17100.58638,15439.02924,84002.98583,2763.331822,340771.9176,226492.5024,51022.66392,128204.2459,9931.429892,52697.16804,75112.55527,144881.7067,57682.94812,58098.72692,12626.94909,77620.93873,25406.01186,12315.64281,96572.59299,397991.8086,348406.0703,150446.8035,182074.1926,135248.786,103381.9942,238607.3011,768757.5639,4422179.002
2014-03-31,1945.67322,346375.1001,106113.7368,13694.11747,129422.1373,3724.412975,607712.7556,11568.26237,427393.5218,63505.65204,12701.98094,5534.935889,49078.64749,85485.63567,77063.01626,6249.709715,65658.05328,703012.1609,979592.2438,54690.32486,70541.70321,31699.51406,4163.978169,63763.36514,77224.66667,524105.8138,1250335.631,8442.677537,6976.678222,11006.51204,16855.91773,14885.63232,80433.80685,2799.340109,329748.5034,219096.4594,49605.98378,124171.1314,10154.84029,48335.2558,69815.03285,124539.0216,55929.07424,38492.59947,11111.76629,76276.66857,23397.6972,11755.65809,92419.18678,370391.0256,330697.2988,139466.4199,176413.2381,125976.7516,105330.6024,210334.3964,755867.1931,4245590.593
2014-06-30,2455.801046,364773.3078,108822.9469,16568.84756,134587.6573,3906.005041,609530.8055,13993.43894,444154.8682,65200.6892,14708.9838,5886.647501,52967.53685,87916.90383,82078.67345,6837.610994,69167.75473,711969.4311,973895.7327,58567.52199,68861.74634,34991.57092,4403.765435,65777.71052,77624.814,542995.2633,1187236.526,9161.126594,7839.100797,11918.82357,16888.62674,14021.14132,83114.6999,2917.058375,341568.2367,229833.1374,48913.81586,122839.9577,9777.067992,50993.64808,76433.67887,130577.5298,57693.26982,45857.96635,11659.30056,78598.64545,25285.91945,12551.46894,95062.45637,389754.682,347106.6029,148218.6757,181626.5808,131869.5431,98768.47935,225747.7002,756253.754,4370131.882
2014-09-30,3573.863168,364173.5913,108987.4044,21915.77366,129797.9305,3950.155332,621128.6522,15587.72937,462101.1188,62314.55708,16764.32769,5956.989823,54163.2758,88047.32052,83013.40163,6819.632361,68164.98288,705018.6695,997096.0541,61672.04044,74248.02343,36502.09802,4756.353833,68453.01298,78727.0786,543060.5965,1211150.19,9757.587312,8136.36784,13068.39308,16895.11663,13240.66764,85923.87493,3122.243457,340619.9344,220463.3466,48154.18698,123288.295,9570.267149,51221.00621,71068.98078,132986.5377,58269.92682,55440.07115,11878.07003,78885.72428,26753.01764,12593.4142,95701.65949,387394.0818,343535.4857,135922.5754,182152.9218,137450.4337,97494.86005,251015.4766,767264.5921,4451383.975
2014-12-31,3633.850145,379900.8052,114071.2193,23059.96655,140898.8884,3890.130132,616161.002,15931.20983,472205.5707,68373.08872,14520.05236,5817.645032,54701.65794,91018.98196,83512.46621,7114.144833,71520.61262,737577.6663,1010146.245,60227.20395,77792.22149,37935.51336,4556.164225,68453.01298,81444.68224,549083.7406,1252350.406,9538.22338,8394.618974,12355.00126,18077.18421,12755.4047,88753.76216,3034.188546,351048.3477,231010.8882,53129.66373,131401.4206,10582.93995,53260.32319,80165.83322,150977.535,57892.09832,59932.31294,12413.0661,81117.03662,26146.39699,12550.61891,97926.53786,408304.2063,357140.4736,154086.2234,187139.8022,141169.2006,105883.1985,251760.6861,786912.2654,4541030.485
2015-03-31,2011.826109,354507.1375,107510.8824,14120.78307,131949.2485,3750.864758,597871.4041,11982.03734,436745.2319,65088.28526,12964.18427,5588.262068,51414.95651,87094.44264,79583.35055,6310.162866,65364.27246,711999.1704,991710.2718,54978.42069,72201.79055,33136.2382,4352.633956,81897.90017,79555.51583,525029.4178,1253873.976,8623.05051,7184.846126,11253.74084,17239.9891,11399.62606,85175.56335,3078.528793,339263.5447,223730.8798,51477.3323,126216.7748,10643.3598,49268.53412,73479.96984,130098.882,56747.61209,40014.33872,11152.00898,78544.43051,24468.55201,12011.4614,94671.38533,380251.8044,342279.7446,143864.6635,179764.863,132017.574,108562.7859,217786.5262,769660.4499,4399095.802
2015-06-30,2566.312093,371811.6575,109991.316,16710.81271,137955.393,3764.35939,592827.3912,14393.47157,446201.4404,66536.13691,14964.97321,6094.056863,55758.7515,90759.31898,84811.89543,7050.433054,69780.12451,719726.9899,989638.8143,58903.16667,70990.07745,36179.89193,4720.880123,79760.91415,79620.19384,546182.9195,1215220.444,9367.939482,8162.052873,12222.01607,17649.63061,10587.82388,87203.44518,3217.437793,349569.6393,234799.4167,51013.42269,125883.5009,10056.91518,52613.21911,81324.50034,135337.5372,58645.58232,47930.91032,11884.04038,81054.16873,26550.89287,12821.06699,96031.95667,397267.0431,361654.6223,155936.1619,184527.8692,134367.0942,101651.8375,241941.4119,774465.8249,4528720.409
2015-09-30,3727.539285,373537.5987,110561.9742,21802.81766,132228.1473,3547.379905,594650.9228,16158.5474,461636.19,63728.1566,17487.97143,6180.477431,56760.92414,89297.14719,87263.5938,7005.374107,68360.83676,709937.2947,1013356.997,60271.4509,75940.53521,37600.84814,4907.487712,84780.49788,79248.56372,547157.1337,1237249.766,10037.35372,8503.85027,13467.06708,17253.48806,10415.5172,89916.34066,3421.1522,352151.7196,226258.1126,50337.88898,126789.4012,9864.188358,52837.4122,75750.57899,138637.7286,59297.75069,56865.97475,12198.94215,81769.07082,28135.86638,12897.54471,96744.23801,400794.1946,358506.3256,141305.8006,185141.0915,137061.3654,100855.8242,265382.0,786884.9466,4571389.617
2015-12-31,3681.090197,389315.8366,115640.5061,23393.95689,143488.85,3657.563675,582151.5569,16485.92993,472408.3682,69623.41771,14774.43632,6126.079368,57435.05891,92735.46631,86894.23947,7151.675228,72498.57631,746398.0264,1031585.825,60542.93932,79270.31715,39376.76634,4692.546954,85595.56975,83046.62623,557679.9879,1271216.957,9792.481027,8713.92126,12775.53183,18132.60783,10687.83405,92867.63297,3297.961477,358832.3821,234713.5511,55272.70433,132129.4723,10706.02971,55719.47551,85813.65212,158635.93,58746.62631,61217.06002,12677.18234,82883.69323,27686.41282,12904.60493,98700.00755,422966.2412,372018.6931,162064.4302,189860.6311,140883.244,109177.2189,270873.029,803446.9627,4627587.664
2016-03-31,2101.821217,363979.1087,110150.4192,13602.7258,133650.1383,3884.755314,567151.3531,12376.99472,438920.213,67010.34796,13566.69029,5969.182493,52898.8547,88590.05462,82535.85848,6692.995369,67330.64537,719503.6029,1013564.142,54207.49185,73031.39753,33595.85872,4498.315791,80127.75075,81695.75688,532349.4985,1266198.519,8817.032068,7413.717378,11525.90256,17854.45137,10167.18964,88819.11175,3237.921846,344887.1652,228950.1144,53618.52466,127022.8596,10748.7962,51475.2801,78563.76011,133228.1456,57690.41777,41392.55287,11541.90476,81131.12638,25117.29739,12317.47915,94680.09314,391663.0542,354637.6042,147781.1407,183724.7323,131904.072,112176.4782,228552.5359,784515.0416,4475721.613
2016-06-30,2627.276521,384423.4515,112714.7731,16182.74343,139737.4647,3934.875492,573747.2394,14911.94208,441011.9497,67376.25381,15452.46651,6482.614454,57577.46487,93866.07874,88586.28943,7137.067589,71580.67448,731515.3819,1025371.453,58206.57936,72272.31643,37397.68877,4863.690345,80154.88364,82350.18092,554397.2896,1221028.88,9540.587426,8381.529295,12454.86955,18447.75662,10016.02421,90836.73346,3330.141651,357480.4942,240980.5778,53402.27994,129218.803,10672.35968,54578.576,87374.64839,139897.5189,59564.48511,48895.57673,12246.6312,83493.76446,27209.98467,13271.25681,97256.54956,412571.2643,373161.9383,160643.6917,188946.4958,136638.7501,105526.2163,254045.6811,792281.7735,4597652.784
2016-09-30,3634.641109,380999.6692,112262.9611,21153.06397,133743.1046,3896.819861,580057.0625,16490.72827,470228.9593,64999.22607,17892.53189,6558.584162,57801.40505,92280.84709,90250.41969,7133.584229,70476.05862,711112.2007,1032517.976,61235.95668,77659.4669,38629.14562,5354.675137,83179.65766,84293.41587,553702.1547,1243557.734,10228.34992,8598.641438,13769.74856,18290.05243,10905.81899,94003.78998,3557.354558,355255.1346,231640.9559,52410.69625,125326.2505,10367.79746,55274.19027,81302.94582,141588.5552,60499.00627,58440.84495,12682.34042,84350.02358,28460.05431,13260.40991,97610.49096,412813.6069,368759.093,143986.022,189015.2134,141170.9113,104073.8867,263606.1628,795654.278,4646706.03
2016-12-31,3646.253381,400178.026,117970.7266,22760.63316,145403.1695,4064.226247,568988.2459,17026.63714,481330.5727,70235.30054,15476.38567,6555.904455,58805.23069,96208.73043,90302.76912,7405.173945,74376.16213,750768.4627,1047018.178,59902.57416,81931.08584,40238.63347,5133.98956,92632.75481,87428.06148,563445.7428,1284299.121,9989.071235,8942.112649,13296.27088,19181.63278,11709.18657,97307.54746,3420.417645,367006.1583,240226.3531,57015.5998,135403.2706,11242.97501,57429.90475,91745.99043,164615.6475,60362.10795,63191.60542,13040.88727,86912.67498,28135.62003,13321.99888,99166.60662,435016.3706,379716.1196,164933.135,192901.7214,146400.7787,112907.2554,282875.9399,822242.2898,4736521.277
2017-03-31,2252.780752,371972.8637,113400.9828,13546.2478,136515.0706,4007.761864,568750.6997,12720.26205,448298.4905,66761.77038,13908.48552,6350.906829,55303.18467,92164.80967,86184.61385,6974.585699,69683.50327,732193.3546,1049400.364,54546.75955,76289.88938,35115.25189,4744.881927,86604.91307,85592.82407,544910.1706,1278609.092,9052.989266,7643.294998,12110.1833,18016.1793,11352.96195,93772.63559,3663.578916,356655.4726,236043.3072,55477.85958,133473.3313,11583.29428,52650.47174,83571.51838,141138.0044,59603.87054,43569.02769,11742.17657,84950.67611,25597.05118,12964.9141,95306.62927,405233.1114,362817.8755,153011.6677,187227.6875,136180.9407,116474.0588,240644.8907,804327.9937,4530214.935
2017-06-30,2804.363667,393147.0711,114754.3874,16204.56448,142045.9088,4075.570952,578265.3238,15324.12841,466249.169,67832.00382,15948.85053,6867.688425,60386.15999,96744.44208,93013.30634,7630.693415,73852.57943,739878.1412,1039975.228,58937.92859,75067.69565,38707.99164,5120.326018,87163.8505,86116.8319,562770.9834,1238686.38,9793.077691,8639.829464,13060.35249,18634.9249,11327.00093,96031.97357,3764.479614,362841.9163,248041.2808,55402.08152,129024.6815,10914.28109,56023.87547,93645.61373,146685.2556,61594.32862,53252.98113,12474.10055,86548.48535,28065.28899,13834.24544,98326.67516,424976.7715,385020.7876,160803.2803,190639.1554,140247.468,110112.8063,267514.8813,807013.4307,4718107.749
2017-09-30,3794.309848,393657.3108,114701.3906,21205.69119,135189.974,4168.07541,589574.0929,17014.56157,488092.851,66205.47764,18686.22096,6929.187713,61014.0934,94512.14298,94944.4187,7436.748918,72542.96985,729038.3902,1060586.23,63107.0052,80362.81314,40200.09036,5579.47732,95961.41714,87569.72619,561335.3616,1268990.343,10463.36738,8937.032894,14346.51894,18608.58116,11727.58932,99783.85673,4011.456068,359489.9129,237887.0963,54507.53072,129400.7519,10820.45032,56829.98632,87426.35555,149707.7011,62505.76176,63753.53403,12971.57428,88780.33372,29268.9229,13876.5858,98923.60542,429747.7456,379548.502,146021.5544,190792.0098,146262.9481,108738.1578,294685.4817,820588.1371,4773688.7
2017-12-31,4061.392102,408523.7725,120537.659,22855.87561,147731.2543,4178.537109,583646.7435,17417.04652,493058.2903,72482.51013,15943.75334,6888.590144,62127.80222,98862.20857,95089.83379,7925.318253,76743.38264,772483.323,1080265.082,59511.65101,84747.97219,42018.54715,5238.711048,100138.7961,91385.49821,572698.0829,1312816.798,10219.79683,9220.090407,13884.13915,19445.44529,12610.70214,102941.8602,3863.397845,372306.8372,246036.2036,59850.80832,137809.0958,11783.77235,58763.77039,97839.03038,171576.4396,62304.76026,68712.92052,13364.23559,90766.45364,29123.0876,14194.94456,100657.9293,448825.2028,391641.2209,168775.0413,196212.835,151838.2,117518.5179,303436.6458,847631.0068,4888184.844
2018-03-31,2476.316986,383004.3936,115641.9653,13720.55944,138572.1129,4160.166749,579585.2711,13051.94916,460166.1295,69776.02704,14186.55731,6762.241934,57426.91788,93888.98526,90837.89664,7217.859069,71346.95552,746097.6188,1064418.428,55330.81294,79740.74437,36959.95874,5077.285525,95755.20722,90228.47555,551040.4506,1296681.018,9243.759655,7794.349123,12698.63981,18503.54237,12595.91422,98707.14804,3849.638083,360671.3405,241915.8163,57969.29445,132430.9693,12157.82061,54319.52555,88965.6921,149747.1869,61243.11924,46474.1611,12335.52867,88917.47914,26574.54184,13493.24339,96560.52061,418210.6691,372109.9885,155447.7274,192186.581,140822.6441,122359.9994,258711.7793,817170.5566,4715777.252
2018-06-30,3010.481494,406053.9167,117718.4941,16408.39871,144359.5904,4305.63236,587616.4607,15702.99264,477093.0791,71569.84393,16557.17335,7300.327205,61957.17129,98695.84368,98044.66836,7852.729524,74965.02945,749771.8552,1063175.549,60044.57595,77582.28147,40882.32704,5471.37209,97157.43471,90120.95028,568644.9259,1255214.385,10001.75629,9041.016126,13766.85885,18799.47722,12228.29742,100620.9615,4048.114767,373332.2436,254498.6042,57988.70102,132355.3708,11632.55288,59160.27111,99619.16915,156098.6089,63560.06894,56221.45822,13109.39492,90665.14521,29285.30473,14381.20305,99182.91801,439185.4473,394640.5831,165351.2215,198196.2911,145042.9044,115232.2628,283245.7823,822102.964,4859604.68
2018-09-30,3901.723363,404389.3521,117229.4046,21501.94396,137580.9092,4276.406787,601700.4707,17465.90582,502669.475,67812.13332,19264.66176,7333.287607,62347.56859,96469.06222,99993.23052,7766.432089,73003.87931,739711.4918,1065247.006,64002.41824,82460.79411,42520.13137,5689.782083,101924.14,90448.71117,564074.3614,1268559.266,10663.77264,9324.147854,14979.26574,18735.63493,12079.43233,104316.7158,4348.960217,369376.0154,242876.5825,56446.3402,130114.8371,10938.32987,58215.96333,92799.55412,159324.3029,64298.47782,67648.53003,13530.97522,91585.34427,30618.51528,14570.32043,101044.3743,440913.6071,387082.0209,148176.1114,196052.6798,149611.7169,112258.7938,302158.2486,831619.4643,4910272.979
2018-12-31,4194.933229,418927.4857,124316.2968,23288.95916,151036.1396,4375.946498,592719.9509,17847.95424,508490.3832,75027.78054,16402.81735,7336.503256,63859.23718,100340.4317,100318.9603,8238.933021,76843.92096,786954.9628,1084615.142,60664.75237,85694.17612,44427.38614,5456.203645,102937.8245,94610.04833,576313.0998,1311456.038,10378.53684,9655.076723,14582.89704,19633.15222,13126.19816,107896.2893,4156.358622,376535.2515,250596.3619,62028.04146,139197.6732,11818.26919,61474.33292,104084.8792,180149.8597,64155.19635,72978.92707,13848.56504,92224.66706,30127.55286,14828.7562,102548.5313,464746.0272,401582.6038,171598.7368,200314.8755,155063.1081,122115.4801,295500.248,854751.6492,4985511.291
2019-03-31,2665.016404,391231.8236,119199.7167,14203.44632,141729.0378,4350.051392,584809.2024,13694.26075,470713.3708,70613.01594,14876.04845,7117.571152,59387.25203,95353.66507,95950.6911,7526.866813,71600.25986,760814.025,1076847.173,55629.40023,79982.89048,39000.88798,5098.240958,99457.21805,94031.67819,550834.4604,1294511.758,9412.420944,7930.900833,13337.26269,18738.8617,12334.66092,103317.2598,4082.092435,364065.4206,247155.9371,60065.20479,134465.7214,11790.20539,55616.96504,94191.25146,157184.6556,63262.64105,48309.40011,12669.28234,90391.39039,27550.80078,14095.68372,97014.50734,426024.2835,382515.4006,159269.0739,194149.5806,143710.5307,125598.9086,252160.5858,831984.1701,4795065.248
2019-06-30,3225.308524,411397.3833,119879.9691,16808.87905,147249.401,4426.057078,594506.5244,16344.25772,487524.3095,72425.72848,17133.7815,7667.045179,64017.09869,100098.6592,103680.9571,8037.459972,75651.8237,769825.1548,1064107.711,61278.20059,77640.79829,42911.85431,5579.606571,101220.8556,92349.18816,569453.9009,1255005.322,10142.13878,9090.733581,14404.89385,19507.97143,12030.68696,105591.6861,4241.676194,369639.1613,260330.5013,59770.40964,131460.7462,11198.15887,59836.00888,105223.1445,163274.4139,65287.05208,58777.69484,13505.26819,91975.6459,29950.30877,14846.22906,100114.3441,449648.2106,401892.7959,168504.0963,198883.696,149380.563,117797.4641,278674.437,837147.4213,4974673.564
2019-09-30,4221.060841,410967.7467,119504.7956,22105.48839,141249.8033,4433.55303,608376.6632,18008.84213,507551.6699,69969.52857,19931.707,7867.219331,65141.09743,98243.06367,105577.1699,8145.781232,74035.37638,760430.841,1086997.316,66218.0048,79816.29221,44752.22395,5824.516652,108107.1818,94741.86328,570159.8152,1276020.781,10850.6163,9446.683522,15667.01011,19357.82795,11881.16463,108973.6016,4455.818421,367656.3575,248708.4796,58625.42158,132338.3291,11179.66822,60189.25399,98672.86906,166601.388,65976.70452,69083.03218,14201.73667,92356.83512,31048.5077,15059.20527,101130.3656,450704.9464,394039.0146,152977.8829,198993.9496,154740.8169,115018.0216,305132.678,841017.1278,5045017.543
2019-12-31,4511.367639,427755.3717,124656.1707,23659.91692,154128.9047,4427.477566,602759.9228,18448.9123,521374.6664,72980.29419,16756.03977,7768.874065,65802.6694,102362.8936,105926.1661,8524.006711,77645.61616,792746.1678,1091968.809,61428.5307,82594.74959,46491.52173,5596.055076,109040.553,98002.12974,576544.7238,1285732.961,10588.18623,9556.684799,15239.10568,20257.82568,12500.83335,111820.7839,4293.559273,372742.4262,256459.5883,63641.55974,141835.9318,12191.8887,62752.34819,110967.0673,186976.2687,65684.16585,76699.15416,14736.39321,93556.60868,30710.15503,15279.98637,102115.1445,477471.8444,407473.8673,176155.1242,203707.7515,160802.325,123532.147,312976.2805,869520.1868,5159511.759
2020-03-31,2746.302308,396079.8401,115967.9217,14454.5167,140511.3107,4398.875855,587230.1671,13675.4878,469223.8275,70447.94776,14675.64791,7332.081739,58613.31738,96171.27743,100772.6554,7454.615184,71268.61397,722667.8865,1060586.23,54481.66841,72496.99483,39899.41386,5060.894759,108250.4434,94060.3959,519566.0098,1272214.169,9527.361135,7827.5259,13741.85049,19053.5588,6562.551381,104016.4565,4341.120383,358878.263,246609.4144,60281.44951,136972.0029,12264.96298,53653.43905,93571.20564,161381.0364,61909.54786,49228.45686,13337.25824,91358.07034,27174.26487,13945.42719,97879.61214,431161.1646,366682.7542,162794.6924,194849.9942,147856.0627,122954.0399,262944.9582,823135.6142,4869237.143
2020-06-30,2847.909687,385701.2691,103548.9835,16269.51417,128495.0934,3233.260183,534237.2058,15010.41435,428673.1829,61596.1023,14436.17803,6835.397949,57350.26,93563.11073,101965.0591,7434.276856,69925.05638,636971.5652,949348.9597,50946.76893,70324.01189,37479.41562,4935.208831,103621.5732,85083.27171,466849.598,1133227.036,9817.917606,8252.760888,13777.34677,18285.16684,4044.989732,87719.77045,3849.149377,294638.4015,237396.2702,54134.18514,126094.7922,10370.46057,41883.37933,87432.84001,150980.9767,53804.84151,53214.49791,12665.5431,81078.67266,27287.82918,13210.34082,83679.65263,437840.1628,314788.4626,157023.0535,184960.1071,150300.8385,103453.6728,249794.1028,655948.7208,4612643.365
2020-09-30,3869.789616,397034.5059,114648.46,20621.65735,136715.4064,4235.039884,589908.2573,17766.59293,488436.4555,63340.16429,17644.62558,7526.896476,62009.07549,96969.32728,106292.6121,7997.457515,72164.31903,727251.0201,1053232.551,59628.28141,76599.177,42979.15464,5301.427057,120750.0209,94866.00165,539804.1892,1212545.177,10680.78565,9187.388077,15900.7802,19604.01524,4544.931052,106263.7238,4152.665649,337775.6208,240488.5912,60044.87409,130428.6348,11032.13656,55003.64979,87275.72977,164471.4713,61730.68369,65533.83965,14017.04185,88490.8045,30988.64625,14851.87367,95470.324,446999.4968,359300.555,149365.6909,197034.9584,161612.8998,107805.4978,324773.9014,752979.5971,4951153.577
2020-12-31,4110.744258,427318.3403,118542.9075,22208.17566,147636.9786,4230.423299,600747.3264,17905.43174,502824.4512,73034.7173,16087.79067,7746.766478,62882.60339,102304.3733,107991.0603,8413.438122,77457.59644,767469.9981,1079643.636,56713.68761,79669.01759,45285.7209,5267.158193,115110.7221,99799.57447,541714.89,1280235.343,10515.24279,9491.48158,15253.40512,20211.59434,7107.404169,108255.0917,4136.912055,359663.9758,248903.4176,64926.09033,139701.8766,12312.3092,61941.47386,101839.5599,183586.9371,61416.27932,75601.08917,14595.04863,93101.2185,30725.42832,14851.82973,98646.00784,475217.3181,371647.1517,174549.4586,201847.3659,169476.6603,118575.3796,332799.9181,799603.209,5109185.754
2021-03-31,2705.659356,404356.0756,109749.5509,14299.97236,141211.8312,4460.763046,597505.4199,14167.25227,469463.8193,70823.95172,15195.07395,7640.114119,57658.5032,96563.69792,103640.2409,7753.285214,69539.87709,734905.6564,1049711.081,53533.78181,78470.51444,38998.84393,5022.658392,122940.1874,95022.18881,520041.8775,1264678.649,9689.488816,7885.50508,14164.74493,19975.11333,6765.529309,103781.6809,4408.97059,349475.8746,243781.6521,63307.02731,136042.6543,12337.85721,55980.53917,90046.65245,160136.1393,58439.01253,49791.36161,13587.56129,95366.68319,27886.56684,14228.94402,95724.22917,442077.722,353813.2964,163497.2823,196409.3523,161999.5289,119915.9101,282786.9157,776998.2767,4949656.158
2021-06-30,3109.185805,426016.1199,117767.3754,16940.31876,148333.5709,4456.252038,600464.1708,16099.98352,484363.6795,72869.27494,17296.11885,8058.684434,63178.28379,104406.5901,109776.7576,8400.291247,74942.83267,751899.3765,1062139.826,58282.17684,75658.32255,44141.50984,5257.795704,127501.768,101095.4275,550435.0996,1224237.905,10280.65855,9244.202346,15076.65788,20577.3876,7302.604746,102045.9106,4535.179969,361451.2984,265495.1996,64003.81585,132679.9317,11821.60017,59571.71519,97961.24986,168145.8388,62328.93477,59728.50136,14431.33384,95631.86164,30761.27128,15273.68327,99880.84195,468335.0479,375824.8726,174219.2791,204335.2484,162433.8016,111437.4474,305622.2684,808394.3955,5169103.725
