unit,time,yyyymm,y,treat
C7,21,201111,-0.0053660134372206,0
C7,22,201112,0.652953624251026,0
C7,23,201201,-0.738208829443382,0
C7,24,201202,0.52314196573378,0
C7,25,201203,-1.09930690333321,0
C7,26,201204,0.920325044705351,0
C7,27,201205,-0.0760565744101314,0
C7,28,201206,-0.709598778698256,0
C7,29,201207,-0.0235757639924286,0
C7,30,201208,1.02148352312532,0
C7,31,201209,-0.820487584627585,0
C7,32,201210,0.670336351567029,0
C7,33,201211,-0.0915941885913627,0
C7,34,201212,0.0969649113721989,0
C7,35,201301,-0.0970420579893982,0
C7,36,201302,0.133739091507325,0
C7,37,201303,0.217900621607438,0
C7,38,201304,-0.793340223482931,0
C7,39,201305,0.714835210835806,0
C7,40,201306,-0.734366296424406,0
C7,41,201307,0.594035728727063,0
C7,42,201308,-0.387482995516154,0
C7,43,201309,0.691034622576209,0
C7,44,201310,-0.131602091393209,0
C7,45,201311,-0.338987237443616,0
C7,46,201312,0.662948318183879,0
C7,47,201401,-0.201561736411231,0
C7,48,201402,0.12043623440811,0
C7,49,201403,-0.0537069287211862,0
C7,50,201404,-1.05108221589297,0
C7,51,201405,0.532240265216259,0
C7,52,201406,-0.0187477693517559,0
C7,53,201407,-0.0244400793918755,0
C7,54,201408,0.349252515569701,0
C7,55,201409,-0.291712956113629,0
C7,56,201410,-0.0068444215661376,0
C7,57,201411,0.0515913903264051,0
C7,58,201412,0.566222488300397,0
C7,59,201501,-0.363129438493607,0
C7,60,201502,0.19769920912109,0
C7,61,201503,-1.89384514732459,0
C7,62,201504,0.280552036010141,0
C7,63,201505,-0.172603383403773,0
C7,64,201506,-0.44771183891185,0
C7,65,201507,-0.204457287131227,0
C7,66,201508,-0.623921637198571,0
C7,67,201509,1.3893795051216,0
C7,68,201510,-0.367842406707153,0
C7,69,201511,0.316406521428758,0
C7,70,201512,-0.172467709881234,0
C8,0,201002,-0.384692090934848,0
C8,1,201003,-0.0908070984679634,0
C8,2,201004,0.323090334019117,0
C8,3,201005,0.176273690637131,0
C8,4,201006,-0.673902257754183,0
C8,5,201007,0.173696154935314,0
C8,6,201008,0.135696701753528,0
C8,7,201009,-0.12306523184008,0
C8,8,201010,0.275560393788497,0
C8,9,201011,0.377542221641886,0
C8,10,201012,-0.168323725633549,0
C8,11,201101,0.395731607813349,0
C8,12,201102,-0.710228272665199,0
C8,13,201103,0.120077766668144,0
C8,14,201104,0.278281464408136,0
C8,15,201105,0.156970118616413,0
C8,16,201106,-0.275904516345689,0
C8,17,201107,-0.242345000843663,0
C8,18,201108,0.489172227378766,0
C8,19,201109,-0.4633034866756,0
C8,20,201110,0.727945817719132,0
C8,21,201111,-0.121946159362401,0
C8,22,201112,-0.0110042631612357,0
C8,23,201201,0.295218355337115,0
C8,24,201202,-0.543272453676398,0
C8,25,201203,0.146080812797609,0
C8,26,201204,0.356501331098785,0
C8,27,201205,-0.16647163090672,0
C8,28,201206,-0.628809749238483,0
C8,29,201207,0.248852281089679,0
C8,30,201208,0.218943460906289,0
C8,31,201209,-0.2338204104688,0
C8,32,201210,0.194067695781643,0
C8,33,201211,0.114895415115456,0
C8,34,201212,0.119447523320487,0
C8,35,201301,0.496336472961366,0
C8,36,201302,-0.65953599601499,0
C8,37,201303,0.0968439592274271,0
C8,38,201304,0.172671368860153,0
C8,39,201305,-0.0927254890438087,0
C8,40,201306,-0.153399451542347,0
C8,41,201307,-0.36857233201408,0
C8,42,201308,0.247188089738787,0
C8,43,201309,-0.050444606102098,0
C8,44,201310,-0.0383024015890934,0
C8,45,201311,0.245295433166074,0
C8,46,201312,0.337602951763898,0
C8,47,201401,0.445851963859589,0
C8,48,201402,-0.743850865327747,0
C8,49,201403,0.0110640565423035,0
C8,50,201404,0.335656530744203,0
C8,51,201405,-0.0964078759929023,0
C8,52,201406,-0.0416469783734446,0
C8,53,201407,-0.0896280568269798,0
C8,54,201408,0.0462976093440721,0
C8,55,201409,-0.547069461115662,0
C8,56,201410,0.0838181591789464,0
C8,57,201411,0.0656180099353714,0
C8,58,201412,0.768081252284611,0
C8,59,201501,0.275221693726216,0
C8,60,201502,-0.50332783286682,0
C8,61,201503,-0.206861139227473,0
C8,62,201504,0.252383628364288,0
C8,63,201505,-0.126761622694353,0
C8,64,201506,-0.305901083733274,0
C8,65,201507,0.0411238315657192,0
C8,66,201508,-0.0401591059158912,0
C8,67,201509,-0.265152756857352,0
C8,68,201510,-0.107456020617017,0
C8,69,201511,-0.016227089339913,0
C8,70,201512,0.677514337525534,0
C9,0,201002,-0.140919175857451,0
C9,1,201003,0.333174383724701,0
C9,2,201004,-0.321238260322835,0
C9,3,201005,0.29278522798636,0
C9,4,201006,-0.158323829872398,0
C9,5,201007,-0.253828595772828,0
C9,6,201008,-0.0503905577344237,0
C9,7,201009,-0.0688748735352982,0
C9,8,201010,0.455307541035,0
C9,9,201011,-0.210942423749601,0
C9,10,201012,0.242637625452538,0
C9,11,201101,-0.0028691739657604,0
C9,12,201102,0.102727430033327,0
C9,13,201103,0.118748258294963,0
C9,14,201104,-0.0186715026902595,0
C9,15,201105,0.137575406025021,0
C9,16,201106,-0.237642062599799,0
C9,17,201107,2.35937963344313e-05,0
C9,18,201108,-0.0201000946404433,0
C9,19,201109,0.0017793286949223,0
C9,20,201110,0.193011236919092,0
C9,21,201111,0.286166366485781,0
C9,22,201112,-0.242923953925662,0
C9,23,201201,-0.124356704916107,0
C9,24,201202,0.147944166095306,0
C9,25,201203,0.539839446010552,0
C9,26,201204,-0.344996764711984,0
C9,27,201205,-0.0700981906994285,0
C9,28,201206,-0.187196306962817,0
C9,29,201207,0.121442254824958,0
C9,30,201208,0.0863060696416951,0
C9,31,201209,-0.0971453202739148,0
C9,32,201210,-0.067627149336797,0
C9,33,201211,0.0622926125075569,0
C9,34,201212,-0.0306678569667014,0
C9,35,201301,-0.0105296850981031,0
C9,36,201302,-0.186918850083424,0
C9,37,201303,0.0945930024351522,0
C9,38,201304,0.14522935764374,0
C9,39,201305,-0.140459544844297,0
C9,40,201306,0.0633565611132956,0
C9,41,201307,0.209996120451127,0
C9,42,201308,0.0678124422576882,0
C9,43,201309,-0.183662368594799,0
C9,44,201310,0.154021753737065,0
C9,45,201311,0.0351285864355226,0
C9,46,201312,0.1777415484504,0
C9,47,201401,-0.268729933211937,0
C9,48,201402,-0.117391924778106,0
C9,49,201403,0.173094412628885,0
C9,50,201404,0.109876662395423,0
C9,51,201405,0.202306356221832,0
C9,52,201406,-0.329265971407924,0
C9,53,201407,-0.0364044891081456,0
C9,54,201408,0.389415679832788,0
C9,55,201409,-0.1690733090743,0
C9,56,201410,-0.0711073122171815,0
C9,57,201411,-0.377712686583501,0
C9,58,201412,0.338773374180177,0
C9,59,201501,-0.259636190871246,0
C9,60,201502,-0.0835348630697004,0
C9,61,201503,0.0238807438887814,0
C9,62,201504,0.218665628097924,0
C9,63,201505,0.204888425902671,0
C9,64,201506,-0.129521900037233,0
C9,65,201507,0.319189192088459,0
C9,66,201508,-0.259957985533891,0
C9,67,201509,-0.0755613128096466,0
C9,68,201510,0.0491898477748136,0
C9,69,201511,-0.162561067026455,0
C9,70,201512,-0.0134942777962861,0
C10,0,201002,-0.0559013755329199,0
C10,1,201003,0.646229596436467,0
C10,2,201004,-0.0149387624272155,0
C10,3,201005,-1.12779178098258,0
C10,4,201006,0.463207217457717,0
C10,5,201007,1.56965804610491,0
C10,6,201008,-0.54032106590107,0
