Date,Visitor Arrivals,Visitor Days,Occupancy,Mean Daily Rate,Revenue per Available Room,Total Leisure Emp,Unemp Rate,LFP,Accommodation Emp,Econ Activity Index,NatRes_Constr_Emp,Wholesale_Emp,Financial_Emp,HealthCare_Emp,Government_Emp,Mandatory Quarantine
1992-05-01,-1.064984194902796,2.292775407560077,1.054652305300863,2.376663743373908,4.155419432055707,3.75,53.84615,0.43988,4.36429,-0.6263,-7.671232876712331,-1.1627906976744207,-1.273885350318471,3.266331658291466,2.5915996425379895,0
1992-06-01,-3.654769213362397,0.4733203438172184,-7.066991477090612,5.04147773514998,-2.357409526061094,2.57202,55.55556,0.58651,3.86551,-0.92581,-7.336956521739135,-1.1560693641618491,-1.2658227848101222,2.9925187032418865,2.734731084776665,0
1992-07-01,-9.559638688035744,-4.640193663211834,-7.309561930818209,0.8072778016649185,-7.328206112446911,1.11902,59.25926,0.73314,0.97692,-1.10533,-5.47945205479452,-0.5747126436781658,-1.577287066246058,2.1791767554479424,1.5296367112810794,0
1992-08-01,-9.179837823231274,-4.149301352783407,-6.331011031501143,3.984461026348551,-2.552714001366396,0.1004,57.14286,0.87977,-1.18744,-1.22078,-6.849315068493156,-1.1494252873563204,-1.5723270440251569,2.669902912621369,1.0456273764258617,0
1992-09-01,-4.531838793117737,0.01193620392825334,0.6249686943978094,4.891020456370065,6.992538322064568,-0.40486,51.72414,0.87977,-2.91307,-1.10576,-7.499999999999996,-2.298850574712641,-0.6349206349206327,3.4653465346534684,1.2935323383084674,0
1992-10-01,-0.1812776148229833,6.140167106671335,4.868788484384634,3.082933820142286,8.486219575436671,-1.33607,50.0,0.87977,-2.67745,-1.20921,-3.361344537815125,-3.4285714285714253,-0.31746031746031633,1.2224938875305513,1.1019283746556363,0
1992-11-01,0.03069113043918659,6.478041885750851,4.272761934656444,4.981784601544992,9.101397187279803,-1.63767,45.16129,0.73314,-2.96163,-0.96342,-1.1331444759206777,-3.9548022598870025,-1.5723270440251569,0.7317073170731714,0.9786476868327343,0
1992-12-01,-4.32226680298482,0.0613115844179335,0.3655624507340693,1.002931362063708,1.858226057687151,-1.71891,40.625,0.73314,-3.79345,-0.8716,-0.5665722379603388,-1.1494252873563204,-1.2461059190031154,0.7263922518159882,1.050788091068311,0
1993-01-01,-3.116176491001976,-0.4885856534412536,-0.1786018141027523,-0.9122707451509893,-2.275511624505966,-4.33905,32.35294,0.73314,-6.73929,-0.56143,2.6548672566371723,-1.744186046511631,2.922077922077926,0.7371007371007376,-0.27198549410698547,0
1993-02-01,-9.795857328607882,-6.019117593464318,-3.642002806588807,-0.09819712118100954,-4.126988319346037,-4.22961,25.71429,0.43924,-7.32477,-0.0392,5.089820359281427,-0.588235294117645,2.9032258064516148,1.7156862745097978,0.3539823008849474,0
1993-03-01,-0.7561651690826787,0.7643659941757752,-0.1300385202684606,-0.7867384640071418,0.2244971678464269,-4.52261,18.91892,0.43924,-7.12542,0.28788,4.451038575667665,-1.7543859649122862,2.8846153846153744,1.4598540145985384,0.7846556233652935,0
1993-04-01,-5.72285373040673,-3.165872275791548,-0.9793700806175365,-1.591521021889175,-2.756368440952472,-4.92462,10.25641,0.2924,-8.41552,0.97126,4.166666666666674,-0.5847953216374324,3.8709677419354938,0.9732360097323589,0.9598603839441555,0
1993-05-01,-6.022044237851465,-2.30176928418494,-1.189816484847495,0.9781222483478125,0.3001226266655221,-4.71888,7.5,0.14599,-7.85286,1.18172,3.857566765578646,-0.588235294117645,4.193548387096757,1.4598540145985384,1.8292682926829285,0
1993-06-01,-11.3887309809152,-7.580239567177538,0.9744807105642739,-1.04965364174251,0.3344157697125594,-4.71414,2.38095,0.0,-7.16309,1.28981,2.639296187683282,-0.5847953216374324,4.166666666666674,1.6949152542372836,0.5323868677906018,0
1993-07-01,-5.035096196250322,-1.693394770197787,0.8322335605747799,0.0802429809044991,0.3263126668644256,-5.03018,0.0,-0.14556,-7.55995,1.34122,2.3188405797101463,-2.8901734104046284,4.166666666666674,1.6587677725118377,-0.09416195856873921,0
1993-08-01,-4.593883543070443,-1.989540963936609,2.596714375496334,-1.832357513665572,1.14085631115437,-5.21565,-2.27273,-0.43605,-8.486,1.14383,2.0588235294117574,-2.9069767441860517,3.833865814696491,0.0,-0.18814675446848783,0
1993-09-01,-10.3468347643029,-6.913116175105182,-7.808310309707645,-1.992885619167395,-9.908802241063409,-4.6748,-2.27273,-0.5814,-7.68218,1.28913,3.9039039039038936,-2.352941176470591,3.514376996805102,0.0,-0.19646365422396617,0
1993-10-01,-4.63598937019073,-2.767754523463184,-4.942717628094351,-1.893316551580793,-6.71716054842989,-2.5,-2.22222,-0.72674,-5.99341,1.35562,-1.1594202898550732,-2.9585798816568087,2.5477707006369643,1.449275362318847,0.4541326067211582,0
1993-11-01,-7.368041525382085,-5.742712013994977,-5.384286848409436,-3.29023654339472,-9.99485224962806,-3.12175,0.0,-0.43668,-7.30623,1.07795,-4.011461318051579,-2.352941176470591,3.514376996805102,1.937046004842613,-0.2643171806167355,0
1993-12-01,-5.452911255385229,-2.387584097782125,1.297939992277497,-2.678284773288309,-1.800648015634698,-4.01235,2.22222,-0.58224,-7.43269,0.57743,-6.837606837606824,-3.488372093023251,2.5236593059936974,2.163461538461542,0.25996533795493715,0
1994-01-01,-6.443979738749195,-4.714917419355391,-3.210746885871929,-2.46182993695554,-6.615787572254328,-1.05485,6.66667,-0.58224,-3.37109,0.61712,-10.632183908045977,-3.5502958579881616,2.5236593059936974,3.170731707317076,-0.545454545454549,0
1994-02-01,6.967505649970418,7.317747267312624,9.217562127172174,-1.94376110326121,7.049581441647934,-1.15668,11.36364,-0.58309,-2.19049,-0.02614,-12.250712250712247,-3.5502958579881616,2.5078369905956244,1.9277108433734869,0.6172839506172867,0
1994-03-01,5.410420226358736,7.895886771980809,12.1080752724475,0.7010449107410999,14.99902994591469,-0.52632,13.63636,-0.58309,-1.43986,-0.11743,-11.64772727272727,-2.3809523809523836,1.8691588785046953,1.918465227817756,0.34602076124568004,0
1994-04-01,5.476351554569603,4.777762930496121,7.468806064258549,1.847428775918347,9.52064773868273,-0.84567,18.60465,-0.87464,-0.49028,-0.54595,-10.571428571428577,-3.529411764705881,-1.552795031055909,2.650602409638547,0.2592912705272177,0
1994-05-01,-0.5736351883284807,1.333051292257448,6.160192177917256,0.8362858341480095,6.902561525041628,-0.84299,20.93023,-1.02041,-0.87717,-0.96029,-10.857142857142854,-2.9585798816568087,-2.1671826625386914,1.918465227817756,-2.1385799828913643,0
1994-06-01,7.461663123077145,9.524792671642368,7.626805039141882,-0.3264141004135079,7.7279214556085,0.21053,20.93023,-1.16618,-0.88079,-0.66268,-10.571428571428577,-2.941176470588236,-2.1538461538461506,2.1428571428571352,1.4121800529567574,0
1994-07-01,5.13503868917593,6.685091373230434,6.606036290333028,0.2044853498483379,7.020007884880752,1.69492,23.25581,-1.16618,1.33245,-0.63579,-11.048158640226625,-1.7857142857142905,-2.1538461538461506,2.0979020979021046,1.036757775683328,0
1994-08-01,7.912327707954248,9.164325959552189,5.167644457031173,3.429264414250954,8.173690932311617,1.37566,23.25581,-1.0219,0.56002,-0.57195,-9.221902017291061,-1.19760479041916,-2.1538461538461506,0.7092198581560183,0.8482563619227168,0
1994-09-01,6.391221526109159,7.610533841541622,9.864722433250318,4.186516123627926,15.45054904575005,1.91898,23.25581,-0.87719,1.28626,-0.33766,-9.537572254335258,-1.2048192771084376,-1.5432098765432056,1.9138755980861344,0.9842519685039353,0
1994-10-01,1.854505197708156,2.702122547908936,4.490065236863727,5.572350576461216,10.69773761804473,1.06838,20.45455,-0.58565,0.98449,-0.27269,-9.97067448680352,0.0,-2.484472049689457,1.1904761904761862,0.4520795660036159,0
1994-11-01,8.8978506810389,10.15002123162896,6.304256747518933,5.148722814194873,11.15120773931446,2.25564,15.55556,-0.73099,2.60521,0.48121,-9.552238805970148,-1.8072289156626509,-3.0864197530864224,1.187648456057011,0.6183745583038913,0
1994-12-01,8.59380295305401,9.126135359424481,1.017341874661604,5.821776520918864,6.931285733840142,3.21543,10.86957,-0.58565,2.47559,0.92641,-9.480122324159035,-0.6024096385542133,-3.384615384615386,0.9411764705882453,0.17286084701815252,0
1995-01-01,6.919151852058092,5.12324066122507,5.696332959231087,7.81390585465398,14.26146167403875,1.49254,6.25,-0.73206,1.36813,1.03093,-9.646302250803862,0.0,-4.923076923076919,0.7092198581560183,2.010968921389389,0
1995-02-01,-4.569387920802059,-4.599050128757598,-4.420578325011526,3.973432023820855,0.216610547296292,1.80851,4.08163,-0.58651,0.16896,1.16355,-10.064935064935066,0.0,-5.198776758409796,0.47281323877068626,1.3146362839614456,0
1995-03-01,-0.7752103878618133,-4.759670776575775,-6.36885712757993,3.167110770545345,-3.156100395248818,1.37566,4.0,-0.73314,-0.7294,0.95363,-9.646302250803862,-0.6097560975609762,-4.892966360856277,0.47058823529411153,0.9482758620689591,0
1995-04-01,-1.715018083734154,-0.2239849848333475,-4.978013534441351,2.964315088836256,-2.486700612809534,1.59915,3.92157,-0.44118,-0.54605,0.78421,-11.82108626198083,-0.6097560975609762,-2.8391167192429068,0.0,0.775862068965516,0
1995-05-01,5.642807065958011,2.967282938413218,-3.426270406881116,4.643174574997633,-0.2381889463321407,0.63762,3.84615,-0.29455,-0.36021,1.00891,-11.217948717948723,-0.6097560975609762,-2.5316455696202556,1.6470588235294015,2.3601398601398538,0
1995-06-01,5.019149478502305,1.879201689619125,-1.597560382754437,5.300185896603282,3.902222435558977,1.15546,5.76923,-0.14749,-1.19129,0.77175,-10.223642172523961,-0.60606060606061,-2.8301886792452824,0.6993006993007089,-0.435161009573537,0
1995-07-01,7.028296975146153,2.775791089354818,1.166221548134105,5.888138458811598,7.9843155613883,-0.10417,5.66038,-0.29499,-2.0584,0.58762,-10.828025477707005,-2.4242424242424176,-3.7735849056603765,-0.91324200913242,-0.7462686567164201,0
1995-08-01,3.815437399116117,0.7580186173425707,-0.5079878835415497,2.027979994802154,0.0980461780188513,0.41754,7.54717,-0.44248,-0.18489,0.45758,-10.158730158730156,-2.4242424242424176,-2.2012578616352196,0.23474178403755097,-2.1495327102803774,0
1995-09-01,4.757658055244818,1.439612157056591,-0.3783902472771272,2.446837991854545,1.512762392825473,0.20921,7.54717,-0.44248,-1.03703,0.23456,-9.904153354632584,-1.8292682926829174,-2.8213166144200663,0.46948356807512415,-1.5594541910331383,0
1995-10-01,4.826108784789596,2.878723071323219,1.72807672638231,4.667012275621296,6.351482216225834,-0.21142,9.43396,-0.73638,-2.17944,0.09115,-10.097719869706845,-2.4390243902439046,-1.9108280254777066,0.0,-2.5202520252025185,0
1995-11-01,1.230203803209662,-1.537815745437043,0.5618673032467658,5.263071058632107,4.385754139686027,-0.10504,11.53846,-0.88365,-1.12346,-0.3883,-9.570957095709575,-1.8404907975460127,-1.5923566878980888,0.23474178403755097,-2.2827041264266934,0
1995-12-01,3.12737285104876,-0.4511475028776357,1.201103456145058,4.265036443056291,5.261735291467717,-0.31153,13.72549,-0.73638,-1.00905,-0.40078,-9.121621621621623,-2.4242424242424176,-1.9108280254777066,0.4662004662004726,-2.5884383088869756,0
1996-01-01,4.145582300331419,0.309485034572643,1.350906694164045,5.14306098350763,7.038131617383514,-0.52521,15.68627,-0.58997,-0.75413,-0.63291,-8.896797153024917,-1.8404907975460127,-0.9708737864077666,0.0,-3.673835125448033,0
1996-02-01,14.33875242306481,10.3360199365198,4.67511280200732,8.557550103127687,16.19575108694431,0.31348,15.68627,-0.44248,1.25598,-0.14216,-9.747292418772568,-1.8404907975460127,-0.3225806451612856,0.47058823529411153,-1.9896193771626325,0
1996-03-01,4.273608088184955,2.252455250776331,0.8215994901124235,6.544435036411311,8.828039450560233,0.52192,13.46154,-0.14771,2.01067,0.09058,-11.032028469750887,-1.8404907975460127,-0.3215434083601254,0.936768149882905,-2.0495303159692613,0
1996-04-01,3.275473572003285,1.704477537002336,3.280998199901664,5.88065231936834,10.56384487514677,-0.52466,11.32075,0.0,0.76273,0.2464,-9.782608695652172,-2.4539877300613466,-0.649350649350644,0.46948356807512415,-2.480752780153983,0
1996-05-01,3.858906129386508,3.82959789311863,1.286567192921462,3.651982448064373,3.879490639438266,0.42239,9.25926,0.14771,1.11254,0.44104,-9.386281588447654,-2.4539877300613466,-0.32467532467532756,-0.23148148148147696,-1.5371477369769404,0
1996-06-01,5.934571728489013,4.107792653221898,2.545573176680516,6.2572327591504,9.437459560692773,-0.31153,7.27273,0.14771,2.19418,0.71391,-9.608540925266906,-2.4390243902439046,-0.6472491909385147,0.0,-1.4860139860139898,0
1996-07-01,0.639109929685544,-0.732375266194718,-1.892295976600478,4.974678993402182,3.579372977188622,0.4171,3.57143,0.29586,2.41847,1.12943,-9.642857142857142,-0.6211180124223725,0.0,2.073732718894017,0.1879699248120259,0
1996-08-01,1.433069604564907,1.125418316354088,-1.71885270721337,6.871874737433159,4.554615074566692,1.0395,1.75439,0.44444,2.1837,1.53566,-9.540636042402827,-0.6211180124223725,-1.2861736334405127,3.74707259953162,1.7191977077363862,0
1996-09-01,1.576344632730997,1.153667968167982,-4.055959404796406,7.437269360291987,2.512197752574297,1.46138,1.75439,0.44444,2.9736,1.26105,-9.57446808510638,-1.242236024844734,-0.6451612903225823,1.4018691588784993,0.4950495049504955,0
1996-10-01,-1.679039515064407,-3.674542622317012,-4.729275973090708,5.313311821312161,-0.7361142421014155,1.80085,1.72414,0.74184,3.16046,1.43099,-7.971014492753625,-1.2499999999999956,-1.9480519480519431,2.35294117647058,0.5540166204986097,0
1996-11-01,-1.389754019249045,-2.420144717333628,-6.959092382949638,5.41911512784834,-4.262735827191411,1.57729,3.44828,0.89153,2.06431,1.11746,-11.31386861313869,-1.2499999999999956,-1.2944983818770184,3.2786885245901676,0.8086253369272267,0
1996-12-01,-2.843881335463994,-5.058352381140041,-5.903623414602144,8.02142130938539,1.121778456297018,1.77083,3.44828,0.74184,3.76249,1.36293,-6.691449814126393,-1.242236024844734,-0.32467532467532756,3.2482598607888713,0.7085916740478204,0
1997-01-01,-1.380814097202465,-5.159421332644854,-4.41190605003402,7.24595315301122,2.057520430190762,1.26716,3.38983,0.74184,3.28819,1.42987,-6.640625,-2.500000000000002,-0.6535947712418277,3.7558685446009488,2.9767441860465205,0
1997-02-01,-4.89232143653251,-7.687984714614515,-4.628946299703884,6.031019929367254,1.88936572240741,0.52083,3.38983,0.59259,1.56008,1.16475,-4.800000000000004,-2.500000000000002,-0.9708737864077666,3.74707259953162,0.26478375992939895,0
1997-03-01,0.3111789848805557,2.158495714987607,-0.6055545550082253,8.509881577005185,9.243406206370008,0.41537,3.38983,0.44379,1.23793,1.20233,-4.800000000000004,-2.500000000000002,-0.6451612903225823,3.944315545243615,-0.43591979075849885,0
1997-04-01,6.176113655933668,1.332229021478848,1.264672773202924,7.232462735668199,10.60102432278109,1.16034,3.38983,0.14771,1.25016,1.28072,-6.425702811244982,-1.8867924528301883,-1.3071895424836555,4.20560747663552,0.0,0
1997-05-01,-1.449182209278377,-2.494980134405522,-1.622944807369964,8.213219305355345,6.333829888743159,0.63091,1.69492,0.0,-0.04673,1.39481,-6.3745019920318775,-1.8867924528301883,-1.6286644951140072,4.872389791183296,0.2601908065914982,0
1997-06-01,-4.71724199520901,-5.896910317957504,-7.180526080578908,7.51479368865724,-0.4023705552089862,0.20833,1.69492,0.0,-1.37347,1.22438,-7.0866141732283445,-1.8750000000000044,-1.6286644951140072,5.555555555555558,1.2422360248447228,0
1997-07-01,-0.6245675354644153,-1.614375882897146,-3.633010574542572,8.529106069041848,5.728572531327458,-0.62305,3.44828,0.0,-1.29689,0.88575,-5.533596837944666,-1.8750000000000044,-1.6339869281045805,4.514672686230248,-0.09380863039399889,0
1997-08-01,-0.8750814884429969,-1.845831606714177,-2.833444540908103,8.74713599883421,6.172724057293921,-0.82305,1.72414,-0.14749,-1.46387,1.21764,-5.859375,-1.2499999999999956,-1.9543973941368087,5.417607223476306,1.8779342723004744,0
1997-09-01,4.82335659690567,3.414472210323583,0.5079058090834865,7.177632882185359,7.461475693585884,-1.33745,0.0,-0.29499,-1.7729,1.50212,-5.490196078431375,-0.6289308176100628,-1.9480519480519431,4.377880184331806,2.9556650246305383,0
1997-10-01,4.821903583741638,4.867794542908266,-0.4164349218704233,5.472675561740936,4.630156018304787,-0.62435,-1.69492,-0.44183,-1.09121,1.52623,-5.511811023622048,0.0,-1.655629139072845,4.367816091954024,1.8365472910927494,0
1997-11-01,3.662444052073854,2.933698265351947,2.125846439191981,6.513239674283833,7.227789180117172,-0.5176,-5.0,-0.5891,-1.28649,2.12028,-2.0576131687242816,0.0,-2.2950819672131195,3.628117913832196,0.891265597147961,0
1997-12-01,2.280795247697198,0.3314292916577921,-0.8513173577745059,4.696469145487692,3.716767905234697,-0.71648,-5.0,-0.73638,-1.96697,1.7928,-5.5776892430278835,0.6289308176100628,-1.3029315960912058,4.719101123595504,0.8795074758135346,0
1998-01-01,2.28027778910842,14.39288344599774,-0.443368049161863,4.849453569360684,3.209905292209325,-0.4171,-6.55738,-0.73638,-1.70264,1.9736,-6.2761506276150625,0.6410256410256387,-1.3157894736842146,3.619909502262453,0.3613369467027949,0
1998-02-01,-1.247529193302566,3.839807107466786,-3.344300033442704,5.110229971021063,1.680331806087598,-0.20725,-6.55738,-0.88365,-1.26519,1.86772,-4.621848739495793,1.2820512820512775,-2.614379084967322,4.06320541760723,-0.08802816901408717,0
1998-03-01,-3.044016390062387,-4.768755963951577,-4.817259829236065,3.989319340027242,-0.7687364734611402,0.10341,-6.55738,-0.88365,-0.99315,1.78845,-4.201680672268903,1.2820512820512775,-2.2727272727272707,3.3482142857142794,0.7880910683012221,0
1998-04-01,-1.40766312563998,-0.8320564981053269,-4.98272962868228,4.916198069369626,0.6213323300235052,0.4171,-6.55738,-0.73746,-0.57683,1.97982,-3.0042918454935674,1.9230769230769162,-0.6622516556291425,4.7085201793722,0.7017543859649145,0
1998-05-01,-0.5070210288793731,-3.552172454329416,-2.60732695660959,3.774808829034915,1.316207185299789,1.14943,-3.33333,-0.73746,0.14623,1.61763,-2.9787234042553234,1.9230769230769162,-0.6622516556291425,4.424778761061954,0.08650519031141446,0
1998-06-01,-2.379304191495302,-0.120176052440002,-1.868495056988106,2.887257128139153,1.010284629239311,0.6237,-3.33333,-0.58997,0.38674,1.60428,-2.5423728813559365,1.273885350318471,-0.3311258278145712,3.7280701754385914,-0.35056967572304476,0
1998-07-01,-1.915198805927909,-0.2782062763923343,-2.414521061576802,1.892202345723804,0.4009085746734753,0.73145,-1.66667,-0.58997,-0.28098,1.55236,-2.092050209205021,1.273885350318471,0.9966777408637828,4.10367170626349,0.5633802816901401,0
1998-08-01,-3.679332463321705,-2.691824492001293,-3.370942005762634,2.059437119423846,-1.159958146519524,0.41494,0.0,-0.44313,-1.01728,1.31696,-2.0746887966805017,0.6329113924050667,0.9966777408637828,3.6402569593147804,0.0,0
1998-09-01,-6.44643494016619,-8.34414818789716,-4.139666442692613,1.583035446290215,-3.536723902238315,0.8342,1.72414,-0.14793,-1.34251,1.27751,-2.4896265560165998,1.2658227848101333,0.3311258278145601,4.856512141280356,2.8708133971291794,0
1998-10-01,-4.22175578951337,-5.369553597123899,-1.32031258632348,3.224434810320598,2.472348777444644,0.20942,1.72414,-0.14793,-1.92067,1.17484,-2.500000000000002,1.2658227848101333,1.3468013468013407,4.8458149779735615,0.2705139765554643,0
1998-11-01,-3.159904673123726,-1.829384637128884,-3.480527844743986,0.5534475507164016,-3.844003065753288,0.41623,1.75439,0.0,-1.26389,1.208,-2.5210084033613467,1.2658227848101333,1.6778523489932917,4.814004376367609,0.0,0
1998-12-01,-2.616494059232977,10.39268349979092,-3.690584617753112,2.648082114152284,-0.6445087426995566,0.10309,0.0,0.0,-1.95129,1.5222,-0.8438818565400852,0.6250000000000089,0.660066006600668,3.433476394849788,0.17436791630340842,0
1999-01-01,-1.800693674157539,1.414515059271881,-2.523776373152942,-0.6013092479170035,-4.35641093220881,-0.20942,-1.75439,0.0,-1.93972,1.57094,-0.8928571428571397,0.0,-0.666666666666671,2.4017467248908186,-0.6300630063006296,0
1999-02-01,2.103950846025615,3.088861109458119,0.0611291399214009,-0.3380219402653872,-0.5011667463340364,-0.20768,-3.50877,0.0,-2.0224,1.89627,-2.2026431718061623,-1.2658227848101222,0.6711409395973256,2.6030368763557465,-0.08810572687224516,0
1999-03-01,1.031768438745528,4.180532897020561,-0.1255691670250303,-0.3166750601485524,-0.528088864608911,0.51653,-5.26316,0.0,-2.2576,2.27159,-2.631578947368418,-0.6329113924050667,-0.33222591362126463,2.3758099352051865,-0.4344048653344923,0
1999-04-01,-1.378609163355082,-1.661710271477324,-1.989933987517223,0.6028635436212681,-1.445035583979615,0.62305,-5.26316,0.0,-1.59827,2.21693,-0.8849557522123908,-0.6289308176100628,-0.33333333333332993,2.997858672376874,-0.2613240418118501,0
1999-05-01,-0.4617014516962503,3.617098800325702,-2.38724013859053,1.766290482593957,-0.3769194769926432,0.20661,-8.62069,0.0,-1.14518,2.6197,-0.8771929824561431,-0.6289308176100628,-0.666666666666671,2.5423728813559254,-0.7778738115816752,0
1999-06-01,2.638951388967681,4.538846330880131,-0.76454246157317,1.713276719908552,1.449742268041221,1.13636,-10.34483,0.0,-0.72556,2.95739,0.0,-0.6289308176100628,-0.33222591362126463,2.3255813953488413,0.26385224274405594,0
1999-07-01,4.24583860747918,7.669000171891738,1.205429173177297,2.613291395590611,5.148543224400415,1.03734,-11.86441,0.0,-1.65101,3.19509,0.0,-0.6289308176100628,-2.631578947368418,1.6597510373443924,0.37348272642390157,0
1999-08-01,4.626207456999842,5.333564026405901,2.819459332646113,2.029229425754364,4.723260385312966,0.82645,-13.55932,0.0,-1.33992,3.38708,-0.8474576271186418,0.0,-2.960526315789469,1.6528925619834656,2.027649769585249,0
1999-09-01,4.441317870454231,8.225717485401841,4.776982217714654,3.662390643250135,7.187150583129243,0.62048,-15.25424,-0.14815,-1.70892,3.75921,0.42553191489360653,-0.6249999999999978,-2.970297029702973,1.0526315789473717,1.3023255813953583,0
1999-10-01,7.58745294293075,13.02897989008336,4.098668347672563,5.051305789971039,8.6495118534065,1.88088,-16.94915,-0.14815,0.68666,3.99551,0.0,0.0,-2.657807308970095,1.680672268907557,1.3489208633093552,0
1999-11-01,6.676790237802765,6.070003939976454,5.111618799587347,6.03989756983252,10.87659304384447,1.86528,-17.24138,-0.14815,1.65402,4.01591,1.2931034482758674,0.0,-3.63036303630363,1.6701461377870652,1.7667844522968101,0
1999-12-01,-3.501606612731356,-2.424863703965863,-3.85404045683394,7.469437876899976,3.724623812097261,2.05973,-19.29825,0.0,2.32128,4.05204,1.7021276595744705,0.6211180124223503,-3.2786885245901676,1.4522821576763434,1.3925152306353272,0
2000-01-01,-2.908171637944201,-4.356695049772863,-2.784144443563674,9.24628395579612,5.328647176479495,2.51836,-19.64286,0.14837,0.66956,4.30586,5.405405405405395,2.5477707006369643,-3.691275167785235,2.1321961620469176,0.18115942028984477,0
2000-02-01,3.962576868127154,4.652696131883993,3.217351225189624,7.61335285981537,11.27679873081209,2.70552,-18.18182,0.29718,0.87769,3.80823,5.855855855855863,3.205128205128216,-3.6666666666666625,2.5369978858351017,1.4991181657848296,0
2000-03-01,6.499415498188532,6.56349562320595,7.50795481378117,8.432126948445507,17.12885055447986,2.56937,-18.51852,0.44577,1.75034,3.97595,8.558558558558559,3.1847133757961776,-3.6666666666666625,3.164556962025311,2.44328097731239,0
