"INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes","ID","pass_km_travelled","deathrate_mln","COUNTRYNAME"
"ROADACCID","DEATH","NBR","A",2006,2587,"",24,1.1735e+10,0.22045164039199,"ROU"
"ROADACCID","DEATH","NBR","A",2007,2800,"",24,1.2156e+10,0.23033892727871,"ROU"
"ROADACCID","DEATH","NBR","A",2008,3065,"",24,1.3881e+10,0.220805417477127,"ROU"
"ROADACCID","DEATH","NBR","A",2009,2797,"",24,1.2805e+10,0.218430300663803,"ROU"
"ROADACCID","DEATH","NBR","A",2010,2377,"",24,1.1955e+10,0.198828941865328,"ROU"
"ROADACCID","DEATH","NBR","A",2011,2018,"",24,1.1773e+10,0.171409156544636,"ROU"
"ROADACCID","DEATH","NBR","A",2012,2042,"",24,1.2584e+10,0.162269548633185,"ROU"
"ROADACCID","DEATH","NBR","A",2013,1861,"",24,1.2923e+10,0.144006809564343,"ROU"
"ROADACCID","DEATH","NBR","A",2014,1818,"",24,1.4061e+10,0.129293791337743,"ROU"
"ROADACCID","DEATH","NBR","A",2015,1893,"",24,1.7471e+10,0.108350981626696,"ROU"
"ROADACCID","DEATH","NBR","A",1970,2950,"",2,5.8576e+10,0.0503619229718656,"BEL"
"ROADACCID","DEATH","NBR","A",1971,3070,"",2,5.9759e+10,0.0513730149433558,"BEL"
"ROADACCID","DEATH","NBR","A",1972,3130,"",2,6.2664e+10,0.0499489339971914,"BEL"
"ROADACCID","DEATH","NBR","A",1973,2920,"",2,6.4578e+10,0.0452166372448822,"BEL"
"ROADACCID","DEATH","NBR","A",1974,2670,"",2,6.6742e+10,0.0400047945821222,"BEL"
"ROADACCID","DEATH","NBR","A",1975,2346,"",2,6.7159e+10,0.0349320269807472,"BEL"
"ROADACCID","DEATH","NBR","A",1976,2490,"",2,6.9069e+10,0.036050905616123,"BEL"
"ROADACCID","DEATH","NBR","A",1977,2520,"",2,7.2094e+10,0.0349543651344079,"BEL"
"ROADACCID","DEATH","NBR","A",1978,2590,"",2,7.3137e+10,0.0354129920560045,"BEL"
"ROADACCID","DEATH","NBR","A",1979,2330,"",2,7.576e+10,0.0307550158394931,"BEL"
"ROADACCID","DEATH","NBR","A",1980,2396,"",2,7.4451e+10,0.0321822406683591,"BEL"
"ROADACCID","DEATH","NBR","A",1981,2216,"",2,7.5684e+10,0.029279636382855,"BEL"
"ROADACCID","DEATH","NBR","A",1982,2064,"",2,7.5285e+10,0.0274158198844391,"BEL"
"ROADACCID","DEATH","NBR","A",1983,2090,"",2,7.5172e+10,0.0278029053370936,"BEL"
"ROADACCID","DEATH","NBR","A",1984,1893,"",2,7.5862e+10,0.0249532045029132,"BEL"
"ROADACCID","DEATH","NBR","A",1985,1801,"",2,7.6326e+10,0.0235961533422425,"BEL"
"ROADACCID","DEATH","NBR","A",1986,1951,"",2,7.7408e+10,0.0252041132699463,"BEL"
"ROADACCID","DEATH","NBR","A",1987,1922,"",2,8.044e+10,0.0238935852809548,"BEL"
"ROADACCID","DEATH","NBR","A",1988,1967,"",2,8.3173e+10,0.0236495016411576,"BEL"
"ROADACCID","DEATH","NBR","A",1989,1993,"",2,8.6155e+10,0.0231327259009924,"BEL"
"ROADACCID","DEATH","NBR","A",1990,1976,"",2,9.2158e+10,0.0214414375311964,"BEL"
"ROADACCID","DEATH","NBR","A",1991,1874,"",2,9.3322e+10,0.0200810098369088,"BEL"
"ROADACCID","DEATH","NBR","A",1992,1672,"",2,9.4748e+10,0.0176468104867649,"BEL"
"ROADACCID","DEATH","NBR","A",1993,1660,"",2,9.8474e+10,0.016857241505372,"BEL"
"ROADACCID","DEATH","NBR","A",1994,1692,"",2,1.01497e+11,0.0166704434613831,"BEL"
"ROADACCID","DEATH","NBR","A",1995,1505,"",2,1.04228e+11,0.0144394980235637,"BEL"
"ROADACCID","DEATH","NBR","A",1996,1356,"",2,1.04096e+11,0.0130264371349524,"BEL"
"ROADACCID","DEATH","NBR","A",1997,1364,"",2,1.07343e+11,0.0127069301212003,"BEL"
"ROADACCID","DEATH","NBR","A",1998,1500,"",2,1.1296e+11,0.0132790368271955,"BEL"
"ROADACCID","DEATH","NBR","A",1999,1397,"",2,1.1646e+11,0.0119955349476215,"BEL"
"ROADACCID","DEATH","NBR","A",2000,1470,"",2,1.194e+11,0.0123115577889447,"BEL"
"ROADACCID","DEATH","NBR","A",2001,1486,"",2,1.2147e+11,0.0122334732855849,"BEL"
"ROADACCID","DEATH","NBR","A",2002,1353,"",2,1.2396e+11,0.0109148112294288,"BEL"
"ROADACCID","DEATH","NBR","A",2003,1216,"",2,1.2473e+11,0.00974905796520484,"BEL"
"ROADACCID","DEATH","NBR","A",2004,1163,"",2,1.268e+11,0.00917192429022082,"BEL"
"ROADACCID","DEATH","NBR","A",2005,1131,"",2,1.2696e+11,0.00890831758034026,"BEL"
"ROADACCID","DEATH","NBR","A",2006,1106,"",2,1.2799e+11,0.00864130010157044,"BEL"
"ROADACCID","DEATH","NBR","A",2007,1094,"",2,1.3081e+11,0.00836327497897714,"BEL"
"ROADACCID","DEATH","NBR","A",2008,980,"",2,1.3062e+11,0.007502679528403,"BEL"
"ROADACCID","DEATH","NBR","A",2009,956,"",2,1.3106e+11,0.00729436899130169,"BEL"
"ROADACCID","DEATH","NBR","A",2010,850,"",2,1.26773e+11,0.00670489773058932,"BEL"
"ROADACCID","DEATH","NBR","A",2011,884,"",2,1.2764e+11,0.00692572861172046,"BEL"
"ROADACCID","DEATH","NBR","A",2012,827,"",2,1.28046e+11,0.00645861643471877,"BEL"
"ROADACCID","DEATH","NBR","A",2013,764,"",2,1.2153e+11,0.0062865136180367,"BEL"
"ROADACCID","DEATH","NBR","A",2014,745,"",2,1.2398e+11,0.00600903371511534,"BEL"
"ROADACCID","DEATH","NBR","A",2015,762,"",2,1.2224e+11,0.0062336387434555,"BEL"
"ROADACCID","DEATH","NBR","A",1970,132,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1971,86,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1972,107,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1973,108,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1974,127,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1975,124,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1976,100,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1977,110,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1978,102,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1979,90,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1980,98,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1981,100,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1982,75,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1983,85,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1984,70,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1985,79,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1986,79,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1987,68,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1988,84,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1989,67,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1990,71,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1991,83,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1992,69,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1993,78,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1994,66,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1995,70,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1996,71,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1997,60,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1998,57,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1999,58,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2000,76,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2001,70,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2002,62,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2003,53,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2004,50,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2005,47,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2006,43,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2007,45,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2008,35,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2009,48,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2010,32,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2011,33,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2012,34,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2013,45,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2014,35,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",2015,36,"",18,NA,NA,"LUX"
"ROADACCID","DEATH","NBR","A",1970,1055,"",9,3.12e+10,0.0338141025641026,"FIN"
"ROADACCID","DEATH","NBR","A",1971,1143,"",9,3.24e+10,0.0352777777777778,"FIN"
"ROADACCID","DEATH","NBR","A",1972,1156,"",9,3.41e+10,0.033900293255132,"FIN"
"ROADACCID","DEATH","NBR","A",1973,1086,"",9,3.58e+10,0.0303351955307263,"FIN"
"ROADACCID","DEATH","NBR","A",1974,865,"",9,3.75e+10,0.0230666666666667,"FIN"
"ROADACCID","DEATH","NBR","A",1975,910,"",9,3.92e+10,0.0232142857142857,"FIN"
"ROADACCID","DEATH","NBR","A",1976,804,"",9,4.01e+10,0.0200498753117207,"FIN"
"ROADACCID","DEATH","NBR","A",1977,709,"",9,4.04e+10,0.0175495049504951,"FIN"
"ROADACCID","DEATH","NBR","A",1978,610,"",9,4.11e+10,0.0148418491484185,"FIN"
"ROADACCID","DEATH","NBR","A",1979,650,"",9,4.18e+10,0.0155502392344498,"FIN"
"ROADACCID","DEATH","NBR","A",1980,551,"",9,4.33e+10,0.0127251732101617,"FIN"
"ROADACCID","DEATH","NBR","A",1981,555,"",9,4.44e+10,0.0125,"FIN"
"ROADACCID","DEATH","NBR","A",1982,569,"",9,4.6e+10,0.0123695652173913,"FIN"
"ROADACCID","DEATH","NBR","A",1983,604,"",9,4.79e+10,0.0126096033402923,"FIN"
"ROADACCID","DEATH","NBR","A",1984,541,"",9,4.98e+10,0.010863453815261,"FIN"
"ROADACCID","DEATH","NBR","A",1985,541,"",9,5.23e+10,0.0103441682600382,"FIN"
"ROADACCID","DEATH","NBR","A",1986,612,"",9,5.37e+10,0.0113966480446927,"FIN"
"ROADACCID","DEATH","NBR","A",1987,581,"",9,5.46e+10,0.0106410256410256,"FIN"
"ROADACCID","DEATH","NBR","A",1988,653,"",9,5.71e+10,0.0114360770577933,"FIN"
"ROADACCID","DEATH","NBR","A",1989,734,"",9,5.84e+10,0.0125684931506849,"FIN"
"ROADACCID","DEATH","NBR","A",1990,649,"",9,5.97e+10,0.0108710217755444,"FIN"
"ROADACCID","DEATH","NBR","A",1991,632,"",9,5.87e+10,0.0107666098807496,"FIN"
"ROADACCID","DEATH","NBR","A",1992,601,"",9,5.85e+10,0.0102735042735043,"FIN"
"ROADACCID","DEATH","NBR","A",1993,484,"",9,5.77e+10,0.00838821490467938,"FIN"
"ROADACCID","DEATH","NBR","A",1994,480,"",9,5.76e+10,0.00833333333333333,"FIN"
"ROADACCID","DEATH","NBR","A",1995,441,"",9,5.8e+10,0.00760344827586207,"FIN"
"ROADACCID","DEATH","NBR","A",1996,404,"",9,5.84e+10,0.00691780821917808,"FIN"
"ROADACCID","DEATH","NBR","A",1997,438,"",9,5.99e+10,0.00731218697829716,"FIN"
"ROADACCID","DEATH","NBR","A",1998,400,"",9,6.11e+10,0.00654664484451718,"FIN"
"ROADACCID","DEATH","NBR","A",1999,431,"",9,6.25e+10,0.006896,"FIN"
"ROADACCID","DEATH","NBR","A",2000,396,"",9,6.34e+10,0.00624605678233439,"FIN"
"ROADACCID","DEATH","NBR","A",2001,433,"",9,6.47e+10,0.00669242658423493,"FIN"
"ROADACCID","DEATH","NBR","A",2002,415,"",9,6.6e+10,0.00628787878787879,"FIN"
"ROADACCID","DEATH","NBR","A",2003,379,"",9,6.726e+10,0.00563484983645555,"FIN"
"ROADACCID","DEATH","NBR","A",2004,375,"",9,6.8545e+10,0.00547085856007003,"FIN"
"ROADACCID","DEATH","NBR","A",2005,379,"",9,6.945e+10,0.00545716342692585,"FIN"
"ROADACCID","DEATH","NBR","A",2006,336,"",9,6.9995e+10,0.0048003428816344,"FIN"
"ROADACCID","DEATH","NBR","A",2007,380,"",9,7.1325e+10,0.00532772520154224,"FIN"
"ROADACCID","DEATH","NBR","A",2008,344,"",9,7.094e+10,0.00484916831124894,"FIN"
"ROADACCID","DEATH","NBR","A",2009,279,"",9,7.187e+10,0.00388200918324753,"FIN"
"ROADACCID","DEATH","NBR","A",2010,272,"",9,7.2285e+10,0.00376288303244103,"FIN"
"ROADACCID","DEATH","NBR","A",2011,292,"",9,7.303e+10,0.00399835683965494,"FIN"
"ROADACCID","DEATH","NBR","A",2012,255,"",9,7.281e+10,0.00350226617222909,"FIN"
"ROADACCID","DEATH","NBR","A",2013,258,"",9,7.2655e+10,0.00355102883490469,"FIN"
"ROADACCID","DEATH","NBR","A",2014,229,"",9,7.306e+10,0.00313441007391185,"FIN"
"ROADACCID","DEATH","NBR","A",2015,270,"",9,7.3835e+10,0.00365680232951852,"FIN"
"ROADACCID","DEATH","NBR","A",1970,11025,"",16,2.43938e+11,0.0451959104362584,"ITA"
"ROADACCID","DEATH","NBR","A",1971,10912,"",16,2.8209e+11,0.0386826899216562,"ITA"
"ROADACCID","DEATH","NBR","A",1972,11964,"",16,3.10083e+11,0.0385832180416211,"ITA"
"ROADACCID","DEATH","NBR","A",1973,11586,"",16,3.16833e+11,0.0365681605135829,"ITA"
"ROADACCID","DEATH","NBR","A",1974,10365,"",16,2.99407e+11,0.0346184290948441,"ITA"
"ROADACCID","DEATH","NBR","A",1975,10272,"",16,3.21588e+11,0.0319414903541177,"ITA"
"ROADACCID","DEATH","NBR","A",1976,9641,"",16,3.32028e+11,0.0290367077475394,"ITA"
"ROADACCID","DEATH","NBR","A",1977,8879,"",16,3.43391e+11,0.0258568221065782,"ITA"
"ROADACCID","DEATH","NBR","A",1978,8602,"",16,3.76964e+11,0.0228191551447884,"ITA"
"ROADACCID","DEATH","NBR","A",1979,8983,"",16,3.7559e+11,0.0239170371948135,"ITA"
"ROADACCID","DEATH","NBR","A",1980,9220,"",16,3.8187e+11,0.0241443423154477,"ITA"
"ROADACCID","DEATH","NBR","A",1981,8718,"",16,3.95095e+11,0.0220655791645047,"ITA"
"ROADACCID","DEATH","NBR","A",1982,8322,"",16,4.20534e+11,0.0197891252550329,"ITA"
"ROADACCID","DEATH","NBR","A",1983,8300,"",16,3.98251e+11,0.020841127831443,"ITA"
"ROADACCID","DEATH","NBR","A",1984,7759,"",16,4.20443e+11,0.0184543445841648,"ITA"
"ROADACCID","DEATH","NBR","A",1985,7700,"",16,4.4178e+11,0.0174294897912988,"ITA"
"ROADACCID","DEATH","NBR","A",1986,7642,"",16,4.65186e+11,0.0164278374671637,"ITA"
"ROADACCID","DEATH","NBR","A",1987,7327,"",16,4.99944e+11,0.0146556414318404,"ITA"
"ROADACCID","DEATH","NBR","A",1988,7494,"",16,5.39824e+11,0.013882302380035,"ITA"
"ROADACCID","DEATH","NBR","A",1989,6923,"",16,5.59144e+11,0.0123814258938663,"ITA"
"ROADACCID","DEATH","NBR","A",1990,7151,"",16,6.06549e+11,0.0117896493111026,"ITA"
"ROADACCID","DEATH","NBR","A",1991,8098,"",16,6.23635e+11,0.0129851595885414,"ITA"
"ROADACCID","DEATH","NBR","A",1992,8029,"",16,6.7522e+11,0.0118909392494298,"ITA"
"ROADACCID","DEATH","NBR","A",1993,7177,"",16,6.69385e+11,0.0107217819341634,"ITA"
"ROADACCID","DEATH","NBR","A",1994,7104,"",16,6.80101e+11,0.0104455073584659,"ITA"
"ROADACCID","DEATH","NBR","A",1995,7033,"",16,7.0186e+11,0.0100205169122047,"ITA"
"ROADACCID","DEATH","NBR","A",1996,6688,"",16,7.16119e+11,0.00933922993245536,"ITA"
"ROADACCID","DEATH","NBR","A",1997,6724,"",16,7.2884e+11,0.00922561879150431,"ITA"
"ROADACCID","DEATH","NBR","A",1998,6849,"",16,7.53054e+11,0.00909496530129313,"ITA"
"ROADACCID","DEATH","NBR","A",1999,6688,"",16,7.55274e+11,0.00885506451963129,"ITA"
"ROADACCID","DEATH","NBR","A",2000,7061,"",16,8.07481e+11,0.00874447819824863,"ITA"
"ROADACCID","DEATH","NBR","A",2001,7096,"",16,8.13276e+11,0.00872520521938432,"ITA"
"ROADACCID","DEATH","NBR","A",2002,6980,"",16,8.08678e+11,0.00863137120089826,"ITA"
"ROADACCID","DEATH","NBR","A",2003,6563,"",16,8.09307e+11,0.00810940718417115,"ITA"
"ROADACCID","DEATH","NBR","A",2004,6122,"",16,8.1582e+11,0.00750410629795788,"ITA"
"ROADACCID","DEATH","NBR","A",2005,5818,"",16,7.77968e+11,0.00747845669744771,"ITA"
"ROADACCID","DEATH","NBR","A",2006,5669,"",16,7.79304e+11,0.00727443975650067,"ITA"
"ROADACCID","DEATH","NBR","A",2007,5131,"",16,7.79713e+11,0.00658062646127485,"ITA"
"ROADACCID","DEATH","NBR","A",2008,4725,"",16,7.78797e+11,0.00606704956490587,"ITA"
"ROADACCID","DEATH","NBR","A",2009,4237,"",16,8.21618e+11,0.00515689773106237,"ITA"
"ROADACCID","DEATH","NBR","A",2010,4114,"",16,8.00609e+11,0.00513858824969492,"ITA"
"ROADACCID","DEATH","NBR","A",2011,3860,"",16,7.67772e+11,0.00502753421588701,"ITA"
"ROADACCID","DEATH","NBR","A",2012,3753,"",16,6.8018e+11,0.00551765709077009,"ITA"
"ROADACCID","DEATH","NBR","A",2013,3401,"",16,7.22138e+11,0.00470962613794039,"ITA"
"ROADACCID","DEATH","NBR","A",2014,3381,"",16,7.45726e+11,0.00453383682478551,"ITA"
"ROADACCID","DEATH","NBR","A",2015,3428,"",16,7.7899e+11,0.00440056996880576,"ITA"
"ROADACCID","DEATH","NBR","A",1970,3446,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1971,3883,"E",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1972,4320,"E",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1973,4757,"E",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1974,5195,"E",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1975,5633,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1976,5730,"E",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1977,5827,"E",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1978,5925,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1979,5793,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1980,6002,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1981,6107,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1982,5535,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1983,5561,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1984,4980,"",22,NA,NA,"POL"
"ROADACCID","DEATH","NBR","A",1985,4688,"",22,9.2088e+10,0.0509078272956303,"POL"
"ROADACCID","DEATH","NBR","A",1986,4667,"",22,9.608e+10,0.0485741049125729,"POL"
"ROADACCID","DEATH","NBR","A",1987,4625,"",22,1.00997e+11,0.0457934394090914,"POL"
"ROADACCID","DEATH","NBR","A",1988,4851,"",22,1.09073e+11,0.0444748012798768,"POL"
"ROADACCID","DEATH","NBR","A",1989,6724,"",22,1.14063e+11,0.0589498785758747,"POL"
"ROADACCID","DEATH","NBR","A",1990,7333,"",22,1.144e+11,0.0640996503496504,"POL"
"ROADACCID","DEATH","NBR","A",1991,7901,"",22,1.2282e+11,0.064329913694838,"POL"
"ROADACCID","DEATH","NBR","A",1992,6946,"",22,1.27608e+11,0.0544323239922262,"POL"
"ROADACCID","DEATH","NBR","A",1993,6341,"",22,1.32111e+11,0.0479975172392912,"POL"
"ROADACCID","DEATH","NBR","A",1994,6744,"",22,1.36562e+11,0.0493841625049428,"POL"
"ROADACCID","DEATH","NBR","A",1995,6900,"",22,1.44724e+11,0.0476769575191399,"POL"
"ROADACCID","DEATH","NBR","A",1996,6359,"",22,1.55584e+11,0.0408718120115179,"POL"
"ROADACCID","DEATH","NBR","A",1997,7312,"",22,1.65128e+11,0.0442808003488203,"POL"
"ROADACCID","DEATH","NBR","A",1998,7080,"",22,1.75135e+11,0.0404259571187941,"POL"
"ROADACCID","DEATH","NBR","A",1999,6730,"",22,1.7625e+11,0.0381843971631206,"POL"
"ROADACCID","DEATH","NBR","A",2000,6294,"",22,1.89373e+11,0.0332359945715598,"POL"
"ROADACCID","DEATH","NBR","A",2001,5534,"",22,1.87737e+11,0.0294774072239356,"POL"
"ROADACCID","DEATH","NBR","A",2002,5827,"",22,1.87875e+11,0.0310153027278776,"POL"
"ROADACCID","DEATH","NBR","A",2003,5640,"",22,1.92944e+11,0.0292312795422506,"POL"
"ROADACCID","DEATH","NBR","A",2004,5712,"",22,1.97895e+11,0.0288637914045327,"POL"
"ROADACCID","DEATH","NBR","A",2005,5444,"",22,2.01465e+11,0.0270220633856997,"POL"
"ROADACCID","DEATH","NBR","A",2006,5243,"",22,2.05289e+11,0.0255396051420193,"POL"
"ROADACCID","DEATH","NBR","A",2007,5583,"",22,2.09959e+11,0.0265909058435218,"POL"
"ROADACCID","DEATH","NBR","A",2008,5437,"",22,2.20343e+11,0.0246751655373667,"POL"
"ROADACCID","DEATH","NBR","A",2009,4572,"",22,2.26661e+11,0.0201710925126069,"POL"
"ROADACCID","DEATH","NBR","A",2010,3907,"",22,2.30461e+11,0.0169529768594252,"POL"
"ROADACCID","DEATH","NBR","A",2011,4189,"",22,2.29229e+11,0.0182743021170969,"POL"
"ROADACCID","DEATH","NBR","A",2012,3577,"",22,2.28743e+11,0.0156376369987278,"POL"
"ROADACCID","DEATH","NBR","A",2013,3357,"",22,2.31117e+11,0.014525110658238,"POL"
"ROADACCID","DEATH","NBR","A",2014,3202,"",22,2.3619e+11,0.0135568821711334,"POL"
"ROADACCID","DEATH","NBR","A",2015,2938,"",22,2.3815e+11,0.0123367625446147,"POL"
"ROADACCID","DEATH","NBR","A",1970,838,"E",3,1.2235e+10,0.0684920310584389,"BGR"
"ROADACCID","DEATH","NBR","A",1971,889,"E",3,1.6107e+10,0.055193394176445,"BGR"
"ROADACCID","DEATH","NBR","A",1972,934,"E",3,1.7792e+10,0.0524955035971223,"BGR"
"ROADACCID","DEATH","NBR","A",1973,946,"E",3,1.9542e+10,0.0484085559308157,"BGR"
"ROADACCID","DEATH","NBR","A",1974,960,"E",3,2.1789e+10,0.0440589288172931,"BGR"
"ROADACCID","DEATH","NBR","A",1975,1030,"E",3,2.3312e+10,0.0441832532601235,"BGR"
"ROADACCID","DEATH","NBR","A",1976,1021,"",3,2.4157e+10,0.0422651819348429,"BGR"
"ROADACCID","DEATH","NBR","A",1977,1040,"",3,2.4139e+10,0.0430838062885786,"BGR"
"ROADACCID","DEATH","NBR","A",1978,1153,"",3,2.4215e+10,0.0476151145983894,"BGR"
"ROADACCID","DEATH","NBR","A",1979,1149,"",3,2.4892e+10,0.0461594086453479,"BGR"
"ROADACCID","DEATH","NBR","A",1980,1199,"",3,2.5345e+10,0.0473071611757743,"BGR"
"ROADACCID","DEATH","NBR","A",1981,1219,"",3,2.6828e+10,0.0454376025048457,"BGR"
"ROADACCID","DEATH","NBR","A",1982,1229,"",3,2.7419e+10,0.0448229330026624,"BGR"
"ROADACCID","DEATH","NBR","A",1983,1123,"",3,2.8328e+10,0.0396427562835357,"BGR"
"ROADACCID","DEATH","NBR","A",1984,1119,"",3,2.9129e+10,0.0384153249339147,"BGR"
"ROADACCID","DEATH","NBR","A",1985,1113,"",3,2.9453e+10,0.0377890197942485,"BGR"
"ROADACCID","DEATH","NBR","A",1986,1070,"",3,3.0133e+10,0.0355092423588757,"BGR"
"ROADACCID","DEATH","NBR","A",1987,1153,"",3,3.2434e+10,0.0355491151261022,"BGR"
"ROADACCID","DEATH","NBR","A",1988,1153,"",3,3.2249e+10,0.0357530466060963,"BGR"
"ROADACCID","DEATH","NBR","A",1989,1280,"",3,3.1653e+10,0.0404385050390168,"BGR"
"ROADACCID","DEATH","NBR","A",1990,1567,"",3,3.043e+10,0.0514952349654946,"BGR"
"ROADACCID","DEATH","NBR","A",1991,1114,"",3,2.2198e+10,0.0501847013244436,"BGR"
"ROADACCID","DEATH","NBR","A",1992,1299,"",3,1.9807e+10,0.0655828747412531,"BGR"
"ROADACCID","DEATH","NBR","A",1993,1307,"",3,1.7022e+10,0.0767829867230643,"BGR"
"ROADACCID","DEATH","NBR","A",1994,1390,"",3,1.5587e+10,0.0891768781677039,"BGR"
"ROADACCID","DEATH","NBR","A",1995,1264,"",3,1.1508e+10,0.109836635384081,"BGR"
"ROADACCID","DEATH","NBR","A",1996,1014,"",3,9.235e+09,0.10979967514889,"BGR"
"ROADACCID","DEATH","NBR","A",1997,915,"",3,8.4e+09,0.108928571428571,"BGR"
"ROADACCID","DEATH","NBR","A",1998,1003,"",3,1.2635e+10,0.0793826671943016,"BGR"
"ROADACCID","DEATH","NBR","A",1999,1047,"",3,1.4623e+10,0.0715995349791425,"BGR"
"ROADACCID","DEATH","NBR","A",2000,1012,"",3,1.5108e+10,0.0669843791368811,"BGR"
"ROADACCID","DEATH","NBR","A",2001,1011,"",3,1.5707e+10,0.0643662061501241,"BGR"
"ROADACCID","DEATH","NBR","A",2002,959,"",3,1.7018e+10,0.0563520977788224,"BGR"
"ROADACCID","DEATH","NBR","A",2003,960,"",3,1.4005e+10,0.0685469475187433,"BGR"
"ROADACCID","DEATH","NBR","A",2004,943,"",3,1.2057e+10,0.0782118271543502,"BGR"
"ROADACCID","DEATH","NBR","A",2005,957,"",3,1.2289e+10,0.0778745219301815,"BGR"
"ROADACCID","DEATH","NBR","A",2006,1043,"",3,1.2039e+10,0.086635102583271,"BGR"
"ROADACCID","DEATH","NBR","A",2007,1006,"",3,1.2209e+10,0.0823982308133344,"BGR"
"ROADACCID","DEATH","NBR","A",2008,1061,"",3,1.2305e+10,0.0862251117431938,"BGR"
"ROADACCID","DEATH","NBR","A",2009,901,"",3,1.0073e+10,0.0894470366325822,"BGR"
"ROADACCID","DEATH","NBR","A",2010,776,"",3,9.924e+09,0.0781942765014107,"BGR"
"ROADACCID","DEATH","NBR","A",2011,657,"",3,9.766e+09,0.0672742166700799,"BGR"
"ROADACCID","DEATH","NBR","A",2012,601,"",3,9.233e+09,0.0650926026210333,"BGR"
"ROADACCID","DEATH","NBR","A",2013,601,"",3,8.916e+09,0.0674069089277703,"BGR"
"ROADACCID","DEATH","NBR","A",2014,660,"",3,1.0145e+10,0.0650566781665845,"BGR"
