state,year,treat,gas,fossil,renewables
NY,1992,0,26941682.0,45598961.0,29253349.0
NY,1993,0,27166247.0,39574931.0,30590592.0
NY,1994,0,32324135.0,35321034.0,29152969.0
NY,1995,0,49153179.0,30557203.0,27366727.0
NY,1996,0,37555085.0,32388387.0,30562971.0
NY,1997,0,46388327.0,32647170.0,32226533.0
NY,1998,0,42559912.0,40165562.0,30824066.0
NY,1999,0,46111142.0,36670134.0,26481050.0
NY,2000,0,39814910.0,39954760.0,26801417.0
NY,2001,0,38811752.0,39944015.0,24763807.0
NY,2002,0,38451192.0,34773222.0,26749782.0
NY,2003,0,28156348.0,42872667.0,25935096.0
NY,2004,0,27294045.0,44057902.0,25972541.0
NY,2005,0,31872701.0,44610423.0,27961143.0
NY,2006,0,42133878.0,27745879.0,30161776.0
NY,2007,0,45633631.0,29600651.0,28191550.0
NY,2008,0,43856460.0,22899453.0,30357015.0
NY,2009,0,41779597.0,15407179.0,32479160.0
NY,2010,0,48915545.0,15587741.0,30588832.0
NY,2011,0,50804754.85,10615640.87,33364942.23
NY,2012,0,59462256.0,5131323.0,30400104.0
NY,2013,0,54354386.61,5704478.050000001,31302359.310000002
NY,2014,0,54379759.0,6728538.0,32930391.0
NY,2015,0,56923415.0,4272359.0,32783041.0
NY,2016,0,56793336.0,2413190.0,33599199.0
NY,2017,0,47271756.0,1368189.0,37218032.0
NY,2018,0,50810426.0,2281096.0,36509967.0
NY,2019,0,47613814.0,933719.0,38190739.0
NY,2020,0,52965593.0,493343.0,37541259.0
NY,2021,0,56342707.0,687762.0,36565197.0
NY,2022,0,60312012.0,1856796.0,36204393.0
NY,2023,0,58427920.0,413015.0,37674131.0
OK,1990,0,18325736.0,25732294.0,3021101.0
OK,1991,0,18523491.0,28450708.0,2124918.0
OK,1992,0,16491824.0,30055472.0,3459152.0
OK,1993,0,16852223.0,31748494.0,4558956.0
OK,1994,0,16779278.0,30543468.0,2736026.0
OK,1995,0,16780507.0,32883747.0,3003113.0
OK,1996,0,14732109.0,34794737.0,2322774.0
OK,1997,0,13749119.0,36059621.0,3055237.0
OK,1998,0,18351237.0,34237922.0,3640084.0
OK,1999,0,17907571.0,33726636.0,3231152.0
OK,2000,0,17563192.0,35710932.0,2297833.0
OK,2001,0,18011600.0,34790943.0,2446907.0
OK,2002,0,21119749.0,36014649.0,2049021.0
OK,2003,0,21868104.0,36837536.0,1921216.0
OK,2004,0,23285579.0,33869698.0,3574283.0
OK,2005,0,28609058.0,36378898.0,3619871.0
OK,2006,0,32996833.0,35095773.0,2522275.0
OK,2007,0,33166385.0,34598425.0,5054285.0
OK,2008,0,33784386.0,36337453.0,6207070.0
OK,2009,0,34631299.0,34068570.0,6366940.0
OK,2010,0,33941682.0,31493226.0,6815825.0
OK,2011,0,32836700.16,34494495.38,7274518.08
OK,2012,0,39024300.0,29312702.0,9559585.0
OK,2013,0,30055997.79,30009659.57,13608022.91
OK,2014,0,26641474.0,29918446.0,13595585.0
OK,2015,0,34286327.0,24877844.0,16971426.0
OK,2016,0,36529086.0,19175305.0,22950616.0
OK,2017,0,30450569.0,17383908.0,25897177.0
OK,2018,0,42570657.0,14924734.0,29686010.0
OK,2019,0,45357632.0,7843561.0,33184978.0
OK,2020,0,44828786.0,5963964.0,32574978.0
OK,2021,0,33857238.0,11281185.0,35616164.0
OK,2022,0,36022921.0,8982611.0,39629390.0
OK,2023,0,45212908.0,5218374.0,38804735.0
OR,1990,0,819328.0,1345121.0,42133991.0
OR,1991,0,1223154.0,2825199.0,41931168.0
OR,1992,0,1527911.0,3712736.0,32532140.0
OR,1993,0,1778067.0,3554060.0,36598734.0
OR,1994,0,2835884.0,3840766.0,31764162.0
OR,1995,0,2353475.0,1557518.0,41354560.0
OR,1996,0,3810727.0,1753131.0,45447916.0
OR,1997,0,3597469.0,1533044.0,47282341.0
OR,1998,0,7250065.0,3408254.0,40490165.0
OR,1999,0,6880440.0,3730673.0,46237234.0
OR,2000,0,9100017.0,3870972.0,38818986.0
OR,2001,0,10982965.0,4547276.0,29521665.0
OR,2002,0,7812894.0,3786388.0,35500087.0
OR,2003,0,10243696.0,4348944.0,34373498.0
OR,2004,0,13525183.0,3618594.0,34237501.0
OR,2005,0,13190996.0,3544673.0,32589334.0
OR,2006,0,11238642.0,2382448.0,39719606.0
OR,2007,0,14857668.0,4365911.0,35854214.0
OR,2008,0,17387162.0,4059112.0,37272164.0
OR,2009,0,16133451.0,3204857.0,37352549.0
OR,2010,0,15651176.0,4129855.0,35345968.0
OR,2011,0,8497729.54,3341470.1500000004,47855964.43
OR,2012,0,11624688.0,2640260.0,46667783.0
OR,2013,0,14363040.27,3765147.16,41767327.22
OR,2014,0,12698958.0,3202477.0,44218472.0
OR,2015,0,16237092.0,2383424.0,39246017.0
OR,2016,0,15306661.0,1903052.0,42972299.0
OR,2017,0,15066379.0,1738499.0,45908870.0
OR,2018,0,17922777.0,1481247.0,44709537.0
OR,2019,0,20932334.0,2575783.0,38750261.0
OR,2020,0,19019913.0,1632484.0,42972385.0
OR,2021,0,21296627.0,419.0,39719827.0
OR,2022,0,19054760.0,1668.0,42261188.0
OR,2023,0,23384820.0,195.0,38306855.0
PA,1990,0,3675486.0,111331677.0,2829097.0
PA,1991,0,2829940.0,110154737.0,2302361.0
PA,1992,0,3719057.0,111772697.0,3781162.0
PA,1993,0,4967644.0,113145138.0,3770816.0
PA,1994,0,5051927.0,107691899.0,4128060.0
PA,1995,0,5707848.0,109982246.0,3299682.0
PA,1996,0,3841315.0,114790708.0,4568562.0
PA,1997,0,3411093.0,118209611.0,4187906.0
PA,1998,0,4520778.0,120893884.0,4627632.0
PA,1999,0,4377306.0,114710612.0,4312678.0
PA,2000,0,3297067.0,119960716.0,4658850.0
PA,2001,0,3649434.0,115463035.0,3733325.0
PA,2002,0,7284262.0,116639385.0,4310301.0
PA,2003,0,6026712.0,120545210.0,5416729.0
PA,2004,1,10397419.0,121317596.0,5484854.0
PA,2005,1,11347815.0,125872816.0,4581061.0
PA,2006,1,14096160.0,124076360.0,5341443.0
PA,2007,1,19731586.0,124177168.0,4803271.0
PA,2008,1,19340271.0,118521336.0,5831227.0
PA,2009,1,29657459.0,106389621.0,6121377.0
PA,2010,1,34269117.0,110940637.0,6714205.0
PA,2011,1,42408328.21,101044805.78,7714971.350000001
PA,2012,1,53660167.0,87431598.0,7153543.0
PA,2013,1,50587849.73,88903280.99,8580468.75
PA,2014,1,53512012.0,79788633.0,9019930.0
PA,2015,1,59874892.0,65366720.0,8786904.0
PA,2016,1,68536271.0,55035254.0,8546194.0
PA,2017,1,72949526.0,47989689.0,9452247.0
PA,2018,1,76919351.0,44711931.0,10277804.0
PA,2019,1,98534819.0,38114251.0,9116608.0
PA,2020,1,121343093.0,23523211.0,8755582.0
PA,2021,1,127215562.0,29421404.0,8791954.0
PA,2022,1,130696135.0,24242450.0,8156528.0
PA,2023,1,139833571.0,12883696.0,7903088.0
RI,1990,0,876943.0,185671.0,44702.0
RI,1991,0,2749067.0,94651.0,82101.0
RI,1992,0,4612506.0,98919.0,73780.0
RI,1993,0,4508632.0,72481.0,84183.0
RI,1994,0,4562541.0,85347.0,85032.0
RI,1995,0,4322242.0,77073.0,88898.0
RI,1996,0,7477865.0,137563.0,104608.0
RI,1997,0,7508404.0,89050.0,112099.0
RI,1998,0,7476374.0,78306.0,119831.0
RI,1999,0,6184600.0,72039.0,120242.0
RI,2000,0,5791814.0,59625.0,120106.0
RI,2001,0,7325130.0,70003.0,106759.0
RI,2002,0,6310417.0,57533.0,688815.0
RI,2003,0,5454997.0,58359.0,107789.0
RI,2004,0,4783907.0,48525.0,106987.0
RI,2005,0,5989390.0,57170.0,6734.0
RI,2006,0,5780227.0,32676.0,154822.0
RI,2007,0,6856772.0,33951.0,159121.0
RI,2008,0,7197548.0,26334.0,163384.0
RI,2009,0,7530358.0,17131.0,149336.0
RI,2010,0,7583281.0,11659.0,143779.0
RI,2011,0,8570904.23,13640.32,137728.0
RI,2012,0,8185001.0,17874.0,106161.0
RI,2013,0,6139090.42,50540.24,57176.06
RI,2014,0,5962951.0,88419.0,230378.0
RI,2015,0,6585943.0,114273.0,238804.0
RI,2016,0,6290503.0,26283.0,248099.0
RI,2017,0,7188192.0,58408.0,368341.0
RI,2018,0,7896940.0,75714.0,402603.0
RI,2019,0,7141026.0,11033.0,472344.0
RI,2020,0,8272365.0,4479.0,618096.0
RI,2021,0,8641187.0,12563.0,668899.0
RI,2022,0,6963773.0,60051.0,795629.0
RI,2023,0,9553676.0,30629.0,846532.0
SC,1990,0,787535.0,23584442.0,4110528.0
SC,1991,0,1087457.0,24002224.0,3982253.0
SC,1992,0,288538.0,23836052.0,4509389.0
SC,1993,0,232127.0,27442198.0,4311626.0
SC,1994,0,381068.0,27981859.0,4113419.0
SC,1995,0,699136.0,26594630.0,4446406.0
SC,1996,0,214859.0,31142523.0,3840138.0
SC,1997,0,291852.0,31938379.0,3682313.0
SC,1998,0,877557.0,33421362.0,4188195.0
SC,1999,0,1101159.0,36191508.0,2127282.0
SC,2000,0,933790.0,39653533.0,1871217.0
SC,2001,0,1176312.0,37007109.0,1105568.0
SC,2002,0,4498633.0,37248059.0,1490952.0
SC,2003,0,1662855.0,37888894.0,3803239.0
SC,2004,0,3797868.0,39793511.0,3147910.0
SC,2005,0,5419825.0,40310493.0,3646792.0
SC,2006,0,6068077.0,39709763.0,2692394.0
SC,2007,0,5964573.0,41799957.0,2437698.0
SC,2008,0,5728988.0,41720162.0,1765906.0
SC,2009,0,9780193.0,35000996.0,3194562.0
SC,2010,0,10927237.0,37861845.0,3375971.0
SC,2011,0,12936342.59,34280107.14,2853541.44
SC,2012,0,14331879.0,28504544.0,2773958.0
SC,2013,0,11834074.18,24510494.01,4653357.78
SC,2014,0,11406640.0,29159881.0,4173392.0
SC,2015,0,16549306.0,22824368.0,4002218.0
SC,2016,0,16366854.0,21116776.0,3676219.0
SC,2017,0,17156339.0,18249395.0,3330649.0
SC,2018,0,21653796.0,19841388.0,5152436.0
SC,2019,0,23925645.0,14940067.0,5138749.0
SC,2020,0,24227930.0,12523242.0,7026537.0
SC,2021,0,23242298.0,15274576.0,6102139.0
SC,2022,0,24143895.0,14430141.0,5765714.0
SC,2023,0,23691444.0,15246485.0,6293118.0
SD,1990,0,12408.0,2480663.0,3934402.0
SD,1991,0,9036.0,2735514.0,3828116.0
SD,1992,0,642.0,2633762.0,3612010.0
SD,1993,0,10527.0,2653869.0,2591115.0
SD,1994,0,8437.0,2854063.0,5128760.0
SD,1995,0,63139.0,2738783.0,6009871.0
SD,1996,0,49728.0,2038876.0,7977670.0
SD,1997,0,116637.0,3320604.0,9012260.0
SD,1998,0,210726.0,3120664.0,5757600.0
SD,1999,0,181205.0,3698519.0,6677303.0
SD,2000,0,259039.0,3722790.0,5715508.0
SD,2001,0,304803.0,3663204.0,3432736.0
SD,2002,0,85778.0,3276484.0,4359696.0
SD,2003,0,176024.0,3447261.0,4320552.0
SD,2004,0,112255.0,3642772.0,3755187.0
SD,2005,0,270946.0,3017132.0,3232691.0
SD,2006,0,265817.0,3320571.0,3545855.0
SD,2007,0,351042.0,2718236.0,3067327.0
SD,2008,0,228569.0,3683657.0,3170446.0
SD,2009,0,80334.0,3225673.0,4890525.0
SD,2010,0,134706.0,3304380.0,6610551.0
SD,2011,0,129313.23,2593108.27,9276464.0
SD,2012,0,214101.0,2924474.0,8334822.0
SD,2013,0,502200.99,2856377.5100000002,6750308.0
SD,2014,0,464817.0,2695916.0,7834507.0
SD,2015,0,772753.0,1512282.0,7347998.0
SD,2016,0,918561.0,2085473.0,8520149.0
SD,2017,0,654348.0,2065493.0,8215878.0
SD,2018,0,1167719.0,2345733.0,9102944.0
SD,2019,0,1169625.0,2630709.0,10706313.0
SD,2020,0,1102466.0,1655616.0,11388457.0
SD,2021,0,1311854.0,1676582.0,14333972.0
SD,2022,0,1424338.0,1891651.0,14584473.0
SD,2023,0,2115780.0,1585798.0,13734579.0
TN,1990,0,228356.0,51962673.0,9993989.0
TN,1991,0,200413.0,48408998.0,10996651.0
TN,1992,0,278965.0,51657263.0,10158304.0
TN,1993,0,295408.0,61333928.0,8950027.0
TN,1994,0,307308.0,54020676.0,12074621.0
TN,1995,0,486157.0,59732389.0,9803868.0
TN,1996,0,264831.0,57439685.0,11493613.0
TN,1997,0,374142.0,60715307.0,11076630.0
TN,1998,0,873708.0,57539113.0,10928093.0
TN,1999,0,707657.0,57393613.0,7991642.0
TN,2000,0,662604.0,62781680.0,6569442.0
TN,2001,0,473999.0,60130096.0,7041450.0
TN,2002,0,481446.0,59975294.0,8083597.0
TN,2003,0,629821.0,55327108.0,12112284.0
TN,2004,0,305811.0,58250446.0,10426014.0
TN,2005,0,545763.0,59282003.0,9486291.0
TN,2006,0,677909.0,60658070.0,7896347.0
TN,2007,0,735326.0,60469428.0,5208284.0
TN,2008,0,479260.0,57273813.0,5880621.0
TN,2009,0,421331.0,41820170.0,10513386.0
TN,2010,0,2315846.0,43887099.0,8406458.0
TN,2011,0,3276048.1,40972486.23,9936150.9
TN,2012,0,8088646.0,35563789.0,8969729.0
TN,2013,0,5029466.52,32616327.5,13512011.41
TN,2014,0,6212665.0,36059709.0,9564506.0
TN,2015,0,9335690.0,30721464.0,10197008.0
TN,2016,0,11333903.0,31289215.0,7139429.0
TN,2017,0,10280009.0,27838947.0,9109764.0
TN,2018,0,13409878.0,21096268.0,10872388.0
TN,2019,0,16967394.0,18831768.0,10807542.0
TN,2020,0,15679395.0,14353205.0,13845214.0
TN,2021,0,13996660.0,18362862.0,11367280.0
TN,2022,0,16532293.0,16032154.0,9836198.0
TN,2023,0,15040821.0,15894953.0,8917994.0
TX,1990,0,139231834.0,122749199.0,3719344.0
TX,1991,0,139763428.0,122338046.0,4427367.0
TX,1992,0,138166499.0,123023323.0,4606099.0
TX,1993,0,150575484.0,132900470.0,3805987.0
TX,1994,0,147980022.0,127105548.0,3348480.0
TX,1995,0,151254862.0,126324743.0,3905316.0
TX,1996,0,152441870.0,137760968.0,2979545.0
TX,1997,0,155210016.0,140014938.0,3736909.0
TX,1998,0,176221639.0,137006117.0,3407279.0
TX,1999,0,176032698.0,142615818.0,3536329.0
TX,2000,0,192531342.0,143487606.0,4167610.0
TX,2001,0,191685306.0,137903324.0,4828509.0
TX,2002,0,199486402.0,143468205.0,7055931.0
TX,2003,0,190910840.0,149504765.0,5346596.0
TX,2004,0,192958347.0,150613561.0,6291852.0
TX,2005,0,200937026.0,149940718.0,7558485.0
TX,2006,0,201668636.0,148180524.0,9469439.0
TX,2007,0,203132492.0,148587793.0,12816981.0
TX,2008,0,196647584.0,148165361.0,19247466.0
TX,2009,0,192715788.0,140511203.0,22443302.0
TX,2010,0,190172808.0,150881313.0,29305677.0
TX,2011,0,203889988.73999998,158873340.38,33065137.45
TX,2012,0,216900098.0,139572427.0,34898968.0
TX,2013,0,206198384.84,150355044.84,38511740.019999996
TX,2014,0,207027827.0,148451759.0,42862639.0
TX,2015,0,240310728.0,121795848.0,48365083.0
TX,2016,0,228490004.0,121427354.0,62050787.0
TX,2017,0,206983962.0,134812069.0,72416934.0
TX,2018,0,242239560.0,111851956.0,82075170.0
TX,2019,0,258499205.0,91971218.0,91432601.0
TX,2020,0,249240547.0,78966862.0,103868815.0
TX,2021,0,235338491.0,89115769.0,117178740.0
TX,2022,0,258570355.0,85710459.0,139675574.0
TX,2023,0,284486019.0,71849859.0,150278797.0
UT,1990,0,328493.0,31574778.0,660268.0
UT,1991,0,753786.0,28938914.0,813206.0
UT,1992,0,861761.0,31586625.0,788753.0
UT,1993,0,887556.0,32162379.0,1008167.0
UT,1994,0,1087828.0,33163764.0,945242.0
UT,1995,0,1051906.0,30646997.0,1108485.0
UT,1996,0,562731.0,31148261.0,1240869.0
UT,1997,0,608583.0,32590950.0,1512679.0
UT,1998,0,813040.0,33622622.0,1474768.0
UT,1999,0,801342.0,34564445.0,1418841.0
UT,2000,0,1148085.0,34549395.0,911594.0
UT,2001,0,1446077.0,33736884.0,670789.0
UT,2002,0,1380181.0,34541242.0,686580.0
UT,2003,0,1383107.0,36011514.0,629045.0
UT,2004,0,909850.0,36650455.0,651671.0
UT,2005,0,1177501.0,36011314.0,976315.0
UT,2006,0,3388550.0,36917676.0,957097.0
UT,2007,0,7424218.0,37209941.0,738416.0
UT,2008,0,7402095.0,38063979.0,1112689.0
UT,2009,0,6471975.0,35562183.0,1508787.0
UT,2010,0,6491616.0,34107622.0,1650117.0
UT,2011,0,5288684.59,33191612.42,2355853.01
UT,2012,0,6583535.0,30838907.0,1980518.0
UT,2013,0,6608193.16,34310957.85,1597599.83
UT,2014,0,8376420.0,33401006.0,2007100.0
UT,2015,0,8225969.0,31676221.0,2046929.0
UT,2016,0,8745419.0,25970995.0,3417514.0
UT,2017,0,5887261.0,26427980.0,5096635.0
UT,2018,0,8730678.0,25949048.0,4695698.0
UT,2019,0,9386374.0,25280803.0,4449856.0
UT,2020,0,9467534.0,22845576.0,4774198.0
UT,2021,0,10691608.0,26413679.0,5460359.0
UT,2022,0,11110111.0,22421257.0,5854674.0
UT,2023,0,11836994.0,15629516.0,6030045.0
VA,1990,0,1134809.0,25338166.0,2271331.0
VA,1991,0,1730887.0,27175387.0,1936552.0
VA,1992,0,2475690.0,28077899.0,2464425.0
VA,1993,0,4378066.0,31910810.0,2265871.0
VA,1994,0,4681139.0,29480846.0,2458083.0
VA,1995,0,5431845.0,30097744.0,2331601.0
VA,1996,0,3932816.0,33757094.0,2918934.0
VA,1997,0,1880115.0,36929975.0,2621185.0
VA,1998,0,4236803.0,37801819.0,2926418.0
VA,1999,0,4639481.0,38807261.0,2150226.0
VA,2000,0,4653327.0,42699860.0,1515092.0
VA,2001,0,4196071.0,43231524.0,918025.0
VA,2002,0,4386927.0,41874985.0,1397576.0
VA,2003,0,4622025.0,42873667.0,2997705.0
VA,2004,0,6437809.0,40809618.0,3337319.0
VA,2005,0,8294770.0,39689534.0,3040260.0
VA,2006,0,7215450.0,35127353.0,3133220.0
VA,2007,0,10903840.0,37517695.0,2670497.0
VA,2008,0,9315083.0,32926716.0,2505970.0
VA,2009,0,12201384.0,26686948.0,2981482.0
VA,2010,0,16999125.0,26752082.0,2643350.0
VA,2011,0,18332373.16,20383759.78,2406729.1399999997
VA,2012,0,25037749.0,14544763.0,2433333.0
VA,2013,0,22651166.98,21473789.34,3445377.75
VA,2014,0,20881566.0,22023491.0,4011405.0
VA,2015,0,33284216.0,18339261.0,4727757.0
VA,2016,0,40904843.0,17034832.0,4883306.0
VA,2017,0,44506885.0,11182547.0,4173982.0
VA,2018,0,50160301.0,10216687.0,5880465.0
VA,2019,0,57985151.0,3676074.0,5668900.0
VA,2020,0,62622888.0,3993740.0,6299319.0
VA,2021,0,53611274.0,3589258.0,7706134.0
VA,2022,0,48801987.0,3997940.0,8480061.0
VA,2023,0,50604694.0,1549572.0,9242144.0
WA,1990,0,296518.0,7433260.0,88599728.0
WA,1991,0,557891.0,7975943.0,90106860.0
WA,1992,0,1507786.0,9683893.0,69598371.0
WA,1993,0,3420797.0,8894513.0,68545500.0
WA,1994,0,5119743.0,9876751.0,66850233.0
WA,1995,0,5440440.0,6081860.0,83733408.0
WA,1996,0,5007488.0,8254363.0,99808281.0
WA,1997,0,3252156.0,7219108.0,105410768.0
WA,1998,0,4695230.0,9399248.0,81147965.0
WA,1999,0,3928591.0,8743974.0,98325560.0
WA,2000,0,7948118.0,9929076.0,81754454.0
WA,2001,0,9374245.0,9402717.0,56021278.0
WA,2002,0,5031949.0,8734107.0,79950517.0
WA,2003,0,7385793.0,11156387.0,73937802.0
WA,2004,0,8744084.0,10495215.0,73944170.0
WA,2005,0,8900270.0,10561702.0,74261606.0
WA,2006,0,7844059.0,6411053.0,84619767.0
WA,2007,0,7621167.0,8593858.0,82666631.0
WA,2008,0,10081693.0,8796833.0,82680286.0
WA,2009,0,12216029.0,7531377.0,78088714.0
WA,2010,0,10651254.0,8559409.0,75020934.0
WA,2011,0,5146715.7,5265732.319999999,100043874.80999999
WA,2012,0,5842930.0,3789670.0,97869166.0
WA,2013,0,11834096.18,6764787.5200000005,87113142.55
WA,2014,0,11395747.0,6743469.0,88697825.0
WA,2015,0,13440931.0,5073586.0,82612029.0
WA,2016,0,11383837.0,4623744.0,88453378.0
WA,2017,0,11205194.0,5512621.0,91066005.0
WA,2018,0,10965918.0,5406522.0,90675847.0
WA,2019,0,16050863.0,7189962.0,74356285.0
WA,2020,0,14306914.0,5188731.0,87191772.0
WA,2021,0,16826968.0,3164545.0,82305599.0
WA,2022,0,14787617.0,3609695.0,88441653.0
WA,2023,0,19646195.0,4186393.0,70692999.0
WI,1990,0,347204.0,33348398.0,2847342.0
WI,1991,0,381590.0,34651252.0,3332476.0
WI,1992,0,379591.0,33989192.0,3317433.0
WI,1993,0,411676.0,34886501.0,3475801.0
WI,1994,0,604655.0,36908682.0,3329149.0
WI,1995,0,1008604.0,38478598.0,3466323.0
WI,1996,0,841862.0,39633571.0,3820949.0
WI,1997,0,1424354.0,42387234.0,3686549.0
WI,1998,0,2484275.0,41515488.0,3050494.0
WI,1999,0,2208680.0,41672976.0,3162434.0
WI,2000,0,2237475.0,42750380.0,3144484.0
WI,2001,0,2233965.0,41701239.0,3321149.0
WI,2002,0,2076314.0,40230161.0,3676150.0
WI,2003,0,2478390.0,42190004.0,3238567.0
WI,2004,0,2405362.0,42943795.0,3207928.0
WI,2005,0,6386794.0,42475823.0,3041055.0
WI,2006,0,5358482.0,40993676.0,3054171.0
WI,2007,0,6488750.0,41041664.0,2949898.0
WI,2008,0,5243589.0,42637020.0,3444435.0
WI,2009,0,5484140.0,37992446.0,3799323.0
WI,2010,0,5496832.0,40887035.0,4649262.0
WI,2011,0,6243336.42,40520096.09,4966130.28
WI,2012,0,11542007.0,33076003.0,4833333.0
WI,2013,0,8102491.08,40948236.21,5236870.5
WI,2014,0,8053503.0,37768296.0,5795901.0
WI,2015,0,13398775.0,37388297.0,5564928.0
WI,2016,0,15472759.0,33509952.0,5832506.0
WI,2017,0,13655685.0,35996617.0,5806050.0
WI,2018,0,16798656.0,33459890.0,5549135.0
WI,2019,0,20334491.0,26478218.0,5931284.0
WI,2020,0,22002167.0,23866356.0,5808689.0
WI,2021,0,21342001.0,27762130.0,5202159.0
WI,2022,0,23276428.0,22098063.0,5787792.0
WI,2023,0,25621194.0,21177782.0,6066963.0
WY,1990,0,276844.0,38957672.0,740449.0
WY,1991,0,321763.0,38142762.0,833863.0
WY,1992,0,349899.0,41439267.0,684728.0
WY,1993,0,367611.0,39573473.0,830270.0
WY,1994,0,404080.0,41627810.0,970395.0
WY,1995,0,331680.0,39066680.0,853249.0
WY,1996,0,387367.0,39793141.0,1291488.0
WY,1997,0,392686.0,39563274.0,1453602.0
WY,1998,0,375919.0,43549694.0,1421683.0
WY,1999,0,389280.0,41987771.0,1255440.0
WY,2000,0,548489.0,43612274.0,1333517.0
WY,2001,0,599353.0,42825406.0,1352179.0
WY,2002,0,713080.0,41963265.0,1107494.0
WY,2003,0,280196.0,42386373.0,960033.0
WY,2004,0,99643.0,43391599.0,1316362.0
WY,2005,0,588567.0,43387981.0,1590759.0
WY,2006,0,811197.0,42937764.0,1651409.0
WY,2007,0,906117.0,43174031.0,1553339.0
WY,2008,0,783324.0,43851930.0,1865194.0
WY,2009,0,772375.0,42004447.0,3252390.0
WY,2010,0,738048.0,43042669.0,4338537.0
WY,2011,0,723867.0900000001,41016899.129999995,5897704.61
WY,2012,0,795414.0,43463620.0,5329573.0
WY,2013,0,793638.41,46475984.64,5213442.36
WY,2014,0,893889.0,43453774.0,5348520.0
WY,2015,0,1127690.0,43136087.0,4702741.0
WY,2016,0,1146281.0,40082510.0,5427840.0
WY,2017,0,1139225.0,40112412.0,5490209.0
WY,2018,0,1273763.0,39719423.0,5118950.0
WY,2019,0,1315228.0,35419558.0,5410871.0
WY,2020,0,1764384.0,33403838.0,6842768.0
WY,2021,0,1860870.0,32098460.0,9501414.0
WY,2022,0,1989876.0,33570926.0,10786690.0
WY,2023,0,2481844.0,30887715.0,9811861.0
