unit,time,prob,quantile,treat
Ireland,1982,0.4752525253,72.0,0
Ireland,1982,0.4851515152,72.0,0
Ireland,1982,0.4950505051,73.0,0
Ireland,1982,0.5049494949,73.0,0
Ireland,1982,0.5148484848,73.0,0
Ireland,1982,0.5247474747,74.0,0
Ireland,1982,0.5346464646,74.0,0
Ireland,1982,0.5445454545,74.0,0
Ireland,1982,0.5544444444,74.0,0
Ireland,1982,0.5643434343,75.0,0
Ireland,1982,0.5742424242,75.0,0
Ireland,1982,0.5841414141,75.0,0
Ireland,1982,0.594040404,76.0,0
Ireland,1982,0.6039393939,76.0,0
Ireland,1982,0.6138383838,76.0,0
Ireland,1982,0.6237373737,76.0,0
Ireland,1982,0.6336363636,77.0,0
Ireland,1982,0.6435353535,77.0,0
Ireland,1982,0.6534343434,77.0,0
Ireland,1982,0.6633333333,78.0,0
Ireland,1982,0.6732323232,78.0,0
Ireland,1982,0.6831313131,78.0,0
Ireland,1982,0.693030303,79.0,0
Ireland,1982,0.7029292929,79.0,0
Ireland,1982,0.7128282828,79.0,0
Ireland,1982,0.7227272727,79.0,0
Ireland,1982,0.7326262626,80.0,0
Ireland,1982,0.7425252525,80.0,0
Ireland,1982,0.7524242424,80.0,0
Ireland,1982,0.7623232323,81.0,0
Ireland,1982,0.7722222222,81.0,0
Ireland,1982,0.7821212121,81.0,0
Ireland,1982,0.792020202,82.0,0
Ireland,1982,0.8019191919,82.0,0
Ireland,1982,0.8118181818,82.0,0
Ireland,1982,0.8217171717,83.0,0
Ireland,1982,0.8316161616,83.0,0
Ireland,1982,0.8415151515,83.0,0
Ireland,1982,0.8514141414,84.0,0
Ireland,1982,0.8613131313,84.0,0
Ireland,1982,0.8712121212,85.0,0
Ireland,1982,0.8811111111,85.0,0
Ireland,1982,0.891010101,86.0,0
Ireland,1982,0.9009090909,86.0,0
Ireland,1982,0.9108080808,87.0,0
Ireland,1982,0.9207070707,87.0,0
Ireland,1982,0.9306060606,88.0,0
Ireland,1982,0.9405050505,88.0,0
Ireland,1982,0.9504040404,89.0,0
Ireland,1982,0.9603030303,90.0,0
Ireland,1982,0.9702020202,91.0,0
Ireland,1982,0.9801010101,92.0,0
Ireland,1982,0.99,94.0,0
Ireland,1983,0.01,0.0,0
Ireland,1983,0.0198989899,19.0,0
Ireland,1983,0.0297979798,27.0,0
Ireland,1983,0.0396969697,36.0,0
Ireland,1983,0.0495959596,42.0,0
Ireland,1983,0.0594949495,45.0,0
Ireland,1983,0.0693939394,48.0,0
Ireland,1983,0.0792929293,50.0,0
Ireland,1983,0.0891919192,51.0,0
Ireland,1983,0.0990909091,53.0,0
Ireland,1983,0.108989899,54.0,0
Ireland,1983,0.1188888889,55.0,0
Ireland,1983,0.1287878788,56.0,0
Ireland,1983,0.1386868687,57.0,0
Ireland,1983,0.1485858586,57.0,0
Ireland,1983,0.1584848485,58.0,0
Ireland,1983,0.1683838384,59.0,0
Ireland,1983,0.1782828283,59.0,0
Ireland,1983,0.1881818182,60.0,0
Ireland,1983,0.1980808081,61.0,0
Ireland,1983,0.207979798,61.0,0
Ireland,1983,0.2178787879,62.0,0
Ireland,1983,0.2277777778,62.0,0
Ireland,1983,0.2376767677,63.0,0
Ireland,1983,0.2475757576,63.0,0
Ireland,1983,0.2574747475,64.0,0
Ireland,1983,0.2673737374,64.0,0
Ireland,1983,0.2772727273,65.0,0
Ireland,1983,0.2871717172,65.0,0
Ireland,1983,0.2970707071,66.0,0
Ireland,1983,0.306969697,66.0,0
Ireland,1983,0.3168686869,66.0,0
Ireland,1983,0.3267676768,67.0,0
Ireland,1983,0.3366666667,67.0,0
Ireland,1983,0.3465656566,68.0,0
Ireland,1983,0.3564646465,68.0,0
Ireland,1983,0.3663636364,68.0,0
Ireland,1983,0.3762626263,69.0,0
Ireland,1983,0.3861616162,69.0,0
Ireland,1983,0.3960606061,69.0,0
Ireland,1983,0.405959596,70.0,0
Ireland,1983,0.4158585859,70.0,0
Ireland,1983,0.4257575758,70.0,0
Ireland,1983,0.4356565657,71.0,0
Ireland,1983,0.4455555556,71.0,0
Ireland,1983,0.4554545455,71.0,0
Ireland,1983,0.4653535354,72.0,0
Ireland,1983,0.4752525253,72.0,0
Ireland,1983,0.4851515152,72.0,0
Ireland,1983,0.4950505051,73.0,0
Ireland,1983,0.5049494949,73.0,0
Ireland,1983,0.5148484848,73.0,0
Ireland,1983,0.5247474747,74.0,0
Ireland,1983,0.5346464646,74.0,0
Ireland,1983,0.5445454545,74.0,0
Ireland,1983,0.5544444444,74.0,0
Ireland,1983,0.5643434343,75.0,0
Ireland,1983,0.5742424242,75.0,0
Ireland,1983,0.5841414141,75.0,0
Ireland,1983,0.594040404,75.0,0
Ireland,1983,0.6039393939,76.0,0
Ireland,1983,0.6138383838,76.0,0
Ireland,1983,0.6237373737,76.0,0
Ireland,1983,0.6336363636,77.0,0
Ireland,1983,0.6435353535,77.0,0
Ireland,1983,0.6534343434,77.0,0
Ireland,1983,0.6633333333,78.0,0
Ireland,1983,0.6732323232,78.0,0
Ireland,1983,0.6831313131,78.0,0
Ireland,1983,0.693030303,78.0,0
Ireland,1983,0.7029292929,79.0,0
Ireland,1983,0.7128282828,79.0,0
Ireland,1983,0.7227272727,79.0,0
Ireland,1983,0.7326262626,80.0,0
Ireland,1983,0.7425252525,80.0,0
Ireland,1983,0.7524242424,80.0,0
Ireland,1983,0.7623232323,81.0,0
Ireland,1983,0.7722222222,81.0,0
Ireland,1983,0.7821212121,81.0,0
Ireland,1983,0.792020202,82.0,0
Ireland,1983,0.8019191919,82.0,0
Ireland,1983,0.8118181818,82.0,0
Ireland,1983,0.8217171717,83.0,0
Ireland,1983,0.8316161616,83.0,0
Ireland,1983,0.8415151515,83.0,0
Ireland,1983,0.8514141414,84.0,0
Ireland,1983,0.8613131313,84.0,0
Ireland,1983,0.8712121212,84.0,0
Ireland,1983,0.8811111111,85.0,0
Ireland,1983,0.891010101,85.0,0
Ireland,1983,0.9009090909,86.0,0
Ireland,1983,0.9108080808,86.0,0
Ireland,1983,0.9207070707,87.0,0
Ireland,1983,0.9306060606,88.0,0
Ireland,1983,0.9405050505,88.0,0
Ireland,1983,0.9504040404,89.0,0
Ireland,1983,0.9603030303,90.0,0
Ireland,1983,0.9702020202,91.0,0
Ireland,1983,0.9801010101,92.0,0
Ireland,1983,0.99,94.0,0
Ireland,1984,0.01,0.0,0
Ireland,1984,0.0198989899,20.0,0
Ireland,1984,0.0297979798,30.0,0
Ireland,1984,0.0396969697,38.0,0
Ireland,1984,0.0495959596,43.0,0
Ireland,1984,0.0594949495,46.0,0
Ireland,1984,0.0693939394,49.0,0
Ireland,1984,0.0792929293,50.0,0
Ireland,1984,0.0891919192,52.0,0
Ireland,1984,0.0990909091,53.0,0
Ireland,1984,0.108989899,54.0,0
Ireland,1984,0.1188888889,55.0,0
Ireland,1984,0.1287878788,56.0,0
Ireland,1984,0.1386868687,57.0,0
Ireland,1984,0.1485858586,58.0,0
Ireland,1984,0.1584848485,59.0,0
Ireland,1984,0.1683838384,59.0,0
Ireland,1984,0.1782828283,60.0,0
Ireland,1984,0.1881818182,61.0,0
Ireland,1984,0.1980808081,61.0,0
Ireland,1984,0.207979798,62.0,0
Ireland,1984,0.2178787879,62.0,0
Ireland,1984,0.2277777778,63.0,0
Ireland,1984,0.2376767677,63.0,0
Ireland,1984,0.2475757576,64.0,0
Ireland,1984,0.2574747475,64.0,0
Ireland,1984,0.2673737374,65.0,0
Ireland,1984,0.2772727273,65.0,0
Ireland,1984,0.2871717172,66.0,0
Ireland,1984,0.2970707071,66.0,0
Ireland,1984,0.306969697,66.0,0
Ireland,1984,0.3168686869,67.0,0
Ireland,1984,0.3267676768,67.0,0
Ireland,1984,0.3366666667,68.0,0
Ireland,1984,0.3465656566,68.0,0
Ireland,1984,0.3564646465,68.0,0
Ireland,1984,0.3663636364,69.0,0
Ireland,1984,0.3762626263,69.0,0
Ireland,1984,0.3861616162,70.0,0
Ireland,1984,0.3960606061,70.0,0
Ireland,1984,0.405959596,70.0,0
Ireland,1984,0.4158585859,71.0,0
Ireland,1984,0.4257575758,71.0,0
Ireland,1984,0.4356565657,71.0,0
Ireland,1984,0.4455555556,72.0,0
Ireland,1984,0.4554545455,72.0,0
Ireland,1984,0.4653535354,72.0,0
Ireland,1984,0.4752525253,73.0,0
Ireland,1984,0.4851515152,73.0,0
Ireland,1984,0.4950505051,73.0,0
Ireland,1984,0.5049494949,73.0,0
Ireland,1984,0.5148484848,74.0,0
Ireland,1984,0.5247474747,74.0,0
Ireland,1984,0.5346464646,74.0,0
Ireland,1984,0.5445454545,75.0,0
Ireland,1984,0.5544444444,75.0,0
Ireland,1984,0.5643434343,75.0,0
Ireland,1984,0.5742424242,75.0,0
Ireland,1984,0.5841414141,76.0,0
Ireland,1984,0.594040404,76.0,0
Ireland,1984,0.6039393939,76.0,0
Ireland,1984,0.6138383838,77.0,0
Ireland,1984,0.6237373737,77.0,0
Ireland,1984,0.6336363636,77.0,0
Ireland,1984,0.6435353535,77.0,0
Ireland,1984,0.6534343434,78.0,0
Ireland,1984,0.6633333333,78.0,0
Ireland,1984,0.6732323232,78.0,0
Ireland,1984,0.6831313131,79.0,0
Ireland,1984,0.693030303,79.0,0
Ireland,1984,0.7029292929,79.0,0
Ireland,1984,0.7128282828,79.0,0
Ireland,1984,0.7227272727,80.0,0
Ireland,1984,0.7326262626,80.0,0
Ireland,1984,0.7425252525,80.0,0
Ireland,1984,0.7524242424,81.0,0
Ireland,1984,0.7623232323,81.0,0
Ireland,1984,0.7722222222,81.0,0
Ireland,1984,0.7821212121,82.0,0
Ireland,1984,0.792020202,82.0,0
Ireland,1984,0.8019191919,82.0,0
Ireland,1984,0.8118181818,83.0,0
Ireland,1984,0.8217171717,83.0,0
Ireland,1984,0.8316161616,83.0,0
Ireland,1984,0.8415151515,84.0,0
Ireland,1984,0.8514141414,84.0,0
Ireland,1984,0.8613131313,84.0,0
Ireland,1984,0.8712121212,85.0,0
Ireland,1984,0.8811111111,85.0,0
Ireland,1984,0.891010101,86.0,0
Ireland,1984,0.9009090909,86.0,0
Ireland,1984,0.9108080808,87.0,0
Ireland,1984,0.9207070707,87.0,0
Ireland,1984,0.9306060606,88.0,0
Ireland,1984,0.9405050505,88.0,0
Ireland,1984,0.9504040404,89.0,0
Ireland,1984,0.9603030303,90.0,0
Ireland,1984,0.9702020202,91.0,0
Ireland,1984,0.9801010101,92.0,0
Ireland,1984,0.99,94.0,0
Ireland,1985,0.01,1.0,0
Ireland,1985,0.0198989899,21.0,0
Ireland,1985,0.0297979798,31.0,0
Ireland,1985,0.0396969697,39.0,0
Ireland,1985,0.0495959596,44.0,0
Ireland,1985,0.0594949495,47.0,0
Ireland,1985,0.0693939394,49.0,0
Ireland,1985,0.0792929293,51.0,0
Ireland,1985,0.0891919192,52.92434343434252,0
Ireland,1985,0.0990909091,54.0,0
Ireland,1985,0.108989899,55.0,0
Ireland,1985,0.1188888889,56.0,0
Ireland,1985,0.1287878788,57.0,0
Ireland,1985,0.1386868687,57.0,0
Ireland,1985,0.1485858586,58.0,0
Ireland,1985,0.1584848485,59.0,0
Ireland,1985,0.1683838384,60.0,0
Ireland,1985,0.1782828283,60.0,0
Ireland,1985,0.1881818182,61.0,0
Ireland,1985,0.1980808081,61.0,0
Ireland,1985,0.207979798,62.0,0
Ireland,1985,0.2178787879,62.0,0
Ireland,1985,0.2277777778,63.0,0
Ireland,1985,0.2376767677,63.0,0
Ireland,1985,0.2475757576,64.0,0
Ireland,1985,0.2574747475,64.0,0
Ireland,1985,0.2673737374,65.0,0
Ireland,1985,0.2772727273,65.0,0
Ireland,1985,0.2871717172,66.0,0
Ireland,1985,0.2970707071,66.0,0
Ireland,1985,0.306969697,66.0,0
Ireland,1985,0.3168686869,67.0,0
Ireland,1985,0.3267676768,67.0,0
Ireland,1985,0.3366666667,68.0,0
Ireland,1985,0.3465656566,68.0,0
Ireland,1985,0.3564646465,68.0,0
Ireland,1985,0.3663636364,69.0,0
Ireland,1985,0.3762626263,69.0,0
Ireland,1985,0.3861616162,69.0,0
Ireland,1985,0.3960606061,70.0,0
Ireland,1985,0.405959596,70.0,0
Ireland,1985,0.4158585859,70.0,0
Ireland,1985,0.4257575758,71.0,0
Ireland,1985,0.4356565657,71.0,0
Ireland,1985,0.4455555556,71.0,0
Ireland,1985,0.4554545455,72.0,0
Ireland,1985,0.4653535354,72.0,0
Ireland,1985,0.4752525253,72.0,0
Ireland,1985,0.4851515152,73.0,0
Ireland,1985,0.4950505051,73.0,0
Ireland,1985,0.5049494949,73.0,0
Ireland,1985,0.5148484848,73.0,0
Ireland,1985,0.5247474747,74.0,0
Ireland,1985,0.5346464646,74.0,0
Ireland,1985,0.5445454545,74.0,0
Ireland,1985,0.5544444444,74.0,0
Ireland,1985,0.5643434343,75.0,0
Ireland,1985,0.5742424242,75.0,0
Ireland,1985,0.5841414141,75.0,0
Ireland,1985,0.594040404,75.0,0
Ireland,1985,0.6039393939,76.0,0
Ireland,1985,0.6138383838,76.0,0
Ireland,1985,0.6237373737,76.0,0
Ireland,1985,0.6336363636,77.0,0
Ireland,1985,0.6435353535,77.0,0
Ireland,1985,0.6534343434,77.0,0
Ireland,1985,0.6633333333,78.0,0
Ireland,1985,0.6732323232,78.0,0
Ireland,1985,0.6831313131,78.0,0
Ireland,1985,0.693030303,78.0,0
Ireland,1985,0.7029292929,79.0,0
Ireland,1985,0.7128282828,79.0,0
Ireland,1985,0.7227272727,79.0,0
Ireland,1985,0.7326262626,80.0,0
Ireland,1985,0.7425252525,80.0,0
Ireland,1985,0.7524242424,80.0,0
Ireland,1985,0.7623232323,81.0,0
Ireland,1985,0.7722222222,81.0,0
Ireland,1985,0.7821212121,81.0,0
Ireland,1985,0.792020202,82.0,0
Ireland,1985,0.8019191919,82.0,0
Ireland,1985,0.8118181818,82.0,0
Ireland,1985,0.8217171717,83.0,0
Ireland,1985,0.8316161616,83.0,0
Ireland,1985,0.8415151515,83.0,0
Ireland,1985,0.8514141414,84.0,0
Ireland,1985,0.8613131313,84.0,0
Ireland,1985,0.8712121212,84.0,0
Ireland,1985,0.8811111111,85.0,0
Ireland,1985,0.891010101,85.0,0
Ireland,1985,0.9009090909,86.0,0
Ireland,1985,0.9108080808,86.0,0
Ireland,1985,0.9207070707,87.0,0
Ireland,1985,0.9306060606,87.0,0
Ireland,1985,0.9405050505,88.0,0
Ireland,1985,0.9504040404,89.0,0
Ireland,1985,0.9603030303,89.0,0
Ireland,1985,0.9702020202,90.0,0
Ireland,1985,0.9801010101,92.0,0
Ireland,1985,0.99,94.0,0
Ireland,1986,0.01,1.0,0
Ireland,1986,0.0198989899,21.0,0
Ireland,1986,0.0297979798,31.0,0
Ireland,1986,0.0396969697,39.0,0
Ireland,1986,0.0495959596,44.0,0
Ireland,1986,0.0594949495,47.0,0
Ireland,1986,0.0693939394,50.0,0
Ireland,1986,0.0792929293,51.0,0
Ireland,1986,0.0891919192,53.0,0
Ireland,1986,0.0990909091,54.0,0
Ireland,1986,0.108989899,55.0,0
Ireland,1986,0.1188888889,56.0,0
Ireland,1986,0.1287878788,57.0,0
Ireland,1986,0.1386868687,58.0,0
Ireland,1986,0.1485858586,58.0,0
Ireland,1986,0.1584848485,59.0,0
Ireland,1986,0.1683838384,60.0,0
Ireland,1986,0.1782828283,61.0,0
Ireland,1986,0.1881818182,61.0,0
Ireland,1986,0.1980808081,62.0,0
Ireland,1986,0.207979798,62.0,0
Ireland,1986,0.2178787879,63.0,0
Ireland,1986,0.2277777778,63.0,0
Ireland,1986,0.2376767677,64.0,0
Ireland,1986,0.2475757576,64.0,0
Ireland,1986,0.2574747475,65.0,0
Ireland,1986,0.2673737374,65.0,0
Ireland,1986,0.2772727273,65.0,0
Ireland,1986,0.2871717172,66.0,0
Ireland,1986,0.2970707071,66.0,0
Ireland,1986,0.306969697,67.0,0
Ireland,1986,0.3168686869,67.0,0
Ireland,1986,0.3267676768,67.0,0
Ireland,1986,0.3366666667,68.0,0
Ireland,1986,0.3465656566,68.0,0
Ireland,1986,0.3564646465,68.0,0
Ireland,1986,0.3663636364,69.0,0
Ireland,1986,0.3762626263,69.0,0
Ireland,1986,0.3861616162,69.0,0
Ireland,1986,0.3960606061,70.0,0
Ireland,1986,0.405959596,70.0,0
Ireland,1986,0.4158585859,70.0,0
Ireland,1986,0.4257575758,71.0,0
Ireland,1986,0.4356565657,71.0,0
Ireland,1986,0.4455555556,71.0,0
Ireland,1986,0.4554545455,72.0,0
Ireland,1986,0.4653535354,72.0,0
Ireland,1986,0.4752525253,72.0,0
Ireland,1986,0.4851515152,73.0,0
Ireland,1986,0.4950505051,73.0,0
Ireland,1986,0.5049494949,73.0,0
Ireland,1986,0.5148484848,73.0,0
Ireland,1986,0.5247474747,74.0,0
Ireland,1986,0.5346464646,74.0,0
Ireland,1986,0.5445454545,74.0,0
Ireland,1986,0.5544444444,75.0,0
Ireland,1986,0.5643434343,75.0,0
Ireland,1986,0.5742424242,75.0,0
Ireland,1986,0.5841414141,75.0,0
Ireland,1986,0.594040404,76.0,0
Ireland,1986,0.6039393939,76.0,0
Ireland,1986,0.6138383838,76.0,0
Ireland,1986,0.6237373737,76.0,0
Ireland,1986,0.6336363636,77.0,0
Ireland,1986,0.6435353535,77.0,0
Ireland,1986,0.6534343434,77.0,0
Ireland,1986,0.6633333333,78.0,0
Ireland,1986,0.6732323232,78.0,0
Ireland,1986,0.6831313131,78.0,0
Ireland,1986,0.693030303,78.0,0
Ireland,1986,0.7029292929,79.0,0
Ireland,1986,0.7128282828,79.0,0
Ireland,1986,0.7227272727,79.0,0
Ireland,1986,0.7326262626,80.0,0
Ireland,1986,0.7425252525,80.0,0
Ireland,1986,0.7524242424,80.0,0
Ireland,1986,0.7623232323,80.0,0
Ireland,1986,0.7722222222,81.0,0
Ireland,1986,0.7821212121,81.0,0
Ireland,1986,0.792020202,81.0,0
Ireland,1986,0.8019191919,82.0,0
Ireland,1986,0.8118181818,82.0,0
Ireland,1986,0.8217171717,82.0,0
Ireland,1986,0.8316161616,83.0,0
Ireland,1986,0.8415151515,83.0,0
Ireland,1986,0.8514141414,84.0,0
Ireland,1986,0.8613131313,84.0,0
Ireland,1986,0.8712121212,84.0,0
Ireland,1986,0.8811111111,85.0,0
Ireland,1986,0.891010101,85.0,0
Ireland,1986,0.9009090909,86.0,0
Ireland,1986,0.9108080808,86.0,0
Ireland,1986,0.9207070707,86.0,0
Ireland,1986,0.9306060606,87.0,0
Ireland,1986,0.9405050505,88.0,0
Ireland,1986,0.9504040404,88.0,0
Ireland,1986,0.9603030303,89.0,0
Ireland,1986,0.9702020202,90.0,0
Ireland,1986,0.9801010101,92.0,0
Ireland,1986,0.99,94.0,0
Ireland,1987,0.01,3.0,0
Ireland,1987,0.0198989899,23.0,0
Ireland,1987,0.0297979798,34.0,0
Ireland,1987,0.0396969697,41.0,0
Ireland,1987,0.0495959596,45.0,0
Ireland,1987,0.0594949495,48.0,0
Ireland,1987,0.0693939394,50.0,0
Ireland,1987,0.0792929293,52.0,0
Ireland,1987,0.0891919192,53.0,0
Ireland,1987,0.0990909091,54.0,0
Ireland,1987,0.108989899,56.0,0
Ireland,1987,0.1188888889,57.0,0
Ireland,1987,0.1287878788,57.0,0
Ireland,1987,0.1386868687,58.0,0
Ireland,1987,0.1485858586,59.0,0
Ireland,1987,0.1584848485,60.0,0
Ireland,1987,0.1683838384,60.0,0
Ireland,1987,0.1782828283,61.0,0
Ireland,1987,0.1881818182,62.0,0
Ireland,1987,0.1980808081,62.0,0
Ireland,1987,0.207979798,63.0,0
Ireland,1987,0.2178787879,63.0,0
Ireland,1987,0.2277777778,64.0,0
Ireland,1987,0.2376767677,64.0,0
Ireland,1987,0.2475757576,65.0,0
Ireland,1987,0.2574747475,65.0,0
Ireland,1987,0.2673737374,65.0,0
Ireland,1987,0.2772727273,66.0,0
Ireland,1987,0.2871717172,66.0,0
Ireland,1987,0.2970707071,67.0,0
Ireland,1987,0.306969697,67.0,0
Ireland,1987,0.3168686869,68.0,0
Ireland,1987,0.3267676768,68.0,0
Ireland,1987,0.3366666667,68.0,0
Ireland,1987,0.3465656566,69.0,0
Ireland,1987,0.3564646465,69.0,0
Ireland,1987,0.3663636364,69.0,0
Ireland,1987,0.3762626263,70.0,0
Ireland,1987,0.3861616162,70.0,0
Ireland,1987,0.3960606061,70.0,0
Ireland,1987,0.405959596,71.0,0
Ireland,1987,0.4158585859,71.0,0
Ireland,1987,0.4257575758,72.0,0
Ireland,1987,0.4356565657,72.0,0
Ireland,1987,0.4455555556,72.0,0
Ireland,1987,0.4554545455,72.0,0
Ireland,1987,0.4653535354,73.0,0
Ireland,1987,0.4752525253,73.0,0
Ireland,1987,0.4851515152,73.0,0
Ireland,1987,0.4950505051,74.0,0
Ireland,1987,0.5049494949,74.0,0
Ireland,1987,0.5148484848,74.0,0
Ireland,1987,0.5247474747,74.0,0
Ireland,1987,0.5346464646,75.0,0
Ireland,1987,0.5445454545,75.0,0
Ireland,1987,0.5544444444,75.0,0
Ireland,1987,0.5643434343,76.0,0
Ireland,1987,0.5742424242,76.0,0
Ireland,1987,0.5841414141,76.0,0
Ireland,1987,0.594040404,76.0,0
Ireland,1987,0.6039393939,77.0,0
Ireland,1987,0.6138383838,77.0,0
Ireland,1987,0.6237373737,77.0,0
Ireland,1987,0.6336363636,78.0,0
Ireland,1987,0.6435353535,78.0,0
Ireland,1987,0.6534343434,78.0,0
Ireland,1987,0.6633333333,78.0,0
Ireland,1987,0.6732323232,79.0,0
Ireland,1987,0.6831313131,79.0,0
Ireland,1987,0.693030303,79.0,0
Ireland,1987,0.7029292929,80.0,0
Ireland,1987,0.7128282828,80.0,0
Ireland,1987,0.7227272727,80.0,0
Ireland,1987,0.7326262626,80.0,0
Ireland,1987,0.7425252525,81.0,0
Ireland,1987,0.7524242424,81.0,0
Ireland,1987,0.7623232323,81.0,0
Ireland,1987,0.7722222222,82.0,0
Ireland,1987,0.7821212121,82.0,0
Ireland,1987,0.792020202,82.0,0
Ireland,1987,0.8019191919,83.0,0
Ireland,1987,0.8118181818,83.0,0
Ireland,1987,0.8217171717,83.0,0
Ireland,1987,0.8316161616,84.0,0
Ireland,1987,0.8415151515,84.0,0
Ireland,1987,0.8514141414,84.0,0
Ireland,1987,0.8613131313,85.0,0
Ireland,1987,0.8712121212,85.0,0
Ireland,1987,0.8811111111,86.0,0
Ireland,1987,0.891010101,86.0,0
Ireland,1987,0.9009090909,87.0,0
Ireland,1987,0.9108080808,87.0,0
Ireland,1987,0.9207070707,87.0,0
Ireland,1987,0.9306060606,88.0,0
Ireland,1987,0.9405050505,89.0,0
Ireland,1987,0.9504040404,89.0,0
Ireland,1987,0.9603030303,90.0,0
Ireland,1987,0.9702020202,92.0,0
Ireland,1987,0.9801010101,93.0,0
Ireland,1987,0.99,95.0,0
Ireland,1988,0.01,1.0,0
Ireland,1988,0.0198989899,21.0,0
Ireland,1988,0.0297979798,31.0,0
Ireland,1988,0.0396969697,40.0,0
Ireland,1988,0.0495959596,45.0,0
Ireland,1988,0.0594949495,48.0,0
Ireland,1988,0.0693939394,50.0,0
Ireland,1988,0.0792929293,52.0,0
Ireland,1988,0.0891919192,54.0,0
Ireland,1988,0.0990909091,55.0,0
Ireland,1988,0.108989899,56.0,0
Ireland,1988,0.1188888889,57.0,0
Ireland,1988,0.1287878788,58.0,0
Ireland,1988,0.1386868687,59.0,0
Ireland,1988,0.1485858586,59.0,0
Ireland,1988,0.1584848485,60.0,0
Ireland,1988,0.1683838384,61.0,0
Ireland,1988,0.1782828283,61.0,0
Ireland,1988,0.1881818182,62.0,0
Ireland,1988,0.1980808081,62.0,0
Ireland,1988,0.207979798,63.0,0
Ireland,1988,0.2178787879,63.0,0
Ireland,1988,0.2277777778,64.0,0
Ireland,1988,0.2376767677,64.0,0
Ireland,1988,0.2475757576,65.0,0
Ireland,1988,0.2574747475,65.0,0
Ireland,1988,0.2673737374,66.0,0
Ireland,1988,0.2772727273,66.0,0
Ireland,1988,0.2871717172,66.0,0
Ireland,1988,0.2970707071,67.0,0
Ireland,1988,0.306969697,67.0,0
Ireland,1988,0.3168686869,68.0,0
Ireland,1988,0.3267676768,68.0,0
Ireland,1988,0.3366666667,68.0,0
Ireland,1988,0.3465656566,69.0,0
Ireland,1988,0.3564646465,69.0,0
Ireland,1988,0.3663636364,70.0,0
Ireland,1988,0.3762626263,70.0,0
Ireland,1988,0.3861616162,70.0,0
Ireland,1988,0.3960606061,70.0,0
Ireland,1988,0.405959596,71.0,0
Ireland,1988,0.4158585859,71.0,0
Ireland,1988,0.4257575758,71.0,0
Ireland,1988,0.4356565657,72.0,0
Ireland,1988,0.4455555556,72.0,0
Ireland,1988,0.4554545455,72.0,0
Ireland,1988,0.4653535354,73.0,0
Ireland,1988,0.4752525253,73.0,0
Ireland,1988,0.4851515152,73.0,0
Ireland,1988,0.4950505051,74.0,0
Ireland,1988,0.5049494949,74.0,0
Ireland,1988,0.5148484848,74.0,0
Ireland,1988,0.5247474747,74.0,0
Ireland,1988,0.5346464646,75.0,0
Ireland,1988,0.5445454545,75.0,0
Ireland,1988,0.5544444444,75.0,0
Ireland,1988,0.5643434343,76.0,0
Ireland,1988,0.5742424242,76.0,0
Ireland,1988,0.5841414141,76.0,0
Ireland,1988,0.594040404,76.0,0
Ireland,1988,0.6039393939,77.0,0
Ireland,1988,0.6138383838,77.0,0
Ireland,1988,0.6237373737,77.0,0
Ireland,1988,0.6336363636,78.0,0
Ireland,1988,0.6435353535,78.0,0
Ireland,1988,0.6534343434,78.0,0
Ireland,1988,0.6633333333,79.0,0
Ireland,1988,0.6732323232,79.0,0
Ireland,1988,0.6831313131,79.0,0
Ireland,1988,0.693030303,79.0,0
Ireland,1988,0.7029292929,80.0,0
Ireland,1988,0.7128282828,80.0,0
Ireland,1988,0.7227272727,80.0,0
Ireland,1988,0.7326262626,81.0,0
Ireland,1988,0.7425252525,81.0,0
Ireland,1988,0.7524242424,81.0,0
Ireland,1988,0.7623232323,82.0,0
Ireland,1988,0.7722222222,82.0,0
Ireland,1988,0.7821212121,82.0,0
Ireland,1988,0.792020202,83.0,0
Ireland,1988,0.8019191919,83.0,0
Ireland,1988,0.8118181818,83.0,0
Ireland,1988,0.8217171717,84.0,0
Ireland,1988,0.8316161616,84.0,0
Ireland,1988,0.8415151515,84.0,0
Ireland,1988,0.8514141414,85.0,0
Ireland,1988,0.8613131313,85.0,0
Ireland,1988,0.8712121212,85.0,0
Ireland,1988,0.8811111111,86.0,0
Ireland,1988,0.891010101,86.0,0
Ireland,1988,0.9009090909,87.0,0
Ireland,1988,0.9108080808,87.0,0
Ireland,1988,0.9207070707,88.0,0
Ireland,1988,0.9306060606,88.0,0
Ireland,1988,0.9405050505,89.0,0
Ireland,1988,0.9504040404,90.0,0
Ireland,1988,0.9603030303,91.0,0
Ireland,1988,0.9702020202,91.0,0
Ireland,1988,0.9801010101,93.0,0
Ireland,1988,0.99,95.0,0
Ireland,1989,0.01,2.0,0
Ireland,1989,0.0198989899,22.0,0
Ireland,1989,0.0297979798,31.0,0
Ireland,1989,0.0396969697,39.0,0
Ireland,1989,0.0495959596,44.0,0
Ireland,1989,0.0594949495,47.0,0
Ireland,1989,0.0693939394,50.0,0
Ireland,1989,0.0792929293,51.0,0
Ireland,1989,0.0891919192,53.0,0
Ireland,1989,0.0990909091,54.0,0
Ireland,1989,0.108989899,56.0,0
Ireland,1989,0.1188888889,57.0,0
Ireland,1989,0.1287878788,58.0,0
Ireland,1989,0.1386868687,58.0,0
Ireland,1989,0.1485858586,59.0,0
Ireland,1989,0.1584848485,60.0,0
Ireland,1989,0.1683838384,61.0,0
