unit,time,prob,quantile,treat
Russia,1970,0.01,0.0,0
Russia,1970,0.0198989899,0.0,0
Russia,1970,0.0297979798,2.0,0
Russia,1970,0.0396969697,15.0,0
Russia,1970,0.0495959596,21.0,0
Russia,1970,0.0594949495,24.0,0
Russia,1970,0.0693939394,27.0,0
Russia,1970,0.0792929293,30.0,0
Russia,1970,0.0891919192,32.0,0
Russia,1970,0.0990909091,34.0,0
Russia,1970,0.108989899,36.0,0
Russia,1970,0.1188888889,38.0,0
Russia,1970,0.1287878788,39.0,0
Russia,1970,0.1386868687,41.0,0
Russia,1970,0.1485858586,42.0,0
Russia,1970,0.1584848485,44.0,0
Russia,1970,0.1683838384,45.0,0
Russia,1970,0.1782828283,46.0,0
Russia,1970,0.1881818182,47.0,0
Russia,1970,0.1980808081,48.0,0
Russia,1970,0.207979798,49.0,0
Russia,1970,0.2178787879,50.0,0
Russia,1970,0.2277777778,51.0,0
Russia,1970,0.2376767677,52.0,0
Russia,1970,0.2475757576,53.0,0
Russia,1970,0.2574747475,54.0,0
Russia,1970,0.2673737374,55.0,0
Russia,1970,0.2772727273,55.0,0
Russia,1970,0.2871717172,56.0,0
Russia,1970,0.2970707071,57.0,0
Russia,1970,0.306969697,57.0,0
Russia,1970,0.3168686869,58.0,0
Russia,1970,0.3267676768,59.0,0
Russia,1970,0.3366666667,59.0,0
Russia,1970,0.3465656566,60.0,0
Russia,1970,0.3564646465,60.0,0
Russia,1970,0.3663636364,61.0,0
Russia,1970,0.3762626263,62.0,0
Russia,1970,0.3861616162,62.0,0
Russia,1970,0.3960606061,63.0,0
Russia,1970,0.405959596,63.0,0
Russia,1970,0.4158585859,64.0,0
Russia,1970,0.4257575758,64.0,0
Russia,1970,0.4356565657,64.0,0
Russia,1970,0.4455555556,65.0,0
Russia,1970,0.4554545455,65.0,0
Russia,1970,0.4653535354,66.0,0
Russia,1970,0.4752525253,66.0,0
Russia,1970,0.4851515152,67.0,0
Russia,1970,0.4950505051,67.0,0
Russia,1970,0.5049494949,67.0,0
Russia,1970,0.5148484848,68.0,0
Russia,1970,0.5247474747,68.0,0
Russia,1970,0.5346464646,69.0,0
Russia,1970,0.5445454545,69.0,0
Russia,1970,0.5544444444,69.0,0
Russia,1970,0.5643434343,70.0,0
Russia,1970,0.5742424242,70.0,0
Russia,1970,0.5841414141,70.0,0
Russia,1970,0.594040404,71.0,0
Russia,1970,0.6039393939,71.0,0
Russia,1970,0.6138383838,72.0,0
Russia,1970,0.6237373737,72.0,0
Russia,1970,0.6336363636,72.0,0
Russia,1970,0.6435353535,73.0,0
Russia,1970,0.6534343434,73.0,0
Russia,1970,0.6633333333,73.0,0
Russia,1970,0.6732323232,74.0,0
Russia,1970,0.6831313131,74.0,0
Russia,1970,0.693030303,75.0,0
Russia,1970,0.7029292929,75.0,0
Russia,1970,0.7128282828,75.0,0
Russia,1970,0.7227272727,76.0,0
Russia,1970,0.7326262626,76.0,0
Russia,1970,0.7425252525,77.0,0
Russia,1970,0.7524242424,77.0,0
Russia,1970,0.7623232323,77.0,0
Russia,1970,0.7722222222,78.0,0
Russia,1970,0.7821212121,78.0,0
Russia,1970,0.792020202,79.0,0
Russia,1970,0.8019191919,79.0,0
Russia,1970,0.8118181818,79.0,0
Russia,1970,0.8217171717,80.0,0
Russia,1970,0.8316161616,80.0,0
Russia,1970,0.8415151515,81.0,0
Russia,1970,0.8514141414,81.0,0
Russia,1970,0.8613131313,82.0,0
Russia,1970,0.8712121212,82.0,0
Russia,1970,0.8811111111,83.0,0
Russia,1970,0.891010101,83.0,0
Russia,1970,0.9009090909,84.0,0
Russia,1970,0.9108080808,84.0,0
Russia,1970,0.9207070707,85.0,0
Russia,1970,0.9306060606,86.0,0
Russia,1970,0.9405050505,87.0,0
Russia,1970,0.9504040404,87.0,0
Russia,1970,0.9603030303,88.0,0
Russia,1970,0.9702020202,90.0,0
Russia,1970,0.9801010101,91.0,0
Russia,1970,0.99,94.0,0
Russia,1971,0.01,0.0,0
Russia,1971,0.0198989899,0.0,0
Russia,1971,0.0297979798,5.0,0
Russia,1971,0.0396969697,17.0,0
Russia,1971,0.0495959596,22.0,0
Russia,1971,0.0594949495,25.0,0
Russia,1971,0.0693939394,28.0,0
Russia,1971,0.0792929293,30.0,0
Russia,1971,0.0891919192,32.0,0
Russia,1971,0.0990909091,35.0,0
Russia,1971,0.108989899,36.0,0
Russia,1971,0.1188888889,38.0,0
Russia,1971,0.1287878788,40.0,0
Russia,1971,0.1386868687,41.0,0
Russia,1971,0.1485858586,42.0,0
Russia,1971,0.1584848485,44.0,0
Russia,1971,0.1683838384,45.0,0
Russia,1971,0.1782828283,46.0,0
Russia,1971,0.1881818182,47.0,0
Russia,1971,0.1980808081,48.0,0
Russia,1971,0.207979798,49.0,0
Russia,1971,0.2178787879,50.0,0
Russia,1971,0.2277777778,51.0,0
Russia,1971,0.2376767677,52.0,0
Russia,1971,0.2475757576,53.0,0
Russia,1971,0.2574747475,54.0,0
Russia,1971,0.2673737374,55.0,0
Russia,1971,0.2772727273,55.0,0
Russia,1971,0.2871717172,56.0,0
Russia,1971,0.2970707071,57.0,0
Russia,1971,0.306969697,57.0,0
Russia,1971,0.3168686869,58.0,0
Russia,1971,0.3267676768,59.0,0
Russia,1971,0.3366666667,59.0,0
Russia,1971,0.3465656566,60.0,0
Russia,1971,0.3564646465,60.0,0
Russia,1971,0.3663636364,61.0,0
Russia,1971,0.3762626263,62.0,0
Russia,1971,0.3861616162,62.0,0
Russia,1971,0.3960606061,63.0,0
Russia,1971,0.405959596,63.0,0
Russia,1971,0.4158585859,64.0,0
Russia,1971,0.4257575758,64.0,0
Russia,1971,0.4356565657,64.0,0
Russia,1971,0.4455555556,65.0,0
Russia,1971,0.4554545455,65.0,0
Russia,1971,0.4653535354,66.0,0
Russia,1971,0.4752525253,66.0,0
Russia,1971,0.4851515152,67.0,0
Russia,1971,0.4950505051,67.0,0
Russia,1971,0.5049494949,67.0,0
Russia,1971,0.5148484848,68.0,0
Russia,1971,0.5247474747,68.0,0
Russia,1971,0.5346464646,69.0,0
Russia,1971,0.5445454545,69.0,0
Russia,1971,0.5544444444,70.0,0
Russia,1971,0.5643434343,70.0,0
Russia,1971,0.5742424242,70.0,0
Russia,1971,0.5841414141,71.0,0
Russia,1971,0.594040404,71.0,0
Russia,1971,0.6039393939,71.0,0
Russia,1971,0.6138383838,72.0,0
Russia,1971,0.6237373737,72.0,0
Russia,1971,0.6336363636,72.0,0
Russia,1971,0.6435353535,73.0,0
Russia,1971,0.6534343434,73.0,0
Russia,1971,0.6633333333,74.0,0
Russia,1971,0.6732323232,74.0,0
Russia,1971,0.6831313131,74.0,0
Russia,1971,0.693030303,75.0,0
Russia,1971,0.7029292929,75.0,0
Russia,1971,0.7128282828,75.0,0
Russia,1971,0.7227272727,76.0,0
Russia,1971,0.7326262626,76.0,0
Russia,1971,0.7425252525,77.0,0
Russia,1971,0.7524242424,77.0,0
Russia,1971,0.7623232323,77.0,0
Russia,1971,0.7722222222,78.0,0
Russia,1971,0.7821212121,78.0,0
Russia,1971,0.792020202,79.0,0
Russia,1971,0.8019191919,79.0,0
Russia,1971,0.8118181818,79.0,0
Russia,1971,0.8217171717,80.0,0
Russia,1971,0.8316161616,80.0,0
Russia,1971,0.8415151515,81.0,0
Russia,1971,0.8514141414,81.0,0
Russia,1971,0.8613131313,82.0,0
Russia,1971,0.8712121212,82.0,0
Russia,1971,0.8811111111,83.0,0
Russia,1971,0.891010101,83.0,0
Russia,1971,0.9009090909,84.0,0
Russia,1971,0.9108080808,85.0,0
Russia,1971,0.9207070707,85.0,0
Russia,1971,0.9306060606,86.0,0
Russia,1971,0.9405050505,87.0,0
Russia,1971,0.9504040404,88.0,0
Russia,1971,0.9603030303,89.0,0
Russia,1971,0.9702020202,90.0,0
Russia,1971,0.9801010101,92.0,0
Russia,1971,0.99,94.0,0
Russia,1972,0.01,0.0,0
Russia,1972,0.0198989899,0.0,0
Russia,1972,0.0297979798,5.0,0
Russia,1972,0.0396969697,17.0,0
Russia,1972,0.0495959596,21.0,0
Russia,1972,0.0594949495,25.0,0
Russia,1972,0.0693939394,28.0,0
Russia,1972,0.0792929293,30.0,0
Russia,1972,0.0891919192,33.0,0
Russia,1972,0.0990909091,35.0,0
Russia,1972,0.108989899,36.0,0
Russia,1972,0.1188888889,38.0,0
Russia,1972,0.1287878788,40.0,0
Russia,1972,0.1386868687,41.0,0
Russia,1972,0.1485858586,43.0,0
Russia,1972,0.1584848485,44.0,0
Russia,1972,0.1683838384,45.0,0
Russia,1972,0.1782828283,46.0,0
Russia,1972,0.1881818182,47.0,0
Russia,1972,0.1980808081,49.0,0
Russia,1972,0.207979798,50.0,0
Russia,1972,0.2178787879,51.0,0
Russia,1972,0.2277777778,51.0,0
Russia,1972,0.2376767677,52.0,0
Russia,1972,0.2475757576,53.0,0
Russia,1972,0.2574747475,54.0,0
Russia,1972,0.2673737374,55.0,0
Russia,1972,0.2772727273,55.0,0
Russia,1972,0.2871717172,56.0,0
Russia,1972,0.2970707071,57.0,0
Russia,1972,0.306969697,58.0,0
Russia,1972,0.3168686869,58.0,0
Russia,1972,0.3267676768,59.0,0
Russia,1972,0.3366666667,59.0,0
Russia,1972,0.3465656566,60.0,0
Russia,1972,0.3564646465,61.0,0
Russia,1972,0.3663636364,61.0,0
Russia,1972,0.3762626263,62.0,0
Russia,1972,0.3861616162,62.0,0
Russia,1972,0.3960606061,63.0,0
Russia,1972,0.405959596,63.0,0
Russia,1972,0.4158585859,64.0,0
Russia,1972,0.4257575758,64.0,0
Russia,1972,0.4356565657,65.0,0
Russia,1972,0.4455555556,65.0,0
Russia,1972,0.4554545455,65.0,0
Russia,1972,0.4653535354,66.0,0
Russia,1972,0.4752525253,66.0,0
Russia,1972,0.4851515152,67.0,0
Russia,1972,0.4950505051,67.0,0
Russia,1972,0.5049494949,68.0,0
Russia,1972,0.5148484848,68.0,0
Russia,1972,0.5247474747,68.0,0
Russia,1972,0.5346464646,69.0,0
Russia,1972,0.5445454545,69.0,0
Russia,1972,0.5544444444,70.0,0
Russia,1972,0.5643434343,70.0,0
Russia,1972,0.5742424242,70.0,0
Russia,1972,0.5841414141,71.0,0
Russia,1972,0.594040404,71.0,0
Russia,1972,0.6039393939,71.0,0
Russia,1972,0.6138383838,72.0,0
Russia,1972,0.6237373737,72.0,0
Russia,1972,0.6336363636,72.0,0
Russia,1972,0.6435353535,73.0,0
Russia,1972,0.6534343434,73.0,0
Russia,1972,0.6633333333,74.0,0
Russia,1972,0.6732323232,74.0,0
Russia,1972,0.6831313131,74.0,0
Russia,1972,0.693030303,75.0,0
Russia,1972,0.7029292929,75.0,0
Russia,1972,0.7128282828,75.0,0
Russia,1972,0.7227272727,76.0,0
Russia,1972,0.7326262626,76.0,0
Russia,1972,0.7425252525,77.0,0
Russia,1972,0.7524242424,77.0,0
Russia,1972,0.7623232323,77.0,0
Russia,1972,0.7722222222,78.0,0
Russia,1972,0.7821212121,78.0,0
Russia,1972,0.792020202,79.0,0
Russia,1972,0.8019191919,79.0,0
Russia,1972,0.8118181818,79.0,0
Russia,1972,0.8217171717,80.0,0
Russia,1972,0.8316161616,80.0,0
Russia,1972,0.8415151515,81.0,0
Russia,1972,0.8514141414,81.0,0
Russia,1972,0.8613131313,82.0,0
Russia,1972,0.8712121212,82.0,0
Russia,1972,0.8811111111,83.0,0
Russia,1972,0.891010101,83.0,0
Russia,1972,0.9009090909,84.0,0
Russia,1972,0.9108080808,84.0,0
Russia,1972,0.9207070707,85.0,0
Russia,1972,0.9306060606,86.0,0
Russia,1972,0.9405050505,86.0,0
Russia,1972,0.9504040404,87.0,0
Russia,1972,0.9603030303,88.0,0
Russia,1972,0.9702020202,90.0,0
Russia,1972,0.9801010101,91.0,0
Russia,1972,0.99,94.0,0
Russia,1973,0.01,0.0,0
Russia,1973,0.0198989899,0.0,0
Russia,1973,0.0297979798,4.0,0
Russia,1973,0.0396969697,17.0,0
Russia,1973,0.0495959596,22.0,0
Russia,1973,0.0594949495,25.0,0
Russia,1973,0.0693939394,28.0,0
Russia,1973,0.0792929293,31.0,0
Russia,1973,0.0891919192,33.0,0
Russia,1973,0.0990909091,35.0,0
Russia,1973,0.108989899,37.0,0
Russia,1973,0.1188888889,39.0,0
Russia,1973,0.1287878788,40.0,0
Russia,1973,0.1386868687,42.0,0
Russia,1973,0.1485858586,43.0,0
Russia,1973,0.1584848485,44.0,0
Russia,1973,0.1683838384,46.0,0
Russia,1973,0.1782828283,47.0,0
Russia,1973,0.1881818182,48.0,0
Russia,1973,0.1980808081,49.0,0
Russia,1973,0.207979798,50.0,0
Russia,1973,0.2178787879,51.0,0
Russia,1973,0.2277777778,52.0,0
Russia,1973,0.2376767677,52.0,0
Russia,1973,0.2475757576,53.0,0
Russia,1973,0.2574747475,54.0,0
Russia,1973,0.2673737374,55.0,0
Russia,1973,0.2772727273,56.0,0
Russia,1973,0.2871717172,56.0,0
Russia,1973,0.2970707071,57.0,0
Russia,1973,0.306969697,58.0,0
Russia,1973,0.3168686869,58.0,0
Russia,1973,0.3267676768,59.0,0
Russia,1973,0.3366666667,59.0,0
Russia,1973,0.3465656566,60.0,0
Russia,1973,0.3564646465,61.0,0
Russia,1973,0.3663636364,61.0,0
Russia,1973,0.3762626263,62.0,0
Russia,1973,0.3861616162,62.0,0
Russia,1973,0.3960606061,63.0,0
Russia,1973,0.405959596,63.0,0
Russia,1973,0.4158585859,64.0,0
Russia,1973,0.4257575758,64.0,0
Russia,1973,0.4356565657,65.0,0
Russia,1973,0.4455555556,65.0,0
Russia,1973,0.4554545455,65.0,0
Russia,1973,0.4653535354,66.0,0
Russia,1973,0.4752525253,66.0,0
Russia,1973,0.4851515152,67.0,0
Russia,1973,0.4950505051,67.0,0
Russia,1973,0.5049494949,68.0,0
Russia,1973,0.5148484848,68.0,0
Russia,1973,0.5247474747,68.0,0
Russia,1973,0.5346464646,69.0,0
Russia,1973,0.5445454545,69.0,0
Russia,1973,0.5544444444,70.0,0
Russia,1973,0.5643434343,70.0,0
Russia,1973,0.5742424242,70.0,0
Russia,1973,0.5841414141,71.0,0
Russia,1973,0.594040404,71.0,0
Russia,1973,0.6039393939,71.0,0
Russia,1973,0.6138383838,72.0,0
Russia,1973,0.6237373737,72.0,0
Russia,1973,0.6336363636,72.0,0
Russia,1973,0.6435353535,73.0,0
Russia,1973,0.6534343434,73.0,0
Russia,1973,0.6633333333,74.0,0
Russia,1973,0.6732323232,74.0,0
Russia,1973,0.6831313131,74.0,0
Russia,1973,0.693030303,75.0,0
Russia,1973,0.7029292929,75.0,0
Russia,1973,0.7128282828,75.0,0
Russia,1973,0.7227272727,76.0,0
Russia,1973,0.7326262626,76.0,0
Russia,1973,0.7425252525,77.0,0
Russia,1973,0.7524242424,77.0,0
Russia,1973,0.7623232323,77.0,0
Russia,1973,0.7722222222,78.0,0
Russia,1973,0.7821212121,78.0,0
Russia,1973,0.792020202,78.0,0
Russia,1973,0.8019191919,79.0,0
Russia,1973,0.8118181818,79.0,0
Russia,1973,0.8217171717,80.0,0
Russia,1973,0.8316161616,80.0,0
Russia,1973,0.8415151515,81.0,0
Russia,1973,0.8514141414,81.0,0
Russia,1973,0.8613131313,82.0,0
Russia,1973,0.8712121212,82.0,0
Russia,1973,0.8811111111,83.0,0
Russia,1973,0.891010101,83.0,0
Russia,1973,0.9009090909,84.0,0
Russia,1973,0.9108080808,84.0,0
Russia,1973,0.9207070707,85.0,0
Russia,1973,0.9306060606,86.0,0
Russia,1973,0.9405050505,86.0,0
Russia,1973,0.9504040404,87.0,0
Russia,1973,0.9603030303,88.0,0
Russia,1973,0.9702020202,89.0,0
Russia,1973,0.9801010101,91.0,0
Russia,1973,0.99,94.0,0
Russia,1974,0.01,0.0,0
Russia,1974,0.0198989899,0.0,0
Russia,1974,0.0297979798,3.0,0
Russia,1974,0.0396969697,16.0,0
Russia,1974,0.0495959596,21.0,0
Russia,1974,0.0594949495,24.0,0
Russia,1974,0.0693939394,27.0,0
Russia,1974,0.0792929293,30.0,0
Russia,1974,0.0891919192,32.0,0
Russia,1974,0.0990909091,34.0,0
Russia,1974,0.108989899,36.0,0
Russia,1974,0.1188888889,38.0,0
Russia,1974,0.1287878788,40.0,0
Russia,1974,0.1386868687,41.0,0
Russia,1974,0.1485858586,42.0,0
Russia,1974,0.1584848485,44.0,0
Russia,1974,0.1683838384,45.0,0
Russia,1974,0.1782828283,46.0,0
Russia,1974,0.1881818182,47.0,0
Russia,1974,0.1980808081,48.0,0
Russia,1974,0.207979798,49.0,0
Russia,1974,0.2178787879,50.0,0
Russia,1974,0.2277777778,51.0,0
Russia,1974,0.2376767677,52.0,0
Russia,1974,0.2475757576,53.0,0
Russia,1974,0.2574747475,54.0,0
Russia,1974,0.2673737374,54.0,0
Russia,1974,0.2772727273,55.0,0
Russia,1974,0.2871717172,56.0,0
Russia,1974,0.2970707071,57.0,0
Russia,1974,0.306969697,57.0,0
Russia,1974,0.3168686869,58.0,0
Russia,1974,0.3267676768,59.0,0
Russia,1974,0.3366666667,59.0,0
Russia,1974,0.3465656566,60.0,0
Russia,1974,0.3564646465,60.0,0
Russia,1974,0.3663636364,61.0,0
Russia,1974,0.3762626263,61.0,0
Russia,1974,0.3861616162,62.0,0
Russia,1974,0.3960606061,62.0,0
Russia,1974,0.405959596,63.0,0
Russia,1974,0.4158585859,63.0,0
Russia,1974,0.4257575758,64.0,0
Russia,1974,0.4356565657,64.0,0
Russia,1974,0.4455555556,65.0,0
Russia,1974,0.4554545455,65.0,0
Russia,1974,0.4653535354,66.0,0
Russia,1974,0.4752525253,66.0,0
Russia,1974,0.4851515152,67.0,0
Russia,1974,0.4950505051,67.0,0
Russia,1974,0.5049494949,67.0,0
Russia,1974,0.5148484848,68.0,0
Russia,1974,0.5247474747,68.0,0
Russia,1974,0.5346464646,69.0,0
Russia,1974,0.5445454545,69.0,0
Russia,1974,0.5544444444,69.0,0
Russia,1974,0.5643434343,70.0,0
Russia,1974,0.5742424242,70.0,0
Russia,1974,0.5841414141,71.0,0
Russia,1974,0.594040404,71.0,0
Russia,1974,0.6039393939,71.0,0
Russia,1974,0.6138383838,72.0,0
Russia,1974,0.6237373737,72.0,0
Russia,1974,0.6336363636,73.0,0
Russia,1974,0.6435353535,73.0,0
Russia,1974,0.6534343434,73.0,0
Russia,1974,0.6633333333,74.0,0
Russia,1974,0.6732323232,74.0,0
Russia,1974,0.6831313131,74.0,0
Russia,1974,0.693030303,75.0,0
Russia,1974,0.7029292929,75.0,0
Russia,1974,0.7128282828,76.0,0
Russia,1974,0.7227272727,76.0,0
Russia,1974,0.7326262626,76.0,0
Russia,1974,0.7425252525,77.0,0
Russia,1974,0.7524242424,77.0,0
Russia,1974,0.7623232323,77.0,0
Russia,1974,0.7722222222,78.0,0
Russia,1974,0.7821212121,78.0,0
Russia,1974,0.792020202,79.0,0
Russia,1974,0.8019191919,79.0,0
Russia,1974,0.8118181818,79.0,0
Russia,1974,0.8217171717,80.0,0
Russia,1974,0.8316161616,80.0,0
Russia,1974,0.8415151515,81.0,0
Russia,1974,0.8514141414,81.0,0
Russia,1974,0.8613131313,82.0,0
Russia,1974,0.8712121212,82.0,0
Russia,1974,0.8811111111,83.0,0
Russia,1974,0.891010101,83.0,0
Russia,1974,0.9009090909,84.0,0
Russia,1974,0.9108080808,85.0,0
Russia,1974,0.9207070707,85.0,0
Russia,1974,0.9306060606,86.0,0
Russia,1974,0.9405050505,87.0,0
Russia,1974,0.9504040404,88.0,0
Russia,1974,0.9603030303,89.0,0
Russia,1974,0.9702020202,90.0,0
Russia,1974,0.9801010101,91.0,0
Russia,1974,0.99,94.0,0
Russia,1975,0.01,0.0,0
Russia,1975,0.0198989899,0.0,0
Russia,1975,0.0297979798,2.0,0
Russia,1975,0.0396969697,15.0,0
Russia,1975,0.0495959596,21.0,0
Russia,1975,0.0594949495,24.0,0
Russia,1975,0.0693939394,27.0,0
Russia,1975,0.0792929293,29.0,0
Russia,1975,0.0891919192,32.0,0
Russia,1975,0.0990909091,34.0,0
Russia,1975,0.108989899,36.0,0
Russia,1975,0.1188888889,37.0,0
Russia,1975,0.1287878788,39.0,0
Russia,1975,0.1386868687,40.0,0
Russia,1975,0.1485858586,42.0,0
Russia,1975,0.1584848485,43.0,0
Russia,1975,0.1683838384,44.0,0
Russia,1975,0.1782828283,45.0,0
Russia,1975,0.1881818182,46.0,0
Russia,1975,0.1980808081,47.0,0
Russia,1975,0.207979798,49.0,0
Russia,1975,0.2178787879,49.0,0
Russia,1975,0.2277777778,50.0,0
Russia,1975,0.2376767677,51.0,0
Russia,1975,0.2475757576,52.0,0
Russia,1975,0.2574747475,53.0,0
Russia,1975,0.2673737374,54.0,0
Russia,1975,0.2772727273,54.0,0
Russia,1975,0.2871717172,55.0,0
Russia,1975,0.2970707071,56.0,0
Russia,1975,0.306969697,56.0,0
Russia,1975,0.3168686869,57.0,0
Russia,1975,0.3267676768,58.0,0
Russia,1975,0.3366666667,58.0,0
Russia,1975,0.3465656566,59.0,0
Russia,1975,0.3564646465,60.0,0
Russia,1975,0.3663636364,60.0,0
Russia,1975,0.3762626263,61.0,0
Russia,1975,0.3861616162,61.0,0
Russia,1975,0.3960606061,62.0,0
Russia,1975,0.405959596,62.0,0
Russia,1975,0.4158585859,63.0,0
Russia,1975,0.4257575758,63.0,0
Russia,1975,0.4356565657,64.0,0
Russia,1975,0.4455555556,64.0,0
Russia,1975,0.4554545455,65.0,0
Russia,1975,0.4653535354,65.0,0
Russia,1975,0.4752525253,66.0,0
Russia,1975,0.4851515152,66.0,0
Russia,1975,0.4950505051,66.0,0
Russia,1975,0.5049494949,67.0,0
Russia,1975,0.5148484848,67.0,0
Russia,1975,0.5247474747,68.0,0
Russia,1975,0.5346464646,68.0,0
Russia,1975,0.5445454545,68.0,0
Russia,1975,0.5544444444,69.0,0
Russia,1975,0.5643434343,69.0,0
Russia,1975,0.5742424242,70.0,0
Russia,1975,0.5841414141,70.0,0
Russia,1975,0.594040404,70.0,0
Russia,1975,0.6039393939,71.0,0
Russia,1975,0.6138383838,71.0,0
Russia,1975,0.6237373737,72.0,0
Russia,1975,0.6336363636,72.0,0
Russia,1975,0.6435353535,72.0,0
Russia,1975,0.6534343434,73.0,0
Russia,1975,0.6633333333,73.0,0
Russia,1975,0.6732323232,73.0,0
Russia,1975,0.6831313131,74.0,0
Russia,1975,0.693030303,74.0,0
Russia,1975,0.7029292929,75.0,0
Russia,1975,0.7128282828,75.0,0
Russia,1975,0.7227272727,75.0,0
Russia,1975,0.7326262626,76.0,0
Russia,1975,0.7425252525,76.0,0
Russia,1975,0.7524242424,77.0,0
Russia,1975,0.7623232323,77.0,0
Russia,1975,0.7722222222,77.0,0
Russia,1975,0.7821212121,78.0,0
Russia,1975,0.792020202,78.0,0
Russia,1975,0.8019191919,78.0,0
Russia,1975,0.8118181818,79.0,0
Russia,1975,0.8217171717,79.0,0
Russia,1975,0.8316161616,80.0,0
Russia,1975,0.8415151515,80.0,0
Russia,1975,0.8514141414,81.0,0
Russia,1975,0.8613131313,81.0,0
Russia,1975,0.8712121212,82.0,0
Russia,1975,0.8811111111,82.0,0
Russia,1975,0.891010101,83.0,0
Russia,1975,0.9009090909,83.0,0
Russia,1975,0.9108080808,84.0,0
Russia,1975,0.9207070707,85.0,0
Russia,1975,0.9306060606,85.0,0
Russia,1975,0.9405050505,86.0,0
Russia,1975,0.9504040404,87.0,0
Russia,1975,0.9603030303,88.0,0
Russia,1975,0.9702020202,89.0,0
Russia,1975,0.9801010101,91.0,0
Russia,1975,0.99,93.0,0
Russia,1976,0.01,0.0,0
Russia,1976,0.0198989899,0.0,0
Russia,1976,0.0297979798,1.0,0
Russia,1976,0.0396969697,13.0,0
Russia,1976,0.0495959596,20.0,0
Russia,1976,0.0594949495,23.0,0
Russia,1976,0.0693939394,26.0,0
Russia,1976,0.0792929293,29.0,0
Russia,1976,0.0891919192,31.0,0
Russia,1976,0.0990909091,33.0,0
Russia,1976,0.108989899,35.0,0
Russia,1976,0.1188888889,37.0,0
Russia,1976,0.1287878788,38.0,0
Russia,1976,0.1386868687,40.0,0
Russia,1976,0.1485858586,41.0,0
Russia,1976,0.1584848485,43.0,0
Russia,1976,0.1683838384,44.0,0
Russia,1976,0.1782828283,45.0,0
Russia,1976,0.1881818182,46.0,0
Russia,1976,0.1980808081,47.0,0
Russia,1976,0.207979798,48.0,0
Russia,1976,0.2178787879,49.0,0
Russia,1976,0.2277777778,50.0,0
Russia,1976,0.2376767677,51.0,0
Russia,1976,0.2475757576,52.0,0
Russia,1976,0.2574747475,52.0,0
Russia,1976,0.2673737374,53.0,0
Russia,1976,0.2772727273,54.0,0
Russia,1976,0.2871717172,55.0,0
Russia,1976,0.2970707071,55.0,0
Russia,1976,0.306969697,56.0,0
Russia,1976,0.3168686869,57.0,0
Russia,1976,0.3267676768,57.0,0
Russia,1976,0.3366666667,58.0,0
Russia,1976,0.3465656566,59.0,0
Russia,1976,0.3564646465,59.0,0
Russia,1976,0.3663636364,60.0,0
Russia,1976,0.3762626263,60.0,0
Russia,1976,0.3861616162,61.0,0
Russia,1976,0.3960606061,61.0,0
Russia,1976,0.405959596,62.0,0
Russia,1976,0.4158585859,62.0,0
Russia,1976,0.4257575758,63.0,0
Russia,1976,0.4356565657,63.0,0
Russia,1976,0.4455555556,64.0,0
Russia,1976,0.4554545455,64.0,0
Russia,1976,0.4653535354,65.0,0
Russia,1976,0.4752525253,65.0,0
Russia,1976,0.4851515152,66.0,0
Russia,1976,0.4950505051,66.0,0
Russia,1976,0.5049494949,67.0,0
Russia,1976,0.5148484848,67.0,0
Russia,1976,0.5247474747,67.0,0
Russia,1976,0.5346464646,68.0,0
Russia,1976,0.5445454545,68.0,0
Russia,1976,0.5544444444,69.0,0
Russia,1976,0.5643434343,69.0,0
Russia,1976,0.5742424242,69.0,0
Russia,1976,0.5841414141,70.0,0
Russia,1976,0.594040404,70.0,0
Russia,1976,0.6039393939,71.0,0
Russia,1976,0.6138383838,71.0,0
Russia,1976,0.6237373737,71.0,0
Russia,1976,0.6336363636,72.0,0
Russia,1976,0.6435353535,72.0,0
Russia,1976,0.6534343434,73.0,0
Russia,1976,0.6633333333,73.0,0
Russia,1976,0.6732323232,73.0,0
Russia,1976,0.6831313131,74.0,0
Russia,1976,0.693030303,74.0,0
Russia,1976,0.7029292929,74.0,0
Russia,1976,0.7128282828,75.0,0
Russia,1976,0.7227272727,75.0,0
Russia,1976,0.7326262626,76.0,0
Russia,1976,0.7425252525,76.0,0
Russia,1976,0.7524242424,76.0,0
Russia,1976,0.7623232323,77.0,0
Russia,1976,0.7722222222,77.0,0
Russia,1976,0.7821212121,78.0,0
Russia,1976,0.792020202,78.0,0
Russia,1976,0.8019191919,78.0,0
Russia,1976,0.8118181818,79.0,0
Russia,1976,0.8217171717,79.0,0
Russia,1976,0.8316161616,80.0,0
Russia,1976,0.8415151515,80.0,0
Russia,1976,0.8514141414,81.0,0
Russia,1976,0.8613131313,81.0,0
Russia,1976,0.8712121212,82.0,0
Russia,1976,0.8811111111,82.0,0
Russia,1976,0.891010101,83.0,0
Russia,1976,0.9009090909,83.0,0
Russia,1976,0.9108080808,84.0,0
Russia,1976,0.9207070707,84.0,0
Russia,1976,0.9306060606,85.0,0
Russia,1976,0.9405050505,86.0,0
Russia,1976,0.9504040404,87.0,0
Russia,1976,0.9603030303,88.0,0
Russia,1976,0.9702020202,89.0,0
Russia,1976,0.9801010101,90.0,0
Russia,1976,0.99,93.0,0
Russia,1977,0.01,0.0,0
Russia,1977,0.0198989899,0.0,0
Russia,1977,0.0297979798,1.0,0
Russia,1977,0.0396969697,13.0,0
