date,country,DAP
2020-09-01,DE,43.67809722222222
2020-10-01,DE,33.955900537634406
2020-11-01,DE,38.79651388888889
2020-12-01,DE,43.54505376344086
2021-01-01,DE,52.79319892473119
2021-02-01,DE,48.70690476190476
2021-03-01,DE,47.18168010752688
2021-04-01,DE,53.657152777777775
2021-05-01,DE,53.33150537634408
2021-06-01,DE,74.13072222222222
2021-07-01,DE,81.29489247311828
2021-08-01,DE,82.81185483870968
2021-09-01,DE,128.33577777777776
2021-10-01,DE,139.54338709677418
2021-11-01,DE,176.2458472222222
2021-12-01,DE,220.95662634408603
2022-01-01,DE,167.8745564516129
2022-02-01,DE,128.7774107142857
2022-03-01,DE,251.75978494623652
2022-04-01,DE,166.00181944444444
2022-05-01,DE,177.50618279569892
2022-06-01,DE,218.1820138888889
2022-07-01,DE,315.2624865591398
2022-08-01,DE,465.51416666666665
2022-09-01,DE,344.9385555555556
2022-10-01,DE,152.7453494623656
2022-11-01,DE,173.928
2022-12-01,DE,251.21689516129032
2023-01-01,DE,117.94370967741936
2023-02-01,DE,128.3909226190476
2023-03-01,DE,102.40114247311828
2023-04-01,DE,100.83248611111112
2023-05-01,DE,81.64637096774193
2023-06-01,DE,94.83972222222222
2023-07-01,DE,77.48279569892473
2023-08-01,DE,94.41327956989248
2023-09-01,DE,100.7262638888889
2023-10-01,DE,87.31630376344086
2023-11-01,DE,91.17997222222222
2023-12-01,DE,68.37576612903226
2015-01-01,DK,27.451008064516127
2015-02-01,DK,30.09662946428572
2015-03-01,DK,26.987143817204306
2015-04-01,DK,26.01045138888889
2015-05-01,DK,22.7228561827957
2015-06-01,DK,20.323611111111116
2015-07-01,DK,13.700557795698924
2015-08-01,DK,22.94616935483871
2015-09-01,DK,23.255479166666667
2015-10-01,DK,26.544596774193547
2015-11-01,DK,25.597944444444444
2015-12-01,DK,19.26883064516129
2016-01-01,DK,27.97171370967742
2016-02-01,DK,18.86925287356322
2016-03-01,DK,21.47649865591398
2016-04-01,DK,22.083159722222224
2016-05-01,DK,23.932331989247317
2016-06-01,DK,31.14661805555556
2016-07-01,DK,27.88678091397849
2016-08-01,DK,28.88229838709677
2016-09-01,DK,29.983256944444445
2016-10-01,DK,34.95359543010753
2016-11-01,DK,39.02681944444444
2016-12-01,DK,29.95254032258065
2017-01-01,DK,32.28620967741936
2017-02-01,DK,31.221800595238093
2017-03-01,DK,29.490033602150536
2017-04-01,DK,28.111847222222224
2017-05-01,DK,29.423541666666665
2017-06-01,DK,28.59188888888889
2017-07-01,DK,31.760396505376345
2017-08-01,DK,33.53543682795699
2017-09-01,DK,36.05078472222223
2017-10-01,DK,29.645611559139784
2017-11-01,DK,33.85440277777778
2017-12-01,DK,28.434905913978493
2018-01-01,DK,31.162647849462367
2018-02-01,DK,38.976369047619045
2018-03-01,DK,40.45290994623656
2018-04-01,DK,35.96843055555556
2018-05-01,DK,36.507977150537634
2018-06-01,DK,46.80611805555556
2018-07-01,DK,52.761122311827954
2018-08-01,DK,56.286350806451615
2018-09-01,DK,50.82074305555555
2018-10-01,DK,49.172916666666666
2018-11-01,DK,54.36304861111111
2018-12-01,DK,47.88823924731183
2019-01-01,DK,51.006236559139786
2019-02-01,DK,43.35726190476191
2019-03-01,DK,34.59832661290323
2019-04-01,DK,39.49717361111111
2019-05-01,DK,37.77897849462366
2019-06-01,DK,33.23436805555556
2019-07-01,DK,38.940524193548384
2019-08-01,DK,38.65051075268817
2019-09-01,DK,36.36168055555556
2019-10-01,DK,39.89542338709678
2019-11-01,DK,42.22398611111111
2019-12-01,DK,34.687647849462365
2020-01-01,DK,26.14508064516129
2020-02-01,DK,18.207658045977013
2020-03-01,DK,19.117163978494624
2020-04-01,DK,15.947375
2020-05-01,DK,17.557325268817205
2020-06-01,DK,28.02821527777778
2020-07-01,DK,25.328931451612902
2020-08-01,DK,37.75730510752688
2020-09-01,DK,38.96295833333333
2020-10-01,DK,26.30119623655914
2020-11-01,DK,29.758826388888888
2020-12-01,DK,36.92134408602151
2021-01-01,DK,50.51992607526882
2021-02-01,DK,50.90572916666667
2021-03-01,DK,45.90210349462365
2021-04-01,DK,47.96927083333333
2021-05-01,DK,54.74075268817205
2021-06-01,DK,73.704125
2021-07-01,DK,80.64201612903226
2021-08-01,DK,83.6948252688172
2021-09-01,DK,124.52852777777778
2021-10-01,DK,111.82149865591398
2021-11-01,DK,139.23508333333334
2021-12-01,DK,190.10288978494623
2022-01-01,DK,114.93260080645162
2022-02-01,DK,106.6070238095238
2022-03-01,DK,231.7847110215054
2022-04-01,DK,158.42575
2022-05-01,DK,167.28745967741935
2022-06-01,DK,213.98047222222223
2022-07-01,DK,254.5194489247312
2022-08-01,DK,453.590248655914
2022-09-01,DK,334.6333333333333
2022-10-01,DK,137.03595430107526
2022-11-01,DK,142.6707361111111
2022-12-01,DK,248.8877620967742
2023-01-01,DK,106.25424731182795
2023-02-01,DK,109.47477678571428
2023-03-01,DK,94.1510685483871
2023-04-01,DK,90.08361805555556
2023-05-01,DK,69.93167338709678
2023-06-01,DK,92.10429166666668
2023-07-01,DK,64.91495967741936
2023-08-01,DK,86.22182123655914
2023-09-01,DK,85.1145625
2023-10-01,DK,58.26434139784946
2023-11-01,DK,84.9066111111111
2023-12-01,DK,70.06885080645161
2015-01-01,EE,33.83521505376344
2015-02-01,EE,33.41636904761905
2015-03-01,EE,30.307217741935485
2015-04-01,EE,30.499569444444443
2015-05-01,EE,32.26966397849463
2015-06-01,EE,27.26123611111111
2015-07-01,EE,28.041290322580647
2015-08-01,EE,31.225120967741937
2015-09-01,EE,31.689694444444445
2015-10-01,EE,35.02076612903226
2015-11-01,EE,32.87961111111111
2015-12-01,EE,26.71647849462365
2016-01-01,EE,37.631075268817206
2016-02-01,EE,28.279367816091955
2016-03-01,EE,29.39581989247312
2016-04-01,EE,29.728944444444444
2016-05-01,EE,28.264005376344087
2016-06-01,EE,36.23302777777778
2016-07-01,EE,30.96370967741936
2016-08-01,EE,31.37681451612903
2016-09-01,EE,32.40486111111111
2016-10-01,EE,37.57299731182796
2016-11-01,EE,40.855583333333335
2016-12-01,EE,33.99620967741936
2017-01-01,EE,33.274059139784946
2017-02-01,EE,35.12805059523809
2017-03-01,EE,30.64911290322581
2017-04-01,EE,31.17176388888889
2017-05-01,EE,30.64435483870968
2017-06-01,EE,30.661527777777778
2017-07-01,EE,34.33670698924731
2017-08-01,EE,36.35278225806452
2017-09-01,EE,37.25815277777778
2017-10-01,EE,33.44561827956989
2017-11-01,EE,33.70322222222222
2017-12-01,EE,32.009408602150536
2018-01-01,EE,37.11008064516129
2018-02-01,EE,43.375997023809525
2018-03-01,EE,45.30963709677419
2018-04-01,EE,39.81348611111111
2018-05-01,EE,38.73037634408602
2018-06-01,EE,47.80898611111111
2018-07-01,EE,54.06962365591398
2018-08-01,EE,55.401747311827954
2018-09-01,EE,50.88943055555555
2018-10-01,EE,46.36573924731183
2018-11-01,EE,52.619347222222224
2018-12-01,EE,53.03006720430107
2019-01-01,EE,55.79096774193548
2019-02-01,EE,47.26474702380953
2019-03-01,EE,40.07676075268817
2019-04-01,EE,42.10890277777778
2019-05-01,EE,42.35130376344086
2019-06-01,EE,43.47345833333333
2019-07-01,EE,48.97038978494624
2019-08-01,EE,49.04918010752688
2019-09-01,EE,48.78227777777778
2019-10-01,EE,47.68766129032258
2019-11-01,EE,45.71993055555556
2019-12-01,EE,39.04110215053763
2020-01-01,EE,30.818655913978496
2020-02-01,EE,28.094640804597702
2020-03-01,EE,23.99258064516129
2020-04-01,EE,23.68025
2020-05-01,EE,25.018091397849464
2020-06-01,EE,37.763527777777774
2020-07-01,EE,30.1694623655914
2020-08-01,EE,40.92439516129032
2020-09-01,EE,39.55122222222222
2020-10-01,EE,37.65393817204301
2020-11-01,EE,40.986
2020-12-01,EE,45.49724462365592
2021-01-01,EE,53.57005376344086
2021-02-01,EE,59.11994047619048
2021-03-01,EE,43.508978494623655
2021-04-01,EE,43.68936111111111
2021-05-01,EE,48.36325268817205
2021-06-01,EE,71.81430555555555
2021-07-01,EE,83.70456989247312
2021-08-01,EE,87.14569892473118
2021-09-01,EE,122.36870833333332
2021-10-01,EE,105.61389784946236
2021-11-01,EE,116.87897222222222
2021-12-01,EE,202.5481451612903
2022-01-01,EE,141.86075268817206
2022-02-01,EE,104.5880505952381
2022-03-01,EE,151.15979838709677
2022-04-01,EE,100.71475
2022-05-01,EE,151.35650537634407
2022-06-01,EE,173.74425
2022-07-01,EE,233.68970430107527
2022-08-01,EE,360.6965322580645
2022-09-01,EE,229.41968055555552
2022-10-01,EE,174.14612903225807
2022-11-01,EE,219.23370833333337
2022-12-01,EE,263.0520833333333
2023-01-01,EE,99.38157258064516
2023-02-01,EE,113.08824404761904
2023-03-01,EE,87.08005376344086
2023-04-01,EE,65.87947222222222
2023-05-01,EE,65.68552419354839
2023-06-01,EE,92.228625
2023-07-01,EE,79.34943548387096
2023-08-01,EE,94.4943682795699
2023-09-01,EE,113.18758333333334
2023-10-01,EE,87.48698924731183
2023-11-01,EE,105.34219444444444
2023-12-01,EE,88.90545698924731
2015-01-01,EL,56.53499327956989
2015-02-01,EL,54.47723214285714
2015-03-01,EL,50.764422043010754
2015-04-01,EL,45.93682638888889
2015-05-01,EL,46.68662634408602
2015-06-01,EL,47.68546527777778
2015-07-01,EL,58.30291666666667
2015-08-01,EL,51.59751344086021
2015-09-01,EL,48.76369444444445
2015-10-01,EL,46.4034811827957
2015-11-01,EL,49.485729166666665
2015-12-01,EL,51.74013440860215
2016-01-01,EL,44.448676075268814
2016-02-01,EL,39.61632183908046
2016-03-01,EL,37.12945564516129
2016-04-01,EL,35.61920833333333
2016-05-01,EL,39.22487231182796
2016-06-01,EL,40.816229166666666
2016-07-01,EL,41.69782930107527
2016-08-01,EL,37.07530241935484
2016-09-01,EL,39.35511111111112
2016-10-01,EL,44.8873185483871
2016-11-01,EL,47.92658333333333
2016-12-01,EL,51.30188844086022
2017-01-01,EL,66.79422715053764
2017-02-01,EL,53.91354166666667
2017-03-01,EL,44.63180107526882
2017-04-01,EL,43.31540277777778
2017-05-01,EL,44.4099126344086
2017-06-01,EL,48.87797916666667
2017-07-01,EL,49.70130376344086
2017-08-01,EL,50.02663978494624
2017-09-01,EL,49.68539583333333
2017-10-01,EL,52.09502688172043
2017-11-01,EL,65.11418055555555
2017-12-01,EL,57.28861559139785
2018-01-01,EL,53.49130376344086
2018-02-01,EL,51.62471726190476
2018-03-01,EL,44.229811827956986
2018-04-01,EL,50.414791666666666
2018-05-01,EL,56.36161290322581
2018-06-01,EL,60.68075
2018-07-01,EL,64.4443817204301
2018-08-01,EL,63.8376747311828
2018-09-01,EL,67.05529166666666
2018-10-01,EL,71.42655913978494
2018-11-01,EL,69.29530555555556
2018-12-01,EL,71.2541129032258
2019-01-01,EL,75.25135752688172
2019-02-01,EL,69.01886904761905
2019-03-01,EL,59.85377688172043
2019-04-01,EL,62.386375
2019-05-01,EL,65.95615591397849
2019-06-01,EL,68.08994444444444
2019-07-01,EL,62.18965053763441
2019-08-01,EL,63.982405913978496
2019-09-01,EL,60.951625
2019-10-01,EL,63.284838709677416
2019-11-01,EL,55.352694444444445
2019-12-01,EL,59.703951612903225
2020-01-01,EL,58.388306451612905
2020-02-01,EL,49.16942528735632
2020-03-01,EL,43.599233870967744
2020-04-01,EL,28.47676388888889
2020-05-01,EL,34.269569892473115
2020-06-01,EL,34.08576388888889
2020-07-01,EL,41.17135752688172
2020-08-01,EL,46.18119623655914
2020-09-01,EL,46.52484722222222
2020-10-01,EL,47.31961021505376
2020-11-01,EL,52.572541666666666
2020-12-01,EL,59.003077956989245
2021-01-01,EL,52.50677419354839
2021-02-01,EL,50.36645833333333
2021-03-01,EL,57.64041666666667
2021-04-01,EL,64.20118055555555
2021-05-01,EL,63.185456989247314
2021-06-01,EL,83.5325
2021-07-01,EL,102.03260752688172
2021-08-01,EL,121.60737903225808
2021-09-01,EL,134.719625
2021-10-01,EL,198.5222311827957
2021-11-01,EL,228.88356944444445
2021-12-01,EL,235.3640188172043
2022-01-01,EL,227.35110215053763
2022-02-01,EL,211.72837797619047
2022-03-01,EL,272.31896505376346
2022-04-01,EL,246.9095
2022-05-01,EL,225.0738575268817
2022-06-01,EL,240.82954166666667
2022-07-01,EL,338.3160349462366
2022-08-01,EL,436.7618010752688
2022-09-01,EL,416.40745833333335
2022-10-01,EL,232.15522849462369
2022-11-01,EL,227.84381944444445
2022-12-01,EL,276.9659946236559
2023-01-01,EL,191.65743279569887
2023-02-01,EL,156.25065476190477
2023-03-01,EL,122.75083333333332
2023-04-01,EL,120.4405
2023-05-01,EL,105.4550134408602
2023-06-01,EL,91.59827777777778
2023-07-01,EL,112.6339247311828
2023-08-01,EL,109.33442204301076
2023-09-01,EL,101.93013888888888
2023-10-01,EL,111.1578629032258
2023-11-01,EL,105.46018055555555
2023-12-01,EL,102.20182795698923
2015-01-01,ES,51.5430376344086
2015-02-01,ES,42.60608630952381
2015-03-01,ES,43.08432795698925
2015-04-01,ES,45.38505555555555
2015-05-01,ES,45.1483064516129
2015-06-01,ES,54.74554166666667
2015-07-01,ES,59.526747311827954
2015-08-01,ES,55.60958333333333
2015-09-01,ES,51.87383333333333
2015-10-01,ES,49.88583333333333
2015-11-01,ES,51.21619444444445
2015-12-01,ES,52.5864247311828
2016-01-01,ES,36.514932795698925
2016-02-01,ES,27.47925287356322
2016-03-01,ES,27.793239247311828
2016-04-01,ES,24.098375
2016-05-01,ES,25.812056451612904
2016-06-01,ES,38.924347222222224
2016-07-01,ES,40.51584677419355
2016-08-01,ES,41.14416666666666
2016-09-01,ES,43.60475
