date,country,DAP
2015-01-01,AT,40.449437596302005
2015-02-01,AT,45.74791666666667
2015-03-01,AT,41.48989919354839
2015-04-01,AT,39.58315972222222
2015-05-01,AT,36.64924731182795
2015-06-01,AT,39.29425
2015-07-01,AT,52.445040322580645
2015-08-01,AT,41.31066532258065
2015-09-01,AT,40.68486111111111
2015-10-01,AT,43.46556451612904
2015-11-01,AT,44.37238888888889
2015-12-01,AT,41.98528897849462
2016-01-01,AT,38.4330376344086
2016-02-01,AT,29.625258620689657
2016-03-01,AT,29.71743279569893
2016-04-01,AT,27.533784722222222
2016-05-01,AT,27.07944220430107
2016-06-01,AT,30.16745138888889
2016-07-01,AT,34.69468413978495
2016-08-01,AT,31.519899193548387
2016-09-01,AT,36.544895833333335
2016-10-01,AT,46.709375
2016-11-01,AT,49.701388888888886
2016-12-01,AT,47.81498655913978
2017-01-01,AT,65.29766129032258
2017-02-01,AT,48.00607886904762
2017-03-01,AT,37.85622311827957
2017-04-01,AT,35.3795625
2017-05-01,AT,36.05186155913979
2017-06-01,AT,39.05096527777778
2017-07-01,AT,41.47621639784946
2017-08-01,AT,43.12030241935483
2017-09-01,AT,41.50859027777778
2017-10-01,AT,41.61963709677419
2017-11-01,AT,54.09375694444444
2017-12-01,AT,33.6288440860215
2018-01-01,AT,29.500860215053763
2018-02-01,AT,40.12276785714285
2018-03-01,AT,37.35938172043011
2018-04-01,AT,31.96075
2018-05-01,AT,33.65854838709677
2018-06-01,AT,42.39336111111111
2018-07-01,AT,49.58970430107527
2018-08-01,AT,56.215537634408605
2018-09-01,AT,54.835
2018-10-01,AT,61.64587365591398
2018-11-01,AT,61.824041666666666
2018-12-01,AT,56.33037634408602
2019-01-01,AT,56.02556451612903
2019-02-01,AT,46.03102678571429
2019-03-01,AT,33.065900537634406
2019-04-01,AT,37.75009722222222
2019-05-01,AT,37.92192204301075
2019-06-01,AT,34.58315277777778
2019-07-01,AT,40.07842741935484
2019-08-01,AT,37.67841397849463
2019-09-01,AT,38.05195833333333
2019-10-01,AT,38.99135752688172
2019-11-01,AT,42.74594444444445
2019-12-01,AT,38.11784946236559
2020-01-01,AT,40.6932123655914
2020-02-01,AT,29.08622126436781
2020-03-01,AT,24.60185483870968
2020-04-01,AT,18.26313888888889
2020-05-01,AT,17.532244623655913
2020-06-01,AT,26.58701388888889
2020-07-01,AT,32.310752688172045
2020-08-01,AT,35.97706989247312
2020-09-01,AT,45.53929166666666
2020-10-01,AT,35.492540322580645
2020-11-01,AT,41.178263888888885
2020-12-01,AT,50.1919623655914
2021-01-01,AT,57.68081989247312
2021-02-01,AT,50.38852678571429
2021-03-01,AT,53.65358870967742
2021-04-01,AT,60.08444444444444
2021-05-01,AT,54.81016129032258
2021-06-01,AT,74.33747222222222
2021-07-01,AT,83.61116935483871
2021-08-01,AT,82.9380376344086
2021-09-01,AT,134.68543055555557
2021-10-01,AT,169.7792069892473
2021-11-01,AT,206.3082222222222
2021-12-01,AT,250.0310752688172
2022-01-01,AT,189.1637634408602
2022-02-01,AT,167.8047767857143
2022-03-01,AT,282.6256989247312
2022-04-01,AT,186.4095555555556
2022-05-01,AT,184.51895161290324
2022-06-01,AT,228.57615277777776
2022-07-01,AT,359.1967607526882
2022-08-01,AT,494.2112231182796
2022-09-01,AT,385.4859861111111
2022-10-01,AT,175.01256720430106
2022-11-01,AT,212.7578055555556
2022-12-01,AT,260.83619623655915
2023-01-01,AT,144.68841397849462
2023-02-01,AT,144.64925595238094
2023-03-01,AT,113.23418010752688
2023-04-01,AT,104.89081944444445
2023-05-01,AT,82.2463306451613
2023-06-01,AT,94.902875
2023-07-01,AT,84.71985215053763
2023-08-01,AT,92.78387096774192
2023-09-01,AT,101.37830555555556
2023-10-01,AT,99.2014247311828
2023-11-01,AT,93.64368055555556
2023-12-01,AT,73.02755376344086
2015-01-01,BE,43.17981510015408
2015-02-01,BE,50.54255952380952
2015-03-01,BE,47.0498252688172
2015-04-01,BE,47.689875
2015-05-01,BE,37.57783602150538
2015-06-01,BE,39.11551388888889
2015-07-01,BE,42.5808064516129
2015-08-01,BE,42.43833333333333
2015-09-01,BE,52.48706944444445
2015-10-01,BE,55.430551075268816
2015-11-01,BE,43.10738888888889
2015-12-01,BE,35.93720430107527
2016-01-01,BE,32.59916666666667
2016-02-01,BE,25.399827586206897
2016-03-01,BE,27.12004032258065
2016-04-01,BE,25.427319444444443
2016-05-01,BE,25.378037634408603
2016-06-01,BE,30.69845833333333
2016-07-01,BE,31.32051075268817
2016-08-01,BE,28.90681451612903
2016-09-01,BE,37.72795833333333
2016-10-01,BE,57.187862903225806
2016-11-01,BE,62.32376388888889
2016-12-01,BE,54.91942204301076
2017-01-01,BE,72.66069892473118
2017-02-01,BE,47.54538690476191
2017-03-01,BE,34.46643817204301
2017-04-01,BE,37.31644444444444
2017-05-01,BE,37.20329301075269
2017-06-01,BE,32.71568055555556
2017-07-01,BE,33.54836021505376
2017-08-01,BE,31.79092741935484
2017-09-01,BE,37.19795833333333
2017-10-01,BE,49.00771505376344
2017-11-01,BE,66.62538888888889
2017-12-01,BE,55.02456989247312
2018-01-01,BE,36.80581989247312
2018-02-01,BE,47.39071428571429
2018-03-01,BE,50.70198924731183
2018-04-01,BE,37.74448611111111
2018-05-01,BE,44.55506720430108
2018-06-01,BE,49.93268055555556
2018-07-01,BE,52.95994623655914
2018-08-01,BE,60.73717741935483
2018-09-01,BE,68.72226388888889
2018-10-01,BE,76.05317204301075
2018-11-01,BE,77.7275
2018-12-01,BE,59.6639247311828
2019-01-01,BE,60.476290322580645
2019-02-01,BE,47.56742559523809
2019-03-01,BE,37.608655913978495
2019-04-01,BE,37.924375
2019-05-01,BE,38.00009408602151
2019-06-01,BE,27.48568055555555
2019-07-01,BE,37.76282258064517
2019-08-01,BE,33.694798387096775
2019-09-01,BE,33.585
2019-10-01,BE,37.61966397849462
2019-11-01,BE,44.40820833333333
2019-12-01,BE,36.36139784946237
2020-01-01,BE,37.847150537634406
2020-02-01,BE,28.35620689655173
2020-03-01,BE,24.022647849462366
2020-04-01,BE,14.679916666666667
2020-05-01,BE,15.408602150537634
2020-06-01,BE,25.590027777777777
2020-07-01,BE,29.87208333333333
2020-08-01,BE,35.55323924731183
2020-09-01,BE,44.22519444444445
2020-10-01,BE,39.38008064516129
2020-11-01,BE,39.934777777777775
2020-12-01,BE,47.395591397849465
2021-01-01,BE,57.44375
2021-02-01,BE,48.5677380952381
2021-03-01,BE,46.6275940860215
2021-04-01,BE,57.03651388888889
2021-05-01,BE,55.613373655913975
2021-06-01,BE,74.49495833333333
2021-07-01,BE,77.37272849462366
2021-08-01,BE,79.55462365591399
2021-09-01,BE,136.14890277777778
2021-10-01,BE,165.37045698924732
2021-11-01,BE,202.1688611111111
2021-12-01,BE,245.4303494623656
2022-01-01,BE,191.5624462365591
2022-02-01,BE,162.63748511904762
2022-03-01,BE,265.51270161290324
2022-04-01,BE,186.71780555555551
2022-05-01,BE,176.6657123655914
2022-06-01,BE,219.29344444444445
2022-07-01,BE,321.5475940860215
2022-08-01,BE,448.1226075268817
2022-09-01,BE,345.72647222222224
2022-10-01,BE,157.5072446236559
2022-11-01,BE,180.6950555555556
2022-12-01,BE,268.87682795698925
2023-01-01,BE,130.86622311827958
2023-02-01,BE,143.51403273809524
2023-03-01,BE,109.4764112903226
2023-04-01,BE,105.62295833333332
2023-05-01,BE,80.11127688172043
2023-06-01,BE,93.1680138888889
2023-07-01,BE,75.28693548387096
2023-08-01,BE,92.0532123655914
2023-09-01,BE,94.35141666666668
2023-10-01,BE,86.33564516129032
2023-11-01,BE,91.528875
2023-12-01,BE,69.25731182795698
2015-01-01,CZ,29.47452956989247
2015-02-01,CZ,36.11779761904762
2015-03-01,CZ,30.610524193548382
2015-04-01,CZ,29.844708333333333
2015-05-01,CZ,25.385309139784948
2015-06-01,CZ,30.670541666666665
2015-07-01,CZ,36.6999059139785
2015-08-01,CZ,32.687862903225806
2015-09-01,CZ,33.40127777777778
2015-10-01,CZ,39.08360215053764
2015-11-01,CZ,35.47031944444444
2015-12-01,CZ,28.756666666666668
2016-01-01,CZ,31.890336021505377
2016-02-01,CZ,23.369353448275863
2016-03-01,CZ,23.718817204301075
2016-04-01,CZ,24.68705555555556
2016-05-01,CZ,24.361075268817203
2016-06-01,CZ,32.15529166666666
2016-07-01,CZ,29.479005376344087
2016-08-01,CZ,27.634905913978496
2016-09-01,CZ,33.427236111111114
2016-10-01,CZ,43.43176075268817
2016-11-01,CZ,40.01361111111111
2016-12-01,CZ,39.31177419354839
2017-01-01,CZ,54.30721774193548
2017-02-01,CZ,40.60059523809524
2017-03-01,CZ,31.665524193548386
2017-04-01,CZ,29.625041666666668
2017-05-01,CZ,33.6125
2017-06-01,CZ,34.87090277777778
2017-07-01,CZ,40.25310483870968
2017-08-01,CZ,34.101612903225806
2017-09-01,CZ,34.71951388888889
2017-10-01,CZ,30.34595430107527
2017-11-01,CZ,40.72973611111111
2017-12-01,CZ,32.74620967741935
2018-01-01,CZ,33.12326612903226
2018-02-01,CZ,40.99872023809524
2018-03-01,CZ,37.724771505376346
2018-04-01,CZ,31.806319444444444
2018-05-01,CZ,34.575698924731185
2018-06-01,CZ,44.02284722222223
2018-07-01,CZ,49.72501344086022
2018-08-01,CZ,57.74702956989248
2018-09-01,CZ,55.84641666666667
2018-10-01,CZ,56.17971774193549
2018-11-01,CZ,58.61697222222222
2018-12-01,CZ,51.68442204301076
2019-01-01,CZ,55.38225806451613
2019-02-01,CZ,45.10177083333333
2019-03-01,CZ,33.02975806451613
2019-04-01,CZ,38.01143055555555
2019-05-01,CZ,37.873548387096776
2019-06-01,CZ,33.84331944444445
2019-07-01,CZ,42.04864247311828
2019-08-01,CZ,39.77028225806452
2019-09-01,CZ,39.73033333333333
2019-10-01,CZ,38.72966397849462
2019-11-01,CZ,41.98911111111112
2019-12-01,CZ,37.26920698924731
2020-01-01,CZ,41.811236559139786
2020-02-01,CZ,30.537887931034483
2020-03-01,CZ,25.414771505376343
2020-04-01,CZ,19.243861111111112
2020-05-01,CZ,18.09646505376344
2020-06-01,CZ,26.34293055555555
2020-07-01,CZ,32.76584677419355
2020-08-01,CZ,34.58119623655914
2020-09-01,CZ,44.89340277777778
2020-10-01,CZ,36.35493279569892
2020-11-01,CZ,41.67679166666667
2020-12-01,CZ,51.49127688172043
2021-01-01,CZ,56.15735215053763
2021-02-01,CZ,50.676770833333336
2021-03-01,CZ,53.73635752688172
2021-04-01,CZ,60.27701388888889
2021-05-01,CZ,59.28520161290323
2021-06-01,CZ,75.14163888888889
2021-07-01,CZ,84.99873655913979
2021-08-01,CZ,84.99360215053764
2021-09-01,CZ,129.7106388888889
2021-10-01,CZ,140.62444892473118
2021-11-01,CZ,180.30654166666667
2021-12-01,CZ,228.58809139784947
2022-01-01,CZ,179.7228494623656
2022-02-01,CZ,155.02738095238095
2022-03-01,CZ,259.82073924731185
2022-04-01,CZ,174.35498611111112
2022-05-01,CZ,189.0202956989247
2022-06-01,CZ,224.9646111111111
2022-07-01,CZ,319.6414112903226
2022-08-01,CZ,476.72727150537634
2022-09-01,CZ,364.4497083333333
2022-10-01,CZ,168.04147849462365
2022-11-01,CZ,197.07526388888888
2022-12-01,CZ,250.42201612903227
2023-01-01,CZ,134.80727150537635
2023-02-01,CZ,139.2500744047619
2023-03-01,CZ,110.69987903225808
2023-04-01,CZ,105.7617638888889
2023-05-01,CZ,85.22814516129033
2023-06-01,CZ,95.7255
2023-07-01,CZ,86.92576612903225
2023-08-01,CZ,92.51418010752688
2023-09-01,CZ,101.84856944444444
2023-10-01,CZ,94.27173387096774
2023-11-01,CZ,92.84779166666668
2023-12-01,CZ,73.0361693548387
2015-01-01,DE,31.0468875192604
2015-02-01,DE,36.694181547619046
2015-03-01,DE,31.297836021505372
2015-04-01,DE,29.77859722222222
2015-05-01,DE,25.33038978494624
2015-06-01,DE,30.10973611111111
2015-07-01,DE,34.97967741935484
2015-08-01,DE,31.61340053763441
2015-09-01,DE,31.88861111111111
2015-10-01,DE,39.36889784946237
2015-11-01,DE,32.381680555555555
2015-12-01,DE,27.785564516129032
2016-01-01,DE,29.02537634408602
2016-02-01,DE,21.99841954022989
2016-03-01,DE,24.299059139784948
2016-04-01,DE,24.210125
2016-05-01,DE,22.550860215053763
2016-06-01,DE,27.704638888888887
2016-07-01,DE,27.181115591397848
2016-08-01,DE,27.18172043010753
2016-09-01,DE,30.51076388888889
2016-10-01,DE,37.14176075268817
2016-11-01,DE,38.21348611111111
2016-12-01,DE,37.47005376344086
2017-01-01,DE,52.40514784946237
2017-02-01,DE,39.68098214285714
2017-03-01,DE,31.69116935483871
2017-04-01,DE,28.72118055555556
2017-05-01,DE,30.61010752688172
2017-06-01,DE,30.00418055555556
2017-07-01,DE,33.00557795698925
2017-08-01,DE,30.855887096774197
2017-09-01,DE,34.298097222222225
2017-10-01,DE,28.28865591397849
2017-11-01,DE,40.379
2017-12-01,DE,30.71049731182796
2018-01-01,DE,29.500860215053763
2018-02-01,DE,40.12276785714285
2018-03-01,DE,37.35938172043011
2018-04-01,DE,31.96075
2018-05-01,DE,33.65854838709677
2018-06-01,DE,42.39336111111111
2018-07-01,DE,49.58970430107527
2018-08-01,DE,56.215537634408605
2018-09-01,DE,54.835
2018-10-01,DE,53.08212365591398
2018-11-01,DE,56.68083333333333
2018-12-01,DE,48.11060483870968
2019-01-01,DE,49.41384408602151
2019-02-01,DE,42.814613095238094
2019-03-01,DE,30.614852150537637
2019-04-01,DE,36.97281944444445
2019-05-01,DE,37.83208333333334
2019-06-01,DE,32.50445833333333
2019-07-01,DE,39.71306451612903
2019-08-01,DE,36.81869623655914
2019-09-01,DE,35.76566666666667
2019-10-01,DE,36.94754032258064
2019-11-01,DE,41.00483333333333
2019-12-01,DE,31.97061827956989
2020-01-01,DE,34.97870967741935
2020-02-01,DE,21.91183908045977
2020-03-01,DE,22.519314516129032
2020-04-01,DE,17.049208333333333
2020-05-01,DE,17.604879032258065
2020-06-01,DE,26.229166666666668
2020-07-01,DE,30.07494623655914
2020-08-01,DE,34.88970430107527
