"pollutant_station_code","weather_station_code","time","so2","no2","o3","co","pm10","pm25","pm25_lag1","pres","temp","humi","dewp","prec","WSPM","alert_if","hour_eps","id_eps"
"S110012",54514,"2016-12-17 05:00:00",33,92,2,2.5,123,123,166,1015,-3.6,72,-7.9,0,0.8,1,58,14
"S110012",54514,"2016-12-17 06:00:00",33,100,2,2.7,132,132,123,1014.9,-4.5,74,-8.4,0,0.7,1,59,14
"S110012",54514,"2016-12-17 07:00:00",40,111,2,3,129,128,132,1015.2,-4.4,74,-8.3,0,0.8,1,60,14
"S110012",54514,"2016-12-17 08:00:00",37,103,2,2.8,122,117,128,1015.4,-4.9,77,-8.3,0,0.5,1,61,14
"S110012",54514,"2016-12-17 09:00:00",35,95,2,2.1,97,95,117,1016.2,0.4,55,-7.6,0,1.3,1,62,14
"S110012",54514,"2016-12-17 10:00:00",37,83,3,2,93,89,95,1016.6,3.2,43,-8.2,0,2.1,1,63,14
"S110012",54514,"2016-12-17 11:00:00",42,95,3,2.3,126,107,89,1016.4,4.8,38,-8.3,0,1.4,1,64,14
"S110012",54514,"2016-12-17 12:00:00",57,107,5,2.9,209,180,107,1015.4,5.7,39,-7.2,0,1.3,1,65,14
"S110012",54514,"2016-12-17 13:00:00",76,129,7,3.3,268,260,180,1014.7,6.8,37,-6.9,0,1.7,1,66,14
"S110012",54514,"2016-12-17 14:00:00",73,133,5,3.6,267,267,260,1014.4,6.9,39,-6.1,0,1.4,1,67,14
"S110012",54514,"2016-12-17 15:00:00",76,137,5,3.9,291,285,267,1014.3,7.7,39,-5.4,0,1.3,1,68,14
"S110012",54514,"2016-12-17 16:00:00",76,144,5,4,316,307,285,1014.8,6.2,42,-5.8,0,1.1,1,69,14
"S110012",54514,"2016-12-17 17:00:00",65,152,2,4.1,346,335,307,1015.2,3.1,53,-5.6,0,0.3,1,70,14
"S110012",54514,"2016-12-17 18:00:00",58,153,2,4.2,367,359,335,1016,1.8,64,-4.3,0,0.6,1,71,14
"S110012",54514,"2016-12-17 19:00:00",46,155,2,4.5,391,383,359,1016.6,0.6,71,-4.1,0,0.2,1,72,14
"S110007",54514,"2016-12-14 20:00:00",20,85,5,1.2,71,71,56,1023.7,-0.5,38,-13.1,0,1.4,0,1,12
"S110007",54514,"2016-12-14 21:00:00",28,84,5,1.5,86,86,71,1023.5,-2.1,45,-12.5,0,0.7,0,2,12
"S110007",54514,"2016-12-14 22:00:00",30,85,6,1.8,104,104,86,1023.3,-1.7,43,-12.7,0,1.1,0,3,12
"S110007",54514,"2016-12-14 23:00:00",32,83,5,1.9,105,105,104,1023.2,-3,52,-11.5,0,1.2,0,4,12
"S110007",54514,"2016-12-15 00:00:00",26,81,5,2.1,102,102,105,1023.3,-4.3,62,-10.5,0,0.6,0,5,12
"S110007",54514,"2016-12-15 01:00:00",19,77,4,1.9,85,85,102,1023.2,-5,65,-10.6,0,0.4,0,6,12
"S110007",54514,"2016-12-15 02:00:00",17,85,3,2.2,84,84,85,1023.5,-5,68,-10,0,0.6,0,7,12
"S110007",54514,"2016-12-15 03:00:00",17,88,3,2.4,81,81,84,1023.4,-4.7,65,-10.3,0,0.5,0,8,12
"S110007",54514,"2016-12-15 04:00:00",19,87,3,2.5,65,65,81,1023.2,-5.1,66,-10.5,0,0.9,0,9,12
"S110007",54514,"2016-12-15 05:00:00",17,89,3,2.9,80,80,65,1023.3,-5.4,68,-10.4,0,0.9,0,10,12
"S110007",54514,"2016-12-15 06:00:00",18,92,3,2.7,72,72,80,1023.8,-2.3,53,-10.6,0,1,0,11,12
"S110007",54514,"2016-12-15 07:00:00",12,72,4,1.2,25,25,72,1025.2,-3.4,57,-10.7,0,1,0,12,12
"S110007",54514,"2016-12-15 08:00:00",7,54,14,0.6,11,11,25,1026.4,0.2,37,-12.8,0,1.6,0,13,12
"S110007",54514,"2016-12-15 09:00:00",7,43,28,0.6,12,12,11,1027.5,0.8,34,-13.3,0,2.6,0,14,12
"S110007",54514,"2016-12-15 10:00:00",7,36,37,0.5,10,10,12,1027.9,2.8,30,-13.1,0,1.7,0,15,12
"S110007",54514,"2016-12-15 11:00:00",4,26,53,0.4,7,7,10,1027.8,4.4,22,-15.5,0,2.8,0,16,12
"S110007",54514,"2016-12-15 12:00:00",2,20,63,0.3,6,3,7,1027.3,5.1,20,-16.1,0,3.8,0,17,12
"S110007",54514,"2016-12-15 13:00:00",2,19,62,0.4,21,8,3,1026.5,6.1,19,-15.9,0,2.6,0,18,12
"S110007",54514,"2016-12-15 14:00:00",2,19,62,0.4,24,6,8,1026.3,6.2,16,-17.8,0,3.5,0,19,12
"S110007",54514,"2016-12-15 15:00:00",2,42,61,0.3,93,7,6,1026.6,6.1,15,-18.7,0,3.3,0,20,12
"S110007",54514,"2016-12-15 16:00:00",2,30,62,0.3,79,9,7,1026.3,5.8,15,-18.9,0,3.6,0,21,12
"S110007",54514,"2016-12-15 17:00:00",2,55,33,0.5,76,10,9,1026.5,2.5,23,-16.6,0,1.3,0,22,12
"S110007",54514,"2016-12-15 18:00:00",9,83,5,0.9,85,15,10,1026.8,1.8,26,-15.7,0,1,0,23,12
"S110007",54514,"2016-12-15 19:00:00",13,88,3,1.2,92,17,15,1027,0.4,30,-15.2,0,0,0,24,12
"S110007",54514,"2016-12-15 20:00:00",13,118,3,1.2,99,24,17,1027.1,-1,45,-11.5,0,0.8,0,25,12
"S110007",54514,"2016-12-15 21:00:00",11,113,3,1.5,110,30,24,1026.9,-0.6,49,-10,0,0.9,0,26,12
"S110007",54514,"2016-12-15 22:00:00",14,107,4,1.8,163,69,30,1026.5,-0.5,53,-8.9,0,1,0,27,12
"S110007",54514,"2016-12-15 23:00:00",22,104,4,2,210,137,69,1026.2,-2.1,60,-8.8,0,0.2,0,28,12
"S110007",54514,"2016-12-16 00:00:00",30,108,4,2.3,224,177,137,1025.5,-2.8,67,-8.1,0,0.6,0,29,12
"S110007",54514,"2016-12-16 01:00:00",24,102,4,2.5,231,189,177,1025.2,-3.2,68,-8.3,0,0.8,0,30,12
"S110007",54514,"2016-12-16 02:00:00",26,103,5,3,265,218,189,1024.7,-3.5,72,-7.8,0,0.6,0,31,12
"S110007",54514,"2016-12-16 03:00:00",24,107,6,3.1,281,240,218,1024.6,-4.3,75,-8.1,0,0.3,0,32,12
"S110007",54514,"2016-12-16 04:00:00",27,110,9,3.3,287,241,240,1024.1,-4.8,79,-7.9,0,0.6,0,33,12
"S110007",54514,"2016-12-16 05:00:00",27,102,9,3.6,296,234,241,1023.5,-5.6,77,-9,0,0.5,0,34,12
"S110007",54514,"2016-12-16 06:00:00",23,102,8,4.1,277,211,234,1023.2,-5.9,77,-9.3,0,0.7,0,35,12
"S110007",54514,"2016-12-16 07:00:00",24,107,7,4.5,244,159,211,1022.8,-6.1,75,-9.8,0,0.8,0,36,12
"S110007",54514,"2016-12-16 08:00:00",28,102,7,4.3,173,100,159,1022.7,-5.7,73,-9.8,0,0.5,0,37,12
"S110007",54514,"2016-12-16 09:00:00",28,101,7,4.7,144,76,100,1022.5,-3,64,-8.9,0,0.8,0,38,12
"S110007",54514,"2016-12-16 10:00:00",34,115,9,4.2,148,85,76,1022.1,1.5,43,-9.7,0,0.6,0,39,12
"S110007",54514,"2016-12-16 11:00:00",36,137,10,4.2,213,135,85,1020.9,4.3,35,-9.8,0,0.9,0,40,12
"S110007",54514,"2016-12-16 12:00:00",32,141,11,3.5,225,157,135,1019.5,5.4,34,-9.2,0,1,0,41,12
"S110007",54514,"2016-12-16 13:00:00",36,154,12,3.7,278,195,157,1018.1,6.8,30,-9.6,0,1.2,0,42,12
"S110007",54514,"2016-12-16 14:00:00",37,154,17,3.4,310,232,195,1017.2,7.6,28,-9.8,0,0.9,0,43,12
"S110007",54514,"2016-12-16 15:00:00",29,98,34,2,207,170,232,1016.4,7.2,29,-9.7,0,1.7,0,44,12
"S110007",54514,"2016-12-16 16:00:00",31,104,31,2.3,250,201,170,1015.9,6,34,-8.7,0,1.3,0,45,12
"S110007",54514,"2016-12-16 17:00:00",27,122,17,2.8,303,253,201,1015.8,4.3,41,-7.8,0,0.4,0,46,12
"S110007",54514,"2016-12-16 18:00:00",28,138,7,3.4,332,277,253,1015.9,1.4,53,-7.2,0,0.9,0,47,12
"S110007",54514,"2016-12-16 19:00:00",26,140,7,3.5,338,294,277,1015.8,0,60,-6.8,0,0.4,0,48,12
"S110007",54514,"2016-12-16 20:00:00",24,136,7,3.3,345,295,294,1015.6,-1.6,72,-6,0,1.1,1,49,12
"S110007",54514,"2016-12-16 21:00:00",28,144,9,4.9,368,313,295,1015.5,-1.4,67,-6.7,0,0.7,1,50,12
"S110007",54514,"2016-12-16 22:00:00",30,146,8,4.9,341,285,313,1015.5,-2.2,70,-6.9,0,0.6,1,51,12
"S110007",54514,"2016-12-16 23:00:00",29,141,8,4.9,298,243,285,1015.4,-2.7,72,-7.1,0,0.9,1,52,12
"S110007",54514,"2016-12-17 00:00:00",28,136,8,5.2,270,234,243,1015.5,-1,60,-7.8,0,1.3,1,53,12
"S110007",54514,"2016-12-17 01:00:00",50,117,10,4.2,169,151,234,1015.4,0.5,50,-8.7,0,1.2,1,54,12
"S110007",54514,"2016-12-17 02:00:00",45,115,10,4.2,181,164,151,1015.7,-0.4,55,-8.4,0,0.8,1,55,12
"S110007",54514,"2016-12-17 03:00:00",36,111,10,4.1,216,206,164,1015.9,-2.7,68,-7.8,0,0.6,1,56,12
"S110007",54514,"2016-12-17 04:00:00",29,103,8,3.5,180,180,206,1015.3,-3.4,71,-7.9,0,0.4,1,57,12
"S110007",54514,"2016-12-17 05:00:00",22,98,7,3.4,161,161,180,1015,-3.6,72,-7.9,0,0.8,1,58,12
"S110007",54514,"2016-12-17 06:00:00",22,103,7,4.1,179,163,161,1014.9,-4.5,74,-8.4,0,0.7,1,59,12
"S110007",54514,"2016-12-17 07:00:00",24,102,6,3.9,152,135,163,1015.2,-4.4,74,-8.3,0,0.8,1,60,12
"S110007",54514,"2016-12-17 08:00:00",24,106,7,5,157,136,135,1015.4,-4.9,77,-8.3,0,0.5,1,61,12
"S110007",54514,"2016-12-17 09:00:00",31,109,7,4.8,173,139,136,1016.2,0.4,55,-7.6,0,1.3,1,62,12
"S110007",54514,"2016-12-17 10:00:00",29,83,9,2.2,109,109,139,1016.6,3.2,43,-8.2,0,2.1,1,63,12
"S110007",54514,"2016-12-17 11:00:00",30,85,12,2.2,126,119,109,1016.4,4.8,38,-8.3,0,1.4,1,64,12
"S110007",54514,"2016-12-17 12:00:00",31,93,14,2.8,151,144,119,1015.4,5.7,39,-7.2,0,1.3,1,65,12
"S110007",54514,"2016-12-17 13:00:00",36,106,16,2.6,194,174,144,1014.7,6.8,37,-6.9,0,1.7,1,66,12
"S110007",54514,"2016-12-17 14:00:00",48,110,18,2.8,240,223,174,1014.4,6.9,39,-6.1,0,1.4,1,67,12
"S110007",54514,"2016-12-17 15:00:00",61,156,20,3.6,299,279,223,1014.3,7.7,39,-5.4,0,1.3,1,68,12
"S110007",54514,"2016-12-17 16:00:00",58,137,13,4.3,313,291,279,1014.8,6.2,42,-5.8,0,1.1,1,69,12
"S110007",54514,"2016-12-17 17:00:00",50,143,7,4,344,314,291,1015.2,3.1,53,-5.6,0,0.3,1,70,12
"S110007",54514,"2016-12-17 18:00:00",44,143,5,3.9,422,313,314,1016,1.8,64,-4.3,0,0.6,1,71,12
"S110007",54514,"2016-12-17 19:00:00",38,144,5,4.2,385,366,313,1016.6,0.6,71,-4.1,0,0.2,1,72,12
"S110014",54433,"2016-12-14 20:00:00",17,82,10,1.1,91,66,59,1026.3,0.5,31,-14.7,0,3.5,0,1,15
"S110014",54433,"2016-12-14 21:00:00",31,89,4,1.3,102,79,66,1026.1,0.3,32,-14.5,0,4,0,2,15
"S110014",54433,"2016-12-14 22:00:00",31,92,2,1.5,112,92,79,1026,-0.2,36,-13.5,0,2.2,0,3,15
"S110014",54433,"2016-12-14 23:00:00",33,90,2,1.6,113,99,92,1025.7,-0.7,38,-13.3,0,1.4,0,4,15
"S110014",54433,"2016-12-15 00:00:00",32,88,2,1.6,110,101,99,1025.9,-1.4,42,-12.7,0,1,0,5,15
"S110014",54433,"2016-12-15 01:00:00",24,88,2,1.5,89,85,101,1026,-2.7,47,-12.5,0,1.1,0,6,15
"S110014",54433,"2016-12-15 02:00:00",23,92,2,2,85,73,85,1026.3,-3.2,44,-13.7,0,1.6,0,7,15
"S110014",54433,"2016-12-15 03:00:00",24,96,2,2.6,100,87,73,1026.2,-4.9,55,-12.6,0,1.5,0,8,15
"S110014",54433,"2016-12-15 04:00:00",17,83,2,1.8,64,64,87,1025.9,-5.2,58,-12.2,0,0.7,0,9,15
"S110014",54433,"2016-12-15 05:00:00",17,87,2,1.8,76,60,64,1026.2,-6.3,66,-11.6,0,1.2,0,10,15
"S110014",54433,"2016-12-15 06:00:00",14,68,6,1,30,30,60,1026.6,-5.2,62,-11.4,0,1.7,0,11,15
"S110014",54433,"2016-12-15 07:00:00",8,30,36,0.4,17,13,30,1027.7,0.8,34,-13.3,0,3.8,0,12,15
"S110014",54433,"2016-12-15 08:00:00",8,43,29,0.5,36,15,13,1028.8,0.5,33,-13.9,0,2.7,0,13,15
"S110014",54433,"2016-12-15 09:00:00",7,39,35,0.4,21,8,15,1029.5,1.1,31,-14.2,0,4.9,0,14,15
"S110014",54433,"2016-12-15 10:00:00",5,29,46,0.4,12,12,8,1030.7,2.4,28,-14.3,0,2.8,0,15,15
"S110014",54433,"2016-12-15 11:00:00",4,23,56,0.4,16,16,12,1030.8,2.8,26,-14.9,0,4.1,0,16,15
"S110014",54433,"2016-12-15 12:00:00",3,17,63,0.3,23,8,16,1030.3,3.5,24,-15.2,0,4.9,0,17,15
"S110014",54433,"2016-12-15 13:00:00",2,18,64,0.3,23,13,8,1029.8,4.1,22,-15.8,0,4.4,0,18,15
"S110014",54433,"2016-12-15 14:00:00",2,24,61,0.3,22,9,13,1029.2,4.6,21,-15.9,0,4,0,19,15
"S110014",54433,"2016-12-15 15:00:00",2,19,67,0.3,27,11,9,1029.2,4.8,19,-16.9,0,3.9,0,20,15
"S110014",54433,"2016-12-15 16:00:00",2,26,63,0.3,22,14,11,1029.2,4.6,18,-17.7,0,3.6,0,21,15
"S110014",54433,"2016-12-15 17:00:00",3,43,46,0.4,26,9,14,1029.2,4,19,-17.6,0,2.8,0,22,15
"S110014",54433,"2016-12-15 18:00:00",3,61,27,0.5,26,11,9,1029.3,3.6,21,-16.7,0,2,0,23,15
"S110014",54433,"2016-12-15 19:00:00",5,80,10,0.7,30,17,11,1029.6,2.1,23,-16.9,0,1.2,0,24,15
"S110014",54433,"2016-12-15 20:00:00",7,73,16,0.7,19,19,17,1029.8,-0.6,31,-15.7,0,0.6,0,25,15
"S110014",54433,"2016-12-15 21:00:00",9,65,21,0.7,30,15,19,1029.6,-1.8,36,-14.9,0,0.9,0,26,15
"S110014",54433,"2016-12-15 22:00:00",11,89,4,1.3,41,27,15,1029.1,-2.6,45,-12.9,0,0.1,0,27,15
"S110014",54433,"2016-12-15 23:00:00",11,93,2,1.5,73,42,27,1028.9,-2.1,38,-14.5,0,1.3,0,28,15
"S110014",54433,"2016-12-16 00:00:00",31,109,3,2.1,186,142,42,1028.3,-3.1,41,-14.5,0,1.3,0,29,15
"S110014",54433,"2016-12-16 01:00:00",28,112,2,2.4,169,146,142,1027.9,-3.8,46,-13.8,0,0.8,0,30,15
"S110014",54433,"2016-12-16 02:00:00",31,111,2,2.6,220,200,146,1027.4,-4.3,54,-12.2,0,1,0,31,15
"S110014",54433,"2016-12-16 03:00:00",32,109,2,2.6,227,225,200,1027.1,-4.9,56,-12.3,0,1,0,32,15
"S110014",54433,"2016-12-16 04:00:00",30,108,33.5,2.8,231,229,225,1026.8,-4.2,49,-13.3,0,0.8,0,33,15
"S110014",54433,"2016-12-16 05:00:00",29,100,2,2.3,161,161,229,1026.3,-5.2,59,-12,0,0.3,0,34,15
"S110014",54433,"2016-12-16 06:00:00",18,89,2,1.3,34,34,161,1025.9,-5.3,59,-12.1,0,0.9,0,35,15
"S110014",54433,"2016-12-16 07:00:00",14,87,2,1.4,32,32,34,1025.4,-5,55,-12.7,0,1.4,0,36,15
"S110014",54433,"2016-12-16 08:00:00",12,84,2,1.3,40,29,32,1025.4,-5,61,-11.4,0,1.1,0,37,15
"S110014",54433,"2016-12-16 09:00:00",19,83,4,1.3,36,30,29,1025.2,-1.2,50,-10.3,0,0.5,0,38,15
"S110014",54433,"2016-12-16 10:00:00",23,86,7,1.6,44,44,30,1024.8,1.2,38,-11.6,0,0.5,0,39,15
"S110014",54433,"2016-12-16 11:00:00",22,103,7,2,63,63,44,1023.7,3.2,35,-10.8,0,0.7,0,40,15
"S110014",54433,"2016-12-16 12:00:00",28,128,8,2.6,123,108,63,1022.3,4.6,33,-10.3,0,1.1,0,41,15
"S110014",54433,"2016-12-16 13:00:00",42,168,7,3.8,238,205,108,1020.8,5.6,28,-11.5,0,1.5,0,42,15
"S110014",54433,"2016-12-16 14:00:00",36,161,10,3.2,236,227,205,1019.7,7.3,27,-10.5,0,1,0,43,15
"S110014",54433,"2016-12-16 15:00:00",31,141,16,2.5,218,211,227,1018.9,6.9,32,-8.7,0,1.6,0,44,15
"S110014",54433,"2016-12-16 16:00:00",29,130,13,2.2,213,188,211,1018.3,6.4,33,-8.7,0,1.5,0,45,15
"S110014",54433,"2016-12-16 17:00:00",26,135,7,2.3,230,211,188,1018.2,4.6,37,-8.9,0,1.3,0,46,15
"S110014",54433,"2016-12-16 18:00:00",27,146,5,2.7,259,250,211,1018.3,1.9,45,-8.8,0,1.2,0,47,15
"S110014",54433,"2016-12-16 19:00:00",25,152,3,3.3,310,294,250,1018.3,1.2,48,-8.6,0,0.8,0,48,15
"S110014",54433,"2016-12-16 20:00:00",25,156,3,3.5,302,294,294,1018,-0.2,58,-7.5,0,0.4,1,49,15
"S110014",54433,"2016-12-16 21:00:00",25,154,2,3.8,294,294,294,1018.2,-0.2,53,-8.6,0,0.2,1,50,15
"S110014",54433,"2016-12-16 22:00:00",25,147,2,3.9,295,291,294,1018,-0.8,59,-7.8,0,1.5,1,51,15
"S110014",54433,"2016-12-16 23:00:00",24,140,2,3.6,251,251,291,1018.1,-2,63,-8.1,0,1.1,1,52,15
"S110014",54433,"2016-12-17 00:00:00",22,120,2,3.3,141,141,251,1018.3,-1.9,64,-7.8,0,0.9,1,53,15
"S110014",54433,"2016-12-17 01:00:00",29,122,2,4,154,153,141,1018.2,-2.8,66,-8.3,0,0.6,1,54,15
"S110014",54433,"2016-12-17 02:00:00",30,130,2,4.5,219,218,153,1018.5,-3.3,65,-8.9,0,0.3,1,55,15
"S110014",54433,"2016-12-17 03:00:00",22,112,2,3.2,180,180,218,1018.4,-2.8,61,-9.3,0,1.5,1,56,15
"S110014",54433,"2016-12-17 04:00:00",20,97,2,2.3,114,114,180,1018,-3.4,65,-9,0,1.2,1,57,15
"S110014",54433,"2016-12-17 05:00:00",21,106,2,2.8,126,126,114,1017.7,-3.5,67,-8.8,0,0.4,1,58,15
"S110014",54433,"2016-12-17 06:00:00",25,114,2,3.1,135,135,126,1017.6,-3.2,63,-9.3,0,1,1,59,15
"S110014",54433,"2016-12-17 07:00:00",26,113,2,3.1,120,120,135,1017.9,-3.1,62,-9.4,0,0.9,1,60,15
"S110014",54433,"2016-12-17 08:00:00",22,102,2,2.1,110,110,120,1018.2,-3.4,64,-9.2,0,1.1,1,61,15
"S110014",54433,"2016-12-17 09:00:00",22,89,3,1.9,93,93,110,1018.9,-1,55,-8.9,0,1.3,1,62,15
"S110014",54433,"2016-12-17 10:00:00",26,87,5,2,90,90,93,1019.4,0.6,54,-7.7,0,0.8,1,63,15
"S110014",54433,"2016-12-17 11:00:00",29,94,6,2.3,104,104,90,1019.2,2.1,51,-7,0,0.9,1,64,15
"S110014",54433,"2016-12-17 12:00:00",39,110,7,2.5,151,151,104,1018.2,3.8,46,-6.8,0,1.3,1,65,15
"S110014",54433,"2016-12-17 13:00:00",53,129,10,2.9,213,213,151,1017.5,5.3,45,-5.7,0,1,1,66,15
"S110014",54433,"2016-12-17 14:00:00",61,138,11,3.4,268,268,213,1017.1,5.5,43,-6.1,0,1.1,1,67,15
"S110014",54433,"2016-12-17 15:00:00",62,143,11,3.5,294,291,268,1017,6,44,-5.4,0,1.7,1,68,15
"S110014",54433,"2016-12-17 16:00:00",58,157,5,3.9,313,313,291,1017.4,4.2,50,-5.3,0,0.8,1,69,15
"S110014",54433,"2016-12-17 17:00:00",46,160,4,3.7,330,330,313,1017.9,2,58,-5.4,0,0.9,1,70,15
"S110014",54433,"2016-12-17 18:00:00",36,159,2,3.9,365,364,330,1018.6,2.5,64,-3.6,0,0.5,1,71,15
"S110014",54433,"2016-12-17 19:00:00",27,158,2,4,382,382,364,1019.2,0.2,75,-3.7,0,0.9,1,72,15
"S110016",54399,"2016-12-14 20:00:00",19,84,5,1.1,60,60,33,1024.6,-0.9,36,-14.1,0,1.7,0,1,16
"S110016",54399,"2016-12-14 21:00:00",25,85,5,1.2,76,76,60,1024.4,-1.3,38,-13.8,0,2,0,2,16
"S110016",54399,"2016-12-14 22:00:00",30,85,4,1.3,82,79,76,1024.4,-3.6,48,-13,0,0.4,0,3,16
"S110016",54399,"2016-12-14 23:00:00",27,84,3,1.4,84,83,79,1024.3,-4.7,56,-12.2,0,0.1,0,4,16
"S110016",54399,"2016-12-15 00:00:00",23,83,3,1.6,83,77,83,1024.2,-5.5,60,-12,0,0.6,0,5,16
"S110016",54399,"2016-12-15 01:00:00",27,88,4,2.2,89,80,77,1024.5,-4.1,52,-12.5,0,0.8,0,6,16
"S110016",54399,"2016-12-15 02:00:00",32,91,4,2.7,108,88,80,1024.7,-4.6,52,-13,0,0.9,0,7,16
"S110016",54399,"2016-12-15 03:00:00",35,91,4,3.2,108,96,88,1024.5,-5.1,60,-11.7,0,1,0,8,16
"S110016",54399,"2016-12-15 04:00:00",26,81,3,2.4,81,73,96,1024.2,-5.3,65,-10.9,0,0.6,0,9,16
"S110016",54399,"2016-12-15 05:00:00",22,75,2,1.6,56,47,73,1024.4,-2.5,50,-11.5,0,1.8,0,10,16
"S110016",54399,"2016-12-15 06:00:00",19,68,5,1.1,46,30,47,1025.2,0.3,36,-13.1,0,2.9,0,11,16
"S110016",54399,"2016-12-15 07:00:00",13,43,21,0.4,43,12,30,1026.5,-0.6,37,-13.5,0,2.9,0,12,16
"S110016",54399,"2016-12-15 08:00:00",13,51,18,0.6,48,12,12,1027.6,-1.1,37,-14,0,2.1,0,13,16
"S110016",54399,"2016-12-15 09:00:00",11,43,30,0.5,42,16,12,1028.6,0,34,-14,0,2.4,0,14,16
"S110016",54399,"2016-12-15 10:00:00",10,38,36,0.5,41,12,16,1028.9,2.5,27,-14.7,0,3.3,0,15,16
"S110016",54399,"2016-12-15 11:00:00",7,25,54,0.3,67,11,12,1029.1,3.1,24,-15.6,0,3.8,0,16,16
"S110016",54399,"2016-12-15 12:00:00",5,24,55,0.3,43,13,11,1028.6,3.9,21,-16.5,0,4.5,0,17,16
"S110016",54399,"2016-12-15 13:00:00",5,23,59,0.3,41,6,13,1028.1,4.8,19,-16.9,0,4.3,0,18,16
"S110016",54399,"2016-12-15 14:00:00",5,24,59,0.3,46,10,6,1027.7,5.7,18,-16.8,0,2.8,0,19,16
"S110016",54399,"2016-12-15 15:00:00",4,26,59,0.4,34,10,10,1027.8,5.8,16,-18.2,0,2.9,0,20,16
"S110016",54399,"2016-12-15 16:00:00",5,32,55,0.4,24,9,10,1027.6,5.2,16,-18.6,0,2.3,0,21,16
"S110016",54399,"2016-12-15 17:00:00",6,41,43,0.5,22,8,9,1027.6,3.5,19,-18,0,1.6,0,22,16
"S110016",54399,"2016-12-15 18:00:00",7,58,27,0.6,32,14,8,1027.9,1.7,25,-16.3,0,1.1,0,23,16
"S110016",54399,"2016-12-15 19:00:00",13,81,9,0.9,43,25,14,1027.9,1.3,27,-15.7,0,1,0,24,16
"S110016",54399,"2016-12-15 20:00:00",10,78,9,1.3,34,20,25,1028,-1.6,34,-15.4,0,0.4,0,25,16
"S110016",54399,"2016-12-15 21:00:00",18,76,10,1.3,34,26,20,1027.8,-3.4,48,-12.9,0,0.9,0,26,16
"S110016",54399,"2016-12-15 22:00:00",20,83,3,1.8,50,33,26,1027.5,-4.2,50,-13.1,0,0.6,0,27,16
"S110016",54399,"2016-12-15 23:00:00",19,84,3,2.4,63,35,33,1027.2,-4.5,58,-11.5,0,0.4,0,28,16
"S110016",54399,"2016-12-16 00:00:00",23,97,3,1.9,138,109,35,1026.5,-4.8,61,-11.2,0,0.7,0,29,16
"S110016",54399,"2016-12-16 01:00:00",27,100,4,2.2,197,191,109,1026.2,-5.5,65,-11,0,0.2,0,30,16
"S110016",54399,"2016-12-16 02:00:00",24,97,3,2.1,196,196,191,1025.8,-6,71,-10.4,0,0.3,0,31,16
"S110016",54399,"2016-12-16 03:00:00",26,107,3,2.4,173,173,196,1025.7,-4.4,56,-11.9,0,1.2,0,32,16
"S110016",54399,"2016-12-16 04:00:00",28,98,49.3333333333333,1.8,65,65,173,1025.1,-4.1,51,-12.8,0,1.2,0,33,16
"S110016",54399,"2016-12-16 05:00:00",20,78,3,1.4,36,36,65,1024.6,-4.4,51,-13,0,1.4,0,34,16
"S110016",54399,"2016-12-16 06:00:00",20,82,2,1.6,37,29,36,1024.2,-5.4,57,-12.6,0,0.3,0,35,16
"S110016",54399,"2016-12-16 07:00:00",20,80,2,1.9,46,31,29,1023.8,-6.8,72,-11,0,0.6,0,36,16
"S110016",54399,"2016-12-16 08:00:00",16,76,3,1.5,24,23,31,1023.9,-6.2,71,-10.6,0,1.2,0,37,16
"S110016",54399,"2016-12-16 09:00:00",17,71,7,1.5,41,22,23,1023.5,-2.6,48,-12.1,0,1.2,0,38,16
"S110016",54399,"2016-12-16 10:00:00",23,75,8,1.6,40,28,22,1023.1,1.6,33,-13,0,0.7,0,39,16
"S110016",54399,"2016-12-16 11:00:00",29,86,8,1.8,64,45,28,1022,2.4,31,-13,0,1.2,0,40,16
"S110016",54399,"2016-12-16 12:00:00",26,91,12,2.2,58,52,45,1020.5,4,29,-12.5,0,0.8,0,41,16
"S110016",54399,"2016-12-16 13:00:00",24,98,14,2.3,64,63,52,1019,6.3,26,-11.8,0,1.1,0,42,16
"S110016",54399,"2016-12-16 14:00:00",37,148,9,3.1,183,156,63,1018,8,24,-11.4,0,1,0,43,16
"S110016",54399,"2016-12-16 15:00:00",36,148,10,2.8,200,200,156,1017.2,8.2,23,-11.7,0,1.5,0,44,16
"S110016",54399,"2016-12-16 16:00:00",35,148,6,2.6,215,205,200,1016.6,6.7,28,-10.6,0,1.8,0,45,16
"S110016",54399,"2016-12-16 17:00:00",34,134,5,2.3,198,182,205,1016.6,3.7,37,-9.7,0,1.7,0,46,16
"S110016",54399,"2016-12-16 18:00:00",32,142,5,2.6,241,231,182,1016.8,1.7,46,-8.7,0,0.9,0,47,16
"S110016",54399,"2016-12-16 19:00:00",35,146,3,2.9,262,262,231,1016.7,-1.1,58,-8.3,0,0.1,0,48,16
"S110016",54399,"2016-12-16 20:00:00",35,145,3,3.2,277,277,262,1016.5,-2.2,65,-7.9,0,0,1,49,16
"S110016",54399,"2016-12-16 21:00:00",34,143,4,4.3,273,273,277,1016.5,-2.7,70,-7.4,0,0.2,1,50,16
"S110016",54399,"2016-12-16 22:00:00",34,138,3,4.7,259,259,273,1016.5,-3.3,69,-8.2,0,1,1,51,16
"S110016",54399,"2016-12-16 23:00:00",39,116,3,3.9,142,142,259,1016.6,-1.5,55,-9.4,0,1.2,1,52,16
