"pollutant_station_code","weather_station_code","time","so2","no2","o3","co","pm10","pm25","pm25_lag1","pres","temp","humi","dewp","prec","WSPM","alert_if","hour_eps","id_eps"
"G110003",54433,"2016-12-14 20:00:00",16,68,15,1,89,54,48,1026.3,0.5,31,-14.7,0,3.5,0,1,3
"G110003",54433,"2016-12-14 21:00:00",32,75,10,1.1,96,69,54,1026.1,0.3,32,-14.5,0,4,0,2,3
"G110003",54433,"2016-12-14 22:00:00",32,80,6,1.3,101,76,69,1026,-0.2,36,-13.5,0,2.2,0,3,3
"G110003",54433,"2016-12-14 23:00:00",33,80,4,1.4,112,83,76,1025.7,-0.7,38,-13.3,0,1.4,0,4,3
"G110003",54433,"2016-12-15 00:00:00",33,78,4,1.4,108,83,83,1025.9,-1.4,42,-12.7,0,1,0,5,3
"G110003",54433,"2016-12-15 01:00:00",26,78,3,1.4,102,78,83,1026,-2.7,47,-12.5,0,1.1,0,6,3
"G110003",54433,"2016-12-15 02:00:00",28,86,4,2.3,114,78,78,1026.3,-3.2,44,-13.7,0,1.6,0,7,3
"G110003",54433,"2016-12-15 03:00:00",25,79,5,2.1,106,74,78,1026.2,-4.9,55,-12.6,0,1.5,0,8,3
"G110003",54433,"2016-12-15 04:00:00",20,76,5,2.3,101,72,74,1025.9,-5.2,58,-12.2,0,0.7,0,9,3
"G110003",54433,"2016-12-15 05:00:00",17,71,3,1.9,86,64,72,1026.2,-6.3,66,-11.6,0,1.2,0,10,3
"G110003",54433,"2016-12-15 06:00:00",15,62,6,1.5,68,36,64,1026.6,-5.2,62,-11.4,0,1.7,0,11,3
"G110003",54433,"2016-12-15 07:00:00",10,26,34,0.4,45,7,36,1027.7,0.8,34,-13.3,0,3.8,0,12,3
"G110003",54433,"2016-12-15 08:00:00",7.33333333333333,29,38.6666666666667,0.4,62.6666666666667,11,7,1028.8,0.5,33,-13.9,0,2.7,0,13,3
"G110003",54433,"2016-12-15 09:00:00",3,2,53,0.366666666666667,3,3,11,1029.5,1.1,31,-14.2,0,4.9,0,14,3
"G110003",54433,"2016-12-15 10:00:00",6,20,47,0.5,6,3,3,1030.7,2.4,28,-14.3,0,2.8,0,15,3
"G110003",54433,"2016-12-15 11:00:00",5,15,55,0.4,20,4,3,1030.8,2.8,26,-14.9,0,4.1,0,16,3
"G110003",54433,"2016-12-15 12:00:00",4,12,60,0.4,19,6,4,1030.3,3.5,24,-15.2,0,4.9,0,17,3
"G110003",54433,"2016-12-15 13:00:00",4,13,62,0.3,23,7,6,1029.8,4.1,22,-15.8,0,4.4,0,18,3
"G110003",54433,"2016-12-15 14:00:00",3,14,63,0.3,29,7,7,1029.2,4.6,21,-15.9,0,4,0,19,3
"G110003",54433,"2016-12-15 15:00:00",3,15,63,0.3,41,9,7,1029.2,4.8,19,-16.9,0,3.9,0,20,3
"G110003",54433,"2016-12-15 16:00:00",3,15,63,0.3,63,8,9,1029.2,4.6,18,-17.7,0,3.6,0,21,3
"G110003",54433,"2016-12-15 17:00:00",3,21,57,0.4,68,3,8,1029.2,4,19,-17.6,0,2.8,0,22,3
"G110003",54433,"2016-12-15 18:00:00",4,37,42,0.5,12,4,3,1029.3,3.6,21,-16.7,0,2,0,23,3
"G110003",54433,"2016-12-15 19:00:00",8,54,25,0.6,19,8,4,1029.6,2.1,23,-16.9,0,1.2,0,24,3
"G110003",54433,"2016-12-15 20:00:00",8,75,7,0.7,25,14,8,1029.8,-0.6,31,-15.7,0,0.6,0,25,3
"G110003",54433,"2016-12-15 21:00:00",9,78,4,1,35,23,14,1029.6,-1.8,36,-14.9,0,0.9,0,26,3
"G110003",54433,"2016-12-15 22:00:00",8,79,2,1.1,35,18,23,1029.1,-2.6,45,-12.9,0,0.1,0,27,3
"G110003",54433,"2016-12-15 23:00:00",8,82,2,1.2,42,18,18,1028.9,-2.1,38,-14.5,0,1.3,0,28,3
"G110003",54433,"2016-12-16 00:00:00",13,85,2,1.8,60,33,18,1028.3,-3.1,41,-14.5,0,1.3,0,29,3
"G110003",54433,"2016-12-16 01:00:00",16,87,2,2,78,40,33,1027.9,-3.8,46,-13.8,0,0.8,0,30,3
"G110003",54433,"2016-12-16 02:00:00",28,95,3,2.2,180,155,40,1027.4,-4.3,54,-12.2,0,1,0,31,3
"G110003",54433,"2016-12-16 03:00:00",35,95,4,2.4,235,206,155,1027.1,-4.9,56,-12.3,0,1,0,32,3
"G110003",54433,"2016-12-16 04:00:00",35,92,6,2.8,210,180,206,1026.8,-4.2,49,-13.3,0,0.8,0,33,3
"G110003",54433,"2016-12-16 05:00:00",29,91,6,2.8,87,73,180,1026.3,-5.2,59,-12,0,0.3,0,34,3
"G110003",54433,"2016-12-16 06:00:00",21,88,4,2.3,68,49,73,1025.9,-5.3,59,-12.1,0,0.9,0,35,3
"G110003",54433,"2016-12-16 07:00:00",15,78,2,1.7,50,36,49,1025.4,-5,55,-12.7,0,1.4,0,36,3
"G110003",54433,"2016-12-16 08:00:00",15,79,2,1.7,43,27,36,1025.4,-5,61,-11.4,0,1.1,0,37,3
"G110003",54433,"2016-12-16 09:00:00",17,77,3,1.6,41,29,27,1025.2,-1.2,50,-10.3,0,0.5,0,38,3
"G110003",54433,"2016-12-16 10:00:00",24,78,6,1.8,33,41,29,1024.8,1.2,38,-11.6,0,0.5,0,39,3
"G110003",54433,"2016-12-16 11:00:00",23,88,8,2,56,47,41,1023.7,3.2,35,-10.8,0,0.7,0,40,3
"G110003",54433,"2016-12-16 12:00:00",21,100,10,2.1,66,57,47,1022.3,4.6,33,-10.3,0,1.1,0,41,3
"G110003",54433,"2016-12-16 13:00:00",22,117,10,2.4,103,74,57,1020.8,5.6,28,-11.5,0,1.5,0,42,3
"G110003",54433,"2016-12-16 14:00:00",30,130,10,2.7,146,118,74,1019.7,7.3,27,-10.5,0,1,0,43,3
"G110003",54433,"2016-12-16 15:00:00",30,129,16,2.6,226,182,118,1018.9,6.9,32,-8.7,0,1.6,0,44,3
"G110003",54433,"2016-12-16 16:00:00",25,122,14,2.3,241,194,182,1018.3,6.4,33,-8.7,0,1.5,0,45,3
"G110003",54433,"2016-12-16 17:00:00",24,121,6,2.2,268,211,194,1018.2,4.6,37,-8.9,0,1.3,0,46,3
"G110003",54433,"2016-12-16 18:00:00",23,123,4,2.3,256,206,211,1018.3,1.9,45,-8.8,0,1.2,0,47,3
"G110003",54433,"2016-12-16 19:00:00",25,122,8,2.6,283,253,206,1018.3,1.2,48,-8.6,0,0.8,0,48,3
"G110003",54433,"2016-12-16 20:00:00",26,123,5,2.7,288,258,253,1018,-0.2,58,-7.5,0,0.4,1,49,3
"G110003",54433,"2016-12-16 21:00:00",30,122,6,3.1,276,247,258,1018.2,-0.2,53,-8.6,0,0.2,1,50,3
"G110003",54433,"2016-12-16 22:00:00",30,115,7,3.3,221,182,247,1018,-0.8,59,-7.8,0,1.5,1,51,3
"G110003",54433,"2016-12-16 23:00:00",41,122,9,4.5,243,198,182,1018.1,-2,63,-8.1,0,1.1,1,52,3
"G110003",54433,"2016-12-17 00:00:00",45,122,12,5.4,283,233,198,1018.3,-1.9,64,-7.8,0,0.9,1,53,3
"G110003",54433,"2016-12-17 01:00:00",40,116,12,5.4,312,251,233,1018.2,-2.8,66,-8.3,0,0.6,1,54,3
"G110003",54433,"2016-12-17 02:00:00",37,117,12,5,303,256,251,1018.5,-3.3,65,-8.9,0,0.3,1,55,3
"G110003",54433,"2016-12-17 03:00:00",30,105,10,4.4,258,226,256,1018.4,-2.8,61,-9.3,0,1.5,1,56,3
"G110003",54433,"2016-12-17 04:00:00",23,88,6,3.2,157,143,226,1018,-3.4,65,-9,0,1.2,1,57,3
"G110003",54433,"2016-12-17 05:00:00",25,88,6,3.1,132,128,143,1017.7,-3.5,67,-8.8,0,0.4,1,58,3
"G110003",54433,"2016-12-17 06:00:00",27,93,5,3,132,123,128,1017.6,-3.2,63,-9.3,0,1,1,59,3
"G110003",54433,"2016-12-17 07:00:00",23,89,4,2.7,128,116,123,1017.9,-3.1,62,-9.4,0,0.9,1,60,3
"G110003",54433,"2016-12-17 08:00:00",23,81,2,2,96,90,116,1018.2,-3.4,64,-9.2,0,1.1,1,61,3
"G110003",54433,"2016-12-17 09:00:00",26,75,3,1.9,81,78,90,1018.9,-1,55,-8.9,0,1.3,1,62,3
"G110003",54433,"2016-12-17 10:00:00",33,84,5,2.2,87,86,78,1019.4,0.6,54,-7.7,0,0.8,1,63,3
"G110003",54433,"2016-12-17 11:00:00",49,92,8,2.6,135,136,86,1019.2,2.1,51,-7,0,0.9,1,64,3
"G110003",54433,"2016-12-17 12:00:00",56,100,11,3,204,196,136,1018.2,3.8,46,-6.8,0,1.3,1,65,3
"G110003",54433,"2016-12-17 13:00:00",61,104,15,3.4,265,233,196,1017.5,5.3,45,-5.7,0,1,1,66,3
"G110003",54433,"2016-12-17 14:00:00",59,108,17,3.5,289,258,233,1017.1,5.5,43,-6.1,0,1.1,1,67,3
"G110003",54433,"2016-12-17 15:00:00",62,113,19,3.8,307,284,258,1017,6,44,-5.4,0,1.7,1,68,3
"G110003",54433,"2016-12-17 16:00:00",63,129,12,4,357,316,284,1017.4,4.2,50,-5.3,0,0.8,1,69,3
"G110003",54433,"2016-12-17 17:00:00",57,135,6,4.2,402,329,316,1017.9,2,58,-5.4,0,0.9,1,70,3
"G110003",54433,"2016-12-17 18:00:00",42,129,3,3.7,369,332,329,1018.6,2.5,64,-3.6,0,0.5,1,71,3
"G110003",54433,"2016-12-17 19:00:00",28,126,5,3.8,371,357,332,1019.2,0.2,75,-3.7,0,0.9,1,72,3
"G110005",54433,"2016-12-14 20:00:00",20,79,10,1.1,104,60,53,1026.3,0.5,31,-14.7,0,3.5,0,1,5
"G110005",54433,"2016-12-14 21:00:00",32,85,4,1.3,117,66,60,1026.1,0.3,32,-14.5,0,4,0,2,5
"G110005",54433,"2016-12-14 22:00:00",22,87,2,1.4,116,77,66,1026,-0.2,36,-13.5,0,2.2,0,3,5
"G110005",54433,"2016-12-14 23:00:00",16,84,2,1.6,122,82,77,1025.7,-0.7,38,-13.3,0,1.4,0,4,5
"G110005",54433,"2016-12-15 00:00:00",9,77,2,1.7,123,88,82,1025.9,-1.4,42,-12.7,0,1,0,5,5
"G110005",54433,"2016-12-15 01:00:00",7,73,2,1.6,102,93,88,1026,-2.7,47,-12.5,0,1.1,0,6,5
"G110005",54433,"2016-12-15 02:00:00",7,75,2,1.7,94,71,93,1026.3,-3.2,44,-13.7,0,1.6,0,7,5
"G110005",54433,"2016-12-15 03:00:00",7,81,2,2.1,101,67,71,1026.2,-4.9,55,-12.6,0,1.5,0,8,5
"G110005",54433,"2016-12-15 04:00:00",7,77,2,2.1,79,70,67,1025.9,-5.2,58,-12.2,0,0.7,0,9,5
"G110005",54433,"2016-12-15 05:00:00",5,69,2,1.7,52,59,70,1026.2,-6.3,66,-11.6,0,1.2,0,10,5
"G110005",54433,"2016-12-15 06:00:00",12,67,6,1.1,45,24,59,1026.6,-5.2,62,-11.4,0,1.7,0,11,5
"G110005",54433,"2016-12-15 07:00:00",8,32,37,0.5,63,11,24,1027.7,0.8,34,-13.3,0,3.8,0,12,5
"G110005",54433,"2016-12-15 08:00:00",8,46,28,0.6,80,10,11,1028.8,0.5,33,-13.9,0,2.7,0,13,5
"G110005",54433,"2016-12-15 09:00:00",7,46,31,0.7,59,10,10,1029.5,1.1,31,-14.2,0,4.9,0,14,5
"G110005",54433,"2016-12-15 10:00:00",6,34,43,0.5,54,12,10,1030.7,2.4,28,-14.3,0,2.8,0,15,5
"G110005",54433,"2016-12-15 11:00:00",5,25,54,0.5,59,11,12,1030.8,2.8,26,-14.9,0,4.1,0,16,5
"G110005",54433,"2016-12-15 12:00:00",5,19,62,0.4,40,3,11,1030.3,3.5,24,-15.2,0,4.9,0,17,5
"G110005",54433,"2016-12-15 13:00:00",4,17,64,0.4,44,9,3,1029.8,4.1,22,-15.8,0,4.4,0,18,5
"G110005",54433,"2016-12-15 14:00:00",5,19,65,0.4,45,8,9,1029.2,4.6,21,-15.9,0,4,0,19,5
"G110005",54433,"2016-12-15 15:00:00",4,19,65,0.4,48,11,8,1029.2,4.8,19,-16.9,0,3.9,0,20,5
"G110005",54433,"2016-12-15 16:00:00",4,21,65,0.4,33,12,11,1029.2,4.6,18,-17.7,0,3.6,0,21,5
"G110005",54433,"2016-12-15 17:00:00",4,41,48,0.5,37,10,12,1029.2,4,19,-17.6,0,2.8,0,22,5
"G110005",54433,"2016-12-15 18:00:00",5,54,35,0.7,43,10,10,1029.3,3.6,21,-16.7,0,2,0,23,5
"G110005",54433,"2016-12-15 19:00:00",5,68,14,0.7,33,10,10,1029.6,2.1,23,-16.9,0,1.2,0,24,5
"G110005",54433,"2016-12-15 20:00:00",5,75,3,0.7,37,13,10,1029.8,-0.6,31,-15.7,0,0.6,0,25,5
"G110005",54433,"2016-12-15 21:00:00",4,64,6,0.7,30,12,13,1029.6,-1.8,36,-14.9,0,0.9,0,26,5
"G110005",54433,"2016-12-15 22:00:00",4,59,5,0.7,22,17,12,1029.1,-2.6,45,-12.9,0,0.1,0,27,5
"G110005",54433,"2016-12-15 23:00:00",4,64,2,0.9,35,22,17,1028.9,-2.1,38,-14.5,0,1.3,0,28,5
"G110005",54433,"2016-12-16 00:00:00",4,72,2,1.4,61,16,22,1028.3,-3.1,41,-14.5,0,1.3,0,29,5
"G110005",54433,"2016-12-16 01:00:00",5,90,2,2.2,176,96,16,1027.9,-3.8,46,-13.8,0,0.8,0,30,5
"G110005",54433,"2016-12-16 02:00:00",2,84,2,2.3,198,141,96,1027.4,-4.3,54,-12.2,0,1,0,31,5
"G110005",54433,"2016-12-16 03:00:00",2,91,2,2.6,231,168,141,1027.1,-4.9,56,-12.3,0,1,0,32,5
"G110005",54433,"2016-12-16 04:00:00",2,84,65,2.7,229,187,168,1026.8,-4.2,49,-13.3,0,0.8,0,33,5
"G110005",54433,"2016-12-16 05:00:00",2,76,2,2.7,233,200,187,1026.3,-5.2,59,-12,0,0.3,0,34,5
"G110005",54433,"2016-12-16 06:00:00",3,82,2,2.2,120,120,200,1025.9,-5.3,59,-12.1,0,0.9,0,35,5
"G110005",54433,"2016-12-16 07:00:00",3,70,2,1.6,138,66,120,1025.4,-5,55,-12.7,0,1.4,0,36,5
"G110005",54433,"2016-12-16 08:00:00",2,66,2,1.4,52,32,66,1025.4,-5,61,-11.4,0,1.1,0,37,5
"G110005",54433,"2016-12-16 09:00:00",3,63,2,1.5,55,30,32,1025.2,-1.2,50,-10.3,0,0.5,0,38,5
"G110005",54433,"2016-12-16 10:00:00",15,91,3,2.1,102,42,30,1024.8,1.2,38,-11.6,0,0.5,0,39,5
"G110005",54433,"2016-12-16 11:00:00",25,122,4,3.1,211,106,42,1023.7,3.2,35,-10.8,0,0.7,0,40,5
"G110005",54433,"2016-12-16 12:00:00",36,160,4,4.2,307,193,106,1022.3,4.6,33,-10.3,0,1.1,0,41,5
"G110005",54433,"2016-12-16 13:00:00",42,173,5,4.1,267,229,193,1020.8,5.6,28,-11.5,0,1.5,0,42,5
"G110005",54433,"2016-12-16 14:00:00",35,158,10,3.1,286,223,229,1019.7,7.3,27,-10.5,0,1,0,43,5
"G110005",54433,"2016-12-16 15:00:00",31,131,18,2.4,229,204,223,1018.9,6.9,32,-8.7,0,1.6,0,44,5
"G110005",54433,"2016-12-16 16:00:00",27,119,17,2.1,241,184,204,1018.3,6.4,33,-8.7,0,1.5,0,45,5
"G110005",54433,"2016-12-16 17:00:00",19,121,9,2.2,252,195,184,1018.2,4.6,37,-8.9,0,1.3,0,46,5
"G110005",54433,"2016-12-16 18:00:00",11,129,2,2.3,247,196,195,1018.3,1.9,45,-8.8,0,1.2,0,47,5
"G110005",54433,"2016-12-16 19:00:00",5,125,2,2.6,271,222,196,1018.3,1.2,48,-8.6,0,0.8,0,48,5
"G110005",54433,"2016-12-16 20:00:00",4,122,2,2.9,313,247,222,1018,-0.2,58,-7.5,0,0.4,1,49,5
"G110005",54433,"2016-12-16 21:00:00",4,113,2,3.2,315,256,247,1018.2,-0.2,53,-8.6,0,0.2,1,50,5
"G110005",54433,"2016-12-16 22:00:00",3,123,2,3.5,306,258,256,1018,-0.8,59,-7.8,0,1.5,1,51,5
"G110005",54433,"2016-12-16 23:00:00",3,106,2,3.4,309,261,258,1018.1,-2,63,-8.1,0,1.1,1,52,5
"G110005",54433,"2016-12-17 00:00:00",3,115,2,3.5,296,263,261,1018.3,-1.9,64,-7.8,0,0.9,1,53,5
"G110005",54433,"2016-12-17 01:00:00",4,104,2,3.5,195,196,263,1018.2,-2.8,66,-8.3,0,0.6,1,54,5
"G110005",54433,"2016-12-17 02:00:00",5,111,2,4.2,253,189,196,1018.5,-3.3,65,-8.9,0,0.3,1,55,5
"G110005",54433,"2016-12-17 03:00:00",5,117,2,4.6,269,227,189,1018.4,-2.8,61,-9.3,0,1.5,1,56,5
"G110005",54433,"2016-12-17 04:00:00",4,97,2,3.8,196,204,227,1018,-3.4,65,-9,0,1.2,1,57,5
"G110005",54433,"2016-12-17 05:00:00",2,81,2,2.7,122,134,204,1017.7,-3.5,67,-8.8,0,0.4,1,58,5
"G110005",54433,"2016-12-17 06:00:00",2,80,2,2.5,144,130,134,1017.6,-3.2,63,-9.3,0,1,1,59,5
"G110005",54433,"2016-12-17 07:00:00",3,85,2,2.6,143,123,130,1017.9,-3.1,62,-9.4,0,0.9,1,60,5
"G110005",54433,"2016-12-17 08:00:00",3,85,2,2.7,125,103,123,1018.2,-3.4,64,-9.2,0,1.1,1,61,5
"G110005",54433,"2016-12-17 09:00:00",4,85,2,2.2,95,101,103,1018.9,-1,55,-8.9,0,1.3,1,62,5
"G110005",54433,"2016-12-17 10:00:00",14,84,2,2,116,91,101,1019.4,0.6,54,-7.7,0,0.8,1,63,5
"G110005",54433,"2016-12-17 11:00:00",30,106,4,2.5,225,146,91,1019.2,2.1,51,-7,0,0.9,1,64,5
"G110005",54433,"2016-12-17 12:00:00",46,119,7,3,282,208,146,1018.2,3.8,46,-6.8,0,1.3,1,65,5
"G110005",54433,"2016-12-17 13:00:00",57,126,11,3.1,290,247,208,1017.5,5.3,45,-5.7,0,1,1,66,5
"G110005",54433,"2016-12-17 14:00:00",55,139,9,3.5,323,256,247,1017.1,5.5,43,-6.1,0,1.1,1,67,5
"G110005",54433,"2016-12-17 15:00:00",56,140,11,3.7,342,282,256,1017,6,44,-5.4,0,1.7,1,68,5
"G110005",54433,"2016-12-17 16:00:00",54,149,8,3.9,364,304,282,1017.4,4.2,50,-5.3,0,0.8,1,69,5
"G110005",54433,"2016-12-17 17:00:00",34,145,7,3.5,381,314,304,1017.9,2,58,-5.4,0,0.9,1,70,5
"G110005",54433,"2016-12-17 18:00:00",19,146,2,3.7,403,333,314,1018.6,2.5,64,-3.6,0,0.5,1,71,5
"G110005",54433,"2016-12-17 19:00:00",8,138,2,3.7,406,342,333,1019.2,0.2,75,-3.7,0,0.9,1,72,5
"G110002",54433,"2016-12-14 20:00:00",15,60,12,1,98,59,57,1026.3,0.5,31,-14.7,0,3.5,0,1,2
"G110002",54433,"2016-12-14 21:00:00",31,66,7,1.1,113,71,59,1026.1,0.3,32,-14.5,0,4,0,2,2
"G110002",54433,"2016-12-14 22:00:00",32,69,3,1.3,129,80,71,1026,-0.2,36,-13.5,0,2.2,0,3,2
"G110002",54433,"2016-12-14 23:00:00",35,68,3,1.3,130,89,80,1025.7,-0.7,38,-13.3,0,1.4,0,4,2
"G110002",54433,"2016-12-15 00:00:00",31,68,2,1.4,132,89,89,1025.9,-1.4,42,-12.7,0,1,0,5,2
"G110002",54433,"2016-12-15 01:00:00",25,69,2,1.5,127,82,89,1026,-2.7,47,-12.5,0,1.1,0,6,2
"G110002",54433,"2016-12-15 02:00:00",36,82,2,2.2,129,78,82,1026.3,-3.2,44,-13.7,0,1.6,0,7,2
"G110002",54433,"2016-12-15 03:00:00",32,77,2,1.2,106,72,78,1026.2,-4.9,55,-12.6,0,1.5,0,8,2
"G110002",54433,"2016-12-15 04:00:00",24,70,2,1.2,87,58,72,1025.9,-5.2,58,-12.2,0,0.7,0,9,2
"G110002",54433,"2016-12-15 05:00:00",21,68,2,1.2,74,41,58,1026.2,-6.3,66,-11.6,0,1.2,0,10,2
"G110002",54433,"2016-12-15 06:00:00",14,47,17,0.7,63,17,41,1026.6,-5.2,62,-11.4,0,1.7,0,11,2
"G110002",54433,"2016-12-15 07:00:00",8,25,39,0.4,71,9,17,1027.7,0.8,34,-13.3,0,3.8,0,12,2
"G110002",54433,"2016-12-15 08:00:00",6,25,40,0.4,89,8,9,1028.8,0.5,33,-13.9,0,2.7,0,13,2
"G110002",54433,"2016-12-15 09:00:00",6,29,39,0.4,65,11,8,1029.5,1.1,31,-14.2,0,4.9,0,14,2
"G110002",54433,"2016-12-15 10:00:00",6,21,47,0.4,47,7,11,1030.7,2.4,28,-14.3,0,2.8,0,15,2
"G110002",54433,"2016-12-15 11:00:00",4,13,59,0.3,48,13,7,1030.8,2.8,26,-14.9,0,4.1,0,16,2
"G110002",54433,"2016-12-15 12:00:00",3,9,65,0.3,81,3,13,1030.3,3.5,24,-15.2,0,4.9,0,17,2
"G110002",54433,"2016-12-15 13:00:00",3,9,66,0.3,57,12,3,1029.8,4.1,22,-15.8,0,4.4,0,18,2
"G110002",54433,"2016-12-15 14:00:00",2,9,67,0.3,33,5,12,1029.2,4.6,21,-15.9,0,4,0,19,2
"G110002",54433,"2016-12-15 15:00:00",2,10,67,0.3,44,12,5,1029.2,4.8,19,-16.9,0,3.9,0,20,2
"G110002",54433,"2016-12-15 16:00:00",2,13,66,0.2,26,9,12,1029.2,4.6,18,-17.7,0,3.6,0,21,2
"G110002",54433,"2016-12-15 17:00:00",3,20,59,0.3,29,9,9,1029.2,4,19,-17.6,0,2.8,0,22,2
"G110002",54433,"2016-12-15 18:00:00",4,32,46,0.4,34,10,9,1029.3,3.6,21,-16.7,0,2,0,23,2
"G110002",54433,"2016-12-15 19:00:00",7,50,25,0.5,43,17,10,1029.6,2.1,23,-16.9,0,1.2,0,24,2
"G110002",54433,"2016-12-15 20:00:00",14,70,7,0.9,65,28,17,1029.8,-0.6,31,-15.7,0,0.6,0,25,2
"G110002",54433,"2016-12-15 21:00:00",12,68,2,1,63,30,28,1029.6,-1.8,36,-14.9,0,0.9,0,26,2
"G110002",54433,"2016-12-15 22:00:00",12,67,2,1.1,61,30,30,1029.1,-2.6,45,-12.9,0,0.1,0,27,2
"G110002",54433,"2016-12-15 23:00:00",10,68,2,1.1,48,21,30,1028.9,-2.1,38,-14.5,0,1.3,0,28,2
"G110002",54433,"2016-12-16 00:00:00",29,81,2,1.8,160,110,21,1028.3,-3.1,41,-14.5,0,1.3,0,29,2
"G110002",54433,"2016-12-16 01:00:00",38,88,2,2.3,247,171,110,1027.9,-3.8,46,-13.8,0,0.8,0,30,2
"G110002",54433,"2016-12-16 02:00:00",40,87,2,2.3,264,198,171,1027.4,-4.3,54,-12.2,0,1,0,31,2
"G110002",54433,"2016-12-16 03:00:00",45,84,2,2.5,290,231,198,1027.1,-4.9,56,-12.3,0,1,0,32,2
"G110002",54433,"2016-12-16 04:00:00",47,85,2,2.7,290,230,231,1026.8,-4.2,49,-13.3,0,0.8,0,33,2
"G110002",54433,"2016-12-16 05:00:00",32,88,2,1.8,83,64,230,1026.3,-5.2,59,-12,0,0.3,0,34,2
"G110002",54433,"2016-12-16 06:00:00",19,74,2,1.4,23,28,64,1025.9,-5.3,59,-12.1,0,0.9,0,35,2
"G110002",54433,"2016-12-16 07:00:00",16,72,2,1.5,27,24,28,1025.4,-5,55,-12.7,0,1.4,0,36,2
"G110002",54433,"2016-12-16 08:00:00",16,76,2,1.9,41,22,24,1025.4,-5,61,-11.4,0,1.1,0,37,2
"G110002",54433,"2016-12-16 09:00:00",25,73,3,1.5,41,24,22,1025.2,-1.2,50,-10.3,0,0.5,0,38,2
"G110002",54433,"2016-12-16 10:00:00",28,66,6,1.6,53,40,24,1024.8,1.2,38,-11.6,0,0.5,0,39,2
"G110002",54433,"2016-12-16 11:00:00",23,71,9,1.6,81,52,40,1023.7,3.2,35,-10.8,0,0.7,0,40,2
"G110002",54433,"2016-12-16 12:00:00",21,83,11,1.8,89,63,52,1022.3,4.6,33,-10.3,0,1.1,0,41,2
"G110002",54433,"2016-12-16 13:00:00",22,106,9,2.3,113,87,63,1020.8,5.6,28,-11.5,0,1.5,0,42,2
"G110002",54433,"2016-12-16 14:00:00",29,121,11,2.7,207,155,87,1019.7,7.3,27,-10.5,0,1,0,43,2
"G110002",54433,"2016-12-16 15:00:00",28,119,14,2.6,278,214,155,1018.9,6.9,32,-8.7,0,1.6,0,44,2
"G110002",54433,"2016-12-16 16:00:00",25,102,14,2.4,250,178,214,1018.3,6.4,33,-8.7,0,1.5,0,45,2
"G110002",54433,"2016-12-16 17:00:00",27,113,7,2.5,18,3,178,1018.2,4.6,37,-8.9,0,1.3,0,46,2
"G110002",54433,"2016-12-16 18:00:00",25,108,10,2.3,164,164,3,1018.3,1.9,45,-8.8,0,1.2,0,47,2
"G110002",54433,"2016-12-16 19:00:00",27,118,3,2.7,343,268,164,1018.3,1.2,48,-8.6,0,0.8,0,48,2
"G110002",54433,"2016-12-16 20:00:00",28,116,2,3,363,284,268,1018,-0.2,58,-7.5,0,0.4,1,49,2
"G110002",54433,"2016-12-16 21:00:00",30,117,2,3.2,356,281,284,1018.2,-0.2,53,-8.6,0,0.2,1,50,2
"G110002",54433,"2016-12-16 22:00:00",33,127,2,3.8,374,285,281,1018,-0.8,59,-7.8,0,1.5,1,51,2
"G110002",54433,"2016-12-16 23:00:00",35,127,2,3.7,271,178,285,1018.1,-2,63,-8.1,0,1.1,1,52,2
"G110002",54433,"2016-12-17 00:00:00",43,125,2,3.9,234,167,178,1018.3,-1.9,64,-7.8,0,0.9,1,53,2
"G110002",54433,"2016-12-17 01:00:00",69,130,3,4.7,299,226,167,1018.2,-2.8,66,-8.3,0,0.6,1,54,2
"G110002",54433,"2016-12-17 02:00:00",59,121,2,4.4,338,260,226,1018.5,-3.3,65,-8.9,0,0.3,1,55,2
"G110002",54433,"2016-12-17 03:00:00",39,95,2,1.9,226,167,260,1018.4,-2.8,61,-9.3,0,1.5,1,56,2
"G110002",54433,"2016-12-17 04:00:00",33,89,3,1.8,139,121,167,1018,-3.4,65,-9,0,1.2,1,57,2
"G110002",54433,"2016-12-17 05:00:00",42,101,2,2.8,174,145,121,1017.7,-3.5,67,-8.8,0,0.4,1,58,2
"G110002",54433,"2016-12-17 06:00:00",46,101,2,2.7,163,125,145,1017.6,-3.2,63,-9.3,0,1,1,59,2
"G110002",54433,"2016-12-17 07:00:00",33,95,2,2.2,138,107,125,1017.9,-3.1,62,-9.4,0,0.9,1,60,2
"G110002",54433,"2016-12-17 08:00:00",25,84,2,1.7,123,95,107,1018.2,-3.4,64,-9.2,0,1.1,1,61,2
"G110002",54433,"2016-12-17 09:00:00",25,74,5,1.7,106,82,95,1018.9,-1,55,-8.9,0,1.3,1,62,2
"G110002",54433,"2016-12-17 10:00:00",27,75,7,2.1,116,94,82,1019.4,0.6,54,-7.7,0,0.8,1,63,2
"G110002",54433,"2016-12-17 11:00:00",41,83,7,2.6,180,154,94,1019.2,2.1,51,-7,0,0.9,1,64,2
"G110002",54433,"2016-12-17 12:00:00",54,102,12,2.9,250,205,154,1018.2,3.8,46,-6.8,0,1.3,1,65,2
"G110002",54433,"2016-12-17 13:00:00",61,109,16,3.2,299,247,205,1017.5,5.3,45,-5.7,0,1,1,66,2
"G110002",54433,"2016-12-17 14:00:00",63,112,17,3.5,335,279,247,1017.1,5.5,43,-6.1,0,1.1,1,67,2
