country,year,gdp,Reunification
UK,1983,13171.94,0
UK,1984,13449.53,0
UK,1985,13975.58,0
UK,1986,14382.51,0
UK,1987,15125.92,0
UK,1988,15957.53,0
UK,1989,16326.29,0
UK,1990,16397.0,0
UK,1991,16166.05,0
UK,1992,16187.06,0
UK,1993,16550.36,0
UK,1994,17143.19,0
UK,1995,17530.76,0
UK,1996,17937.67,0
UK,1997,18772.62,0
UK,1998,19354.91,0
UK,1999,19880.45,0
UK,2000,20669.6,0
UK,2001,21119.92,0
UK,2002,21408.34,0
UK,2003,21980.62,0
USA,1960,11092.9,0
USA,1961,11190.41,0
USA,1962,11695.08,0
USA,1963,12030.29,0
USA,1964,12548.05,0
USA,1965,13197.45,0
USA,1966,13906.33,0
USA,1967,14133.0,0
USA,1968,14680.26,0
USA,1969,14991.43,0
USA,1970,14845.15,0
USA,1971,15141.3,0
USA,1972,15767.36,0
USA,1973,16499.29,0
USA,1974,16260.86,0
USA,1975,16068.21,0
USA,1976,16773.82,0
USA,1977,17373.85,0
USA,1978,18142.28,0
USA,1979,18511.24,0
USA,1980,18287.38,0
USA,1981,18568.33,0
USA,1982,18060.54,0
USA,1983,18716.48,0
USA,1984,19897.86,0
USA,1985,20544.65,0
USA,1986,21060.51,0
USA,1987,21594.19,0
USA,1988,22292.84,0
USA,1989,22894.24,0
USA,1990,23064.0,0
USA,1991,22733.21,0
USA,1992,23209.85,0
USA,1993,23536.11,0
USA,1994,24185.97,0
USA,1995,24541.24,0
USA,1996,25172.56,0
USA,1997,25977.37,0
USA,1998,26827.41,0
USA,1999,27791.04,0
USA,2000,28604.17,0
USA,2001,28593.09,0
USA,2002,28810.75,0
USA,2003,29362.73,0
West Germany,1960,9036.28,0
West Germany,1961,9329.37,0
West Germany,1962,9650.11,0
West Germany,1963,9828.45,0
West Germany,1964,10377.19,0
West Germany,1965,10811.45,0
West Germany,1966,11012.65,0
West Germany,1967,10953.23,0
West Germany,1968,11511.29,0
West Germany,1969,12251.23,0
West Germany,1970,12745.5,0
West Germany,1971,13006.29,0
West Germany,1972,13484.84,0
West Germany,1973,14058.97,0
West Germany,1974,14166.72,0
West Germany,1975,14094.98,0
West Germany,1976,14864.06,0
West Germany,1977,15394.1,0
West Germany,1978,15876.52,0
West Germany,1979,16526.13,0
West Germany,1980,16703.41,0
West Germany,1981,16760.04,0
West Germany,1982,16705.8,0
West Germany,1983,17027.3,0
West Germany,1984,17578.83,0
West Germany,1985,18033.62,0
West Germany,1986,18433.14,0
West Germany,1987,18687.82,0
West Germany,1988,19263.41,0
West Germany,1989,19816.23,0
West Germany,1990,20465.0,1
West Germany,1991,21234.47,1
West Germany,1992,21288.5,1
West Germany,1993,20667.13,1
West Germany,1994,20910.27,1
West Germany,1995,21018.34,1
West Germany,1996,21126.4,1
West Germany,1997,21477.61,1
West Germany,1998,21963.89,1
West Germany,1999,22396.15,1
West Germany,2000,23044.53,1
West Germany,2001,23395.73,1
West Germany,2002,23233.64,1
West Germany,2003,23044.53,1
