"munid","year","coalXpost","psoe","pp","podem","cs","vox","others"
"0244022",2011,0,41.5789473684211,45.5263157894737,8.1578947368421,1.05263157894737,0,3.68421052631578
"0244022",2015,0,30.6962025316456,34.1772151898734,18.0379746835443,8.86075949367089,0,8.22784810126583
"0244022",2016,0,27.3584905660377,36.1635220125786,20.440251572327,12.5786163522013,0,3.45911949685535
"0244022",2019,0,36.8098159509202,17.7914110429448,10.4294478527607,24.8466257668712,5.82822085889571,4.29447852760737
"0244023",2008,0,25,58.3333333333333,0,0,0,16.6666666666667
"0244023",2011,0,18.1818181818182,63.6363636363636,9.09090909090909,9.09090909090909,0,0
"0244023",2015,0,6.66666666666667,73.3333333333333,0,20,0,0
"0244023",2016,0,6.25,93.75,0,0,0,0
"0244023",2019,0,14.2857142857143,71.4285714285714,0,0,14.2857142857143,0
"0244024",2008,0,35.2941176470588,52.9411764705882,0,0,0,11.7647058823529
"0244024",2011,0,10.5263157894737,84.2105263157895,5.26315789473684,0,0,0
"0244024",2015,0,8.69565217391304,69.5652173913043,0,17.3913043478261,0,4.34782608695653
"0244024",2016,0,16,72,0,12,0,0
"0244024",2019,1,16.6666666666667,54.1666666666667,0,8.33333333333333,20.8333333333333,0
"0244025",2008,0,53.6865886218936,28.1782706921339,8.50277264325323,0.308071472581639,0,9.32429657013761
"0244025",2011,0,36.7228915662651,40.5060240963855,17.4939759036145,2.28915662650602,0,2.98795180722891
"0244025",2015,0,28.720983158853,24.032771961766,20.345926263086,13.4501593081475,0,13.4501593081475
"0244025",2016,0,33.5251438578934,27.3705278959219,23.8929196897673,12.9347010257693,0,2.27670753064798
"0244025",2019,0,36.4546104360257,14.9868954014772,17.012151536812,18.3702644746247,9.88801524898737,3.28806290207291
"0244026",2008,0,37.8048780487805,57.3170731707317,1.21951219512195,0,0,3.65853658536585
"0244026",2011,0,26.0869565217391,62.3188405797101,4.34782608695652,2.89855072463768,0,4.34782608695652
"0244026",2015,0,16.9014084507042,54.9295774647887,12.6760563380282,11.2676056338028,0,4.22535211267605
"0244026",2016,0,18.4210526315789,51.3157894736842,15.7894736842105,5.26315789473684,0,9.21052631578947
"0244026",2019,0,21.3333333333333,28,12,10.6666666666667,25.3333333333333,2.66666666666667
"0244027",2008,0,53.2544378698225,42.0118343195266,0.591715976331361,0,0,4.14201183431953
"0244027",2011,0,45.7142857142857,46.4285714285714,4.28571428571429,0,0,3.57142857142857
"0244027",2015,0,39.6694214876033,36.3636363636364,14.0495867768595,3.30578512396694,0,6.61157024793388
"0244027",2016,0,36.5853658536585,40.650406504065,17.8861788617886,2.4390243902439,0,2.4390243902439
"0244027",2019,0,36.9747899159664,26.0504201680672,18.4873949579832,13.4453781512605,4.20168067226891,0.840336134453793
"0244028",2008,0,36.3636363636364,53.9393939393939,0,0,0,9.69696969696969
"0244028",2011,0,29.4871794871795,64.1025641025641,1.28205128205128,1.28205128205128,0,3.84615384615385
"0244028",2015,0,22.5352112676056,55.6338028169014,7.74647887323944,10.5633802816901,0,3.52112676056338
"0244028",2016,0,26.6666666666667,53.3333333333333,8,9.33333333333333,0,2.66666666666666
"0244028",2019,0,29.7101449275362,47.8260869565217,5.79710144927536,14.4927536231884,1.44927536231884,0.724637681159422
"0244029",2008,0,55.0274223034735,38.2084095063985,1.82815356489945,0.182815356489945,0,4.75319926873857
"0244029",2011,0,39.1836734693878,47.1428571428571,9.79591836734694,1.83673469387755,0,2.0408163265306
"0244029",2015,0,34.2612419700214,35.7601713062098,11.9914346895075,10.0642398286938,0,7.92291220556746
"0244029",2016,0,42.2169811320755,35.6132075471698,12.7358490566038,7.54716981132075,0,1.88679245283018
"0244029",2019,0,44.6389496717724,14.8796498905908,9.19037199124726,20.1312910284464,9.19037199124726,1.96936542669584
"0244031",2008,0,49.4949494949495,45.4545454545455,0,0,0,5.05050505050505
"0244031",2011,0,38.8888888888889,59.7222222222222,1.38888888888889,0,0,0
"0244031",2015,0,37.5,43.75,6.25,12.5,0,0
"0244031",2016,0,33.8709677419355,48.3870967741936,3.2258064516129,14.5161290322581,0,0
"0244031",2019,0,36.5384615384615,32.6923076923077,5.76923076923077,9.61538461538461,13.4615384615385,1.92307692307692
"0244032",2008,0,47.0588235294118,47.0588235294118,0,5.88235294117647,0,0
"0244032",2011,0,41.6666666666667,33.3333333333333,0,16.6666666666667,0,8.33333333333333
"0244032",2015,0,61.5384615384615,15.3846153846154,15.3846153846154,7.69230769230769,0,0
"0244032",2016,0,45.4545454545455,18.1818181818182,0,36.3636363636364,0,0
"0244032",2019,0,61.5384615384615,7.69230769230769,0,30.7692307692308,0,0
"0244033",2008,0,50.4032258064516,37.9032258064516,0,0,0,11.6935483870968
"0244033",2011,0,35.7466063348416,54.7511312217195,4.07239819004525,2.26244343891403,0,3.16742081447964
"0244033",2015,0,30.3664921465969,48.1675392670157,9.94764397905759,7.32984293193717,0,4.18848167539267
"0244033",2016,0,27.3684210526316,52.6315789473684,11.5789473684211,6.84210526315789,0,1.57894736842105
"0244033",2019,0,36.6279069767442,25,5.81395348837209,13.953488372093,17.4418604651163,1.16279069767442
"0244034",2008,0,29.8387096774194,44.3548387096774,1.61290322580645,0,0,24.1935483870968
"0244034",2011,0,30.7692307692308,58.974358974359,4.27350427350427,2.56410256410256,0,3.41880341880342
"0244034",2015,0,20,49.0909090909091,10.9090909090909,11.8181818181818,0,8.18181818181819
"0244034",2016,0,22.2222222222222,57.4074074074074,10.1851851851852,9.25925925925926,0,0.925925925925924
"0244034",2019,0,25.7731958762887,32.9896907216495,10.3092783505155,19.5876288659794,9.27835051546392,2.06185567010309
"0244035",2008,0,20.2127659574468,69.1489361702128,1.06382978723404,1.06382978723404,0,8.51063829787235
"0244035",2011,0,12.2448979591837,73.469387755102,4.08163265306122,7.14285714285714,0,3.0612244897959
"0244035",2015,0,16.0493827160494,53.0864197530864,14.8148148148148,12.3456790123457,0,3.70370370370371
"0244035",2016,0,20.4545454545455,57.9545454545455,6.81818181818182,11.3636363636364,0,3.40909090909091
"0244035",2019,0,26.1904761904762,45.2380952380952,0,17.8571428571429,9.52380952380952,1.19047619047619
"0244036",2008,0,16.6666666666667,76.6666666666667,0,0,0,6.66666666666666
"0244036",2011,0,0,94.1176470588235,5.88235294117647,0,0,0
"0244036",2015,0,6.25,75,6.25,6.25,0,6.25
"0244036",2016,0,14.2857142857143,76.1904761904762,4.76190476190476,4.76190476190476,0,0
"0244036",2019,0,25,30,20,5,15,5
"0244037",2008,0,42.8969359331476,44.8467966573816,1.67130919220056,0.557103064066852,0,10.0278551532033
"0244037",2011,0,27.906976744186,57.5581395348837,6.97674418604651,2.61627906976744,0,4.94186046511628
"0244037",2015,0,17.7570093457944,41.1214953271028,23.98753894081,12.1495327102804,0,4.98442367601245
"0244037",2016,0,18.4126984126984,45.7142857142857,24.1269841269841,9.52380952380952,0,2.22222222222223
"0244037",2019,0,26.5861027190332,35.0453172205438,19.9395770392749,10.2719033232628,6.64652567975831,1.51057401812689
"0244038",2008,0,39.0476190476191,28.5714285714286,0,0,0,32.3809523809524
"0244038",2011,0,29.3478260869565,55.4347826086956,8.69565217391304,2.17391304347826,0,4.34782608695653
"0244038",2015,0,27.710843373494,42.1686746987952,15.6626506024096,6.02409638554217,0,8.43373493975903
"0244038",2016,0,35.3658536585366,42.6829268292683,12.1951219512195,8.53658536585366,0,1.21951219512195
"0244038",2019,0,42.5,23.75,7.5,16.25,7.5,2.5
"0244039",2008,0,33.6206896551724,56.4655172413793,0,0,0,9.91379310344828
"0244039",2011,0,16.9312169312169,74.6031746031746,2.11640211640212,3.17460317460317,0,3.17460317460318
"0244039",2015,0,14.375,68.125,5,8.125,0,4.375
"0244039",2016,0,17.6100628930818,68.5534591194968,3.77358490566038,9.43396226415094,0,0.628930817610069
"0244039",2019,0,21.2121212121212,40,5.45454545454545,10.9090909090909,19.3939393939394,3.03030303030303
"0244040",2008,0,42.603550295858,43.7869822485207,2.9585798816568,0,0,10.6508875739645
"0244040",2011,0,34.9397590361446,50.6024096385542,7.83132530120482,3.6144578313253,0,3.01204819277109
"0244040",2015,0,37.9746835443038,36.7088607594937,10.7594936708861,7.59493670886076,0,6.96202531645569
"0244040",2016,0,33.1210191082803,39.4904458598726,17.8343949044586,8.28025477707006,0,1.27388535031847
"0244040",2019,0,36.7088607594937,28.4810126582278,9.49367088607595,13.9240506329114,8.86075949367089,2.53164556962025
"0244041",2008,0,48.936170212766,25.531914893617,4.25531914893617,0,0,21.2765957446808
"0244041",2011,0,45.0980392156863,27.4509803921569,17.6470588235294,0,0,9.80392156862744
"0244041",2015,0,26.0869565217391,32.6086956521739,17.3913043478261,4.34782608695652,0,19.5652173913043
"0244041",2016,0,25,40.9090909090909,29.5454545454545,0,0,4.54545454545455
"0244041",2019,0,34.0909090909091,9.09090909090909,25,13.6363636363636,13.6363636363636,4.54545454545455
"0244042",2008,0,31.8181818181818,46.3636363636364,0.909090909090909,0.909090909090909,0,20
"0244042",2011,0,36.7816091954023,56.3218390804598,5.74712643678161,1.14942528735632,0,0
"0244042",2015,0,33.695652173913,38.0434782608696,15.2173913043478,9.78260869565217,0,3.26086956521739
"0244042",2016,0,35.5555555555556,47.7777777777778,10,6.66666666666667,0,0
"0244042",2019,0,34.5238095238095,36.9047619047619,5.95238095238095,9.52380952380952,13.0952380952381,0
"0244043",2008,0,25.8064516129032,45.1612903225806,0,0,0,29.0322580645161
"0244043",2011,0,25.531914893617,53.1914893617021,10.6382978723404,2.12765957446809,0,8.51063829787235
"0244043",2015,0,18.6666666666667,37.3333333333333,13.3333333333333,24,0,6.66666666666666
"0244043",2016,0,13.8888888888889,48.6111111111111,13.8888888888889,23.6111111111111,0,0
"0244043",2019,1,27.6923076923077,29.2307692307692,10.7692307692308,27.6923076923077,3.07692307692308,1.53846153846153
"0244044",2008,0,25.609756097561,43.9024390243902,1.21951219512195,0,0,29.2682926829268
"0244044",2011,0,20.5128205128205,66.6666666666667,6.41025641025641,0,0,6.41025641025641
"0244044",2015,0,12.8571428571429,71.4285714285714,7.14285714285714,5.71428571428571,0,2.85714285714286
"0244044",2016,0,12.6760563380282,66.1971830985916,4.22535211267606,8.45070422535211,0,8.45070422535211
"0244044",2019,0,14.0625,42.1875,3.125,23.4375,12.5,4.6875
"0244045",2008,0,33.003300330033,52.4752475247525,1.98019801980198,0.33003300330033,0,12.2112211221122
"0244045",2011,0,28.2392026578073,55.8139534883721,10.6312292358804,2.32558139534884,0,2.99003322259136
"0244045",2015,0,26.9230769230769,43.006993006993,12.2377622377622,10.8391608391608,0,6.99300699300699
"0244045",2016,0,26.0223048327138,46.0966542750929,15.6133828996283,10.0371747211896,0,2.23048327137546
"0244045",2019,0,36.9127516778523,22.1476510067114,9.39597315436242,13.0872483221477,14.4295302013423,4.02684563758389
"0244046",2008,0,72,16,0,0,0,12
"0244046",2011,0,59.0909090909091,36.3636363636364,2.27272727272727,0,0,2.27272727272727
"0244046",2015,0,48.3870967741936,35.4838709677419,6.45161290322581,3.2258064516129,0,6.45161290322581
"0244046",2016,0,41.1764705882353,38.2352941176471,8.82352941176471,8.82352941176471,0,2.94117647058823
"0244046",2019,0,40.625,28.125,3.125,21.875,6.25,0
"0244047",2008,0,36.2694300518135,40.4145077720207,0,0,0,23.3160621761658
"0244047",2011,0,21.875,60.625,13.125,0.625,0,3.75
"0244047",2015,0,17.7777777777778,56.2962962962963,10.3703703703704,5.18518518518519,0,10.3703703703704
"0244047",2016,0,18.9393939393939,57.5757575757576,13.6363636363636,5.3030303030303,0,4.54545454545455
"0244047",2019,0,37.9032258064516,27.4193548387097,11.2903225806452,13.7096774193548,4.03225806451613,5.64516129032258
"0244048",2008,0,45.5882352941176,44.1176470588235,1.47058823529412,1.47058823529412,0,7.35294117647059
"0244048",2011,0,42.3728813559322,54.2372881355932,1.69491525423729,0,0,1.69491525423729
"0244048",2015,0,25.4901960784314,62.7450980392157,7.84313725490196,1.96078431372549,0,1.9607843137255
"0244048",2016,0,28.8461538461538,51.9230769230769,11.5384615384615,7.69230769230769,0,0
"0244048",2019,0,29.7872340425532,29.7872340425532,4.25531914893617,8.51063829787234,23.4042553191489,4.25531914893617
"0244049",2008,0,48.7704918032787,37.431693989071,2.04918032786885,0,0,11.7486338797814
"0244049",2011,0,40.1913875598086,50.7177033492823,4.94417862838915,1.91387559808612,0,2.23285486443382
"0244049",2015,0,27.8955954323002,38.8254486133768,12.3980424143556,14.1924959216966,0,6.6884176182708
"0244049",2016,0,26.9867549668874,43.7086092715232,15.3973509933775,11.4238410596026,0,2.48344370860927
"0244049",2019,0,36.159169550173,28.2006920415225,11.7647058823529,15.2249134948097,6.40138408304498,2.24913494809688
"0244050",2008,0,38.0581728799672,41.5403523146252,1.51577222449816,1.7206063088898,0,17.1650962720197
"0244050",2011,0,24.0482822655525,59.7493036211699,7.19591457753018,3.89972144846797,0,5.10677808727948
"0244050",2015,0,23.9657631954351,37.5653827864955,12.5059438896814,18.1645268663814,0,7.79838326200665
"0244050",2016,0,23.7142857142857,45.0952380952381,13,15.4285714285714,0,2.76190476190476
"0244050",2019,0,31.5354501957373,23.6624619399739,7.39451935624184,22.2705524140931,12.78816876903,2.34884732492388
"0244051",2008,0,44.9032258064516,34.3225806451613,0.989247311827957,0.129032258064516,0,19.6559139784946
"0244051",2011,0,35.3279080899952,54.4758257539493,4.26041168022978,2.53709909047391,0,3.39875538535185
"0244051",2015,0,29.5210166177908,39.3939393939394,12.8054740957967,13.0987292277615,0,5.18084066471164
"0244051",2016,0,30.3699897225077,43.8335046248715,12.6927029804728,10.5344295991778,0,2.56937307297019
"0244051",2019,0,32.5488232348523,34.6519779669504,8.41261892839259,12.1181772658988,8.91337005508262,3.35503254882323
"0244052",2008,0,39.622641509434,54.7169811320755,0,0,0,5.66037735849056
"0244052",2011,0,25.4237288135593,66.1016949152542,1.69491525423729,3.38983050847458,0,3.38983050847457
"0244052",2015,0,25.9259259259259,55.5555555555556,9.25925925925926,3.7037037037037,0,5.55555555555556
"0244052",2016,0,21.4285714285714,58.9285714285714,12.5,7.14285714285714,0,0
"0244052",2019,0,20.4081632653061,48.9795918367347,4.08163265306122,14.2857142857143,12.2448979591837,0
"0244053",2008,0,23.5294117647059,50.5882352941176,0,0,0,25.8823529411765
"0244053",2011,0,21.0526315789474,67.1052631578947,5.26315789473684,2.63157894736842,0,3.94736842105263
"0244053",2015,0,27.3972602739726,43.8356164383562,2.73972602739726,20.5479452054795,0,5.47945205479452
"0244053",2016,0,26.9230769230769,47.4358974358974,1.28205128205128,20.5128205128205,0,3.84615384615384
"0244053",2019,0,32.0987654320988,35.8024691358025,0,25.9259259259259,3.7037037037037,2.46913580246914
"0244054",2008,0,32.6923076923077,48.0769230769231,4.80769230769231,0.961538461538462,0,13.4615384615385
"0244054",2011,0,23.7113402061856,61.8556701030928,9.27835051546392,2.06185567010309,0,3.09278350515464
"0244054",2015,0,17.7777777777778,51.1111111111111,17.7777777777778,6.66666666666667,0,6.66666666666666
"0244054",2016,0,18.8235294117647,51.7647058823529,16.4705882352941,9.41176470588235,0,3.52941176470588
"0244054",2019,0,25.3164556962025,39.2405063291139,8.86075949367089,15.1898734177215,10.126582278481,1.26582278481013
"0244055",2008,0,43.0379746835443,49.3670886075949,1.26582278481013,0,0,6.32911392405063
"0244055",2011,0,30.6451612903226,62.9032258064516,3.2258064516129,0,0,3.2258064516129
"0244055",2015,0,25.4901960784314,47.0588235294118,9.80392156862745,9.80392156862745,0,7.84313725490196
"0244055",2016,0,19.6428571428571,51.7857142857143,7.14285714285714,12.5,0,8.92857142857143
"0244055",2019,0,26.7857142857143,37.5,3.57142857142857,12.5,19.6428571428571,0
"0244056",2008,0,40.9937888198758,47.8260869565217,1.44927536231884,0,0,9.73084886128365
"0244056",2011,0,27.6497695852535,61.7511520737327,5.76036866359447,2.76497695852535,0,2.07373271889401
"0244056",2015,0,23.1671554252199,53.9589442815249,6.158357771261,10.2639296187683,0,6.45161290322581
"0244056",2016,0,20.1754385964912,58.7719298245614,10.233918128655,9.35672514619883,0,1.46198830409357
"0244056",2019,0,27.2727272727273,34.0175953079179,5.27859237536657,9.67741935483871,21.7008797653959,2.05278592375367
"0244059",2008,0,37.280701754386,49.3421052631579,1.97368421052632,0.219298245614035,0,11.1842105263158
"0244059",2011,0,25.3456221198157,61.0599078341014,5.99078341013825,3.45622119815668,0,4.14746543778801
"0244059",2015,0,20.8037825059102,45.6264775413712,8.03782505910165,20.8037825059102,0,4.72813238770685
"0244059",2016,0,21.1165048543689,53.1553398058252,9.22330097087379,13.8349514563107,0,2.66990291262135
"0244059",2019,0,31.5789473684211,34.324942791762,7.09382151029748,14.6453089244851,10.0686498855835,2.2883295194508
"0244060",2008,0,35.7142857142857,32.1428571428571,0,0,0,32.1428571428571
"0244060",2011,0,14.7058823529412,73.5294117647059,11.7647058823529,0,0,0
"0244060",2015,0,17.1428571428571,57.1428571428571,11.4285714285714,11.4285714285714,0,2.85714285714286
"0244060",2016,0,12.5,68.75,15.625,3.125,0,0
"0244060",2019,0,14.2857142857143,35.7142857142857,7.14285714285714,3.57142857142857,39.2857142857143,0
"0244061",2008,0,46.9135802469136,19.7530864197531,0,0,0,33.3333333333333
"0244061",2011,0,23.6363636363636,65.4545454545455,1.81818181818182,3.63636363636364,0,5.45454545454545
"0244061",2015,0,24.0740740740741,50,9.25925925925926,11.1111111111111,0,5.55555555555556
"0244061",2016,0,15.6862745098039,50.9803921568627,15.6862745098039,13.7254901960784,0,3.92156862745098
"0244061",2019,1,38.4615384615385,21.5384615384615,4.61538461538461,24.6153846153846,6.15384615384615,4.61538461538461
"0244062",2008,0,28.5714285714286,59.5238095238095,2.38095238095238,0,0,9.52380952380952
"0244062",2011,0,38.2352941176471,61.7647058823529,0,0,0,0
"0244062",2015,0,34.6153846153846,57.6923076923077,0,3.84615384615385,0,3.84615384615385
