FIPS,State,year,month,civilian,total,percent,total_emp,perc_emp,total_unem,perc_unem
48,Texas,1976,7,8974000,5732915,63.9,5395557,60.1,337358,5.9
49,Utah,1976,7,837000,527210,63.0,498273,59.5,28937,5.5
50,Vermont,1976,7,343000,218925,63.8,200721,58.5,18204,8.3
51,Virginia,1976,7,3583000,2341316,65.3,2205025,61.5,136291,5.8
53,Washington,1976,7,2636000,1617348,61.4,1475933,56.0,141415,8.7
54,West Virginia,1976,7,1369000,708875,51.8,657571,48.0,51304,7.2
55,Wisconsin,1976,7,3267000,2147574,65.7,2033622,62.2,113952,5.3
56,Wyoming,1976,7,276000,181523,65.8,174732,63.3,6791,3.7
1,Alabama,1976,8,2641000,1505121,57.0,1404636,53.2,100485,6.7
2,Alaska,1976,8,243000,166416,68.5,153715,63.3,12701,7.6
4,Arizona,1976,8,1658000,987541,59.6,892485,53.8,95056,9.6
5,Arkansas,1976,8,1548000,894755,57.8,835190,54.0,59565,6.7
6,California,1976,8,15879000,9943383,62.6,9037097,56.9,906286,9.1
37,Los Angeles County,1976,8,5335000,3402483,63.8,3103316,58.2,299167,8.8
8,Colorado,1976,8,1865000,1239866,66.5,1166313,62.5,73553,5.9
9,Connecticut,1976,8,2263000,1461961,64.6,1330847,58.8,131114,9.0
10,Delaware,1976,8,422000,263947,62.5,240436,57.0,23511,8.9
11,District of Columbia,1976,8,517000,330756,64.0,302555,58.5,28201,8.5
12,Florida,1976,8,6532000,3607644,55.2,3280710,50.2,326934,9.1
13,Georgia,1976,8,3567000,2280846,63.9,2099313,58.9,181533,8.0
15,Hawaii,1976,8,594000,410357,69.1,373926,63.0,36431,8.9
16,Idaho,1976,8,592000,375109,63.4,354023,59.8,21086,5.6
17,Illinois,1976,8,8192000,5158806,63.0,4818730,58.8,340076,6.6
18,Indiana,1976,8,3819000,2450242,64.2,2311280,60.5,138962,5.7
19,Iowa,1976,8,2086000,1339651,64.2,1287034,61.7,52617,3.9
20,Kansas,1976,8,1651000,1082510,65.6,1038432,62.9,44078,4.1
21,Kentucky,1976,8,2494000,1495671,60.0,1415395,56.8,80276,5.4
22,Louisiana,1976,8,2718000,1538687,56.6,1433303,52.7,105384,6.8
23,Maine,1976,8,775000,477210,61.6,436562,56.3,40648,8.5
24,Maryland,1976,8,2984000,1919926,64.3,1792801,60.1,127125,6.6
25,Massachusetts,1976,8,4217000,2736966,64.9,2480126,58.8,256840,9.4
26,Michigan,1976,8,6462000,4001428,61.9,3637189,56.3,364239,9.1
27,Minnesota,1976,8,2819000,1860447,66.0,1755105,62.3,105342,5.7
28,Mississippi,1976,8,1662000,972756,58.5,911266,54.8,61490,6.3
29,Missouri,1976,8,3493000,2137004,61.2,2002746,57.3,134258,6.3
30,Montana,1976,8,538000,334898,62.2,315090,58.6,19808,5.9
31,Nebraska,1976,8,1103000,719393,65.2,697327,63.2,22066,3.1
32,Nevada,1976,8,466000,330696,71.0,302339,64.9,28357,8.6
33,New Hampshire,1976,8,604000,402883,66.7,377207,62.5,25676,6.4
34,New Jersey,1976,8,5389000,3331284,61.8,2984381,55.4,346903,10.4
35,New Mexico,1976,8,813000,491177,60.4,448792,55.2,42385,8.6
36,New York,1976,8,13231000,7697049,58.2,6910069,52.2,786980,10.2
51000,New York city,1976,8,5677000,3082731,54.3,2739158,48.3,343573,11.1
37,North Carolina,1976,8,3948000,2615329,66.2,2460401,62.3,154928,5.9
38,North Dakota,1976,8,448000,282200,63.0,271148,60.5,11052,3.9
39,Ohio,1976,8,7738000,4748526,61.4,4393870,56.8,354656,7.5
40,Oklahoma,1976,8,2027000,1193335,58.9,1127599,55.6,65736,5.5
41,Oregon,1976,8,1745000,1102501,63.2,1001472,57.4,101029,9.2
42,Pennsylvania,1976,8,8816000,5141829,58.3,4736852,53.7,404977,7.9
44,Rhode Island,1976,8,697000,441117,63.3,406023,58.3,35094,8.0
45,South Carolina,1976,8,2014000,1298899,64.5,1210629,60.1,88270,6.8
46,South Dakota,1976,8,482000,311636,64.7,301341,62.5,10295,3.3
47,Tennessee,1976,8,3122000,1869160,59.9,1755915,56.2,113245,6.1
48,Texas,1976,8,8997000,5748413,63.9,5414486,60.2,333927,5.8
49,Utah,1976,8,840000,529123,63.0,500375,59.6,28748,5.4
50,Vermont,1976,8,344000,219150,63.7,201245,58.5,17905,8.2
51,Virginia,1976,8,3590000,2345276,65.3,2208979,61.5,136297,5.8
53,Washington,1976,8,2643000,1630362,61.7,1485599,56.2,144763,8.9
54,West Virginia,1976,8,1371000,706460,51.5,656636,47.9,49824,7.1
55,Wisconsin,1976,8,3272000,2153381,65.8,2038648,62.3,114733,5.3
56,Wyoming,1976,8,277000,182561,65.9,175824,63.5,6737,3.7
1,Alabama,1976,9,2645000,1509649,57.1,1407083,53.2,102566,6.8
2,Alaska,1976,9,243000,167180,68.8,153851,63.3,13329,8.0
4,Arizona,1976,9,1665000,993413,59.7,898289,54.0,95124,9.6
5,Arkansas,1976,9,1552000,896624,57.8,837593,54.0,59031,6.6
6,California,1976,9,15916000,9982133,62.7,9062648,56.9,919485,9.2
37,Los Angeles County,1976,9,5341000,3405877,63.8,3103689,58.1,302188,8.9
8,Colorado,1976,9,1870000,1246348,66.6,1170214,62.6,76134,6.1
9,Connecticut,1976,9,2265000,1461610,64.5,1332667,58.8,128943,8.8
10,Delaware,1976,9,422000,264516,62.7,240732,57.0,23784,9.0
11,District of Columbia,1976,9,516000,330093,64.0,301461,58.4,28632,8.7
12,Florida,1976,9,6549000,3611679,55.1,3284182,50.1,327497,9.1
13,Georgia,1976,9,3574000,2288373,64.0,2105436,58.9,182937,8.0
15,Hawaii,1976,9,596000,410704,68.9,374686,62.9,36018,8.8
16,Idaho,1976,9,594000,376968,63.5,355686,59.9,21282,5.6
17,Illinois,1976,9,8200000,5159507,62.9,4821126,58.8,338381,6.6
18,Indiana,1976,9,3823000,2452705,64.2,2312824,60.5,139881,5.7
19,Iowa,1976,9,2089000,1342976,64.3,1290218,61.8,52758,3.9
20,Kansas,1976,9,1653000,1085274,65.7,1041128,63.0,44146,4.1
21,Kentucky,1976,9,2499000,1496361,59.9,1417188,56.7,79173,5.3
22,Louisiana,1976,9,2723000,1542014,56.6,1436017,52.7,105997,6.9
23,Maine,1976,9,777000,477240,61.4,436065,56.1,41175,8.6
24,Maryland,1976,9,2988000,1923870,64.4,1795726,60.1,128144,6.7
25,Massachusetts,1976,9,4220000,2740809,64.9,2487985,59.0,252824,9.2
26,Michigan,1976,9,6470000,4005290,61.9,3643758,56.3,361532,9.0
27,Minnesota,1976,9,2823000,1866528,66.1,1759271,62.3,107257,5.7
28,Mississippi,1976,9,1665000,974831,58.5,912030,54.8,62801,6.4
29,Missouri,1976,9,3497000,2144329,61.3,2007558,57.4,136771,6.4
30,Montana,1976,9,539000,336167,62.4,316209,58.7,19958,5.9
31,Nebraska,1976,9,1104000,721181,65.3,698890,63.3,22291,3.1
32,Nevada,1976,9,469000,332594,70.9,303985,64.8,28609,8.6
33,New Hampshire,1976,9,606000,404352,66.7,378725,62.5,25627,6.3
34,New Jersey,1976,9,5394000,3336447,61.9,2987935,55.4,348512,10.4
35,New Mexico,1976,9,815000,493080,60.5,450077,55.2,43003,8.7
36,New York,1976,9,13233000,7691659,58.1,6903919,52.2,787740,10.2
51000,New York city,1976,9,5672000,3081830,54.3,2739239,48.3,342591,11.1
37,North Carolina,1976,9,3955000,2617712,66.2,2460023,62.2,157689,6.0
38,North Dakota,1976,9,448000,282985,63.2,271679,60.6,11306,4.0
39,Ohio,1976,9,7745000,4748258,61.3,4394507,56.7,353751,7.5
40,Oklahoma,1976,9,2030000,1195031,58.9,1129978,55.7,65053,5.4
41,Oregon,1976,9,1751000,1109625,63.4,1007029,57.5,102596,9.2
42,Pennsylvania,1976,9,8822000,5145831,58.3,4741596,53.7,404235,7.9
44,Rhode Island,1976,9,698000,441067,63.2,405075,58.0,35992,8.2
45,South Carolina,1976,9,2018000,1300801,64.5,1212463,60.1,88338,6.8
46,South Dakota,1976,9,482000,312405,64.8,301733,62.6,10672,3.4
47,Tennessee,1976,9,3129000,1877764,60.0,1762321,56.3,115443,6.1
48,Texas,1976,9,9021000,5760462,63.9,5429512,60.2,330950,5.7
49,Utah,1976,9,842000,530674,63.0,501982,59.6,28692,5.4
50,Vermont,1976,9,345000,219230,63.5,201667,58.5,17563,8.0
51,Virginia,1976,9,3598000,2349043,65.3,2213245,61.5,135798,5.8
53,Washington,1976,9,2650000,1642767,62.0,1494839,56.4,147928,9.0
54,West Virginia,1976,9,1374000,704288,51.3,655887,47.7,48401,6.9
55,Wisconsin,1976,9,3276000,2157929,65.9,2042335,62.3,115594,5.4
56,Wyoming,1976,9,278000,183449,66.0,176702,63.6,6747,3.7
1,Alabama,1976,10,2650000,1514447,57.1,1409795,53.2,104652,6.9
2,Alaska,1976,10,244000,167790,68.8,153868,63.1,13922,8.3
4,Arizona,1976,10,1671000,999463,59.8,904453,54.1,95010,9.5
5,Arkansas,1976,10,1555000,898793,57.8,839863,54.0,58930,6.6
6,California,1976,10,15954000,10020044,62.8,9089492,57.0,930552,9.3
37,Los Angeles County,1976,10,5346000,3409972,63.8,3105661,58.1,304311,8.9
8,Colorado,1976,10,1876000,1253820,66.8,1175284,62.6,78536,6.3
9,Connecticut,1976,10,2267000,1460490,64.4,1333848,58.8,126642,8.7
10,Delaware,1976,10,423000,265109,62.7,241053,57.0,24056,9.1
11,District of Columbia,1976,10,516000,329502,63.9,300500,58.2,29002,8.8
12,Florida,1976,10,6567000,3615025,55.0,3286676,50.0,328349,9.1
13,Georgia,1976,10,3582000,2295743,64.1,2110772,58.9,184971,8.1
15,Hawaii,1976,10,597000,411303,68.9,375500,62.9,35803,8.7
16,Idaho,1976,10,595000,378803,63.7,357186,60.0,21617,5.7
17,Illinois,1976,10,8209000,5161172,62.9,4826180,58.8,334992,6.5
18,Indiana,1976,10,3828000,2452800,64.1,2311115,60.4,141685,5.8
19,Iowa,1976,10,2091000,1347410,64.4,1294102,61.9,53308,4.0
20,Kansas,1976,10,1655000,1087745,65.7,1043241,63.0,44504,4.1
21,Kentucky,1976,10,2503000,1497599,59.8,1419389,56.7,78210,5.2
22,Louisiana,1976,10,2729000,1544486,56.6,1438250,52.7,106236,6.9
23,Maine,1976,10,778000,477449,61.4,435542,56.0,41907,8.8
24,Maryland,1976,10,2993000,1927709,64.4,1798458,60.1,129251,6.7
25,Massachusetts,1976,10,4224000,2741315,64.9,2492084,59.0,249231,9.1
26,Michigan,1976,10,6477000,4010071,61.9,3649206,56.3,360865,9.0
27,Minnesota,1976,10,2827000,1871691,66.2,1762742,62.4,108949,5.8
28,Mississippi,1976,10,1667000,976863,58.6,912806,54.8,64057,6.6
29,Missouri,1976,10,3501000,2150638,61.4,2011493,57.5,139145,6.5
30,Montana,1976,10,540000,337644,62.5,317497,58.8,20147,6.0
31,Nebraska,1976,10,1105000,722709,65.4,700287,63.4,22422,3.1
32,Nevada,1976,10,471000,334508,71.0,305580,64.9,28928,8.6
33,New Hampshire,1976,10,608000,405650,66.7,379970,62.5,25680,6.3
34,New Jersey,1976,10,5398000,3341949,61.9,2991372,55.4,350577,10.5
35,New Mexico,1976,10,818000,495215,60.5,451379,55.2,43836,8.9
36,New York,1976,10,13234000,7684134,58.1,6897272,52.1,786862,10.2
51000,New York city,1976,10,5666000,3079423,54.3,2738977,48.3,340446,11.1
37,North Carolina,1976,10,3963000,2619883,66.1,2458321,62.0,161562,6.2
38,North Dakota,1976,10,449000,283528,63.1,272003,60.6,11525,4.1
39,Ohio,1976,10,7752000,4750895,61.3,4395543,56.7,355352,7.5
40,Oklahoma,1976,10,2034000,1197318,58.9,1132849,55.7,64469,5.4
41,Oregon,1976,10,1756000,1116143,63.6,1012091,57.6,104052,9.3
42,Pennsylvania,1976,10,8828000,5150807,58.3,4743684,53.7,407123,7.9
44,Rhode Island,1976,10,699000,441421,63.2,404409,57.9,37012,8.4
45,South Carolina,1976,10,2023000,1303240,64.4,1214447,60.0,88793,6.8
46,South Dakota,1976,10,483000,313053,64.8,302045,62.5,11008,3.5
47,Tennessee,1976,10,3135000,1885881,60.2,1768008,56.4,117873,6.3
48,Texas,1976,10,9044000,5772866,63.8,5442664,60.2,330202,5.7
49,Utah,1976,10,845000,532107,63.0,503267,59.6,28840,5.4
50,Vermont,1976,10,345000,219366,63.6,202110,58.6,17256,7.9
51,Virginia,1976,10,3605000,2352889,65.3,2217915,61.5,134974,5.7
53,Washington,1976,10,2657000,1653777,62.2,1502690,56.6,151087,9.1
54,West Virginia,1976,10,1376000,703408,51.1,655510,47.6,47898,6.8
55,Wisconsin,1976,10,3281000,2161240,65.9,2044855,62.3,116385,5.4
56,Wyoming,1976,10,279000,184315,66.1,177487,63.6,6828,3.7
1,Alabama,1976,11,2654000,1519811,57.3,1412921,53.2,106890,7.0
2,Alaska,1976,11,244000,168258,69.0,153794,63.0,14464,8.6
4,Arizona,1976,11,1678000,1005364,59.9,910597,54.3,94767,9.4
5,Arkansas,1976,11,1558000,901341,57.9,842135,54.1,59206,6.6
6,California,1976,11,15991000,10057937,62.9,9120389,57.0,937548,9.3
37,Los Angeles County,1976,11,5351000,3414552,63.8,3109521,58.1,305031,8.9
8,Colorado,1976,11,1881000,1261349,67.1,1180591,62.8,80758,6.4
9,Connecticut,1976,11,2270000,1459621,64.3,1335330,58.8,124291,8.5
10,Delaware,1976,11,424000,265836,62.7,241509,57.0,24327,9.2
11,District of Columbia,1976,11,515000,328979,63.9,299729,58.2,29250,8.9
12,Florida,1976,11,6584000,3618451,55.0,3289366,50.0,329085,9.1
13,Georgia,1976,11,3590000,2302597,64.1,2115728,58.9,186869,8.1
15,Hawaii,1976,11,599000,412145,68.8,376474,62.9,35671,8.7
16,Idaho,1976,11,597000,380682,63.8,358606,60.1,22076,5.8
17,Illinois,1976,11,8218000,5166453,62.9,4835787,58.8,330666,6.4
18,Indiana,1976,11,3833000,2451136,63.9,2307957,60.2,143179,5.8
19,Iowa,1976,11,2093000,1352912,64.6,1298854,62.1,54058,4.0
20,Kansas,1976,11,1658000,1090148,65.8,1045111,63.0,45037,4.1
21,Kentucky,1976,11,2507000,1500135,59.8,1422507,56.7,77628,5.2
22,Louisiana,1976,11,2734000,1546793,56.6,1440358,52.7,106435,6.9
23,Maine,1976,11,780000,477981,61.3,435208,55.8,42773,8.9
24,Maryland,1976,11,2997000,1931829,64.5,1801646,60.1,130183,6.7
25,Massachusetts,1976,11,4227000,2738644,64.8,2492649,59.0,245995,9.0
26,Michigan,1976,11,6485000,4017008,61.9,3655726,56.4,361282,9.0
27,Minnesota,1976,11,2831000,1876237,66.3,1766050,62.4,110187,5.9
28,Mississippi,1976,11,1670000,978822,58.6,913557,54.7,65265,6.7
29,Missouri,1976,11,3505000,2155782,61.5,2015230,57.5,140552,6.5
30,Montana,1976,11,542000,339163,62.6,318803,58.8,20360,6.0
31,Nebraska,1976,11,1106000,724199,65.5,701693,63.4,22506,3.1
32,Nevada,1976,11,474000,336491,71.0,307303,64.8,29188,8.7
33,New Hampshire,1976,11,610000,406994,66.7,381158,62.5,25836,6.3
34,New Jersey,1976,11,5403000,3348160,62.0,2995183,55.4,352977,10.5
35,New Mexico,1976,11,820000,497601,60.7,452921,55.2,44680,9.0
36,New York,1976,11,13235000,7678510,58.0,6893843,52.1,784667,10.2
51000,New York city,1976,11,5660000,3076833,54.4,2739097,48.4,337736,11.0
37,North Carolina,1976,11,3971000,2622472,66.0,2456782,61.9,165690,6.3
38,North Dakota,1976,11,449000,283975,63.2,272196,60.6,11779,4.1
39,Ohio,1976,11,7759000,4756815,61.3,4399284,56.7,357531,7.5
40,Oklahoma,1976,11,2038000,1200617,58.9,1136665,55.8,63952,5.3
41,Oregon,1976,11,1761000,1121842,63.7,1016783,57.7,105059,9.4
42,Pennsylvania,1976,11,8835000,5157677,58.4,4744837,53.7,412840,8.0
44,Rhode Island,1976,11,700000,442229,63.2,404217,57.7,38012,8.6
45,South Carolina,1976,11,2027000,1306377,64.4,1216485,60.0,89892,6.9
46,South Dakota,1976,11,483000,313656,64.9,302342,62.6,11314,3.6
47,Tennessee,1976,11,3142000,1894081,60.3,1773459,56.4,120622,6.4
48,Texas,1976,11,9067000,5788621,63.8,5456390,60.2,332231,5.7
49,Utah,1976,11,847000,533597,63.0,504477,59.6,29120,5.5
50,Vermont,1976,11,346000,219725,63.5,202700,58.6,17025,7.7
51,Virginia,1976,11,3612000,2357368,65.3,2223244,61.6,134124,5.7
53,Washington,1976,11,2664000,1662926,62.4,1508919,56.6,154007,9.3
54,West Virginia,1976,11,1378000,704057,51.1,655743,47.6,48314,6.9
55,Wisconsin,1976,11,3286000,2164150,65.9,2046725,62.3,117425,5.4
56,Wyoming,1976,11,280000,185232,66.2,178305,63.7,6927,3.7
1,Alabama,1976,12,2659000,1525827,57.4,1416558,53.3,109269,7.2
2,Alaska,1976,12,245000,168729,68.9,153764,62.8,14965,8.9
4,Arizona,1976,12,1684000,1010968,60.0,916504,54.4,94464,9.3
5,Arkansas,1976,12,1561000,904128,57.9,844483,54.1,59645,6.6
6,California,1976,12,16029000,10096320,63.0,9157978,57.1,938342,9.3
37,Los Angeles County,1976,12,5356000,3419226,63.8,3115416,58.2,303810,8.9
8,Colorado,1976,12,1887000,1267965,67.2,1185243,62.8,82722,6.5
9,Connecticut,1976,12,2272000,1460013,64.3,1338214,58.9,121799,8.3
10,Delaware,1976,12,424000,266789,62.9,242278,57.1,24511,9.2
11,District of Columbia,1976,12,515000,328590,63.8,299282,58.1,29308,8.9
12,Florida,1976,12,6602000,3623116,54.9,3294008,49.9,329108,9.1
13,Georgia,1976,12,3597000,2308443,64.2,2120947,59.0,187496,8.1
15,Hawaii,1976,12,600000,413102,68.9,377652,62.9,35450,8.6
16,Idaho,1976,12,599000,382595,63.9,360070,60.1,22525,5.9
17,Illinois,1976,12,8226000,5176898,62.9,4851125,59.0,325773,6.3
18,Indiana,1976,12,3837000,2449493,63.8,2305881,60.1,143612,5.9
19,Iowa,1976,12,2095000,1359146,64.9,1304426,62.3,54720,4.0
20,Kansas,1976,12,1660000,1092638,65.8,1047167,63.1,45471,4.2
21,Kentucky,1976,12,2511000,1504306,59.9,1427009,56.8,77297,5.1
22,Louisiana,1976,12,2740000,1549828,56.6,1443275,52.7,106553,6.9
23,Maine,1976,12,781000,478753,61.3,435270,55.7,43483,9.1
24,Maryland,1976,12,3002000,1936427,64.5,1806057,60.2,130370,6.7
25,Massachusetts,1976,12,4231000,2734512,64.6,2491762,58.9,242750,8.9
26,Michigan,1976,12,6493000,4025914,62.0,3665132,56.4,360782,9.0
27,Minnesota,1976,12,2835000,1880772,66.3,1769888,62.4,110884,5.9
28,Mississippi,1976,12,1673000,980708,58.6,914229,54.6,66479,6.8
29,Missouri,1976,12,3509000,2159928,61.6,2019695,57.6,140233,6.5
30,Montana,1976,12,543000,340542,62.7,320032,58.9,20510,6.0
31,Nebraska,1976,12,1107000,725854,65.6,703293,63.5,22561,3.1
32,Nevada,1976,12,476000,338492,71.1,309309,65.0,29183,8.6
33,New Hampshire,1976,12,612000,408535,66.8,382533,62.5,26002,6.4
34,New Jersey,1976,12,5407000,3354816,62.0,3000486,55.5,354330,10.6
35,New Mexico,1976,12,823000,500021,60.8,454863,55.3,45158,9.0
36,New York,1976,12,13237000,7677887,58.0,6896742,52.1,781145,10.2
51000,New York city,1976,12,5654000,3074891,54.4,2740292,48.5,334599,10.9
37,North Carolina,1976,12,3978000,2626102,66.0,2457392,61.8,168710,6.4
38,North Dakota,1976,12,450000,284456,63.2,272406,60.5,12050,4.2
39,Ohio,1976,12,7766000,4765878,61.4,4408359,56.8,357519,7.5
40,Oklahoma,1976,12,2041000,1205019,59.0,1141451,55.9,63568,5.3
41,Oregon,1976,12,1766000,1126674,63.8,1021476,57.8,105198,9.3
42,Pennsylvania,1976,12,8841000,5165781,58.4,4747630,53.7,418151,8.1
44,Rhode Island,1976,12,701000,443359,63.2,404581,57.7,38778,8.7
45,South Carolina,1976,12,2032000,1309983,64.5,1218598,60.0,91385,7.0
46,South Dakota,1976,12,484000,314251,64.9,302710,62.5,11541,3.7
47,Tennessee,1976,12,3148000,1902750,60.4,1779576,56.5,123174,6.5
48,Texas,1976,12,9091000,5808871,63.9,5473400,60.2,335471,5.8
49,Utah,1976,12,850000,535252,63.0,505850,59.5,29402,5.5
50,Vermont,1976,12,347000,220391,63.5,203518,58.7,16873,7.7
51,Virginia,1976,12,3620000,2362512,65.3,2229219,61.6,133293,5.6
53,Washington,1976,12,2671000,1670136,62.5,1513953,56.7,156183,9.4
54,West Virginia,1976,12,1381000,705922,51.1,656747,47.6,49175,7.0
55,Wisconsin,1976,12,3290000,2167060,65.9,2048919,62.3,118141,5.5
56,Wyoming,1976,12,281000,186275,66.3,179265,63.8,7010,3.8
1,Alabama,1977,1,2663000,1532500,57.5,1420756,53.4,111744,7.3
2,Alaska,1977,1,245000,169309,69.1,153861,62.8,15448,9.1
4,Arizona,1977,1,1690000,1016746,60.2,922388,54.6,94358,9.3
5,Arkansas,1977,1,1565000,907157,58.0,847017,54.1,60140,6.6
6,California,1977,1,16066000,10137699,63.1,9204162,57.3,933537,9.2
37,Los Angeles County,1977,1,5362000,3425617,63.9,3124784,58.3,300833,8.8
8,Colorado,1977,1,1892000,1273628,67.3,1189423,62.9,84205,6.6
9,Connecticut,1977,1,2274000,1462469,64.3,1343245,59.1,119224,8.2
10,Delaware,1977,1,425000,268020,63.1,243447,57.3,24573,9.2
11,District of Columbia,1977,1,515000,328434,63.8,299236,58.1,29198,8.9
12,Florida,1977,1,6619000,3630976,54.9,3302385,49.9,328591,9.0
13,Georgia,1977,1,3605000,2313375,64.2,2127069,59.0,186306,8.1
15,Hawaii,1977,1,601000,414171,68.9,379072,63.1,35099,8.5
16,Idaho,1977,1,601000,384586,64.0,361733,60.2,22853,5.9
17,Illinois,1977,1,8235000,5193912,63.1,4872374,59.2,321538,6.2
18,Indiana,1977,1,3842000,2450491,63.8,2307252,60.1,143239,5.8
19,Iowa,1977,1,2098000,1365628,65.1,1310500,62.5,55128,4.0
20,Kansas,1977,1,1662000,1095411,65.9,1049736,63.2,45675,4.2
21,Kentucky,1977,1,2516000,1510207,60.0,1433142,57.0,77065,5.1
22,Louisiana,1977,1,2745000,1554869,56.6,1448136,52.8,106733,6.9
23,Maine,1977,1,782000,479593,61.3,435759,55.7,43834,9.1
24,Maryland,1977,1,3006000,1942032,64.6,1812177,60.3,129855,6.7
25,Massachusetts,1977,1,4234000,2732019,64.5,2492531,58.9,239488,8.8
26,Michigan,1977,1,6501000,4037088,62.1,3678582,56.6,358506,8.9
27,Minnesota,1977,1,2839000,1886443,66.4,1775327,62.5,111116,5.9
28,Mississippi,1977,1,1676000,982678,58.6,914855,54.6,67823,6.9
29,Missouri,1977,1,3513000,2164323,61.6,2025636,57.7,138687,6.4
30,Montana,1977,1,544000,341955,62.9,321329,59.1,20626,6.0
31,Nebraska,1977,1,1108000,727894,65.7,705244,63.7,22650,3.1
32,Nevada,1977,1,478000,340562,71.2,311692,65.2,28870,8.5
33,New Hampshire,1977,1,614000,410360,66.8,384242,62.6,26118,6.4
34,New Jersey,1977,1,5411000,3362453,62.1,3008717,55.6,353736,10.5
35,New Mexico,1977,1,825000,502346,60.9,457333,55.4,45013,9.0
36,New York,1977,1,13238000,7684683,58.1,6907949,52.2,776734,10.1
51000,New York city,1977,1,5649000,3074060,54.4,2742616,48.6,331444,10.8
37,North Carolina,1977,1,3986000,2631693,66.0,2461717,61.8,169976,6.5
38,North Dakota,1977,1,450000,285094,63.4,272785,60.6,12309,4.3
39,Ohio,1977,1,7773000,4777884,61.5,4423399,56.9,354485,7.4
40,Oklahoma,1977,1,2045000,1210578,59.2,1146952,56.1,63626,5.3
41,Oregon,1977,1,1772000,1131002,63.8,1026636,57.9,104366,9.2
42,Pennsylvania,1977,1,8847000,5175278,58.5,4754499,53.7,420779,8.1
44,Rhode Island,1977,1,701000,444572,63.4,405453,57.8,39119,8.8
45,South Carolina,1977,1,2036000,1314128,64.5,1221010,60.0,93118,7.1
46,South Dakota,1977,1,484000,314893,65.1,303215,62.6,11678,3.7
47,Tennessee,1977,1,3154000,1911947,60.6,1786806,56.7,125141,6.5
48,Texas,1977,1,9114000,5833413,64.0,5495729,60.3,337684,5.8
49,Utah,1977,1,852000,537210,63.1,507568,59.6,29642,5.5
50,Vermont,1977,1,348000,221382,63.6,204595,58.8,16787,7.6
51,Virginia,1977,1,3627000,2368354,65.3,2235660,61.6,132694,5.6
53,Washington,1977,1,2678000,1676060,62.6,1518686,56.7,157374,9.4
54,West Virginia,1977,1,1383000,708669,51.2,658618,47.6,50051,7.1
55,Wisconsin,1977,1,3295000,2170776,65.9,2052500,62.3,118276,5.4
56,Wyoming,1977,1,282000,187519,66.5,180462,64.0,7057,3.8
1,Alabama,1977,2,2668000,1539540,57.7,1425519,53.4,114021,7.4
2,Alaska,1977,2,246000,170059,69.1,154151,62.7,15908,9.4
4,Arizona,1977,2,1697000,1022718,60.3,928545,54.7,94173,9.2
5,Arkansas,1977,2,1568000,910425,58.1,849927,54.2,60498,6.6
6,California,1977,2,16104000,10181250,63.2,9257576,57.5,923674,9.1
37,Los Angeles County,1977,2,5367000,3433862,64.0,3137571,58.5,296291,8.6
8,Colorado,1977,2,1898000,1278608,67.4,1193757,62.9,84851,6.6
9,Connecticut,1977,2,2276000,1466408,64.4,1350005,59.3,116403,7.9
10,Delaware,1977,2,426000,269382,63.2,244907,57.5,24475,9.1
11,District of Columbia,1977,2,514000,328371,63.9,299404,58.2,28967,8.8
12,Florida,1977,2,6637000,3642388,54.9,3315211,50.0,327177,9.0
13,Georgia,1977,2,3613000,2317034,64.1,2134005,59.1,183029,7.9
15,Hawaii,1977,2,603000,415302,68.9,380690,63.1,34612,8.3
16,Idaho,1977,2,603000,386665,64.1,363639,60.3,23026,6.0
17,Illinois,1977,2,8244000,5215337,63.3,4896698,59.4,318639,6.1
18,Indiana,1977,2,3847000,2455009,63.8,2312464,60.1,142545,5.8
19,Iowa,1977,2,2100000,1371494,65.3,1316273,62.7,55221,4.0
20,Kansas,1977,2,1664000,1098464,66.0,1052872,63.3,45592,4.2
21,Kentucky,1977,2,2520000,1516976,60.2,1440433,57.2,76543,5.0
