unit,time,age,asfr,treat
Belgium,1959,39,0.03657,0
Belgium,1959,40,0.02931,0
Belgium,1959,41,0.02359,0
Belgium,1959,42,0.01668,0
Belgium,1959,43,0.01197,0
Belgium,1959,44,0.00561,0
Belgium,1959,45,0.00323,0
Belgium,1959,46,0.00181,0
Belgium,1959,47,0.00089,0
Belgium,1959,48,0.00041,0
Belgium,1959,49,0.00018,0
Belgium,1959,50,8e-05,0
Belgium,1959,51,3e-05,0
Belgium,1959,52,2e-05,0
Belgium,1959,53,1e-05,0
Belgium,1959,54,0.0,0
Belgium,1959,55,0.0,0
Belgium,1960,12,0.0,0
Belgium,1960,13,2e-05,0
Belgium,1960,14,0.00023,0
Belgium,1960,15,0.00125,0
Belgium,1960,16,0.00524,0
Belgium,1960,17,0.01825,0
Belgium,1960,18,0.04174,0
Belgium,1960,19,0.07306,0
Belgium,1960,20,0.09815,0
Belgium,1960,21,0.13249,0
Belgium,1960,22,0.15832,0
Belgium,1960,23,0.17789,0
Belgium,1960,24,0.18108,0
Belgium,1960,25,0.1804,0
Belgium,1960,26,0.17583,0
Belgium,1960,27,0.16143,0
Belgium,1960,28,0.15385,0
Belgium,1960,29,0.13822,0
Belgium,1960,30,0.12703,0
Belgium,1960,31,0.11058,0
Belgium,1960,32,0.0974,0
Belgium,1960,33,0.08983,0
Belgium,1960,34,0.07616,0
Belgium,1960,35,0.06587,0
Belgium,1960,36,0.0614,0
Belgium,1960,37,0.05113,0
Belgium,1960,38,0.0418,0
Belgium,1960,39,0.0338,0
Belgium,1960,40,0.0277,0
Belgium,1960,41,0.02191,0
Belgium,1960,42,0.01518,0
Belgium,1960,43,0.01118,0
Belgium,1960,44,0.00714,0
Belgium,1960,45,0.00304,0
Belgium,1960,46,0.0015,0
Belgium,1960,47,0.00069,0
Belgium,1960,48,0.00031,0
Belgium,1960,49,0.00014,0
Belgium,1960,50,6e-05,0
Belgium,1960,51,3e-05,0
Belgium,1960,52,1e-05,0
Belgium,1960,53,1e-05,0
Belgium,1960,54,0.0,0
Belgium,1960,55,0.0,0
Belgium,1961,12,0.0,0
Belgium,1961,13,2e-05,0
Belgium,1961,14,0.0003,0
Belgium,1961,15,0.00114,0
Belgium,1961,16,0.00585,0
Belgium,1961,17,0.0179,0
Belgium,1961,18,0.04242,0
Belgium,1961,19,0.0755,0
Belgium,1961,20,0.10989,0
Belgium,1961,21,0.13791,0
Belgium,1961,22,0.16347,0
Belgium,1961,23,0.18068,0
Belgium,1961,24,0.1883,0
Belgium,1961,25,0.18999,0
Belgium,1961,26,0.18005,0
Belgium,1961,27,0.16824,0
Belgium,1961,28,0.15983,0
Belgium,1961,29,0.14253,0
Belgium,1961,30,0.12762,0
Belgium,1961,31,0.11363,0
Belgium,1961,32,0.10399,0
Belgium,1961,33,0.09173,0
Belgium,1961,34,0.07939,0
Belgium,1961,35,0.06899,0
Belgium,1961,36,0.06038,0
Belgium,1961,37,0.05109,0
Belgium,1961,38,0.04328,0
Belgium,1961,39,0.03531,0
Belgium,1961,40,0.02756,0
Belgium,1961,41,0.02054,0
Belgium,1961,42,0.01583,0
Belgium,1961,43,0.00988,0
Belgium,1961,44,0.0062,0
Belgium,1961,45,0.00343,0
Belgium,1961,46,0.0015,0
Belgium,1961,47,0.00074,0
Belgium,1961,48,0.00013,0
Belgium,1961,49,5e-05,0
Belgium,1961,50,5e-05,0
Belgium,1961,51,0.0,0
Belgium,1961,52,0.0,0
Belgium,1961,53,2e-05,0
Belgium,1961,54,2e-05,0
Belgium,1961,55,0.0,0
Belgium,1962,12,0.0,0
Belgium,1962,13,1e-05,0
Belgium,1962,14,0.00019,0
Belgium,1962,15,0.00095,0
Belgium,1962,16,0.00519,0
Belgium,1962,17,0.01893,0
Belgium,1962,18,0.04157,0
Belgium,1962,19,0.07679,0
Belgium,1962,20,0.1074,0
Belgium,1962,21,0.14122,0
Belgium,1962,22,0.16551,0
Belgium,1962,23,0.17933,0
Belgium,1962,24,0.18955,0
Belgium,1962,25,0.18817,0
Belgium,1962,26,0.17791,0
Belgium,1962,27,0.16567,0
Belgium,1962,28,0.15209,0
Belgium,1962,29,0.13978,0
Belgium,1962,30,0.12753,0
Belgium,1962,31,0.11286,0
Belgium,1962,32,0.1014,0
Belgium,1962,33,0.08832,0
Belgium,1962,34,0.07726,0
Belgium,1962,35,0.06926,0
Belgium,1962,36,0.05797,0
Belgium,1962,37,0.05054,0
Belgium,1962,38,0.04238,0
Belgium,1962,39,0.03425,0
Belgium,1962,40,0.02676,0
Belgium,1962,41,0.01934,0
Belgium,1962,42,0.01378,0
Belgium,1962,43,0.0105,0
Belgium,1962,44,0.00579,0
Belgium,1962,45,0.00279,0
Belgium,1962,46,0.00199,0
Belgium,1962,47,0.00046,0
Belgium,1962,48,0.00019,0
Belgium,1962,49,5e-05,0
Belgium,1962,50,3e-05,0
Belgium,1962,51,2e-05,0
Belgium,1962,52,2e-05,0
Belgium,1962,53,2e-05,0
Belgium,1962,54,2e-05,0
Belgium,1962,55,0.0,0
Belgium,1963,12,0.0,0
Belgium,1963,13,2e-05,0
Belgium,1963,14,0.00027,0
Belgium,1963,15,0.00122,0
Belgium,1963,16,0.00527,0
Belgium,1963,17,0.01792,0
Belgium,1963,18,0.04459,0
Belgium,1963,19,0.07919,0
Belgium,1963,20,0.11518,0
Belgium,1963,21,0.15293,0
Belgium,1963,22,0.17875,0
Belgium,1963,23,0.18829,0
Belgium,1963,24,0.19714,0
Belgium,1963,25,0.1947,0
Belgium,1963,26,0.18632,0
Belgium,1963,27,0.17278,0
Belgium,1963,28,0.15896,0
Belgium,1963,29,0.14111,0
Belgium,1963,30,0.12925,0
Belgium,1963,31,0.11419,0
Belgium,1963,32,0.10275,0
Belgium,1963,33,0.09037,0
Belgium,1963,34,0.08055,0
Belgium,1963,35,0.06856,0
Belgium,1963,36,0.05984,0
Belgium,1963,37,0.05075,0
Belgium,1963,38,0.04144,0
Belgium,1963,39,0.03378,0
Belgium,1963,40,0.02636,0
Belgium,1963,41,0.01961,0
Belgium,1963,42,0.0135,0
Belgium,1963,43,0.00935,0
Belgium,1963,44,0.00559,0
Belgium,1963,45,0.00257,0
Belgium,1963,46,0.00145,0
Belgium,1963,47,0.00063,0
Belgium,1963,48,0.00028,0
Belgium,1963,49,2e-05,0
Belgium,1963,50,0.0,0
Belgium,1963,51,0.0,0
Belgium,1963,52,0.0,0
Belgium,1963,53,5e-05,0
Belgium,1963,54,3e-05,0
Belgium,1963,55,0.0,0
Belgium,1964,12,0.0,0
Belgium,1964,13,1e-05,0
Belgium,1964,14,0.00018,0
Belgium,1964,15,0.00121,0
Belgium,1964,16,0.00587,0
Belgium,1964,17,0.01941,0
Belgium,1964,18,0.04304,0
Belgium,1964,19,0.08288,0
Belgium,1964,20,0.12108,0
Belgium,1964,21,0.15163,0
Belgium,1964,22,0.18148,0
Belgium,1964,23,0.19901,0
Belgium,1964,24,0.19846,0
Belgium,1964,25,0.19723,0
Belgium,1964,26,0.1862,0
Belgium,1964,27,0.17191,0
Belgium,1964,28,0.1584,0
Belgium,1964,29,0.14764,0
Belgium,1964,30,0.13052,0
Belgium,1964,31,0.11691,0
Belgium,1964,32,0.10371,0
Belgium,1964,33,0.09258,0
Belgium,1964,34,0.07932,0
Belgium,1964,35,0.06973,0
Belgium,1964,36,0.06072,0
Belgium,1964,37,0.04964,0
Belgium,1964,38,0.0425,0
Belgium,1964,39,0.03392,0
Belgium,1964,40,0.0257,0
Belgium,1964,41,0.01987,0
Belgium,1964,42,0.01345,0
Belgium,1964,43,0.0087,0
Belgium,1964,44,0.00549,0
Belgium,1964,45,0.00294,0
Belgium,1964,46,0.0011,0
Belgium,1964,47,0.00077,0
Belgium,1964,48,0.00024,0
Belgium,1964,49,5e-05,0
Belgium,1964,50,0.0,0
Belgium,1964,51,7e-05,0
Belgium,1964,52,0.0,0
Belgium,1964,53,3e-05,0
Belgium,1964,54,2e-05,0
Belgium,1964,55,0.0,0
Belgium,1965,12,0.0,0
Belgium,1965,13,3e-05,0
Belgium,1965,14,0.00031,0
Belgium,1965,15,0.00116,0
Belgium,1965,16,0.00626,0
Belgium,1965,17,0.02017,0
Belgium,1965,18,0.04622,0
Belgium,1965,19,0.07922,0
Belgium,1965,20,0.12064,0
Belgium,1965,21,0.15664,0
Belgium,1965,22,0.17958,0
Belgium,1965,23,0.19127,0
Belgium,1965,24,0.19879,0
Belgium,1965,25,0.19008,0
Belgium,1965,26,0.17948,0
Belgium,1965,27,0.16902,0
Belgium,1965,28,0.1538,0
Belgium,1965,29,0.1374,0
Belgium,1965,30,0.12086,0
Belgium,1965,31,0.112,0
Belgium,1965,32,0.09791,0
Belgium,1965,33,0.08408,0
Belgium,1965,34,0.07532,0
Belgium,1965,35,0.06589,0
Belgium,1965,36,0.05515,0
Belgium,1965,37,0.04719,0
Belgium,1965,38,0.04038,0
Belgium,1965,39,0.03101,0
Belgium,1965,40,0.02466,0
Belgium,1965,41,0.01727,0
Belgium,1965,42,0.01282,0
Belgium,1965,43,0.00839,0
Belgium,1965,44,0.00517,0
Belgium,1965,45,0.00248,0
Belgium,1965,46,0.00093,0
Belgium,1965,47,0.00048,0
Belgium,1965,48,0.00013,0
Belgium,1965,49,0.0,0
Belgium,1965,50,3e-05,0
Belgium,1965,51,0.0001,0
Belgium,1965,52,0.0,0
Belgium,1965,53,2e-05,0
Belgium,1965,54,2e-05,0
Belgium,1965,55,0.0,0
Belgium,1966,12,0.0,0
Belgium,1966,13,2e-05,0
Belgium,1966,14,0.00027,0
Belgium,1966,15,0.00131,0
Belgium,1966,16,0.00648,0
Belgium,1966,17,0.02003,0
Belgium,1966,18,0.04667,0
Belgium,1966,19,0.082,0
Belgium,1966,20,0.11526,0
Belgium,1966,21,0.15258,0
Belgium,1966,22,0.17884,0
Belgium,1966,23,0.18701,0
Belgium,1966,24,0.19032,0
Belgium,1966,25,0.18979,0
Belgium,1966,26,0.17792,0
Belgium,1966,27,0.16228,0
Belgium,1966,28,0.14547,0
Belgium,1966,29,0.13046,0
Belgium,1966,30,0.11644,0
Belgium,1966,31,0.10596,0
Belgium,1966,32,0.09115,0
Belgium,1966,33,0.08108,0
Belgium,1966,34,0.07109,0
Belgium,1966,35,0.05868,0
Belgium,1966,36,0.05356,0
Belgium,1966,37,0.04525,0
Belgium,1966,38,0.03591,0
Belgium,1966,39,0.02927,0
Belgium,1966,40,0.02278,0
Belgium,1966,41,0.01716,0
Belgium,1966,42,0.0116,0
Belgium,1966,43,0.00745,0
Belgium,1966,44,0.00429,0
Belgium,1966,45,0.00206,0
Belgium,1966,46,0.00137,0
Belgium,1966,47,0.00066,0
Belgium,1966,48,0.00019,0
Belgium,1966,49,8e-05,0
Belgium,1966,50,7e-05,0
Belgium,1966,51,3e-05,0
Belgium,1966,52,3e-05,0
Belgium,1966,53,0.0,0
Belgium,1966,54,0.0,0
Belgium,1966,55,0.0,0
Belgium,1967,12,0.0,0
Belgium,1967,13,2e-05,0
Belgium,1967,14,0.00032,0
Belgium,1967,15,0.00164,0
Belgium,1967,16,0.00638,0
Belgium,1967,17,0.02133,0
Belgium,1967,18,0.04548,0
Belgium,1967,19,0.08048,0
Belgium,1967,20,0.11557,0
Belgium,1967,21,0.14362,0
Belgium,1967,22,0.17473,0
Belgium,1967,23,0.1823,0
Belgium,1967,24,0.18438,0
Belgium,1967,25,0.1791,0
Belgium,1967,26,0.17225,0
Belgium,1967,27,0.15617,0
Belgium,1967,28,0.14011,0
Belgium,1967,29,0.12644,0
Belgium,1967,30,0.11259,0
Belgium,1967,31,0.09638,0
Belgium,1967,32,0.0857,0
Belgium,1967,33,0.07501,0
Belgium,1967,34,0.06464,0
Belgium,1967,35,0.05678,0
Belgium,1967,36,0.04911,0
Belgium,1967,37,0.04052,0
Belgium,1967,38,0.03445,0
Belgium,1967,39,0.02754,0
Belgium,1967,40,0.02038,0
Belgium,1967,41,0.0154,0
Belgium,1967,42,0.01026,0
Belgium,1967,43,0.00676,0
Belgium,1967,44,0.00393,0
Belgium,1967,45,0.00214,0
Belgium,1967,46,0.00127,0
Belgium,1967,47,0.00044,0
Belgium,1967,48,0.00017,0
Belgium,1967,49,8e-05,0
Belgium,1967,50,8e-05,0
Belgium,1967,51,2e-05,0
Belgium,1967,52,0.0,0
Belgium,1967,53,0.0,0
Belgium,1967,54,3e-05,0
Belgium,1967,55,0.0,0
Belgium,1968,12,0.0,0
Belgium,1968,13,2e-05,0
Belgium,1968,14,0.00025,0
Belgium,1968,15,0.00098,0
Belgium,1968,16,0.00641,0
Belgium,1968,17,0.02062,0
Belgium,1968,18,0.04502,0
Belgium,1968,19,0.07735,0
Belgium,1968,20,0.11244,0
Belgium,1968,21,0.14229,0
Belgium,1968,22,0.16151,0
Belgium,1968,23,0.17607,0
Belgium,1968,24,0.17598,0
Belgium,1968,25,0.17491,0
Belgium,1968,26,0.1641,0
Belgium,1968,27,0.15205,0
Belgium,1968,28,0.1355,0
Belgium,1968,29,0.11816,0
Belgium,1968,30,0.10837,0
Belgium,1968,31,0.0914,0
Belgium,1968,32,0.08254,0
Belgium,1968,33,0.07267,0
Belgium,1968,34,0.06156,0
Belgium,1968,35,0.0524,0
Belgium,1968,36,0.0448,0
Belgium,1968,37,0.0384,0
Belgium,1968,38,0.0316,0
Belgium,1968,39,0.02583,0
Belgium,1968,40,0.02003,0
Belgium,1968,41,0.01499,0
Belgium,1968,42,0.00975,0
Belgium,1968,43,0.00641,0
Belgium,1968,44,0.00357,0
Belgium,1968,45,0.00195,0
Belgium,1968,46,0.00067,0
Belgium,1968,47,0.00054,0
Belgium,1968,48,0.00016,0
Belgium,1968,49,0.00017,0
Belgium,1968,50,3e-05,0
Belgium,1968,51,5e-05,0
Belgium,1968,52,5e-05,0
Belgium,1968,53,2e-05,0
Belgium,1968,54,0.0,0
Belgium,1968,55,0.0,0
Belgium,1969,12,0.0,0
Belgium,1969,13,4e-05,0
Belgium,1969,14,0.00048,0
Belgium,1969,15,0.00144,0
Belgium,1969,16,0.00678,0
Belgium,1969,17,0.0215,0
Belgium,1969,18,0.04544,0
Belgium,1969,19,0.07882,0
Belgium,1969,20,0.10963,0
Belgium,1969,21,0.13828,0
Belgium,1969,22,0.16498,0
Belgium,1969,23,0.17005,0
Belgium,1969,24,0.17667,0
Belgium,1969,25,0.16964,0
Belgium,1969,26,0.1622,0
Belgium,1969,27,0.14741,0
Belgium,1969,28,0.13735,0
Belgium,1969,29,0.11737,0
Belgium,1969,30,0.1034,0
Belgium,1969,31,0.09085,0
Belgium,1969,32,0.07897,0
Belgium,1969,33,0.06841,0
Belgium,1969,34,0.06045,0
Belgium,1969,35,0.05098,0
Belgium,1969,36,0.04301,0
Belgium,1969,37,0.0348,0
Belgium,1969,38,0.03211,0
Belgium,1969,39,0.02508,0
Belgium,1969,40,0.01838,0
Belgium,1969,41,0.01423,0
Belgium,1969,42,0.00962,0
Belgium,1969,43,0.00578,0
Belgium,1969,44,0.00372,0
Belgium,1969,45,0.00206,0
Belgium,1969,46,0.00091,0
Belgium,1969,47,0.00036,0
Belgium,1969,48,0.00021,0
Belgium,1969,49,0.00017,0
Belgium,1969,50,5e-05,0
Belgium,1969,51,3e-05,0
Belgium,1969,52,3e-05,0
Belgium,1969,53,0.0,0
Belgium,1969,54,0.0,0
Belgium,1969,55,0.0,0
Belgium,1970,12,0.0,0
Belgium,1970,13,3e-05,0
Belgium,1970,14,0.00039,0
Belgium,1970,15,0.00174,0
Belgium,1970,16,0.00775,0
Belgium,1970,17,0.02268,0
Belgium,1970,18,0.04681,0
Belgium,1970,19,0.0796,0
Belgium,1970,20,0.11059,0
Belgium,1970,21,0.13887,0
Belgium,1970,22,0.16149,0
Belgium,1970,23,0.17186,0
Belgium,1970,24,0.17256,0
Belgium,1970,25,0.16944,0
Belgium,1970,26,0.15912,0
Belgium,1970,27,0.14465,0
Belgium,1970,28,0.13046,0
Belgium,1970,29,0.11791,0
Belgium,1970,30,0.10313,0
Belgium,1970,31,0.0853,0
Belgium,1970,32,0.07633,0
Belgium,1970,33,0.06601,0
Belgium,1970,34,0.05683,0
Belgium,1970,35,0.04888,0
Belgium,1970,36,0.04341,0
Belgium,1970,37,0.03623,0
Belgium,1970,38,0.02889,0
Belgium,1970,39,0.02408,0
Belgium,1970,40,0.01815,0
Belgium,1970,41,0.01389,0
Belgium,1970,42,0.00876,0
Belgium,1970,43,0.00556,0
Belgium,1970,44,0.00339,0
Belgium,1970,45,0.0018,0
Belgium,1970,46,0.0007,0
Belgium,1970,47,0.00049,0
Belgium,1970,48,0.00012,0
Belgium,1970,49,5e-05,0
Belgium,1970,50,0.00017,0
Belgium,1970,51,0.0,0
Belgium,1970,52,0.0,0
Belgium,1970,53,0.0,0
Belgium,1970,54,0.0,0
Belgium,1970,55,0.0,0
Belgium,1971,12,0.0,0
Belgium,1971,13,3e-05,0
Belgium,1971,14,0.00042,0
Belgium,1971,15,0.00198,0
Belgium,1971,16,0.00805,0
Belgium,1971,17,0.02459,0
Belgium,1971,18,0.04896,0
Belgium,1971,19,0.08227,0
Belgium,1971,20,0.11356,0
Belgium,1971,21,0.13735,0
Belgium,1971,22,0.15784,0
Belgium,1971,23,0.16817,0
Belgium,1971,24,0.16839,0
Belgium,1971,25,0.16553,0
Belgium,1971,26,0.15388,0
Belgium,1971,27,0.1421,0
Belgium,1971,28,0.12422,0
Belgium,1971,29,0.11497,0
Belgium,1971,30,0.10288,0
Belgium,1971,31,0.0846,0
Belgium,1971,32,0.07292,0
Belgium,1971,33,0.06282,0
Belgium,1971,34,0.05551,0
Belgium,1971,35,0.0483,0
Belgium,1971,36,0.03981,0
Belgium,1971,37,0.03383,0
Belgium,1971,38,0.02786,0
Belgium,1971,39,0.02244,0
Belgium,1971,40,0.0171,0
Belgium,1971,41,0.0122,0
Belgium,1971,42,0.00813,0
Belgium,1971,43,0.00568,0
Belgium,1971,44,0.0033,0
Belgium,1971,45,0.00163,0
Belgium,1971,46,0.00083,0
Belgium,1971,47,0.00037,0
Belgium,1971,48,0.00012,0
Belgium,1971,49,5e-05,0
Belgium,1971,50,5e-05,0
Belgium,1971,51,2e-05,0
Belgium,1971,52,5e-05,0
Belgium,1971,53,3e-05,0
Belgium,1971,54,0.0,0
Belgium,1971,55,0.0,0
Belgium,1972,12,0.0,0
Belgium,1972,13,3e-05,0
Belgium,1972,14,0.00044,0
Belgium,1972,15,0.00163,0
Belgium,1972,16,0.0079,0
Belgium,1972,17,0.02488,0
Belgium,1972,18,0.0495,0
Belgium,1972,19,0.07873,0
Belgium,1972,20,0.10971,0
Belgium,1972,21,0.1322,0
Belgium,1972,22,0.14922,0
Belgium,1972,23,0.15994,0
Belgium,1972,24,0.16259,0
Belgium,1972,25,0.16183,0
Belgium,1972,26,0.14747,0
Belgium,1972,27,0.13411,0
Belgium,1972,28,0.12059,0
Belgium,1972,29,0.10772,0
Belgium,1972,30,0.0924,0
Belgium,1972,31,0.08186,0
Belgium,1972,32,0.06815,0
Belgium,1972,33,0.05899,0
Belgium,1972,34,0.0505,0
Belgium,1972,35,0.04263,0
Belgium,1972,36,0.036,0
Belgium,1972,37,0.02943,0
Belgium,1972,38,0.0258,0
Belgium,1972,39,0.02002,0
Belgium,1972,40,0.01481,0
Belgium,1972,41,0.0108,0
Belgium,1972,42,0.00752,0
Belgium,1972,43,0.00485,0
Belgium,1972,44,0.00308,0
Belgium,1972,45,0.00162,0
Belgium,1972,46,0.00073,0
Belgium,1972,47,0.00039,0
Belgium,1972,48,0.00015,0
Belgium,1972,49,9e-05,0
Belgium,1972,50,5e-05,0
Belgium,1972,51,0.00011,0
Belgium,1972,52,5e-05,0
Belgium,1972,53,0.0001,0
Belgium,1972,54,0.0,0
Belgium,1972,55,0.0,0
Belgium,1973,12,0.0,0
Belgium,1973,13,3e-05,0
Belgium,1973,14,0.00041,0
Belgium,1973,15,0.0019,0
Belgium,1973,16,0.00839,0
Belgium,1973,17,0.02411,0
Belgium,1973,18,0.04694,0
Belgium,1973,19,0.07607,0
Belgium,1973,20,0.10311,0
Belgium,1973,21,0.12552,0
Belgium,1973,22,0.14105,0
Belgium,1973,23,0.15315,0
Belgium,1973,24,0.15484,0
Belgium,1973,25,0.1513,0
Belgium,1973,26,0.14407,0
Belgium,1973,27,0.12643,0
Belgium,1973,28,0.11258,0
Belgium,1973,29,0.09938,0
Belgium,1973,30,0.08789,0
Belgium,1973,31,0.07189,0
Belgium,1973,32,0.06401,0
Belgium,1973,33,0.05313,0
Belgium,1973,34,0.04375,0
Belgium,1973,35,0.03761,0
Belgium,1973,36,0.03104,0
Belgium,1973,37,0.02503,0
Belgium,1973,38,0.02117,0
Belgium,1973,39,0.01719,0
Belgium,1973,40,0.01341,0
Belgium,1973,41,0.01038,0
Belgium,1973,42,0.00666,0
Belgium,1973,43,0.00386,0
Belgium,1973,44,0.00213,0
Belgium,1973,45,0.00132,0
Belgium,1973,46,0.00058,0
Belgium,1973,47,0.00031,0
Belgium,1973,48,0.00015,0
Belgium,1973,49,9e-05,0
Belgium,1973,50,2e-05,0
Belgium,1973,51,0.0,0
Belgium,1973,52,0.0,0
Belgium,1973,53,3e-05,0
Belgium,1973,54,0.0,0
Belgium,1973,55,0.0,0
Belgium,1974,12,0.0,0
Belgium,1974,13,2e-05,0
Belgium,1974,14,0.00038,0
Belgium,1974,15,0.00179,0
Belgium,1974,16,0.00806,0
Belgium,1974,17,0.02366,0
Belgium,1974,18,0.04576,0
Belgium,1974,19,0.07085,0
Belgium,1974,20,0.09606,0
Belgium,1974,21,0.11517,0
Belgium,1974,22,0.13368,0
Belgium,1974,23,0.14539,0
Belgium,1974,24,0.14992,0
Belgium,1974,25,0.14734,0
Belgium,1974,26,0.13621,0
Belgium,1974,27,0.125,0
Belgium,1974,28,0.10935,0
Belgium,1974,29,0.09223,0
Belgium,1974,30,0.07817,0
Belgium,1974,31,0.07056,0
Belgium,1974,32,0.05737,0
Belgium,1974,33,0.04878,0
Belgium,1974,34,0.04094,0
Belgium,1974,35,0.03322,0
Belgium,1974,36,0.02711,0
Belgium,1974,37,0.02173,0
Belgium,1974,38,0.01872,0
Belgium,1974,39,0.01453,0
Belgium,1974,40,0.01126,0
Belgium,1974,41,0.00803,0
Belgium,1974,42,0.00556,0
Belgium,1974,43,0.0036,0
Belgium,1974,44,0.00242,0
Belgium,1974,45,0.00094,0
Belgium,1974,46,0.00055,0
Belgium,1974,47,0.00017,0
Belgium,1974,48,9e-05,0
Belgium,1974,49,3e-05,0
Belgium,1974,50,2e-05,0
Belgium,1974,51,2e-05,0
Belgium,1974,52,0.0,0
Belgium,1974,53,3e-05,0
Belgium,1974,54,0.0,0
Belgium,1974,55,0.0,0
Belgium,1975,12,0.0,0
Belgium,1975,13,2e-05,0
Belgium,1975,14,0.00035,0
Belgium,1975,15,0.00199,0
Belgium,1975,16,0.00861,0
Belgium,1975,17,0.0223,0
Belgium,1975,18,0.04248,0
Belgium,1975,19,0.06634,0
Belgium,1975,20,0.09073,0
Belgium,1975,21,0.10819,0
Belgium,1975,22,0.12832,0
Belgium,1975,23,0.13863,0
Belgium,1975,24,0.14491,0
Belgium,1975,25,0.14546,0
Belgium,1975,26,0.13553,0
Belgium,1975,27,0.12374,0
Belgium,1975,28,0.10576,0
Belgium,1975,29,0.08952,0
Belgium,1975,30,0.0763,0
Belgium,1975,31,0.06274,0
Belgium,1975,32,0.05317,0
Belgium,1975,33,0.04203,0
Belgium,1975,34,0.03707,0
Belgium,1975,35,0.03083,0
Belgium,1975,36,0.02476,0
Belgium,1975,37,0.0188,0
Belgium,1975,38,0.01609,0
Belgium,1975,39,0.01338,0
Belgium,1975,40,0.00997,0
Belgium,1975,41,0.0069,0
Belgium,1975,42,0.00462,0
Belgium,1975,43,0.00335,0
Belgium,1975,44,0.00194,0
Belgium,1975,45,0.00083,0
Belgium,1975,46,0.0005,0
Belgium,1975,47,0.00016,0
Belgium,1975,48,6e-05,0
Belgium,1975,49,5e-05,0
Belgium,1975,50,6e-05,0
Belgium,1975,51,5e-05,0
Belgium,1975,52,3e-05,0
Belgium,1975,53,0.0,0
Belgium,1975,54,2e-05,0
Belgium,1975,55,0.0,0
Bulgaria,1956,12,0.0,0
Bulgaria,1956,13,0.00011,0
Bulgaria,1956,14,0.00196,0
Bulgaria,1956,15,0.00757,0
Bulgaria,1956,16,0.02299,0
Bulgaria,1956,17,0.05109,0
Bulgaria,1956,18,0.0884,0
Bulgaria,1956,19,0.12868,0
Bulgaria,1956,20,0.16624,0
Bulgaria,1956,21,0.18631,0
Bulgaria,1956,22,0.19081,0
Bulgaria,1956,23,0.18612,0
Bulgaria,1956,24,0.17939,0
Bulgaria,1956,25,0.16503,0
Bulgaria,1956,26,0.14132,0
Bulgaria,1956,27,0.12157,0
Bulgaria,1956,28,0.10659,0
Bulgaria,1956,29,0.09585,0
Bulgaria,1956,30,0.08205,0
Bulgaria,1956,31,0.0679,0
Bulgaria,1956,32,0.05826,0
Bulgaria,1956,33,0.05168,0
Bulgaria,1956,34,0.04692,0
Bulgaria,1956,35,0.03867,0
Bulgaria,1956,36,0.03268,0
Bulgaria,1956,37,0.02736,0
Bulgaria,1956,38,0.02263,0
Bulgaria,1956,39,0.01843,0
Bulgaria,1956,40,0.0158,0
Bulgaria,1956,41,0.01223,0
Bulgaria,1956,42,0.00939,0
Bulgaria,1956,43,0.00708,0
Bulgaria,1956,44,0.00519,0
Bulgaria,1956,45,0.00372,0
Bulgaria,1956,46,0.00258,0
Bulgaria,1956,47,0.0014,0
Bulgaria,1956,48,0.00065,0
Bulgaria,1956,49,0.00027,0
Bulgaria,1956,50,0.00011,0
Bulgaria,1956,51,4e-05,0
Bulgaria,1956,52,2e-05,0
Bulgaria,1956,53,1e-05,0
Bulgaria,1956,54,0.0,0
Bulgaria,1956,55,0.0,0
Bulgaria,1957,12,0.0,0
Bulgaria,1957,13,0.00011,0
Bulgaria,1957,14,0.00195,0
Bulgaria,1957,15,0.00777,0
Bulgaria,1957,16,0.02392,0
Bulgaria,1957,17,0.05368,0
Bulgaria,1957,18,0.09313,0
Bulgaria,1957,19,0.13461,0
Bulgaria,1957,20,0.16978,0
Bulgaria,1957,21,0.18696,0
Bulgaria,1957,22,0.18843,0
Bulgaria,1957,23,0.18172,0
Bulgaria,1957,24,0.17421,0
Bulgaria,1957,25,0.15868,0
Bulgaria,1957,26,0.13458,0
Bulgaria,1957,27,0.11469,0
Bulgaria,1957,28,0.09956,0
Bulgaria,1957,29,0.08853,0
Bulgaria,1957,30,0.07538,0
Bulgaria,1957,31,0.06182,0
Bulgaria,1957,32,0.05244,0
Bulgaria,1957,33,0.04585,0
Bulgaria,1957,34,0.04093,0
Bulgaria,1957,35,0.03344,0
Bulgaria,1957,36,0.02793,0
Bulgaria,1957,37,0.02295,0
Bulgaria,1957,38,0.01856,0
Bulgaria,1957,39,0.01475,0
Bulgaria,1957,40,0.01279,0
Bulgaria,1957,41,0.00973,0
Bulgaria,1957,42,0.00748,0
Bulgaria,1957,43,0.00572,0
Bulgaria,1957,44,0.00429,0
Bulgaria,1957,45,0.00303,0
Bulgaria,1957,46,0.00214,0
Bulgaria,1957,47,0.00118,0
Bulgaria,1957,48,0.00056,0
Bulgaria,1957,49,0.00024,0
Bulgaria,1957,50,0.0001,0
Bulgaria,1957,51,4e-05,0
Bulgaria,1957,52,2e-05,0
Bulgaria,1957,53,1e-05,0
Bulgaria,1957,54,0.0,0
Bulgaria,1957,55,0.0,0
Bulgaria,1958,12,0.0,0
Bulgaria,1958,13,0.00011,0
Bulgaria,1958,14,0.00197,0
Bulgaria,1958,15,0.00765,0
Bulgaria,1958,16,0.02398,0
Bulgaria,1958,17,0.0546,0
