unit,time,age,asfr,treat
France,1962,15,0.00237,0
France,1962,16,0.00933,0
France,1962,17,0.02528,0
France,1962,18,0.05187,0
France,1962,19,0.08688,0
France,1962,20,0.12742,0
France,1962,21,0.16572,0
France,1962,22,0.19272,0
France,1962,23,0.20745,0
France,1962,24,0.2108,0
France,1962,25,0.20378,0
France,1962,26,0.19205,0
France,1962,27,0.1763,0
France,1962,28,0.15997,0
France,1962,29,0.14494,0
France,1962,30,0.12877,0
France,1962,31,0.11472,0
France,1962,32,0.10085,0
France,1962,33,0.08781,0
France,1962,34,0.07677,0
France,1962,35,0.06742,0
France,1962,36,0.05775,0
France,1962,37,0.04923,0
France,1962,38,0.04127,0
France,1962,39,0.03374,0
France,1962,40,0.0262,0
France,1962,41,0.01899,0
France,1962,42,0.0143,0
France,1962,43,0.00933,0
France,1962,44,0.00557,0
France,1962,45,0.00295,0
France,1962,46,0.00138,0
France,1962,47,0.0006,0
France,1962,48,0.00022,0
France,1962,49,8e-05,0
France,1962,50,9e-05,0
France,1962,51,4e-05,0
France,1962,52,1e-05,0
France,1962,53,1e-05,0
France,1962,54,3e-05,0
France,1962,55,0.0,0
France,1963,12,0.0,0
France,1963,13,7e-05,0
France,1963,14,0.0006,0
France,1963,15,0.00224,0
France,1963,16,0.00944,0
France,1963,17,0.02537,0
France,1963,18,0.05555,0
France,1963,19,0.09519,0
France,1963,20,0.13806,0
France,1963,21,0.17438,0
France,1963,22,0.20526,0
France,1963,23,0.21298,0
France,1963,24,0.21647,0
France,1963,25,0.20784,0
France,1963,26,0.19811,0
France,1963,27,0.18137,0
France,1963,28,0.16558,0
France,1963,29,0.14874,0
France,1963,30,0.13312,0
France,1963,31,0.1176,0
France,1963,32,0.10454,0
France,1963,33,0.09142,0
France,1963,34,0.08025,0
France,1963,35,0.06912,0
France,1963,36,0.05889,0
France,1963,37,0.0502,0
France,1963,38,0.04135,0
France,1963,39,0.03407,0
France,1963,40,0.02614,0
France,1963,41,0.01983,0
France,1963,42,0.01353,0
France,1963,43,0.00923,0
France,1963,44,0.00518,0
France,1963,45,0.00285,0
France,1963,46,0.00147,0
France,1963,47,0.00063,0
France,1963,48,0.00025,0
France,1963,49,0.00011,0
France,1963,50,7e-05,0
France,1963,51,3e-05,0
France,1963,52,3e-05,0
France,1963,53,2e-05,0
France,1963,54,1e-05,0
France,1963,55,2e-05,0
France,1964,12,0.0,0
France,1964,13,4e-05,0
France,1964,14,0.00055,0
France,1964,15,0.00246,0
France,1964,16,0.00963,0
France,1964,17,0.02583,0
France,1964,18,0.05623,0
France,1964,19,0.10134,0
France,1964,20,0.14567,0
France,1964,21,0.18312,0
France,1964,22,0.20606,0
France,1964,23,0.21405,0
France,1964,24,0.21462,0
France,1964,25,0.20831,0
France,1964,26,0.19532,0
France,1964,27,0.18031,0
France,1964,28,0.16464,0
France,1964,29,0.14865,0
France,1964,30,0.13206,0
France,1964,31,0.11902,0
France,1964,32,0.10339,0
France,1964,33,0.09162,0
France,1964,34,0.07918,0
France,1964,35,0.06931,0
France,1964,36,0.05917,0
France,1964,37,0.04982,0
France,1964,38,0.04168,0
France,1964,39,0.03379,0
France,1964,40,0.02657,0
France,1964,41,0.01958,0
France,1964,42,0.01368,0
France,1964,43,0.00852,0
France,1964,44,0.00527,0
France,1964,45,0.00288,0
France,1964,46,0.00144,0
France,1964,47,0.00058,0
France,1964,48,0.00023,0
France,1964,49,0.00012,0
France,1964,50,6e-05,0
France,1964,51,4e-05,0
France,1964,52,2e-05,0
France,1964,53,2e-05,0
France,1964,54,0.0,0
France,1964,55,1e-05,0
France,1965,12,0.0,0
France,1965,13,8e-05,0
France,1965,14,0.00041,0
France,1965,15,0.00288,0
France,1965,16,0.01023,0
France,1965,17,0.02682,0
France,1965,18,0.05614,0
France,1965,19,0.10023,0
France,1965,20,0.14695,0
France,1965,21,0.18276,0
France,1965,22,0.2029,0
France,1965,23,0.20863,0
France,1965,24,0.20798,0
France,1965,25,0.20104,0
France,1965,26,0.19031,0
France,1965,27,0.17687,0
France,1965,28,0.16023,0
France,1965,29,0.14476,0
France,1965,30,0.12977,0
France,1965,31,0.11384,0
France,1965,32,0.10068,0
France,1965,33,0.08805,0
France,1965,34,0.07777,0
France,1965,35,0.06733,0
France,1965,36,0.05689,0
France,1965,37,0.04769,0
France,1965,38,0.0398,0
France,1965,39,0.03194,0
France,1965,40,0.02494,0
France,1965,41,0.01889,0
France,1965,42,0.01285,0
France,1965,43,0.00819,0
France,1965,44,0.0049,0
France,1965,45,0.00294,0
France,1965,46,0.0013,0
France,1965,47,0.00061,0
France,1965,48,0.0003,0
France,1965,49,9e-05,0
France,1965,50,6e-05,0
France,1965,51,4e-05,0
France,1965,52,3e-05,0
France,1965,53,3e-05,0
France,1965,54,1e-05,0
France,1965,55,0.0,0
France,1966,12,0.0,0
France,1966,13,0.0001,0
France,1966,14,0.00048,0
France,1966,15,0.00243,0
France,1966,16,0.00936,0
France,1966,17,0.02536,0
France,1966,18,0.05483,0
France,1966,19,0.09758,0
France,1966,20,0.14337,0
France,1966,21,0.18111,0
France,1966,22,0.2022,0
France,1966,23,0.20456,0
France,1966,24,0.20436,0
France,1966,25,0.19403,0
France,1966,26,0.18556,0
France,1966,27,0.1742,0
France,1966,28,0.15852,0
France,1966,29,0.14067,0
France,1966,30,0.12852,0
France,1966,31,0.11395,0
France,1966,32,0.10013,0
France,1966,33,0.08748,0
France,1966,34,0.07649,0
France,1966,35,0.06639,0
France,1966,36,0.05628,0
France,1966,37,0.04686,0
France,1966,38,0.03884,0
France,1966,39,0.03173,0
France,1966,40,0.02496,0
France,1966,41,0.01806,0
France,1966,42,0.0128,0
France,1966,43,0.00837,0
France,1966,44,0.00467,0
France,1966,45,0.00259,0
France,1966,46,0.00125,0
France,1966,47,0.00041,0
France,1966,48,0.00027,0
France,1966,49,0.00011,0
France,1966,50,5e-05,0
France,1966,51,2e-05,0
France,1966,52,2e-05,0
France,1966,53,1e-05,0
France,1966,54,1e-05,0
France,1966,55,0.0,0
France,1967,12,0.0,0
France,1967,13,6e-05,0
France,1967,14,0.00046,0
France,1967,15,0.00227,0
France,1967,16,0.00892,0
France,1967,17,0.0245,0
France,1967,18,0.05201,0
France,1967,19,0.09258,0
France,1967,20,0.13482,0
France,1967,21,0.16844,0
France,1967,22,0.1926,0
France,1967,23,0.19907,0
France,1967,24,0.19442,0
France,1967,25,0.18566,0
France,1967,26,0.17707,0
France,1967,27,0.16596,0
France,1967,28,0.15197,0
France,1967,29,0.13746,0
France,1967,30,0.12276,0
France,1967,31,0.10857,0
France,1967,32,0.09461,0
France,1967,33,0.08353,0
France,1967,34,0.07324,0
France,1967,35,0.06302,0
France,1967,36,0.0541,0
France,1967,37,0.0457,0
France,1967,38,0.03746,0
France,1967,39,0.03013,0
France,1967,40,0.02317,0
France,1967,41,0.01694,0
France,1967,42,0.01159,0
France,1967,43,0.00791,0
France,1967,44,0.00465,0
France,1967,45,0.00231,0
France,1967,46,0.00111,0
France,1967,47,0.00053,0
France,1967,48,0.00019,0
France,1967,49,6e-05,0
France,1967,50,7e-05,0
France,1967,51,4e-05,0
France,1967,52,2e-05,0
France,1967,53,2e-05,0
France,1967,54,0.0,0
France,1967,55,0.0,0
France,1968,12,1e-05,0
France,1968,13,7e-05,0
France,1968,14,0.00045,0
France,1968,15,0.00218,0
France,1968,16,0.00906,0
France,1968,17,0.02458,0
France,1968,18,0.0523,0
France,1968,19,0.09001,0
France,1968,20,0.13097,0
France,1968,21,0.1644,0
France,1968,22,0.18459,0
France,1968,23,0.19284,0
France,1968,24,0.19093,0
France,1968,25,0.17994,0
France,1968,26,0.16934,0
France,1968,27,0.15886,0
France,1968,28,0.14619,0
France,1968,29,0.13448,0
France,1968,30,0.11908,0
France,1968,31,0.10418,0
France,1968,32,0.09231,0
France,1968,33,0.08052,0
France,1968,34,0.07062,0
France,1968,35,0.06087,0
France,1968,36,0.05194,0
France,1968,37,0.04416,0
France,1968,38,0.03634,0
France,1968,39,0.02912,0
France,1968,40,0.02232,0
France,1968,41,0.01656,0
France,1968,42,0.01158,0
France,1968,43,0.00748,0
France,1968,44,0.00446,0
France,1968,45,0.00235,0
France,1968,46,0.00101,0
France,1968,47,0.00045,0
France,1968,48,0.00022,0
France,1968,49,8e-05,0
France,1968,50,5e-05,0
France,1968,51,4e-05,0
France,1968,52,4e-05,0
France,1968,53,2e-05,0
France,1968,54,0.0,0
France,1968,55,0.0,0
France,1969,12,1e-05,0
France,1969,13,6e-05,0
France,1969,14,0.00043,0
France,1969,15,0.00234,0
France,1969,16,0.00911,0
France,1969,17,0.02524,0
France,1969,18,0.05242,0
France,1969,19,0.09034,0
France,1969,20,0.12913,0
France,1969,21,0.15957,0
France,1969,22,0.18085,0
France,1969,23,0.18694,0
France,1969,24,0.18669,0
France,1969,25,0.17716,0
France,1969,26,0.16635,0
France,1969,27,0.15482,0
France,1969,28,0.14143,0
France,1969,29,0.13018,0
France,1969,30,0.11769,0
France,1969,31,0.10331,0
France,1969,32,0.08974,0
France,1969,33,0.07963,0
France,1969,34,0.0682,0
France,1969,35,0.0593,0
France,1969,36,0.05062,0
France,1969,37,0.0428,0
France,1969,38,0.03562,0
France,1969,39,0.02848,0
France,1969,40,0.022,0
France,1969,41,0.01602,0
France,1969,42,0.01101,0
France,1969,43,0.0073,0
France,1969,44,0.00426,0
France,1969,45,0.00243,0
France,1969,46,0.00116,0
France,1969,47,0.00047,0
France,1969,48,0.00017,0
France,1969,49,0.00011,0
France,1969,50,6e-05,0
France,1969,51,2e-05,0
France,1969,52,7e-05,0
France,1969,53,4e-05,0
France,1969,54,0.0,0
France,1969,55,0.0,0
France,1970,12,0.0,0
France,1970,13,7e-05,0
France,1970,14,0.00046,0
France,1970,15,0.00231,0
France,1970,16,0.00893,0
France,1970,17,0.02578,0
France,1970,18,0.05395,0
France,1970,19,0.09191,0
France,1970,20,0.12925,0
France,1970,21,0.15865,0
France,1970,22,0.17952,0
France,1970,23,0.18513,0
France,1970,24,0.18401,0
France,1970,25,0.17525,0
France,1970,26,0.16494,0
France,1970,27,0.15001,0
France,1970,28,0.136,0
France,1970,29,0.12603,0
France,1970,30,0.11223,0
France,1970,31,0.09916,0
France,1970,32,0.08671,0
France,1970,33,0.07494,0
France,1970,34,0.06609,0
France,1970,35,0.0573,0
France,1970,36,0.04877,0
France,1970,37,0.04132,0
France,1970,38,0.03305,0
France,1970,39,0.02704,0
France,1970,40,0.02097,0
France,1970,41,0.01511,0
France,1970,42,0.01029,0
France,1970,43,0.00673,0
France,1970,44,0.00396,0
France,1970,45,0.00211,0
France,1970,46,0.001,0
France,1970,47,0.00049,0
France,1970,48,0.0002,0
France,1970,49,9e-05,0
France,1970,50,4e-05,0
France,1970,51,4e-05,0
France,1970,52,3e-05,0
France,1970,53,2e-05,0
France,1970,54,1e-05,0
France,1970,55,0.0,0
France,1971,12,1e-05,0
France,1971,13,0.0001,0
France,1971,14,0.00049,0
France,1971,15,0.00273,0
France,1971,16,0.00995,0
France,1971,17,0.027,0
France,1971,18,0.05625,0
France,1971,19,0.09566,0
France,1971,20,0.13246,0
France,1971,21,0.16104,0
France,1971,22,0.17915,0
France,1971,23,0.18745,0
France,1971,24,0.18532,0
France,1971,25,0.17637,0
France,1971,26,0.16604,0
France,1971,27,0.1518,0
France,1971,28,0.13815,0
France,1971,29,0.1225,0
France,1971,30,0.11102,0
France,1971,31,0.09835,0
France,1971,32,0.08656,0
France,1971,33,0.0755,0
France,1971,34,0.06481,0
France,1971,35,0.05706,0
France,1971,36,0.04891,0
France,1971,37,0.04102,0
France,1971,38,0.03313,0
France,1971,39,0.02655,0
France,1971,40,0.02061,0
France,1971,41,0.01548,0
France,1971,42,0.01038,0
France,1971,43,0.00673,0
France,1971,44,0.00379,0
France,1971,45,0.00227,0
France,1971,46,0.001,0
France,1971,47,0.00045,0
France,1971,48,0.00017,0
France,1971,49,9e-05,0
France,1971,50,5e-05,0
France,1971,51,2e-05,0
France,1971,52,1e-05,0
France,1971,53,3e-05,0
France,1971,54,2e-05,0
France,1971,55,0.0,0
France,1972,12,2e-05,0
France,1972,13,6e-05,0
France,1972,14,0.00054,0
France,1972,15,0.00265,0
France,1972,16,0.01072,0
France,1972,17,0.02914,0
France,1972,18,0.05874,0
France,1972,19,0.09771,0
France,1972,20,0.1313,0
France,1972,21,0.15927,0
France,1972,22,0.1758,0
France,1972,23,0.18059,0
France,1972,24,0.1824,0
France,1972,25,0.17148,0
France,1972,26,0.15983,0
France,1972,27,0.146,0
France,1972,28,0.13256,0
France,1972,29,0.11612,0
France,1972,30,0.10447,0
France,1972,31,0.09379,0
France,1972,32,0.08119,0
France,1972,33,0.07168,0
France,1972,34,0.06054,0
France,1972,35,0.05358,0
France,1972,36,0.04538,0
France,1972,37,0.03828,0
France,1972,38,0.03148,0
France,1972,39,0.02563,0
France,1972,40,0.01935,0
France,1972,41,0.01426,0
France,1972,42,0.01016,0
France,1972,43,0.0064,0
France,1972,44,0.00368,0
France,1972,45,0.00194,0
France,1972,46,0.00089,0
France,1972,47,0.00043,0
France,1972,48,0.00017,0
France,1972,49,9e-05,0
France,1972,50,4e-05,0
France,1972,51,1e-05,0
France,1972,52,3e-05,0
France,1972,53,1e-05,0
France,1972,54,2e-05,0
France,1972,55,0.0,0
France,1973,12,0.0,0
France,1973,13,7e-05,0
France,1973,14,0.00042,0
France,1973,15,0.00278,0
France,1973,16,0.01047,0
France,1973,17,0.02967,0
France,1973,18,0.05972,0
France,1973,19,0.09537,0
France,1973,20,0.12864,0
France,1973,21,0.15353,0
France,1973,22,0.16904,0
France,1973,23,0.17325,0
France,1973,24,0.1734,0
France,1973,25,0.16414,0
France,1973,26,0.15305,0
France,1973,27,0.14051,0
France,1973,28,0.12582,0
France,1973,29,0.11111,0
France,1973,30,0.09813,0
France,1973,31,0.08553,0
France,1973,32,0.07725,0
France,1973,33,0.0668,0
France,1973,34,0.05759,0
France,1973,35,0.05012,0
France,1973,36,0.04209,0
France,1973,37,0.03515,0
France,1973,38,0.02859,0
France,1973,39,0.02327,0
France,1973,40,0.01819,0
France,1973,41,0.01301,0
France,1973,42,0.00913,0
France,1973,43,0.00581,0
France,1973,44,0.00329,0
France,1973,45,0.0017,0
France,1973,46,0.00077,0
France,1973,47,0.0004,0
France,1973,48,0.00019,0
France,1973,49,9e-05,0
France,1973,50,4e-05,0
France,1973,51,3e-05,0
France,1973,52,1e-05,0
France,1973,53,2e-05,0
France,1973,54,1e-05,0
France,1973,55,0.0,0
France,1974,12,0.0,0
France,1974,13,5e-05,0
France,1974,14,0.00045,0
France,1974,15,0.00271,0
France,1974,16,0.01027,0
France,1974,17,0.02767,0
France,1974,18,0.05647,0
France,1974,19,0.08881,0
France,1974,20,0.11795,0
France,1974,21,0.13819,0
France,1974,22,0.15326,0
France,1974,23,0.15929,0
France,1974,24,0.16144,0
France,1974,25,0.15345,0
France,1974,26,0.14377,0
France,1974,27,0.13122,0
France,1974,28,0.1163,0
France,1974,29,0.10251,0
France,1974,30,0.09039,0
France,1974,31,0.07706,0
France,1974,32,0.06742,0
France,1974,33,0.05933,0
France,1974,34,0.05165,0
France,1974,35,0.04364,0
France,1974,36,0.03686,0
France,1974,37,0.03049,0
France,1974,38,0.0254,0
France,1974,39,0.02016,0
France,1974,40,0.01545,0
France,1974,41,0.01149,0
France,1974,42,0.00791,0
France,1974,43,0.00526,0
France,1974,44,0.00292,0
France,1974,45,0.00159,0
France,1974,46,0.00079,0
France,1974,47,0.0003,0
France,1974,48,0.00013,0
France,1974,49,7e-05,0
France,1974,50,5e-05,0
France,1974,51,3e-05,0
France,1974,52,2e-05,0
France,1974,53,1e-05,0
France,1974,54,1e-05,0
France,1974,55,0.0,0
France,1975,12,1e-05,0
France,1975,13,4e-05,0
France,1975,14,0.00039,0
France,1975,15,0.00256,0
France,1975,16,0.00938,0
France,1975,17,0.02515,0
France,1975,18,0.05116,0
France,1975,19,0.08223,0
France,1975,20,0.10657,0
France,1975,21,0.12546,0
France,1975,22,0.1393,0
France,1975,23,0.14815,0
France,1975,24,0.1507,0
France,1975,25,0.14555,0
France,1975,26,0.13466,0
France,1975,27,0.12271,0
France,1975,28,0.10915,0
France,1975,29,0.09471,0
France,1975,30,0.08146,0
France,1975,31,0.07031,0
France,1975,32,0.06035,0
France,1975,33,0.05184,0
France,1975,34,0.04504,0
France,1975,35,0.03814,0
France,1975,36,0.03162,0
France,1975,37,0.02571,0
France,1975,38,0.02079,0
France,1975,39,0.01711,0
France,1975,40,0.01267,0
France,1975,41,0.00881,0
France,1975,42,0.00658,0
France,1975,43,0.00413,0
France,1975,44,0.00232,0
France,1975,45,0.00125,0
France,1975,46,0.00057,0
France,1975,47,0.0003,0
France,1975,48,0.00011,0
France,1975,49,5e-05,0
France,1975,50,4e-05,0
France,1975,51,2e-05,0
France,1975,52,3e-05,0
France,1975,53,1e-05,0
France,1975,54,0.0,0
France,1975,55,0.0,0
Hungary,1956,12,0.0,0
Hungary,1956,13,7e-05,0
Hungary,1956,14,0.00109,0
Hungary,1956,15,0.00428,0
Hungary,1956,16,0.01527,0
Hungary,1956,17,0.04164,0
Hungary,1956,18,0.084,0
Hungary,1956,19,0.13244,0
Hungary,1956,20,0.16887,0
Hungary,1956,21,0.19098,0
Hungary,1956,22,0.19807,0
Hungary,1956,23,0.19391,0
Hungary,1956,24,0.18009,0
Hungary,1956,25,0.16404,0
Hungary,1956,26,0.15188,0
Hungary,1956,27,0.13646,0
Hungary,1956,28,0.12213,0
Hungary,1956,29,0.11236,0
Hungary,1956,30,0.10197,0
Hungary,1956,31,0.09215,0
Hungary,1956,32,0.08504,0
Hungary,1956,33,0.07537,0
Hungary,1956,34,0.0659,0
Hungary,1956,35,0.05711,0
Hungary,1956,36,0.04977,0
Hungary,1956,37,0.04258,0
Hungary,1956,38,0.03559,0
Hungary,1956,39,0.02866,0
Hungary,1956,40,0.02167,0
Hungary,1956,41,0.01901,0
Hungary,1956,42,0.01279,0
Hungary,1956,43,0.00831,0
Hungary,1956,44,0.00498,0
Hungary,1956,45,0.00253,0
Hungary,1956,46,0.00118,0
Hungary,1956,47,0.00057,0
Hungary,1956,48,0.00033,0
Hungary,1956,49,0.00015,0
Hungary,1956,50,0.00013,0
Hungary,1956,51,9e-05,0
Hungary,1956,52,4e-05,0
Hungary,1956,53,2e-05,0
Hungary,1956,54,0.0,0
Hungary,1956,55,0.0,0
Hungary,1957,12,0.0,0
Hungary,1957,13,8e-05,0
Hungary,1957,14,0.00114,0
Hungary,1957,15,0.00393,0
Hungary,1957,16,0.01533,0
Hungary,1957,17,0.04432,0
Hungary,1957,18,0.08538,0
Hungary,1957,19,0.13366,0
Hungary,1957,20,0.16753,0
Hungary,1957,21,0.1869,0
Hungary,1957,22,0.18526,0
Hungary,1957,23,0.1777,0
Hungary,1957,24,0.15764,0
Hungary,1957,25,0.14222,0
Hungary,1957,26,0.12946,0
Hungary,1957,27,0.11372,0
Hungary,1957,28,0.10264,0
Hungary,1957,29,0.09089,0
Hungary,1957,30,0.08385,0
Hungary,1957,31,0.07269,0
Hungary,1957,32,0.06534,0
Hungary,1957,33,0.05845,0
Hungary,1957,34,0.05336,0
Hungary,1957,35,0.04582,0
Hungary,1957,36,0.03872,0
Hungary,1957,37,0.03316,0
Hungary,1957,38,0.02742,0
Hungary,1957,39,0.02104,0
Hungary,1957,40,0.01872,0
Hungary,1957,41,0.01296,0
Hungary,1957,42,0.00985,0
Hungary,1957,43,0.00686,0
Hungary,1957,44,0.00446,0
Hungary,1957,45,0.0022,0
Hungary,1957,46,0.00094,0
Hungary,1957,47,0.00052,0
Hungary,1957,48,0.00016,0
Hungary,1957,49,4e-05,0
Hungary,1957,50,5e-05,0
Hungary,1957,51,4e-05,0
Hungary,1957,52,2e-05,0
Hungary,1957,53,1e-05,0
Hungary,1957,54,0.0,0
Hungary,1957,55,0.0,0
Hungary,1958,12,0.0,0
Hungary,1958,13,7e-05,0
Hungary,1958,14,0.00106,0
Hungary,1958,15,0.00386,0
Hungary,1958,16,0.01513,0
Hungary,1958,17,0.04183,0
Hungary,1958,18,0.0865,0
Hungary,1958,19,0.13032,0
Hungary,1958,20,0.16447,0
Hungary,1958,21,0.18141,0
Hungary,1958,22,0.17952,0
Hungary,1958,23,0.16877,0
Hungary,1958,24,0.15523,0
Hungary,1958,25,0.13972,0
Hungary,1958,26,0.12292,0
Hungary,1958,27,0.10767,0
Hungary,1958,28,0.09796,0
Hungary,1958,29,0.08693,0
Hungary,1958,30,0.07773,0
Hungary,1958,31,0.06644,0
Hungary,1958,32,0.0601,0
Hungary,1958,33,0.05358,0
Hungary,1958,34,0.04699,0
Hungary,1958,35,0.04242,0
Hungary,1958,36,0.03372,0
Hungary,1958,37,0.02931,0
Hungary,1958,38,0.02448,0
Hungary,1958,39,0.02005,0
Hungary,1958,40,0.01639,0
Hungary,1958,41,0.01065,0
Hungary,1958,42,0.00795,0
Hungary,1958,43,0.00543,0
Hungary,1958,44,0.00363,0
Hungary,1958,45,0.002,0
Hungary,1958,46,0.00108,0
Hungary,1958,47,0.00035,0
Hungary,1958,48,8e-05,0
Hungary,1958,49,0.0001,0
Hungary,1958,50,4e-05,0
Hungary,1958,51,2e-05,0
Hungary,1958,52,1e-05,0
Hungary,1958,53,1e-05,0
Hungary,1958,54,0.0,0
Hungary,1958,55,0.0,0
Hungary,1959,12,0.0,0
Hungary,1959,13,7e-05,0
Hungary,1959,14,0.00116,0
Hungary,1959,15,0.00459,0
Hungary,1959,16,0.01542,0
Hungary,1959,17,0.0421,0
Hungary,1959,18,0.08172,0
Hungary,1959,19,0.12895,0
Hungary,1959,20,0.15937,0
Hungary,1959,21,0.1709,0
Hungary,1959,22,0.1737,0
Hungary,1959,23,0.16296,0
Hungary,1959,24,0.14736,0
Hungary,1959,25,0.13859,0
Hungary,1959,26,0.11871,0
Hungary,1959,27,0.10599,0
Hungary,1959,28,0.09247,0
Hungary,1959,29,0.08313,0
Hungary,1959,30,0.07234,0
Hungary,1959,31,0.06356,0
Hungary,1959,32,0.0554,0
Hungary,1959,33,0.04776,0
Hungary,1959,34,0.04354,0
Hungary,1959,35,0.03843,0
Hungary,1959,36,0.0322,0
Hungary,1959,37,0.02644,0
Hungary,1959,38,0.02187,0
Hungary,1959,39,0.01788,0
Hungary,1959,40,0.01287,0
Hungary,1959,41,0.01021,0
Hungary,1959,42,0.00808,0
Hungary,1959,43,0.00435,0
Hungary,1959,44,0.00346,0
Hungary,1959,45,0.00177,0
Hungary,1959,46,0.00079,0
Hungary,1959,47,0.00016,0
Hungary,1959,48,0.00015,0
Hungary,1959,49,7e-05,0
Hungary,1959,50,1e-05,0
Hungary,1959,51,1e-05,0
Hungary,1959,52,0.0,0
Hungary,1959,53,0.0,0
Hungary,1959,54,0.0,0
Hungary,1959,55,0.0,0
Hungary,1960,12,0.0,0
Hungary,1960,13,7e-05,0
Hungary,1960,14,0.0011,0
Hungary,1960,15,0.00417,0
Hungary,1960,16,0.01589,0
Hungary,1960,17,0.04083,0
Hungary,1960,18,0.08122,0
Hungary,1960,19,0.1232,0
Hungary,1960,20,0.15372,0
Hungary,1960,21,0.16969,0
Hungary,1960,22,0.16794,0
Hungary,1960,23,0.15965,0
Hungary,1960,24,0.14813,0
Hungary,1960,25,0.13275,0
Hungary,1960,26,0.12019,0
Hungary,1960,27,0.10399,0
Hungary,1960,28,0.09039,0
Hungary,1960,29,0.08167,0
Hungary,1960,30,0.06905,0
Hungary,1960,31,0.05917,0
Hungary,1960,32,0.05291,0
Hungary,1960,33,0.04503,0
Hungary,1960,34,0.03939,0
Hungary,1960,35,0.03529,0
Hungary,1960,36,0.03052,0
Hungary,1960,37,0.02367,0
Hungary,1960,38,0.02018,0
Hungary,1960,39,0.0164,0
Hungary,1960,40,0.01283,0
Hungary,1960,41,0.00891,0
Hungary,1960,42,0.0064,0
Hungary,1960,43,0.00478,0
Hungary,1960,44,0.00231,0
Hungary,1960,45,0.00133,0
Hungary,1960,46,0.00066,0
Hungary,1960,47,0.00029,0
Hungary,1960,48,0.0002,0
Hungary,1960,49,4e-05,0
Hungary,1960,50,5e-05,0
Hungary,1960,51,4e-05,0
Hungary,1960,52,2e-05,0
Hungary,1960,53,1e-05,0
Hungary,1960,54,0.0,0
Hungary,1960,55,0.0,0
Hungary,1961,12,0.0,0
Hungary,1961,13,7e-05,0
Hungary,1961,14,0.00111,0
Hungary,1961,15,0.00427,0
Hungary,1961,16,0.01413,0
Hungary,1961,17,0.03902,0
Hungary,1961,18,0.0783,0
Hungary,1961,19,0.12222,0
Hungary,1961,20,0.14697,0
Hungary,1961,21,0.16528,0
Hungary,1961,22,0.16136,0
Hungary,1961,23,0.15355,0
Hungary,1961,24,0.14394,0
Hungary,1961,25,0.13061,0
Hungary,1961,26,0.11256,0
Hungary,1961,27,0.10092,0
Hungary,1961,28,0.08791,0
Hungary,1961,29,0.07549,0
Hungary,1961,30,0.06555,0
Hungary,1961,31,0.05726,0
Hungary,1961,32,0.04869,0
Hungary,1961,33,0.04335,0
Hungary,1961,34,0.03618,0
Hungary,1961,35,0.03159,0
Hungary,1961,36,0.02566,0
Hungary,1961,37,0.02441,0
Hungary,1961,38,0.0185,0
Hungary,1961,39,0.0151,0
Hungary,1961,40,0.01135,0
Hungary,1961,41,0.00903,0
Hungary,1961,42,0.00639,0
Hungary,1961,43,0.00378,0
Hungary,1961,44,0.00259,0
Hungary,1961,45,0.00122,0
Hungary,1961,46,0.00057,0
Hungary,1961,47,0.00032,0
Hungary,1961,48,8e-05,0
Hungary,1961,49,0.00011,0
Hungary,1961,50,7e-05,0
Hungary,1961,51,0.0,0
Hungary,1961,52,0.0,0
Hungary,1961,53,0.0,0
Hungary,1961,54,0.0,0
Hungary,1961,55,0.0,0
Hungary,1962,12,0.0,0
Hungary,1962,13,7e-05,0
Hungary,1962,14,0.00105,0
Hungary,1962,15,0.0033,0
Hungary,1962,16,0.01153,0
Hungary,1962,17,0.03529,0
Hungary,1962,18,0.06968,0
Hungary,1962,19,0.10966,0
Hungary,1962,20,0.13756,0
Hungary,1962,21,0.14771,0
Hungary,1962,22,0.15433,0
Hungary,1962,23,0.14326,0
Hungary,1962,24,0.13432,0
Hungary,1962,25,0.12231,0
Hungary,1962,26,0.10753,0
Hungary,1962,27,0.09267,0
Hungary,1962,28,0.08427,0
Hungary,1962,29,0.07061,0
Hungary,1962,30,0.06311,0
Hungary,1962,31,0.05433,0
Hungary,1962,32,0.04523,0
Hungary,1962,33,0.03926,0
Hungary,1962,34,0.03369,0
Hungary,1962,35,0.0279,0
Hungary,1962,36,0.02334,0
Hungary,1962,37,0.02087,0
Hungary,1962,38,0.01633,0
Hungary,1962,39,0.01339,0
Hungary,1962,40,0.01031,0
Hungary,1962,41,0.00852,0
Hungary,1962,42,0.00567,0
Hungary,1962,43,0.00402,0
Hungary,1962,44,0.00209,0
Hungary,1962,45,0.00103,0
Hungary,1962,46,0.00054,0
Hungary,1962,47,0.00014,0
Hungary,1962,48,5e-05,0
Hungary,1962,49,7e-05,0
Hungary,1962,50,5e-05,0
Hungary,1962,51,0.0,0
Hungary,1962,52,0.0,0
Hungary,1962,53,0.0,0
Hungary,1962,54,0.0,0
Hungary,1962,55,0.0,0
Hungary,1963,12,0.0,0
Hungary,1963,13,8e-05,0
Hungary,1963,14,0.0011,0
Hungary,1963,15,0.00331,0
Hungary,1963,16,0.01021,0
Hungary,1963,17,0.03086,0
Hungary,1963,18,0.06445,0
Hungary,1963,19,0.10769,0
Hungary,1963,20,0.14028,0
Hungary,1963,21,0.14749,0
Hungary,1963,22,0.1506,0
Hungary,1963,23,0.14926,0
Hungary,1963,24,0.13598,0
