unit,time,y,treat
Tunisia,2017-02,2.80228758,0
Ukraine,2017-02,38.9,0
United Kingdom,2017-02,4.24671385,0
United States,2017-02,2.00729927,0
China,2017-03,7.6,0
Armenia,2017-03,3.1,0
Belgium,2017-03,12.56778742,0
Bosnia and Herzegovina,2017-03,2.6,0
Bulgaria,2017-03,4.5477777,0
Canada,2017-03,5.21172638,0
Chile,2017-03,8.62051229,0
Colombia,2017-03,1.05471325,0
Croatia,2017-03,1.2,0
Cyprus,2017-03,6.16438356,0
Czech Republic,2017-03,3.02083333,0
Denmark,2017-03,4.44711538,0
Ecuador,2017-03,-2.6835384,0
Egypt,2017-03,35.13011152,0
Estonia,2017-03,3.07315234,0
European Union,2017-03,3.91705069,0
Finland,2017-03,4.69061876,0
France,2017-03,3.04740406,0
Georgia,2017-03,9.0947,0
Germany,2017-03,3.15052509,0
Ghana,2017-03,6.03186646,0
Greece,2017-03,7.67378,0
Hungary,2017-03,4.2,0
Iceland,2017-03,-7.132405,0
India,2017-03,5.10677809,0
Ireland,2017-03,3.53892821,0
Israel,2017-03,3.61581921,0
Italy,2017-03,3.08571429,0
Japan,2017-03,1.4507772,0
Jordan,2017-03,7.99764799,0
Kazakhstan,2017-03,26.7,0
Kuwait,2017-03,4.90272374,0
Kyrgyzstan,2017-03,-2.13714147,0
Latvia,2017-03,2.0,0
Lithuania,2017-03,8.3,0
Luxembourg,2017-03,3.909389,0
Malaysia,2017-03,9.02708124,0
Malta,2017-03,-0.32,0
Mexico,2017-03,9.44624134,0
Moldova,2017-03,3.20176272,0
Mongolia,2017-03,44.5,0
Montenegro,2017-03,0.7,0
Morocco,2017-03,4.71976401,0
Netherlands,2017-03,7.64397906,0
North Macedonia,2017-03,5.41133643,0
Norway,2017-03,16.11893584,0
Pakistan,2017-03,6.39996083,0
Paraguay,2017-03,3.2513181,0
Philippines,2017-03,-0.39840637,0
Poland,2017-03,4.8,0
Portugal,2017-03,3.96843041,0
Romania,2017-03,3.77876569,0
Serbia,2017-03,3.14044003,0
Singapore,2017-03,3.8684317,0
Slovakia,2017-03,3.82293763,0
Slovenia,2017-03,1.91689751,0
South Korea,2017-03,4.31152911,0
Spain,2017-03,5.7663517,0
Sweden,2017-03,6.32768362,0
Switzerland,2017-03,0.43538561,0
Thailand,2017-03,2.96523517,0
Tunisia,2017-03,3.57963875,0
Ukraine,2017-03,38.3,0
United Kingdom,2017-03,4.23387097,0
United States,2017-03,2.18778487,0
China,2017-04,6.4,0
Armenia,2017-04,3.0,0
Belgium,2017-04,12.59831842,0
Bosnia and Herzegovina,2017-04,2.5,0
Bulgaria,2017-04,5.76408769,0
Canada,2017-04,6.21592148,0
Chile,2017-04,7.327852,0
Colombia,2017-04,1.04954614,0
Croatia,2017-04,3.3,0
Cyprus,2017-04,6.4,0
Czech Republic,2017-04,3.22580645,0
Denmark,2017-04,3.55871886,0
Ecuador,2017-04,-1.33587167,0
Egypt,2017-04,33.5426009,0
Estonia,2017-04,3.68654882,0
European Union,2017-04,4.27251732,0
Finland,2017-04,4.99001996,0
France,2017-04,3.17460317,0
Georgia,2017-04,8.9834,0
Germany,2017-04,3.26340326,0
Ghana,2017-04,4.40478451,0
Greece,2017-04,7.88435064,0
Hungary,2017-04,4.4,0
Iceland,2017-04,-5.440266,0
India,2017-04,3.85321101,0
Ireland,2017-04,5.39714868,0
Israel,2017-04,2.01342282,0
Italy,2017-04,3.79310345,0
Japan,2017-04,2.08116545,0
Jordan,2017-04,3.81016282,0
Kazakhstan,2017-04,18.4,0
Kuwait,2017-04,4.26356589,0
Kyrgyzstan,2017-04,3.22296492,0
Latvia,2017-04,2.2,0
Lithuania,2017-04,7.5,0
Luxembourg,2017-04,7.24046069,0
Malaysia,2017-04,7.48502994,0
Malta,2017-04,-1.03,0
Mexico,2017-04,8.74535029,0
Moldova,2017-04,3.46571213,0
Mongolia,2017-04,35.5,0
Montenegro,2017-04,0.6,0
Morocco,2017-04,0.47214353,0
Netherlands,2017-04,7.5,0
North Macedonia,2017-04,6.43272574,0
Norway,2017-04,12.73291925,0
Pakistan,2017-04,5.96993281,0
Paraguay,2017-04,4.25531915,0
Philippines,2017-04,-1.68650794,0
Poland,2017-04,4.2,0
Portugal,2017-04,3.98087401,0
Romania,2017-04,3.81799163,0
Serbia,2017-04,4.50268137,0
Singapore,2017-04,7.55462884,0
Slovakia,2017-04,3.51758794,0
Slovenia,2017-04,2.2515528,0
South Korea,2017-04,3.82628861,0
Spain,2017-04,6.01963941,0
Sweden,2017-04,7.0695553,0
Switzerland,2017-04,0.07492791,0
Thailand,2017-04,1.6194332,0
Tunisia,2017-04,4.17348609,0
Ukraine,2017-04,35.6,0
United Kingdom,2017-04,4.22960725,0
United States,2017-04,2.45454545,0
China,2017-05,5.5,0
Armenia,2017-05,4.7,0
Belgium,2017-05,9.01270513,0
Bosnia and Herzegovina,2017-05,0.7,0
Bulgaria,2017-05,3.96524806,0
Canada,2017-05,5.28586839,0
Chile,2017-05,8.52425181,0
Colombia,2017-05,-0.68147872,0
Croatia,2017-05,1.8,0
Cyprus,2017-05,5.77576444,0
Czech Republic,2017-05,2.27979275,0
Denmark,2017-05,4.04761905,0
Ecuador,2017-05,-1.84044559,0
Egypt,2017-05,26.73521851,0
Estonia,2017-05,4.16706127,0
European Union,2017-05,3.32950631,0
Finland,2017-05,4.06746032,0
France,2017-05,2.25733634,0
Georgia,2017-05,9.4261,0
Germany,2017-05,2.78422274,0
Ghana,2017-05,3.71768258,0
Greece,2017-05,3.92643187,0
Hungary,2017-05,2.7,0
Iceland,2017-05,-9.703642,0
India,2017-05,2.26449275,0
Ireland,2017-05,4.54545455,0
Israel,2017-05,1.00222718,0
Italy,2017-05,2.73972603,0
Japan,2017-05,2.08116545,0
Jordan,2017-05,2.42605632,0
Kazakhstan,2017-05,15.3,0
Kuwait,2017-05,3.86697602,0
Kyrgyzstan,2017-05,1.83248124,0
Latvia,2017-05,2.9,0
Lithuania,2017-05,3.6,0
Luxembourg,2017-05,4.2770985,0
Malaysia,2017-05,8.04020101,0
Malta,2017-05,0.94,0
Mexico,2017-05,8.09788558,0
Moldova,2017-05,3.55613799,0
Mongolia,2017-05,33.5,0
Montenegro,2017-05,0.8,0
Morocco,2017-05,0.65975495,0
Netherlands,2017-05,4.9382716,0
North Macedonia,2017-05,5.34058062,0
Norway,2017-05,8.92586989,0
Pakistan,2017-05,5.17763569,0
Paraguay,2017-05,3.8869258,0
Philippines,2017-05,-1.88118812,0
Poland,2017-05,2.4,0
Portugal,2017-05,3.42116918,0
Romania,2017-05,3.12377977,0
Serbia,2017-05,3.17303917,0
Singapore,2017-05,0.49178265,0
Slovakia,2017-05,3.00902708,0
Slovenia,2017-05,2.3595879,0
South Korea,2017-05,3.421773,0
Spain,2017-05,5.2560992,0
Sweden,2017-05,7.0695553,0
Switzerland,2017-05,-0.71775844,0
Thailand,2017-05,-0.39880359,0
Tunisia,2017-05,5.3820871,0
Ukraine,2017-05,27.1,0
United Kingdom,2017-05,4.12474849,0
United States,2017-05,2.26860254,0
China,2017-06,5.5,0
Armenia,2017-06,4.9,0
Belgium,2017-06,6.14823499,0
Bosnia and Herzegovina,2017-06,-0.1,0
Bulgaria,2017-06,3.14551026,0
Canada,2017-06,3.20855615,0
Chile,2017-06,9.62260217,0
Colombia,2017-06,-2.07215541,0
Croatia,2017-06,0.3,0
Cyprus,2017-06,5.89569161,0
Czech Republic,2017-06,1.34436401,0
Denmark,2017-06,0.46620047,0
Ecuador,2017-06,-1.0151635,0
Egypt,2017-06,23.48484848,0
Estonia,2017-06,3.30570729,0
European Union,2017-06,2.16647662,0
Finland,2017-06,3.26409496,0
France,2017-06,1.46231721,0
Georgia,2017-06,12.2747,0
Germany,2017-06,2.5462963,0
Ghana,2017-06,3.20835665,0
Greece,2017-06,1.40071663,0
Hungary,2017-06,1.5,0
Iceland,2017-06,-10.241699,0
India,2017-06,0.89525515,0
Ireland,2017-06,2.4514811,0
Israel,2017-06,-0.44198896,0
Italy,2017-06,2.04545455,0
Japan,2017-06,2.18522373,0
Jordan,2017-06,-0.16706906,0
Kazakhstan,2017-06,9.6,0
Kuwait,2017-06,3.86100386,0
Kyrgyzstan,2017-06,3.73283656,0
Latvia,2017-06,3.1,0
Lithuania,2017-06,1.6,0
Luxembourg,2017-06,0.31495544,0
Malaysia,2017-06,6.40640641,0
Malta,2017-06,1.11,0
Mexico,2017-06,6.68596502,0
Moldova,2017-06,3.7059403,0
Mongolia,2017-06,19.8,0
Montenegro,2017-06,0.2,0
Morocco,2017-06,1.03773585,0
Netherlands,2017-06,3.05810398,0
North Macedonia,2017-06,5.05844325,0
Norway,2017-06,3.23529412,0
Pakistan,2017-06,3.267261,0
Paraguay,2017-06,3.24846356,0
Philippines,2017-06,-1.98019802,0
Poland,2017-06,1.8,0
Portugal,2017-06,2.37756108,0
Romania,2017-06,2.14442578,0
Serbia,2017-06,2.97700683,0
Singapore,2017-06,2.47319328,0
Slovakia,2017-06,2.6,0
Slovenia,2017-06,2.16934145,0
South Korea,2017-06,2.77281798,0
Spain,2017-06,3.16843753,0
Sweden,2017-06,4.83689539,0
Switzerland,2017-06,-0.64697415,0
Thailand,2017-06,-1.2,0
Tunisia,2017-06,4.76461039,0
Ukraine,2017-06,26.3,0
United Kingdom,2017-06,3.80761523,0
United States,2017-06,1.89530686,0
China,2017-07,5.5,0
Armenia,2017-07,3.8,0
Belgium,2017-07,5.76473643,0
Bosnia and Herzegovina,2017-07,-0.1,0
Bulgaria,2017-07,4.52097349,0
Canada,2017-07,1.38592751,0
Chile,2017-07,9.83252851,0
Colombia,2017-07,-1.18102971,0
Croatia,2017-07,1.0,0
Cyprus,2017-07,3.42541436,0
Czech Republic,2017-07,1.13753878,0
Denmark,2017-07,1.4084507,0
Ecuador,2017-07,-1.31473393,0
Egypt,2017-07,32.62169086,0
Estonia,2017-07,4.09224081,0
European Union,2017-07,1.93621868,0
Finland,2017-07,3.76984127,0
France,2017-07,1.46231721,0
Georgia,2017-07,10.7427,0
Germany,2017-07,2.42494226,0
Ghana,2017-07,1.99445983,0
Greece,2017-07,2.99258781,0
Hungary,2017-07,1.2,0
Iceland,2017-07,-7.764373,0
India,2017-07,1.8783542,0
Ireland,2017-07,1.01832994,0
Israel,2017-07,-1.21412804,0
Italy,2017-07,0.8988764,0
Japan,2017-07,2.5,0
Jordan,2017-07,0.19562704,0
Kazakhstan,2017-07,4.8,0
Kuwait,2017-07,2.99539171,0
Kyrgyzstan,2017-07,0.35035415,0
Latvia,2017-07,3.6,0
Lithuania,2017-07,3.3,0
Luxembourg,2017-07,-0.3782595,0
Malaysia,2017-07,7.07070707,0
Malta,2017-07,2.88,0
Mexico,2017-07,5.91846172,0
Moldova,2017-07,3.84330404,0
Mongolia,2017-07,34.8,0
Montenegro,2017-07,0.1,0
Morocco,2017-07,0.75329567,0
Netherlands,2017-07,3.07062436,0
North Macedonia,2017-07,4.65060379,0
Norway,2017-07,1.75695461,0
Pakistan,2017-07,0.6626199,0
Paraguay,2017-07,2.97462817,0
Philippines,2017-07,-0.80160321,0
Poland,2017-07,2.2,0
Portugal,2017-07,1.88782191,0
Romania,2017-07,2.75360436,0
Serbia,2017-07,2.71226879,0
Singapore,2017-07,3.87765983,0
Slovakia,2017-07,1.89620758,0
Slovenia,2017-07,2.29058316,0
South Korea,2017-07,2.96529968,0
Spain,2017-07,3.0472503,0
Sweden,2017-07,5.63697858,0
Switzerland,2017-07,-0.58867293,0
Thailand,2017-07,-1.30522088,0
Tunisia,2017-07,4.55205811,0
Ukraine,2017-07,23.3,0
United Kingdom,2017-07,3.48953141,0
United States,2017-07,1.98555957,0
China,2017-08,6.3,0
Armenia,2017-08,3.5,0
Belgium,2017-08,6.77503251,0
Bosnia and Herzegovina,2017-08,0.8,0
Bulgaria,2017-08,5.71927919,0
Canada,2017-08,2.03208556,0
Chile,2017-08,13.19170984,0
Colombia,2017-08,0.51329911,0
Croatia,2017-08,2.6,0
Cyprus,2017-08,3.3076075,0
Czech Republic,2017-08,1.44927536,0
Denmark,2017-08,2.12514758,0
Ecuador,2017-08,-0.24985022,0
Egypt,2017-08,34.61217681,0
Estonia,2017-08,4.68558499,0
European Union,2017-08,2.16647662,0
Finland,2017-08,3.76610505,0
France,2017-08,1.79977503,0
Georgia,2017-08,11.5425,0
Germany,2017-08,2.65895954,0
Ghana,2017-08,6.61062285,0
Greece,2017-08,4.11572852,0
Hungary,2017-08,2.4,0
Iceland,2017-08,-5.969821,0
India,2017-08,3.23741007,0
Ireland,2017-08,-0.70921986,0
Israel,2017-08,1.67973125,0
Italy,2017-08,1.46231721,0
Japan,2017-08,2.82131661,0
Jordan,2017-08,2.90325254,0
Kazakhstan,2017-08,7.7,0
Kuwait,2017-08,2.75862069,0
Kyrgyzstan,2017-08,0.0012574,0
Latvia,2017-08,3.3,0
Lithuania,2017-08,4.3,0
Luxembourg,2017-08,-1.27579841,0
Malaysia,2017-08,6.68662675,0
Malta,2017-08,3.05,0
Mexico,2017-08,5.63506669,0
Moldova,2017-08,4.01924101,0
Mongolia,2017-08,22.0,0
Montenegro,2017-08,0.0,0
Morocco,2017-08,0.46904315,0
Netherlands,2017-08,3.58606557,0
North Macedonia,2017-08,3.35675721,0
Norway,2017-08,4.02384501,0
Pakistan,2017-08,1.02433372,0
Paraguay,2017-08,3.39721254,0
Philippines,2017-08,-0.40201005,0
Poland,2017-08,3.0,0
Portugal,2017-08,2.21103327,0
Romania,2017-08,3.93895918,0
Serbia,2017-08,3.59515556,0
Singapore,2017-08,4.95692528,0
Slovakia,2017-08,2.70812437,0
Slovenia,2017-08,2.3345873,0
South Korea,2017-08,3.34068705,0
Spain,2017-08,3.26136445,0
Sweden,2017-08,4.01785714,0
Switzerland,2017-08,-0.45888795,0
Thailand,2017-08,-0.60544904,0
Tunisia,2017-08,4.97975709,0
Ukraine,2017-08,23.6,0
United Kingdom,2017-08,3.78109453,0
United States,2017-08,2.44343891,0
China,2017-09,6.9,0
Armenia,2017-09,4.1,0
Belgium,2017-09,6.367713,0
Bosnia and Herzegovina,2017-09,1.5,0
Bulgaria,2017-09,5.67751259,0
Canada,2017-09,1.38592751,0
Chile,2017-09,12.98512122,0
Colombia,2017-09,1.18802619,0
Croatia,2017-09,1.9,0
Cyprus,2017-09,2.08791209,0
Czech Republic,2017-09,1.65289256,0
Denmark,2017-09,2.95159386,0
Ecuador,2017-09,-1.1469015,0
Egypt,2017-09,37.9338843,0
Estonia,2017-09,4.53732467,0
European Union,2017-09,2.50569476,0
Finland,2017-09,3.94866732,0
France,2017-09,1.9058296,0
Georgia,2017-09,13.448,0
Germany,2017-09,3.24074074,0
Ghana,2017-09,7.54073513,0
Greece,2017-09,4.83715134,0
Hungary,2017-09,4.1,0
Iceland,2017-09,-1.359521,0
India,2017-09,3.14183124,0
Ireland,2017-09,0.82901554,0
Israel,2017-09,1.10864746,0
Italy,2017-09,1.57480315,0
Japan,2017-09,3.02713987,0
Jordan,2017-09,4.38412558,0
Kazakhstan,2017-09,9.5,0
Kuwait,2017-09,1.2066365,0
Kyrgyzstan,2017-09,0.75823903,0
Latvia,2017-09,3.3,0
Lithuania,2017-09,4.2,0
Luxembourg,2017-09,2.09861162,0
Malaysia,2017-09,5.98039216,0
Malta,2017-09,3.12,0
Mexico,2017-09,4.50375495,0
Moldova,2017-09,3.87936347,0
Mongolia,2017-09,25.8,0
Montenegro,2017-09,-0.1,0
Morocco,2017-09,0.657277,0
Netherlands,2017-09,4.07747197,0
North Macedonia,2017-09,4.3943616,0
Norway,2017-09,8.78787879,0
Pakistan,2017-09,1.61688645,0
Paraguay,2017-09,3.73263889,0
Philippines,2017-09,-0.50301811,0
Poland,2017-09,3.2,0
Portugal,2017-09,2.49671485,0
Romania,2017-09,4.24479167,0
Serbia,2017-09,3.30953524,0
Singapore,2017-09,2.30604552,0
Slovakia,2017-09,2.4,0
Slovenia,2017-09,2.30913711,0
South Korea,2017-09,3.79415156,0
Spain,2017-09,3.53871326,0
Sweden,2017-09,4.58100559,0
Switzerland,2017-09,-0.155399,0
Thailand,2017-09,0.3033367,0
Tunisia,2017-09,5.21422797,0
Ukraine,2017-09,22.4,0
United Kingdom,2017-09,4.0714995,0
United States,2017-09,2.62206148,0
China,2017-10,6.9,0
Armenia,2017-10,5.4,0
Belgium,2017-10,5.55555556,0
Bosnia and Herzegovina,2017-10,2.1,0
Bulgaria,2017-10,5.65363919,0
Canada,2017-10,1.58562368,0
Chile,2017-10,15.60357365,0
Colombia,2017-10,1.72590727,0
Croatia,2017-10,1.1,0
Cyprus,2017-10,1.75824176,0
Czech Republic,2017-10,1.13052415,0
Denmark,2017-10,1.74418605,0
Ecuador,2017-10,-0.52220529,0
Egypt,2017-10,33.17460317,0
Estonia,2017-10,3.70990237,0
European Union,2017-10,1.80995475,0
Finland,2017-10,3.62389814,0
France,2017-10,1.67037862,0
Georgia,2017-10,13.2599,0
Germany,2017-10,2.88018433,0
Ghana,2017-10,8.31905578,0
Greece,2017-10,3.17668327,0
Hungary,2017-10,4.5,0
Iceland,2017-10,0.54066,0
India,2017-10,3.67713004,0
Ireland,2017-10,-7.26714432,0
Israel,2017-10,1.43646408,0
Italy,2017-10,2.02702703,0
Japan,2017-10,3.55276907,0
Jordan,2017-10,5.24096458,0
Kazakhstan,2017-10,12.1,0
Kuwait,2017-10,1.2012012,0
Kyrgyzstan,2017-10,1.64566227,0
Latvia,2017-10,3.5,0
Lithuania,2017-10,2.6,0
Luxembourg,2017-10,3.59768927,0
Malaysia,2017-10,4.67380721,0
Malta,2017-10,3.19,0
Mexico,2017-10,5.27019165,0
Moldova,2017-10,3.44583642,0
Mongolia,2017-10,23.9,0
Montenegro,2017-10,-0.2,0
Morocco,2017-10,0.56232427,0
Netherlands,2017-10,2.81407035,0
North Macedonia,2017-10,4.72651941,0
Norway,2017-10,9.03703704,0
Pakistan,2017-10,2.27474013,0
Paraguay,2017-10,2.57069409,0
Philippines,2017-10,0.50556117,0
Poland,2017-10,3.0,0
Portugal,2017-10,2.34434631,0
Romania,2017-10,3.55303811,0
Serbia,2017-10,2.95215325,0
Singapore,2017-10,2.09246758,0
Slovakia,2017-10,2.29312064,0
Slovenia,2017-10,2.30328411,0
South Korea,2017-10,3.60539241,0
Spain,2017-10,2.80163792,0
Sweden,2017-10,2.85087719,0
Switzerland,2017-10,0.07662108,0
Thailand,2017-10,-0.20181635,0
Tunisia,2017-10,6.18932039,0
Ukraine,2017-10,18.8,0
United Kingdom,2017-10,3.34316618,0
United States,2017-10,2.79279279,0
China,2017-11,5.8,0
Armenia,2017-11,3.6,0
Belgium,2017-11,5.66876621,0
Bosnia and Herzegovina,2017-11,3.5,0
Bulgaria,2017-11,5.73600566,0
Canada,2017-11,2.73684211,0
Chile,2017-11,10.09300049,0
Colombia,2017-11,1.39143171,0
Croatia,2017-11,3.6,0
Cyprus,2017-11,0.54945055,0
Czech Republic,2017-11,0.92402464,0
Denmark,2017-11,1.14416476,0
Ecuador,2017-11,0.25678693,0
Egypt,2017-11,30.76329992,0
Estonia,2017-11,3.32594235,0
European Union,2017-11,1.91226097,0
Finland,2017-11,3.59922179,0
France,2017-11,2.54706534,0
Georgia,2017-11,14.8657,0
Germany,2017-11,2.52583238,0
Ghana,2017-11,7.10927215,0
Greece,2017-11,5.49199595,0
Hungary,2017-11,4.5,0
Iceland,2017-11,1.79578,0
India,2017-11,4.02144772,0
Ireland,2017-11,-9.0729783,0
Israel,2017-11,0.54945055,0
Italy,2017-11,2.48027057,0
Japan,2017-11,3.53798127,0
Jordan,2017-11,4.07023609,0
Kazakhstan,2017-11,11.6,0
Kuwait,2017-11,1.35033758,0
Kyrgyzstan,2017-11,6.9256788,0
Latvia,2017-11,3.3,0
Lithuania,2017-11,5.1,0
Luxembourg,2017-11,4.05173891,0
Malaysia,2017-11,4.33526012,0
Malta,2017-11,3.43,0
Mexico,2017-11,5.18972863,0
Moldova,2017-11,3.05497062,0
Mongolia,2017-11,11.8,0
Montenegro,2017-11,-0.5,0
Morocco,2017-11,0.75046904,0
Netherlands,2017-11,3.82678751,0
North Macedonia,2017-11,5.33234579,0
Norway,2017-11,9.68208092,0
Pakistan,2017-11,2.86354931,0
Paraguay,2017-11,1.86440678,0
Philippines,2017-11,-0.50403226,0
Poland,2017-11,1.8,0
Portugal,2017-11,2.70653716,0
Romania,2017-11,4.24819773,0
Serbia,2017-11,4.31094849,0
Singapore,2017-11,2.9119926,0
Slovakia,2017-11,2.08333333,0
Slovenia,2017-11,2.45621765,0
South Korea,2017-11,3.03786933,0
Spain,2017-11,3.14430689,0
Sweden,2017-11,2.92207792,0
Switzerland,2017-11,0.39814482,0
Thailand,2017-11,0.20263425,0
Tunisia,2017-11,6.29539952,0
Ukraine,2017-11,18.4,0
United Kingdom,2017-11,3.73647984,0
United States,2017-11,2.97833935,0
China,2017-12,4.9,0
Armenia,2017-12,3.2,0
Belgium,2017-12,4.12559328,0
Bosnia and Herzegovina,2017-12,3.1,0
Bulgaria,2017-12,3.90889168,0
Canada,2017-12,2.41596639,0
Chile,2017-12,8.36852207,0
Colombia,2017-12,3.27579807,0
Croatia,2017-12,1.7,0
Cyprus,2017-12,0.0,0
Czech Republic,2017-12,0.71501532,0
Denmark,2017-12,0.22753129,0
Ecuador,2017-12,1.28542442,0
Egypt,2017-12,26.87319885,0
Estonia,2017-12,2.70719763,0
European Union,2017-12,1.33928571,0
Finland,2017-12,2.99227799,0
France,2017-12,1.75631175,0
Georgia,2017-12,8.7394,0
Germany,2017-12,2.28571429,0
Ghana,2017-12,8.72940731,0
Greece,2017-12,2.11791187,0
Hungary,2017-12,3.9,0
Iceland,2017-12,2.400331,0
India,2017-12,3.58102059,0
Ireland,2017-12,-4.69208211,0
Israel,2017-12,1.65745856,0
Italy,2017-12,2.01793722,0
Japan,2017-12,2.99586777,0
Jordan,2017-12,6.2696865,0
Kazakhstan,2017-12,17.6,0
Kuwait,2017-12,0.97087379,0
Kyrgyzstan,2017-12,4.4934145,0
Latvia,2017-12,3.1,0
Lithuania,2017-12,3.5,0
Luxembourg,2017-12,4.45962048,0
Malaysia,2017-12,0.27906977,0
Malta,2017-12,3.33,0
Mexico,2017-12,4.65166053,0
Moldova,2017-12,2.33332072,0
Mongolia,2017-12,17.5,0
Montenegro,2017-12,0.1,0
Morocco,2017-12,0.75117371,0
Netherlands,2017-12,2.07920792,0
North Macedonia,2017-12,3.42231985,0
Norway,2017-12,7.28021978,0
Pakistan,2017-12,3.38697605,0
Paraguay,2017-12,2.03389831,0
Philippines,2017-12,-1.10441767,0
Poland,2017-12,0.3,0
Portugal,2017-12,1.94058977,0
Romania,2017-12,3.33800484,0
Serbia,2017-12,2.56232662,0
Singapore,2017-12,-0.56425151,0
Slovakia,2017-12,1.68150346,0
Slovenia,2017-12,2.24928681,0
South Korea,2017-12,2.19678218,0
Spain,2017-12,1.72605147,0
Sweden,2017-12,2.43902439,0
Switzerland,2017-12,0.50838776,0
Thailand,2017-12,-0.8040201,0
Tunisia,2017-12,6.08032129,0
Ukraine,2017-12,16.5,0
United Kingdom,2017-12,3.7254902,0
United States,2017-12,2.52252252,0
China,2018-01,4.3,0
Armenia,2018-01,5.2,0
Belgium,2018-01,2.91157441,0
Bosnia and Herzegovina,2018-01,2.4,0
Bulgaria,2018-01,4.06771819,0
Canada,2018-01,2.29405631,0
Chile,2018-01,6.66413157,0
Colombia,2018-01,3.12615612,0
Croatia,2018-01,1.2,0
Cyprus,2018-01,-0.2173913,0
Czech Republic,2018-01,0.50709939,0
Denmark,2018-01,1.48741419,0
Ecuador,2018-01,1.24777042,0
Egypt,2018-01,25.03448276,0
Estonia,2018-01,3.53059544,0
European Union,2018-01,0.88593577,0
Finland,2018-01,2.87356322,0
France,2018-01,0.54347826,0
Georgia,2018-01,7.9782,0
Germany,2018-01,2.15664018,0
Ghana,2018-01,7.7322455,0
Greece,2018-01,1.90667409,0
Hungary,2018-01,3.3,0
Iceland,2018-01,1.667213,0
India,2018-01,3.01953819,0
Ireland,2018-01,-4.36507937,0
Israel,2018-01,0.32679738,0
Italy,2018-01,1.66666667,0
Japan,2018-01,2.66940452,0
Jordan,2018-01,4.33848796,0
Kazakhstan,2018-01,12.2,0
Kuwait,2018-01,0.59435364,0
Kyrgyzstan,2018-01,5.21297994,0
Latvia,2018-01,3.3,0
Lithuania,2018-01,3.4,0
Luxembourg,2018-01,1.30808137,0
Malaysia,2018-01,-1.18613139,0
Malta,2018-01,2.83,0
Mexico,2018-01,3.38426115,0
Moldova,2018-01,1.96458466,0
Mongolia,2018-01,6.5,0
Montenegro,2018-01,-0.4,0
Morocco,2018-01,0.37383178,0
Netherlands,2018-01,1.46771037,0
North Macedonia,2018-01,2.82882712,0
Norway,2018-01,10.2739726,0
Pakistan,2018-01,4.7244461,0
Paraguay,2018-01,2.28619814,0
Philippines,2018-01,-2.2992057,0
Poland,2018-01,0.2,0
Portugal,2018-01,0.91508832,0
Romania,2018-01,3.8578295,0
Serbia,2018-01,1.40115008,0
Singapore,2018-01,0.46405753,0
Slovakia,2018-01,0.87719298,0
Slovenia,2018-01,2.22537362,0
South Korea,2018-01,1.1487242,0
Spain,2018-01,0.02837556,0
Sweden,2018-01,2.6371308,0
Switzerland,2018-01,0.50773761,0
Thailand,2018-01,-1.3916501,0
Tunisia,2018-01,6.26887017,0
Ukraine,2018-01,22.0,0
United Kingdom,2018-01,3.11284047,0
United States,2018-01,2.59856631,0
China,2018-02,3.7,0
Armenia,2018-02,3.6,0
Belgium,2018-02,1.94650107,0
Bosnia and Herzegovina,2018-02,2.0,0
Bulgaria,2018-02,2.31225371,0
Canada,2018-02,2.289282,0
Chile,2018-02,6.16118264,0
Colombia,2018-02,3.60066989,0
Croatia,2018-02,0.6,0
Cyprus,2018-02,-0.43525571,0
Czech Republic,2018-02,-0.3030303,0
Denmark,2018-02,1.14025086,0
Ecuador,2018-02,1.28447882,0
Egypt,2018-02,22.85518188,0
Estonia,2018-02,2.67008047,0
European Union,2018-02,0.88593577,0
Finland,2018-02,2.76453765,0
France,2018-02,1.09051254,0
Georgia,2018-02,6.0283,0
Germany,2018-02,1.81200453,0
Ghana,2018-02,5.45982224,0
Greece,2018-02,-0.44773338,0
Hungary,2018-02,3.9,0
Iceland,2018-02,4.216473,0
India,2018-02,2.74336283,0
Ireland,2018-02,-4.2957043,0
Israel,2018-02,1.30861505,0
Italy,2018-02,1.5503876,0
Japan,2018-02,2.45901639,0
Jordan,2018-02,5.84565026,0
Kazakhstan,2018-02,13.7,0
Kuwait,2018-02,0.8908686,0
Kyrgyzstan,2018-02,3.77637834,0
Latvia,2018-02,3.4,0
Lithuania,2018-02,1.3,0
Luxembourg,2018-02,1.15066345,0
Malaysia,2018-02,-3.35144928,0
Malta,2018-02,3.19,0
Mexico,2018-02,3.24438823,0
Moldova,2018-02,1.60462745,0
Mongolia,2018-02,5.1,0
Montenegro,2018-02,0.9,0
Morocco,2018-02,1.96813496,0
Netherlands,2018-02,0.29154519,0
North Macedonia,2018-02,4.07192292,0
Norway,2018-02,4.66666667,0
Pakistan,2018-02,4.07671639,0
Paraguay,2018-02,2.53807107,0
Philippines,2018-02,-2.09450416,0
Poland,2018-02,-0.1,0
Portugal,2018-02,1.47530468,0
Romania,2018-02,3.90200783,0
Serbia,2018-02,0.4860513,0
Singapore,2018-02,-0.21772046,0
Slovakia,2018-02,1.16618076,0
Slovenia,2018-02,2.06476853,0
South Korea,2018-02,1.18481013,0
Spain,2018-02,1.24405541,0
Sweden,2018-02,2.97239915,0
Switzerland,2018-02,1.22195248,0
Thailand,2018-02,-2.26824458,0
Tunisia,2018-02,6.33394262,0
Ukraine,2018-02,19.6,0
