date,t,cause,hospitalization
2003-04-01,4,S00_T99,354
2003-05-01,5,S00_T99,329
2003-06-01,6,S00_T99,366
2003-07-01,7,S00_T99,487
2003-08-01,8,S00_T99,509
2003-09-01,9,S00_T99,485
2003-10-01,10,S00_T99,568
2003-11-01,11,S00_T99,537
2003-12-01,12,S00_T99,476
2004-01-01,13,S00_T99,479
2004-02-01,14,S00_T99,481
2004-03-01,15,S00_T99,474
2004-04-01,16,S00_T99,487
2004-05-01,17,S00_T99,494
2004-06-01,18,S00_T99,454
2004-07-01,19,S00_T99,472
2004-08-01,20,S00_T99,522
2004-09-01,21,S00_T99,512
2004-10-01,22,S00_T99,475
2004-11-01,23,S00_T99,500
2004-12-01,24,S00_T99,495
2005-01-01,25,S00_T99,490
2005-02-01,26,S00_T99,459
2005-03-01,27,S00_T99,534
2005-04-01,28,S00_T99,478
2005-05-01,29,S00_T99,441
2005-06-01,30,S00_T99,485
2005-07-01,31,S00_T99,458
2005-08-01,32,S00_T99,523
2005-09-01,33,S00_T99,499
2005-10-01,34,S00_T99,616
2005-11-01,35,S00_T99,580
2005-12-01,36,S00_T99,536
2006-01-01,37,S00_T99,514
2006-02-01,38,S00_T99,457
2006-03-01,39,S00_T99,525
2006-04-01,40,S00_T99,466
2006-05-01,41,S00_T99,464
2006-06-01,42,S00_T99,443
2006-07-01,43,S00_T99,494
2006-08-01,44,S00_T99,497
2006-09-01,45,S00_T99,523
2006-10-01,46,S00_T99,567
2006-11-01,47,S00_T99,477
2006-12-01,48,S00_T99,488
2007-01-01,49,S00_T99,458
2007-02-01,50,S00_T99,408
2007-03-01,51,S00_T99,524
2007-04-01,52,S00_T99,459
2007-05-01,53,S00_T99,512
2007-06-01,54,S00_T99,469
2007-07-01,55,S00_T99,470
2007-08-01,56,S00_T99,539
2007-09-01,57,S00_T99,519
2007-10-01,58,S00_T99,527
2007-11-01,59,S00_T99,480
2007-12-01,60,S00_T99,551
2008-01-01,61,S00_T99,519
2008-02-01,62,S00_T99,506
2008-03-01,63,S00_T99,480
2008-04-01,64,S00_T99,438
2008-05-01,65,S00_T99,519
2008-06-01,66,S00_T99,450
2008-07-01,67,S00_T99,481
2008-08-01,68,S00_T99,540
2008-09-01,69,S00_T99,462
2008-10-01,70,S00_T99,517
2008-11-01,71,S00_T99,487
2008-12-01,72,S00_T99,482
2009-01-01,73,S00_T99,442
2009-02-01,74,S00_T99,465
2009-03-01,75,S00_T99,515
2009-04-01,76,S00_T99,512
2009-05-01,77,S00_T99,495
2009-06-01,78,S00_T99,493
2009-07-01,79,S00_T99,494
2009-08-01,80,S00_T99,514
2009-09-01,81,S00_T99,502
2009-10-01,82,S00_T99,537
2009-11-01,83,S00_T99,512
2009-12-01,84,S00_T99,540
2012-01-01,85,S00_T99,580
2012-02-01,86,S00_T99,561
2012-03-01,87,S00_T99,551
2012-04-01,88,S00_T99,483
2012-05-01,89,S00_T99,520
2012-06-01,90,S00_T99,542
2012-07-01,91,S00_T99,554
2012-08-01,92,S00_T99,558
2012-09-01,93,S00_T99,537
2012-10-01,94,S00_T99,600
2012-11-01,95,S00_T99,537
2012-12-01,96,S00_T99,582
2013-01-01,97,S00_T99,569
2013-02-01,98,S00_T99,566
2013-03-01,99,S00_T99,558
2013-04-01,100,S00_T99,562
2013-05-01,101,S00_T99,511
2013-06-01,102,S00_T99,535
2013-07-01,103,S00_T99,546
2013-08-01,104,S00_T99,608
2013-09-01,105,S00_T99,597
2013-10-01,106,S00_T99,710
2013-11-01,107,S00_T99,532
2013-12-01,108,S00_T99,595
2003-01-01,1,Z00_99,247
2003-02-01,2,Z00_99,251
2003-03-01,3,Z00_99,229
2003-04-01,4,Z00_99,267
2003-05-01,5,Z00_99,239
2003-06-01,6,Z00_99,230
2003-07-01,7,Z00_99,336
2003-08-01,8,Z00_99,282
2003-09-01,9,Z00_99,304
2003-10-01,10,Z00_99,371
2003-11-01,11,Z00_99,278
2003-12-01,12,Z00_99,333
2004-01-01,13,Z00_99,291
2004-02-01,14,Z00_99,369
2004-03-01,15,Z00_99,402
2004-04-01,16,Z00_99,322
2004-05-01,17,Z00_99,342
2004-06-01,18,Z00_99,343
2004-07-01,19,Z00_99,288
2004-08-01,20,Z00_99,316
2004-09-01,21,Z00_99,267
2004-10-01,22,Z00_99,317
2004-11-01,23,Z00_99,305
2004-12-01,24,Z00_99,270
2005-01-01,25,Z00_99,290
2005-02-01,26,Z00_99,279
2005-03-01,27,Z00_99,372
2005-04-01,28,Z00_99,316
2005-05-01,29,Z00_99,274
2005-06-01,30,Z00_99,341
2005-07-01,31,Z00_99,281
2005-08-01,32,Z00_99,269
2005-09-01,33,Z00_99,269
2005-10-01,34,Z00_99,272
2005-11-01,35,Z00_99,246
2005-12-01,36,Z00_99,267
2006-01-01,37,Z00_99,293
2006-02-01,38,Z00_99,235
2006-03-01,39,Z00_99,294
2006-04-01,40,Z00_99,295
2006-05-01,41,Z00_99,331
2006-06-01,42,Z00_99,275
2006-07-01,43,Z00_99,279
2006-08-01,44,Z00_99,268
2006-09-01,45,Z00_99,251
2006-10-01,46,Z00_99,268
2006-11-01,47,Z00_99,252
2006-12-01,48,Z00_99,290
2007-01-01,49,Z00_99,269
2007-02-01,50,Z00_99,258
2007-03-01,51,Z00_99,326
2007-04-01,52,Z00_99,298
2007-05-01,53,Z00_99,309
2007-06-01,54,Z00_99,279
2007-07-01,55,Z00_99,276
2007-08-01,56,Z00_99,278
2007-09-01,57,Z00_99,287
2007-10-01,58,Z00_99,316
2007-11-01,59,Z00_99,341
2007-12-01,60,Z00_99,536
2008-01-01,61,Z00_99,791
2008-02-01,62,Z00_99,752
2008-03-01,63,Z00_99,881
2008-04-01,64,Z00_99,876
2008-05-01,65,Z00_99,876
2008-06-01,66,Z00_99,775
2008-07-01,67,Z00_99,759
2008-08-01,68,Z00_99,695
2008-09-01,69,Z00_99,650
2008-10-01,70,Z00_99,596
2008-11-01,71,Z00_99,574
2008-12-01,72,Z00_99,550
2009-01-01,73,Z00_99,507
2009-02-01,74,Z00_99,465
2009-03-01,75,Z00_99,494
2009-04-01,76,Z00_99,537
2009-05-01,77,Z00_99,479
2009-06-01,78,Z00_99,463
2009-07-01,79,Z00_99,459
2009-08-01,80,Z00_99,408
2009-09-01,81,Z00_99,435
2009-10-01,82,Z00_99,373
2009-11-01,83,Z00_99,415
2009-12-01,84,Z00_99,448
2012-01-01,85,Z00_99,256
2012-02-01,86,Z00_99,322
2012-03-01,87,Z00_99,362
2012-04-01,88,Z00_99,322
2012-05-01,89,Z00_99,312
2012-06-01,90,Z00_99,282
2012-07-01,91,Z00_99,300
2012-08-01,92,Z00_99,340
2012-09-01,93,Z00_99,291
2012-10-01,94,Z00_99,312
2012-11-01,95,Z00_99,297
2012-12-01,96,Z00_99,260
2013-01-01,97,Z00_99,289
2013-02-01,98,Z00_99,251
2013-03-01,99,Z00_99,297
2013-04-01,100,Z00_99,310
2013-05-01,101,Z00_99,298
2013-06-01,102,Z00_99,275
2013-07-01,103,Z00_99,257
2013-08-01,104,Z00_99,272
2013-09-01,105,Z00_99,287
2013-10-01,106,Z00_99,284
2013-11-01,107,Z00_99,332
2013-12-01,108,Z00_99,345
2003-01-01,1,cJ20_J22,740
2003-02-01,2,cJ20_J22,928
2003-03-01,3,cJ20_J22,1642
2003-04-01,4,cJ20_J22,2371
2003-05-01,5,cJ20_J22,2374
2003-06-01,6,cJ20_J22,2196
2003-07-01,7,cJ20_J22,2200
2003-08-01,8,cJ20_J22,1667
2003-09-01,9,cJ20_J22,1551
2003-10-01,10,cJ20_J22,1602
2003-11-01,11,cJ20_J22,1274
2003-12-01,12,cJ20_J22,986
2004-01-01,13,cJ20_J22,961
2004-02-01,14,cJ20_J22,1155
2004-03-01,15,cJ20_J22,2378
2004-04-01,16,cJ20_J22,3053
2004-05-01,17,cJ20_J22,3583
2004-06-01,18,cJ20_J22,3193
2004-07-01,19,cJ20_J22,2750
2004-08-01,20,cJ20_J22,2071
2004-09-01,21,cJ20_J22,1658
2004-10-01,22,cJ20_J22,1490
2004-11-01,23,cJ20_J22,1321
2004-12-01,24,cJ20_J22,1079
2005-01-01,25,cJ20_J22,888
2005-02-01,26,cJ20_J22,855
2005-03-01,27,cJ20_J22,1660
2005-04-01,28,cJ20_J22,2970
2005-05-01,29,cJ20_J22,3800
2005-06-01,30,cJ20_J22,3801
2005-07-01,31,cJ20_J22,2926
2005-08-01,32,cJ20_J22,1871
2005-09-01,33,cJ20_J22,1445
2005-10-01,34,cJ20_J22,1518
2005-11-01,35,cJ20_J22,1460
2005-12-01,36,cJ20_J22,1085
2006-01-01,37,cJ20_J22,974
2006-02-01,38,cJ20_J22,895
2006-03-01,39,cJ20_J22,1623
2006-04-01,40,cJ20_J22,2474
2006-05-01,41,cJ20_J22,3514
2006-06-01,42,cJ20_J22,3621
2006-07-01,43,cJ20_J22,3323
2006-08-01,44,cJ20_J22,2511
2006-09-01,45,cJ20_J22,1912
2006-10-01,46,cJ20_J22,1832
2006-11-01,47,cJ20_J22,1717
2006-12-01,48,cJ20_J22,1611
2007-01-01,49,cJ20_J22,1783
2007-02-01,50,cJ20_J22,2492
2007-03-01,51,cJ20_J22,3532
2007-04-01,52,cJ20_J22,3233
2007-05-01,53,cJ20_J22,3340
2007-06-01,54,cJ20_J22,3090
2007-07-01,55,cJ20_J22,2700
2007-08-01,56,cJ20_J22,2418
2007-09-01,57,cJ20_J22,2107
2007-10-01,58,cJ20_J22,1861
2007-11-01,59,cJ20_J22,1394
2007-12-01,60,cJ20_J22,1119
2008-01-01,61,cJ20_J22,933
2008-02-01,62,cJ20_J22,1075
2008-03-01,63,cJ20_J22,2489
2008-04-01,64,cJ20_J22,3935
2008-05-01,65,cJ20_J22,4043
2008-06-01,66,cJ20_J22,3267
2008-07-01,67,cJ20_J22,3155
2008-08-01,68,cJ20_J22,2056
2008-09-01,69,cJ20_J22,1938
2008-10-01,70,cJ20_J22,1915
2008-11-01,71,cJ20_J22,1556
2008-12-01,72,cJ20_J22,1197
2009-01-01,73,cJ20_J22,1020
2009-02-01,74,cJ20_J22,1069
2009-03-01,75,cJ20_J22,2613
2009-04-01,76,cJ20_J22,4352
2009-05-01,77,cJ20_J22,4359
2009-06-01,78,cJ20_J22,3535
2009-07-01,79,cJ20_J22,3248
2009-08-01,80,cJ20_J22,2538
2009-09-01,81,cJ20_J22,1964
2009-10-01,82,cJ20_J22,1864
2009-11-01,83,cJ20_J22,1557
2009-12-01,84,cJ20_J22,1407
2012-01-01,85,cJ20_J22,1261
2012-02-01,86,cJ20_J22,1586
2012-03-01,87,cJ20_J22,3054
2012-04-01,88,cJ20_J22,4699
2012-05-01,89,cJ20_J22,5637
2012-06-01,90,cJ20_J22,4682
2012-07-01,91,cJ20_J22,3888
2012-08-01,92,cJ20_J22,2782
2012-09-01,93,cJ20_J22,2294
2012-10-01,94,cJ20_J22,2279
2012-11-01,95,cJ20_J22,1916
2012-12-01,96,cJ20_J22,1512
2013-01-01,97,cJ20_J22,1559
2013-02-01,98,cJ20_J22,1906
2013-03-01,99,cJ20_J22,3423
2013-04-01,100,cJ20_J22,5198
2013-05-01,101,cJ20_J22,5010
2013-06-01,102,cJ20_J22,4893
2013-07-01,103,cJ20_J22,4070
2013-08-01,104,cJ20_J22,2871
2013-09-01,105,cJ20_J22,2343
2013-10-01,106,cJ20_J22,2310
2013-11-01,107,cJ20_J22,1940
2013-12-01,108,cJ20_J22,1515
