Quarter,City,GDP Growth,Lockdown,Time
2012-10-01,Guangxi,4243.01615,0,4
2013-01-01,Guangxi,2439.113261,0,5
2013-04-01,Guangxi,2632.942293,0,6
2013-07-01,Guangxi,2754.439694,0,7
2013-10-01,Guangxi,4718.807157,0,8
2014-01-01,Guangxi,2575.770419,0,9
2014-04-01,Guangxi,2805.604308,0,10
2014-07-01,Guangxi,2935.795959,0,11
2014-10-01,Guangxi,5029.824053,0,12
2015-01-01,Guangxi,2720.362377,0,13
2015-04-01,Guangxi,2960.804029,0,14
2015-07-01,Guangxi,3049.851227,0,15
2015-10-01,Guangxi,5361.010562,0,16
2016-01-01,Guangxi,2871.62672,0,17
2016-04-01,Guangxi,3141.66626,0,18
2016-07-01,Guangxi,3322.561808,0,19
2016-10-01,Guangxi,5797.923332,0,20
2017-01-01,Guangxi,3192.777667,0,21
2017-04-01,Guangxi,3460.090525,0,22
2017-07-01,Guangxi,3700.513607,0,23
2017-10-01,Guangxi,4685.06141,0,24
2018-01-01,Guangxi,3448.200111,0,25
2018-04-01,Guangxi,3638.468399,0,26
2018-07-01,Guangxi,4697.438233,0,27
2018-10-01,Guangxi,3786.637522,0,28
2019-01-01,Guangxi,3643.619229,0,29
2019-04-01,Guangxi,4020.227256,0,30
2019-07-01,Guangxi,4085.911583,0,31
2019-10-01,Guangxi,4484.777461,0,32
2020-01-01,Guangxi,3445.008509,0,33
2020-04-01,Guangxi,4122.128356,0,34
2020-07-01,Guangxi,4298.593711,0,35
2020-10-01,Guangxi,4620.546887,0,36
2012-01-01,Hainan,570.0362531,0,1
2012-04-01,Hainan,623.3444447,0,2
2012-07-01,Hainan,568.7481893,0,3
2012-10-01,Hainan,726.5821794,0,4
2013-01-01,Hainan,629.5089786,0,5
2013-04-01,Hainan,663.2464257,0,6
2013-07-01,Hainan,596.8680719,0,7
2013-10-01,Hainan,803.231298,0,8
2014-01-01,Hainan,676.1189545,0,9
2014-04-01,Hainan,716.6387707,0,10
2014-07-01,Hainan,642.2316721,0,11
2014-10-01,Hainan,866.7627663,0,12
2015-01-01,Hainan,688.3676596,0,13
2015-04-01,Hainan,794.9220275,0,14
2015-07-01,Hainan,684.5219823,0,15
2015-10-01,Hainan,870.3208469,0,16
2016-01-01,Hainan,755.1367473,0,17
2016-04-01,Hainan,853.4028363,0,18
2016-07-01,Hainan,695.8120886,0,19
2016-10-01,Hainan,930.3687003,0,20
2017-01-01,Hainan,822.862563,0,21
2017-04-01,Hainan,889.1314571,0,22
2017-07-01,Hainan,788.0158983,0,23
2017-10-01,Hainan,962.5560306,0,24
2018-01-01,Hainan,816.0033015,0,25
2018-04-01,Hainan,901.5109136,0,26
2018-07-01,Hainan,938.0441489,0,27
2018-10-01,Hainan,1063.760474,0,28
2019-01-01,Hainan,869.6592302,0,29
2019-04-01,Hainan,963.903587,0,30
2019-07-01,Hainan,984.9737544,0,31
2019-10-01,Hainan,1065.260958,0,32
2020-01-01,Hainan,784.8944256,0,33
2020-04-01,Hainan,909.8786806,0,34
2020-07-01,Hainan,1050.008963,0,35
2020-10-01,Hainan,1229.025476,0,36
2012-01-01,Chongqing,2281.124283,0,1
2012-04-01,Chongqing,2488.929699,0,2
2012-07-01,Chongqing,2552.62312,0,3
2012-10-01,Chongqing,2904.595569,0,4
2013-01-01,Chongqing,2399.730239,0,5
2013-04-01,Chongqing,2720.787362,0,6
2013-07-01,Chongqing,2426.428666,0,7
2013-10-01,Chongqing,3619.24091,0,8
2014-01-01,Chongqing,2581.072836,0,9
2014-04-01,Chongqing,2971.065411,0,10
2014-07-01,Chongqing,2616.870159,0,11
2014-10-01,Chongqing,4076.445375,0,12
2015-01-01,Chongqing,2828.428933,0,13
2015-04-01,Chongqing,3331.19942,0,14
2015-07-01,Chongqing,3380.063078,0,15
2015-10-01,Chongqing,3786.702195,0,16
2016-01-01,Chongqing,3162.75419,0,17
2016-04-01,Chongqing,3505.64323,0,18
2016-07-01,Chongqing,3748.411425,0,19
2016-10-01,Chongqing,4362.066684,0,20
2017-01-01,Chongqing,3588.891985,0,21
2017-04-01,Chongqing,3989.151394,0,22
2017-07-01,Chongqing,4242.189788,0,23
2017-10-01,Chongqing,4196.352407,0,24
2018-01-01,Chongqing,3989.778744,0,25
2018-04-01,Chongqing,4676.724043,0,26
2018-07-01,Chongqing,3990.695116,0,27
2018-10-01,Chongqing,4790.644216,0,28
2019-01-01,Chongqing,4163.717527,0,29
2019-04-01,Chongqing,4573.675411,0,30
2019-07-01,Chongqing,4710.461962,0,31
2019-10-01,Chongqing,5118.227013,0,32
2020-01-01,Chongqing,3808.387592,0,33
2020-04-01,Chongqing,4809.055863,0,34
2020-07-01,Chongqing,4980.792202,0,35
2020-10-01,Chongqing,5666.094578,0,36
2012-01-01,Sichuan,4453.77323,0,1
2012-04-01,Sichuan,5071.008459,0,2
2012-07-01,Sichuan,6226.345438,0,3
2012-10-01,Sichuan,5670.177968,0,4
2013-01-01,Sichuan,4771.322446,0,5
2013-04-01,Sichuan,5438.084642,0,6
2013-07-01,Sichuan,6525.702031,0,7
2013-10-01,Sichuan,6295.474085,0,8
2014-01-01,Sichuan,5051.093404,0,9
2014-04-01,Sichuan,5863.790491,0,10
2014-07-01,Sichuan,6877.094537,0,11
2014-10-01,Sichuan,6750.476492,0,12
2015-01-01,Sichuan,5300.420262,0,13
2015-04-01,Sichuan,5982.215895,0,14
2015-07-01,Sichuan,7455.657896,0,15
2015-10-01,Sichuan,6731.901661,0,16
2016-01-01,Sichuan,5589.3889,0,17
2016-04-01,Sichuan,6243.046926,0,18
2016-07-01,Sichuan,7981.353108,0,19
2016-10-01,Sichuan,7580.342488,0,20
2017-01-01,Sichuan,6207.78678,0,21
2017-04-01,Sichuan,6985.888105,0,22
2017-07-01,Sichuan,9215.358068,0,23
2017-10-01,Sichuan,7921.621389,0,24
2018-01-01,Sichuan,7541.507096,0,25
2018-04-01,Sichuan,8357.841684,0,26
2018-07-01,Sichuan,8768.873977,0,27
2018-10-01,Sichuan,9907.867178,0,28
2019-01-01,Sichuan,8142.514115,0,29
2019-04-01,Sichuan,9026.678863,0,30
2019-07-01,Sichuan,9269.740846,0,31
2019-10-01,Sichuan,9939.963773,0,32
2020-01-01,Sichuan,7600.461772,0,33
2020-04-01,Sichuan,9091.385164,0,34
2020-07-01,Sichuan,9676.995182,0,35
2020-10-01,Sichuan,10427.55549,0,36
2012-01-01,Guizhou,970.2938317,0,1
2012-04-01,Guizhou,1550.717338,0,2
2012-07-01,Guizhou,1439.762332,0,3
2012-10-01,Guizhou,2199.380506,0,4
2013-01-01,Guizhou,1088.199977,0,5
2013-04-01,Guizhou,1775.96348,0,6
2013-07-01,Guizhou,1622.162586,0,7
2013-10-01,Guizhou,2603.488644,0,8
2014-01-01,Guizhou,1228.390312,0,9
2014-04-01,Guizhou,2023.601797,0,10
2014-07-01,Guizhou,2035.97695,0,11
2014-10-01,Guizhou,2647.268715,0,12
2015-01-01,Guizhou,1409.4166,0,13
2015-04-01,Guizhou,2269.487596,0,14
2015-07-01,Guizhou,2374.096885,0,15
2015-10-01,Guizhou,2780.541865,0,16
2016-01-01,Guizhou,1758.046197,0,17
2016-04-01,Guizhou,2356.194323,0,18
2016-07-01,Guizhou,2644.210156,0,19
2016-10-01,Guizhou,3018.419493,0,20
2017-01-01,Guizhou,2075.316293,0,21
2017-04-01,Guizhou,2660.649729,0,22
2017-07-01,Guizhou,3085.280898,0,23
2017-10-01,Guizhou,3318.968834,0,24
2018-01-01,Guizhou,2714.830969,0,25
2018-04-01,Guizhou,3024.435165,0,26
2018-07-01,Guizhou,3096.101937,0,27
2018-10-01,Guizhou,3582.913125,0,28
2019-01-01,Guizhou,2959.198795,0,29
2019-04-01,Guizhou,3275.323248,0,30
2019-07-01,Guizhou,3361.100842,0,31
2019-10-01,Guizhou,3646.167587,0,32
2020-01-01,Guizhou,2828.639842,0,33
2020-04-01,Guizhou,3317.466081,0,34
2020-07-01,Guizhou,3579.960526,0,35
2020-10-01,Guizhou,4027.554023,0,36
2012-01-01,Yunnan,1782.01493,0,1
2012-04-01,Yunnan,1938.44103,0,2
2012-07-01,Yunnan,2269.64719,0,3
2012-10-01,Yunnan,3239.509546,0,4
2013-01-01,Yunnan,1964.898606,0,5
2013-04-01,Yunnan,2062.337255,0,6
2013-07-01,Yunnan,2512.720253,0,7
2013-10-01,Yunnan,3729.429886,0,8
2014-01-01,Yunnan,2083.115872,0,9
2014-04-01,Yunnan,2168.796719,0,10
2014-07-01,Yunnan,2702.878385,0,11
2014-10-01,Yunnan,3913.988542,0,12
2015-01-01,Yunnan,2182.349388,0,13
2015-04-01,Yunnan,2339.681243,0,14
2015-07-01,Yunnan,2879.756844,0,15
2015-10-01,Yunnan,3928.004345,0,16
2016-01-01,Yunnan,2270.743548,0,17
2016-04-01,Yunnan,2489.227547,0,18
2016-07-01,Yunnan,3050.452006,0,19
2016-10-01,Yunnan,4318.258602,0,20
2017-01-01,Yunnan,2531.844681,0,21
2017-04-01,Yunnan,2707.957635,0,22
2017-07-01,Yunnan,3401.786054,0,23
2017-10-01,Yunnan,4661.76218,0,24
2018-01-01,Yunnan,3682.64229,0,25
2018-04-01,Yunnan,4024.739328,0,26
2018-07-01,Yunnan,4279.97345,0,27
2018-10-01,Yunnan,4703.967671,0,28
2019-01-01,Yunnan,4038.034815,0,29
2019-04-01,Yunnan,4471.761658,0,30
2019-07-01,Yunnan,4607.689516,0,31
2019-10-01,Yunnan,4978.353117,0,32
2020-01-01,Yunnan,3810.713941,0,33
2020-04-01,Yunnan,4567.50313,0,34
2020-07-01,Yunnan,4810.458252,0,35
2020-10-01,Yunnan,5323.66806,0,36
2012-01-01,Tibet,118.8702244,0,1
2012-04-01,Tibet,138.9282694,0,2
2012-07-01,Tibet,191.933723,0,3
2012-10-01,Tibet,181.918954,0,4
2013-01-01,Tibet,133.6448505,0,5
2013-04-01,Tibet,153.7629388,0,6
2013-07-01,Tibet,214.2870628,0,7
2013-10-01,Tibet,207.1259377,0,8
2014-01-01,Tibet,145.6097291,0,9
2014-04-01,Tibet,167.1818638,0,10
2014-07-01,Tibet,247.715538,0,11
2014-10-01,Tibet,218.0720285,0,12
2015-01-01,Tibet,165.8920122,0,13
2015-04-01,Tibet,182.3717152,0,14
2015-07-01,Tibet,268.6717337,0,15
2015-10-01,Tibet,233.7597314,0,16
2016-01-01,Tibet,194.3619376,0,17
2016-04-01,Tibet,188.9088668,0,18
2016-07-01,Tibet,289.3715698,0,19
2016-10-01,Tibet,257.7004789,0,20
2017-01-01,Tibet,215.9135382,0,21
2017-04-01,Tibet,227.091471,0,22
2017-07-01,Tibet,306.4301138,0,23
2017-10-01,Tibet,292.8526145,0,24
2018-01-01,Tibet,270.0259179,0,25
2018-04-01,Tibet,291.770056,0,26
2018-07-01,Tibet,303.5588631,0,27
2018-10-01,Tibet,344.7452427,0,28
2019-01-01,Tibet,286.7016504,0,29
2019-04-01,Tibet,320.4343199,0,30
2019-07-01,Tibet,331.4855874,0,31
2019-10-01,Tibet,357.8801613,0,32
2020-01-01,Tibet,286.5938529,0,33
2020-04-01,Tibet,342.4258223,0,34
2020-07-01,Tibet,352.1089113,0,35
2020-10-01,Tibet,441.2773306,0,36
2012-01-01,Shaanxi,2442.363853,0,1
2012-04-01,Shaanxi,2988.910451,0,2
2012-07-01,Shaanxi,3048.139595,0,3
2012-10-01,Shaanxi,4312.691242,0,4
2013-01-01,Shaanxi,2646.287739,0,5
2013-04-01,Shaanxi,3201.377509,0,6
2013-07-01,Shaanxi,3252.515971,0,7
2013-10-01,Shaanxi,4814.103751,0,8
2014-01-01,Shaanxi,2812.294701,0,9
2014-04-01,Shaanxi,3465.196826,0,10
2014-07-01,Shaanxi,3497.067989,0,11
2014-10-01,Shaanxi,5193.937478,0,12
2015-01-01,Shaanxi,2911.482479,0,13
2015-04-01,Shaanxi,3721.914672,0,14
2015-07-01,Shaanxi,3693.37383,0,15
2015-10-01,Shaanxi,4770.575276,0,16
2016-01-01,Shaanxi,3171.851938,0,17
2016-04-01,Shaanxi,3619.830725,0,18
2016-07-01,Shaanxi,3865.658113,0,19
2016-10-01,Shaanxi,5393.324008,0,20
2017-01-01,Shaanxi,3403.796082,0,21
2017-04-01,Shaanxi,4440.298146,0,22
2017-07-01,Shaanxi,4544.715379,0,23
2017-10-01,Shaanxi,5420.560254,0,24
2018-01-01,Shaanxi,4161.424364,0,25
2018-04-01,Shaanxi,4709.940076,0,26
2018-07-01,Shaanxi,4781.508361,0,27
2018-10-01,Shaanxi,5423.189212,0,28
2019-01-01,Shaanxi,4451.727491,0,29
2019-04-01,Shaanxi,4945.058145,0,30
2019-07-01,Shaanxi,5065.594485,0,31
2019-10-01,Shaanxi,5506.021026,0,32
2020-01-01,Shaanxi,4074.566582,0,33
2020-04-01,Shaanxi,4855.650218,0,34
2020-07-01,Shaanxi,5187.323897,0,35
2020-10-01,Shaanxi,5666.628352,0,36
2012-01-01,Gansu,897.5460019,0,1
2012-04-01,Gansu,1003.987222,0,2
2012-07-01,Gansu,1460.241056,0,3
2012-10-01,Gansu,1632.11612,0,4
2013-01-01,Gansu,918.588444,0,5
2013-04-01,Gansu,1097.075364,0,6
2013-07-01,Gansu,1545.460976,0,7
2013-10-01,Gansu,1860.138917,0,8
2014-01-01,Gansu,923.550148,0,9
2014-04-01,Gansu,1168.37516,0,10
2014-07-01,Gansu,1625.655511,0,11
2014-10-01,Gansu,2017.583214,0,12
2015-01-01,Gansu,935.6171142,0,13
2015-04-01,Gansu,1225.084814,0,14
2015-07-01,Gansu,1663.429318,0,15
2015-10-01,Gansu,1785.634657,0,16
2016-01-01,Gansu,1008.851522,0,17
2016-04-01,Gansu,1206.875782,0,18
2016-07-01,Gansu,1675.484997,0,19
2016-10-01,Gansu,1985.247958,0,20
2017-01-01,Gansu,1125.30485,0,21
2017-04-01,Gansu,1293.015133,0,22
2017-07-01,Gansu,2128.617578,0,23
2017-10-01,Gansu,1452.614696,0,24
2018-01-01,Gansu,1386.389123,0,25
2018-04-01,Gansu,1613.103724,0,26
2018-07-01,Gansu,1657.044669,0,27
2018-10-01,Gansu,1732.611827,0,28
2019-01-01,Gansu,1492.877766,0,29
2019-04-01,Gansu,1644.301294,0,30
2019-07-01,Gansu,1712.60996,0,31
2019-10-01,Gansu,1867.277699,0,32
2020-01-01,Gansu,1437.824543,0,33
2020-04-01,Gansu,1660.096729,0,34
2020-07-01,Gansu,1768.853053,0,35
2020-10-01,Gansu,1948.026755,0,36
2012-01-01,Qinghai,281.9114954,0,1
2012-04-01,Qinghai,414.1091247,0,2
2012-07-01,Qinghai,432.0359462,0,3
2012-10-01,Qinghai,513.0832002,0,4
2013-01-01,Qinghai,297.3233223,0,5
2013-04-01,Qinghai,442.407036,0,6
2013-07-01,Qinghai,452.6749496,0,7
2013-10-01,Qinghai,580.347025,0,8
2014-01-01,Qinghai,315.8836944,0,9
2014-04-01,Qinghai,471.1834403,0,10
2014-07-01,Qinghai,465.8661981,0,11
2014-10-01,Qinghai,619.823189,0,12
2015-01-01,Qinghai,336.1670858,0,13
2015-04-01,Qinghai,463.7726621,0,14
2015-07-01,Qinghai,490.6811778,0,15
2015-10-01,Qinghai,625.9221165,0,16
2016-01-01,Qinghai,354.0563999,0,17
2016-04-01,Qinghai,474.8471571,0,18
2016-07-01,Qinghai,523.1414679,0,19
2016-10-01,Qinghai,651.0294127,0,20
2017-01-01,Qinghai,402.9155787,0,21
2017-04-01,Qinghai,523.2419749,0,22
2017-07-01,Qinghai,546.8889522,0,23
2017-10-01,Qinghai,538.7091162,0,24
2018-01-01,Qinghai,472.5190451,0,25
2018-04-01,Qinghai,495.2790444,0,26
2018-07-01,Qinghai,535.7823147,0,27
2018-10-01,Qinghai,550.6529832,0,28
2019-01-01,Qinghai,479.1114189,0,29
2019-04-01,Qinghai,534.3354012,0,30
2019-07-01,Qinghai,548.6292534,0,31
2019-10-01,Qinghai,601.4218138,0,32
2020-01-01,Qinghai,460.2062616,0,33
2020-04-01,Qinghai,527.6660162,0,34
2020-07-01,Qinghai,552.0514625,0,35
2020-10-01,Qinghai,598.0645609,0,36
2012-01-01,Ningxia,343.9421226,0,1
2012-04-01,Ningxia,483.7737795,0,2
2012-07-01,Ningxia,596.5329907,0,3
2012-10-01,Ningxia,646.7727698,0,4
2013-01-01,Ningxia,358.578912,0,5
2013-04-01,Ningxia,506.6487954,0,6
2013-07-01,Ningxia,641.0606661,0,7
2013-10-01,Ningxia,699.2166912,0,8
2014-01-01,Ningxia,372.2713239,0,9
2014-04-01,Ningxia,530.1909855,0,10
2014-07-01,Ningxia,679.7313444,0,11
2014-10-01,Ningxia,732.1147978,0,12
2015-01-01,Ningxia,382.5639644,0,13
2015-04-01,Ningxia,553.4273205,0,14
2015-07-01,Ningxia,712.3733428,0,15
2015-10-01,Ningxia,774.2375411,0,16
2016-01-01,Ningxia,417.2180547,0,17
2016-04-01,Ningxia,572.8599511,0,18
2016-07-01,Ningxia,747.9099463,0,19
2016-10-01,Ningxia,857.3697215,0,20
2017-01-01,Ningxia,477.2363616,0,21
2017-04-01,Ningxia,656.0987484,0,22
2017-07-01,Ningxia,846.2383888,0,23
2017-10-01,Ningxia,795.7261547,0,24
2018-01-01,Ningxia,593.4720043,0,25
2018-04-01,Ningxia,689.8377162,0,26
2018-07-01,Ningxia,695.8285699,0,27
2018-10-01,Ningxia,786.751222,0,28
2019-01-01,Ningxia,640.479072,0,29
2019-04-01,Ningxia,712.1043173,0,30
2019-07-01,Ningxia,737.4956014,0,31
2019-10-01,Ningxia,804.0161338,0,32
2020-01-01,Ningxia,610.1405606,0,33
2020-04-01,Ningxia,732.1209892,0,34
2020-07-01,Ningxia,784.7009532,0,35
2020-10-01,Ningxia,855.3834078,0,36
2012-01-01,Xinjiang,919.5641552,0,1
2012-04-01,Xinjiang,1267.205319,0,2
2012-07-01,Xinjiang,2104.386308,0,3
2012-10-01,Xinjiang,2234.267463,0,4
2013-01-01,Xinjiang,971.6646606,0,5
2013-04-01,Xinjiang,1358.322066,0,6
2013-07-01,Xinjiang,2237.693767,0,7
2013-10-01,Xinjiang,2505.018915,0,8
2014-01-01,Xinjiang,1033.729835,0,9
2014-04-01,Xinjiang,1434.639853,0,10
2014-07-01,Xinjiang,2349.694988,0,11
2014-10-01,Xinjiang,2802.359,0,12
2015-01-01,Xinjiang,987.4430594,0,13
2015-04-01,Xinjiang,2003.883968,0,14
2015-07-01,Xinjiang,2230.196439,0,15
2015-10-01,Xinjiang,2391.56217,0,16
2016-01-01,Xinjiang,1246.247642,0,17
2016-04-01,Xinjiang,1847.902036,0,18
2016-07-01,Xinjiang,2317.522244,0,19
2016-10-01,Xinjiang,2354.947872,0,20
2017-01-01,Xinjiang,1418.278787,0,21
2017-04-01,Xinjiang,2050.561096,0,22
2017-07-01,Xinjiang,2578.85559,0,23
2017-10-01,Xinjiang,2518.650189,0,24
2018-01-01,Xinjiang,2160.244973,0,25
2018-04-01,Xinjiang,2405.590152,0,26
2018-07-01,Xinjiang,2473.348268,0,27
2018-10-01,Xinjiang,2855.262676,0,28
2019-01-01,Xinjiang,2287.834207,0,29
2019-04-01,Xinjiang,2547.528976,0,30
2019-07-01,Xinjiang,2592.098671,0,31
2019-10-01,Xinjiang,2869.079616,0,32
2020-01-01,Xinjiang,2266.606799,0,33
2020-04-01,Xinjiang,2536.428259,0,34
2020-07-01,Xinjiang,2519.041973,0,35
2020-10-01,Xinjiang,2970.535647,0,36
