country,country_code,year,fdi,treated,log_gdp,log_gdp_percap,import_to_gdp,export_to_gdp,inflation_gdp_deflator,gross_capital_forma_gdp,unemployment,employment_15,log_population
Australia,AUS,2016,3.55837243877673,0,27.95984743407691,10.958360057361038,21.5324159581804,19.2622259086547,81.1739606983481,25.395072504304,5.711,61.175,17.001487376715872
Australia,AUS,2017,3.63252860709497,0,27.982769791782868,10.964814137093493,20.7136840406098,21.228525081023,84.1378109835792,24.0999375915807,5.592,61.536,17.017955654689374
Australia,AUS,2018,4.24461148816089,0,28.011419084576143,10.978503462782633,21.4935202935385,21.853558200255,85.7186009561115,24.5339187044057,5.3,62.161,17.032915621793506
Australia,AUS,2019,2.77808318991818,0,28.032995716866218,10.985305187966867,21.6371749941796,24.1117883614814,88.6876556264284,23.2610374545779,5.159,62.547,17.04769052889935
Australia,AUS,2020,1.19074395815641,0,28.029643239995675,10.969618428583189,20.1756728566692,23.9673727374511,90.5623578544649,22.2652648042576,6.456,60.829,17.06002481141249
Australia,AUS,2021,1.78341600361351,0,28.05054164797203,10.989107885726613,17.7255408465983,21.9768193897174,93.3505683303578,22.7573733748033,5.116,62.478,17.061433762245418
Australia,AUS,2022,4.13979510494672,0,28.092345046135733,11.018184295752558,19.7096203060062,25.4271241344048,100.0,23.5735063245188,3.701,63.699,17.07416075038318
Canada,CAN,1995,2.25387303530621,0,27.58510497823495,10.391928033637884,32.9636937980162,36.0980542819385,68.0876947690984,19.380342728238,9.489,58.669,17.193176944597063
Canada,CAN,1996,1.39828193256897,0,27.60185354671147,10.398223484283223,33.1616335246106,37.0984399314286,69.2283509111884,18.9277232582103,9.62,58.449,17.203630062428246
Canada,CAN,1997,2.31796973451973,0,27.64376454992695,10.43019660158405,36.2036398921595,38.1329701894927,70.0204120702273,21.218002084034,9.101,58.967,17.2135679483429
Canada,CAN,1998,3.93993821737617,0,27.681954795118013,10.46008775324188,38.0520106024312,40.0291747604299,69.8970184196155,21.0452729764529,8.279,59.737,17.221867041876138
Canada,CAN,1999,4.04710363964717,0,27.732086948703245,10.502091480589943,38.2538443145616,41.8611849983679,71.2417361518867,20.6842428493616,7.583,60.563,17.229995468113298
Canada,CAN,2000,9.17102428671511,0,27.782195664020296,10.542887380372477,38.5561220292153,44.209235821106,74.3579914841635,20.6144677111521,6.829,61.269,17.239308283647823
Canada,CAN,2001,3.84192129292478,0,27.800773012853316,10.55060273465783,36.3042633034376,42.0399550909321,75.528145920403,19.6713949333135,7.219,61.151,17.250170278195487
Canada,CAN,2002,3.21914767807145,0,27.830324585452892,10.569306374424457,35.6483734848415,40.0586585930818,76.4779300706625,19.7393454062916,7.665,61.739,17.26101821102844
Canada,CAN,2003,0.782967555453216,0,27.848227223960485,10.578216744832059,32.9741094185099,36.8659851985508,78.9632616663382,20.4666776118118,7.574,62.446,17.270010479128427
Canada,CAN,2004,0.141465896048034,0,27.878682360632197,10.599350011862287,32.864648684908,37.3277713060483,81.5381540552542,21.3828605310678,7.185,62.637,17.279332348769906
Canada,CAN,2005,2.17816380917594,0,27.91028232446506,10.621479112998447,32.9024256932286,36.8567073235071,84.0794035607059,22.6320421110981,6.758,62.601,17.28880321146661
Canada,CAN,2006,4.87410128955105,0,27.9363198254622,10.63738102008109,32.6497052601475,35.4024592168513,86.240389416041,23.5958930196569,6.484,62.677,17.298938805381106
Canada,CAN,2007,8.20055904886214,0,27.956611594002332,10.647966246888057,32.0538645842577,34.229555163977,89.0867928324805,23.9078762217461,6.156,63.286,17.308645347114272
Canada,CAN,2008,4.5151371416977,0,27.966516441741888,10.647032383135672,32.6286028098296,34.3950055520687,92.646982994056,24.0725027760344,6.284,63.317,17.319484058606214
Canada,CAN,2009,1.52413118076927,0,27.93693225091123,10.606001115457367,29.9585575059154,28.5158343165743,90.4930128371262,21.9594942895654,8.46,61.414,17.330931135453866
Canada,CAN,2010,1.83725638740881,0,27.967372280040188,10.62532762428915,31.0407395714164,29.1673819330319,93.0708309767074,23.4820046985497,8.178,61.437,17.342044655751035
Canada,CAN,2011,2.13783310760835,0,27.998262180343875,10.646463452083124,31.8203468535221,30.6783919173107,96.090472369214,24.1514534714945,7.637,61.613,17.351798728260746
Canada,CAN,2012,2.70016900895675,0,28.015666456692394,10.65303026320828,32.2425234169127,30.3530255225878,97.2612806831953,24.867543598009,7.392,61.586,17.36263619348411
Canada,CAN,2013,3.62980398357006,0,28.038658243932513,10.66548824064287,31.8991362329537,30.3319386683867,98.9543446636502,24.907675073032,7.143,61.715,17.373170003289644
Canada,CAN,2014,3.55390337011002,0,28.06698781303327,10.683803581274658,32.6420862831515,31.7365758733408,100.87524539044,24.8707076104681,7.023,61.358,17.38318423175861
Canada,CAN,2015,3.85389453706153,0,28.073466490941257,10.682679257730259,34.3149411035338,31.8499609634443,100.0,23.8215933948339,6.945,61.264,17.390787233211
Canada,CAN,2016,2.23835012140903,0,28.08379844139333,10.681695810779633,33.8611121122194,31.5025724093362,100.716978140661,22.7611201594839,7.038,61.084,17.4021026306137
Canada,CAN,2017,1.53752071953934,0,28.113685683892548,10.699628695733693,33.6466506994867,31.4544101509781,103.306426407978,23.5504692286096,6.426,61.532,17.414056988158855
Canada,CAN,2018,2.46931207254863,0,28.140745866513637,10.712356616786847,34.2744821243903,32.3254037264858,105.012137614296,23.3773111619236,5.837,61.59,17.42838924972679
Canada,CAN,2019,2.80676687017653,0,28.159650364390625,10.71664398867002,33.8187894602395,32.3526958202565,106.6356995625,23.0424241743147,5.69,61.971,17.443006375720604
Canada,CAN,2020,1.75897085668576,0,28.10795453171874,10.654104466286812,31.6831237283418,29.4736472349344,107.777565582849,22.6747176119532,9.657,57.836,17.453850065431926
Canada,CAN,2021,2.94525148855338,0,28.159473891016752,10.700084801360957,31.2078114577635,31.2163529553383,116.038570940455,24.3144256359344,7.527,60.17,17.459389089655794
