state,year,homicide_rate,population,apps
TX,2003,6.433407,22103374,0
TX,2004,6.069898,22471549,0
TX,2005,6.136466,22928508,0
TX,2006,5.89592,23507783,0
TX,2007,5.93615,23904380,0
TX,2008,5.631609,24326974,0
TX,2009,5.366733,24782302,0
TX,2010,4.945856,25253466,0
TX,2011,4.40859,25631778,0
TX,2012,4.405084,26060796,0
TX,2013,4.300972,26505637,0
TX,2014,4.418238,26979078,0
TX,2015,4.801376,27429639,0
TX,2016,5.296568,27904862,0
TX,2017,4.960682,28322717,0
TX,2018,4.605976,28701845,0
UT,1997,2.428363,2059000,0
UT,1998,3.095238,2100000,0
UT,1999,2.065887,2129836,0
UT,2000,1.925515,2233169,0
UT,2001,2.940258,2278712,0
UT,2002,2.02692,2318789,0
UT,2003,2.550892,2352119,0
UT,2004,1.90027,2420708,0
UT,2005,2.248694,2490334,0
UT,2006,1.999951,2550063,0
UT,2007,2.230346,2645330,0
UT,2008,1.498306,2736424,0
UT,2009,1.400574,2784572,0
UT,2010,1.90958,2775479,0
UT,2011,1.776611,2814347,0
UT,2012,1.821448,2854871,0
UT,2013,1.756932,2902787,0
UT,2014,2.241469,2944498,0
UT,2015,1.905952,2990632,0
UT,2016,2.430756,3044321,0
UT,2017,2.384698,3103118,0
UT,2018,1.89807,3161105,0
VA,1997,7.246807,6734000,0
VA,1998,6.214107,6791000,0
VA,1999,5.70355,6872912,0
VA,2000,5.66503,7078515,0
VA,2001,5.057838,7196750,0
VA,2002,5.323945,7287829,0
VA,2003,5.648119,7365284,0
VA,2004,5.212976,7481332,0
VA,2005,6.054736,7564327,0
VA,2006,5.272878,7642884,0
VA,2007,5.38116,7712091,0
VA,2008,4.762463,7769089,0
VA,2009,4.693888,7882590,0
VA,2010,4.68597,8023953,0
VA,2011,3.751056,8104384,0
VA,2012,3.933243,8186628,0
VA,2013,3.869246,8270345,0
VA,2014,4.20264,8328098,0
VA,2015,4.660842,8367587,0
VA,2016,5.728289,8414380,0
VA,2017,5.552138,8465207,0
VA,2018,4.59045,8517685,0
VT,1997,1.528014,589000,0
VT,1998,2.199662,591000,0
VT,1999,2.863206,593740,0
VT,2000,1.478252,608827,0
VT,2001,1.141966,612978,0
VT,2002,2.108993,616408,0
VT,2003,2.421921,619343,0
VT,2004,2.575523,621233,0
VT,2005,1.285374,622387,0
VT,2006,2.24392,623908,0
VT,2007,2.092542,621254,0
VT,2008,2.73633,621270,0
VT,2009,1.28667,621760,0
VT,2010,1.118373,625909,0
VT,2011,1.755528,626592,0
VT,2012,1.278051,625953,0
VT,2013,1.595265,626855,0
VT,2014,1.595489,626767,0
VT,2015,1.59722,626088,0
VT,2016,2.245915,623354,0
VT,2017,2.722069,624525,0
VT,2018,1.596682,626299,0
WA,1997,4.349376,5610000,0
WA,1998,3.937423,5689000,0
WA,1999,2.970627,5756361,0
WA,2000,3.325348,5894121,0
WA,2001,2.986624,5993390,0
WA,2002,3.03277,6067060,0
WA,2003,2.968376,6131298,0
WA,2004,3.061037,6207046,0
WA,2005,3.258158,6291899,0
WA,2006,3.080147,6395798,0
WA,2007,2.68999,6468424,0
WA,2008,2.946914,6549224,0
WA,2009,2.851057,6664195,0
WA,2010,2.283867,6742950,0
WA,2011,2.388885,6823267,0
WA,2012,3.147063,6895318,0
WA,2013,2.394697,6973742,0
WA,2014,2.520116,7063166,0
WA,2015,3.04457,7160290,0
WA,2016,2.678228,7280934,0
WA,2017,3.043594,7425432,0
WA,2018,3.131805,7535591,0
WI,1997,3.965184,5170000,0
WI,1998,3.63706,5224000,0
WI,1999,3.409234,5250446,0
WI,2000,3.150825,5363675,0
WI,2001,3.551644,5405947,0
WI,2002,2.831042,5439692,0
WI,2003,3.342899,5474290,0
WI,2004,2.798202,5503533,0
WI,2005,3.726724,5527644,0
WI,2006,2.969492,5556506,0
WI,2007,3.302604,5601640,0
WI,2008,2.594187,5627967,0
WI,2009,2.581889,5654774,0
WI,2010,2.723283,5691659,0
WI,2011,2.416879,5709843,0
WI,2012,2.952195,5724554,0
WI,2013,2.838261,5742953,0
WI,2014,2.760689,5759432,0
WI,2015,4.160966,5767891,0
WI,2016,4.018766,5772917,0
WI,2017,3.314888,5792051,0
WI,2018,3.027401,5813568,0
WV,1997,4.129956,1816000,0
WV,1998,4.307012,1811000,0
WV,1999,4.372062,1806928,0
WV,2000,2.543764,1808344,0
WV,2001,2.221019,1800975,0
WV,2002,3.158098,1804884,0
WV,2003,4.029943,1811440,0
WV,2004,3.751625,1812548,0
WV,2005,4.52019,1814083,0
WV,2006,4.399302,1818470,0
WV,2007,3.587127,1812035,0
WV,2008,3.692542,1814468,0
WV,2009,4.61595,1819777,0
WV,2010,3.12775,1854368,0
WV,2011,4.69026,1854908,0
WV,2012,3.77017,1856680,0
WV,2013,3.344852,1853595,0
WV,2014,4.543608,1848751,0
WV,2015,4.616923,1841053,0
WV,2016,4.64827,1828637,0
WV,2017,5.393364,1817048,0
WV,2018,3.710201,1805832,0
WY,1997,3.541667,480000,0
WY,1998,4.781705,481000,0
WY,1999,2.293568,479602,0
WY,2000,2.430222,493782,0
WY,2001,1.82277,493754,0
WY,2002,3.007036,498830,0
WY,2003,2.788228,502111,0
WY,2004,2.174399,505887,0
WY,2005,2.751583,508798,0
WY,2006,2.524252,515004,0
WY,2007,4.016602,522830,0
WY,2008,2.25281,532668,0
WY,2009,2.021056,544270,0
WY,2010,1.417048,564554,0
WY,2011,3.172611,567356,0
WY,2012,2.427917,576626,0
WY,2013,2.914837,583223,0
WY,2014,2.7383,584304,0
WY,2015,2.727792,586555,0
WY,2016,3.41933,584910,0
WY,2017,2.418238,578934,0
WY,2018,2.250159,577737,0
