state,year,month,all_births,white_births,black_births,hisp_births,private_births,medicaid_births,married_births,unmarried_births,fbhisp_births,nbhisp_births,under20_births,age2035_births,age35plus_births,monthcode,year_mth
Florida,2021,May,16919,7215,3468,5393,7878,7714,9178,7737,3324,2065,665,12781,3473,0.33,2021.33
Florida,2021,June,17483,7402,3689,5566,8130,7908,9457,8023,3452,2108,630,13123,3730,0.42,2021.42
Florida,2021,July,18488,7780,3950,5871,8560,8377,9903,8581,3687,2180,678,13900,3910,0.5,2021.5
Florida,2021,August,19586,8253,4109,6352,9127,8857,10490,9095,4007,2343,706,14841,4039,0.58,2021.58
Florida,2021,September,20025,8283,4282,6567,9075,9188,10534,9484,4145,2422,775,14997,4253,0.67,2021.67
Florida,2021,October,19529,8091,4212,6323,8941,8734,10369,9154,4011,2308,749,14667,4113,0.75,2021.75
Florida,2021,November,18398,7645,3889,6041,8709,8073,9828,8567,3774,2265,662,13720,4016,0.83,2021.83
Florida,2021,December,19229,7804,4259,6324,8872,8646,10158,9064,3992,2328,700,14493,4036,0.92,2021.92
Florida,2022,January,18496,7388,4078,6187,8450,8335,9813,8681,3930,2253,711,13795,3990,0,2022
Florida,2022,February,17037,6968,3697,5629,8021,7434,9227,7806,3511,2116,624,12705,3708,0.08,2022.08
Florida,2022,March,18842,7887,3975,6145,8935,8153,10215,8621,3870,2270,651,14077,4114,0.17,2022.17
Florida,2022,April,17107,7055,3654,5594,8262,7269,9287,7817,3530,2060,599,12840,3668,0.25,2022.25
Florida,2022,May,17311,7151,3605,5760,8233,7558,9396,7913,3667,2089,618,12917,3776,0.33,2022.33
Florida,2022,June,18099,7478,3792,6059,8746,7729,9819,8276,3848,2210,670,13570,3859,0.42,2022.42
Florida,2022,July,19224,7878,4150,6364,9209,8352,10287,8933,4047,2313,742,14424,4058,0.5,2022.5
Florida,2022,August,20825,8715,4270,6855,9949,9052,11283,9537,4358,2496,741,15625,4459,0.58,2022.58
Florida,2022,September,18962,7661,3989,6445,9040,8209,10241,8716,4151,2292,686,14180,4096,0.67,2022.67
Florida,2022,October,19144,7920,3895,6412,9007,8317,10379,8761,4145,2262,683,14245,4216,0.75,2022.75
Florida,2022,November,19569,7833,4212,6625,9238,8545,10480,9086,4234,2389,753,14394,4422,0.83,2022.83
Florida,2022,December,19817,7829,4318,6789,9232,8845,10389,9423,4376,2406,782,14672,4363,0.92,2022.92
Georgia,2016,January,10671,4693,3747,1464,3888,5233,5753,4918,1046,418,694,8431,1546,0,2016
Georgia,2016,February,10413,4626,3587,1425,3848,5059,5609,4804,991,432,731,8148,1534,0.08,2016.08
Georgia,2016,March,10786,5040,3518,1468,4219,5032,6092,4694,1006,462,725,8384,1677,0.17,2016.17
Georgia,2016,April,10069,4645,3284,1421,4012,4529,5752,4317,983,438,611,7848,1610,0.25,2016.25
Georgia,2016,May,10556,4776,3497,1443,4116,4874,5970,4586,1005,438,623,8280,1653,0.33,2016.33
Georgia,2016,June,10828,4907,3659,1482,4299,4990,6055,4773,1033,448,662,8514,1652,0.42,2016.42
Georgia,2016,July,11198,4991,3852,1560,4446,5156,6071,5127,1083,477,766,8759,1673,0.5,2016.5
Georgia,2016,August,11528,5038,4029,1624,4542,5235,6325,5203,1118,505,744,8994,1790,0.58,2016.58
Georgia,2016,September,11292,5051,3780,1563,4459,5150,6301,4991,1102,461,667,8855,1770,0.67,2016.67
Georgia,2016,October,10786,4694,3726,1527,4191,4849,5949,4837,1059,468,652,8401,1733,0.75,2016.75
Georgia,2016,November,10775,4651,3793,1475,4115,5085,5847,4928,1024,451,716,8443,1616,0.83,2016.83
Georgia,2016,December,11140,4859,3936,1505,4159,5320,5923,5217,1006,499,756,8650,1734,0.92,2016.92
Georgia,2017,January,10757,4568,3841,1524,3844,5189,5724,5030,1052,472,672,8467,1618,0,2017
Georgia,2017,February,9894,4414,3401,1337,3794,4578,5456,4438,908,429,643,7637,1614,0.08,2017.08
Georgia,2017,March,10675,4737,3634,1468,4164,4890,5964,4710,960,508,627,8408,1640,0.17,2017.17
Georgia,2017,April,9707,4340,3253,1360,3775,4455,5403,4299,892,468,603,7577,1527,0.25,2017.25
Georgia,2017,May,10663,4721,3577,1507,4191,4844,6050,4613,976,529,662,8284,1717,0.33,2017.33
Georgia,2017,June,10645,4728,3653,1429,4187,4804,5922,4723,998,431,624,8317,1704,0.42,2017.42
Georgia,2017,July,11178,4916,3857,1597,4391,5109,6013,5164,1079,518,658,8737,1783,0.5,2017.5
Georgia,2017,August,12135,5327,4125,1769,4766,5581,6713,5421,1171,598,743,9490,1902,0.58,2017.58
Georgia,2017,September,11299,5035,3887,1538,4458,5180,6271,5028,1012,526,684,8877,1738,0.67,2017.67
Georgia,2017,October,10778,4876,3663,1469,4417,4801,5979,4798,987,482,599,8433,1746,0.75,2017.75
Georgia,2017,November,10703,4656,3722,1488,4208,4913,5808,4893,992,496,678,8269,1756,0.83,2017.83
Georgia,2017,December,10809,4667,3834,1468,4155,5081,5863,4943,973,495,665,8345,1799,0.92,2017.92
Georgia,2018,January,10567,4534,3816,1438,3894,5088,5558,5008,973,465,668,8181,1718,0,2018
Georgia,2018,February,9655,4252,3440,1281,3723,4540,5282,4373,877,404,571,7503,1581,0.08,2018.08
Georgia,2018,March,10529,4697,3614,1381,4247,4822,5898,4630,936,445,616,8153,1760,0.17,2018.17
Georgia,2018,April,9644,4292,3303,1336,3786,4593,5283,4360,889,447,583,7447,1614,0.25,2018.25
Georgia,2018,May,10509,4725,3591,1404,4295,4889,5928,4579,913,491,600,8172,1737,0.33,2018.33
Georgia,2018,June,10374,4600,3568,1435,4191,4845,5711,4663,955,480,599,7971,1804,0.42,2018.42
Georgia,2018,July,10776,4789,3739,1511,4319,5066,5859,4915,1028,483,619,8441,1716,0.5,2018.5
Georgia,2018,August,11659,5211,3997,1627,4722,5329,6434,5222,1085,542,709,9067,1883,0.58,2018.58
Georgia,2018,September,10665,4686,3648,1531,4211,4846,5843,4821,1028,503,645,8272,1748,0.67,2018.67
Georgia,2018,October,10782,4843,3574,1558,4351,4942,6089,4692,984,574,601,8397,1784,0.75,2018.75
Georgia,2018,November,10241,4469,3575,1410,4108,4816,5550,4690,922,487,636,7966,1639,0.83,2018.83
Georgia,2018,December,10771,4578,3881,1520,4242,5059,5757,5013,1023,497,625,8373,1773,0.92,2018.92
Georgia,2019,January,10730,4589,3851,1450,4167,5125,5642,5087,972,478,613,8314,1803,0,2019
Georgia,2019,February,9598,4168,3378,1331,3880,4484,5188,4409,836,495,576,7377,1645,0.08,2019.08
Georgia,2019,March,10179,4458,3476,1448,4103,4689,5534,4644,944,503,615,7909,1655,0.17,2019.17
Georgia,2019,April,9933,4388,3347,1441,4039,4481,5543,4389,928,513,570,7706,1657,0.25,2019.25
Georgia,2019,May,10515,4645,3607,1525,4283,4831,5842,4670,976,549,569,8168,1778,0.33,2019.33
Georgia,2019,June,9900,4327,3340,1505,3934,4527,5523,4377,981,524,517,7727,1656,0.42,2019.42
Georgia,2019,July,11040,4821,3810,1633,4249,5113,5971,5067,1108,525,624,8640,1776,0.5,2019.5
Georgia,2019,August,11724,5146,4064,1716,4730,5308,6414,5310,1090,625,670,9147,1907,0.58,2019.58
Georgia,2019,September,10950,4778,3728,1619,4388,5041,5952,4998,1020,599,582,8538,1830,0.67,2019.67
Georgia,2019,October,10985,4804,3687,1658,4369,5091,6008,4976,1089,569,604,8523,1858,0.75,2019.75
Georgia,2019,November,10129,4246,3597,1510,4011,4719,5447,4679,942,568,587,7816,1726,0.83,2019.83
Georgia,2019,December,10688,4480,3825,1590,4178,5132,5636,5050,1031,559,650,8180,1858,0.92,2019.92
Georgia,2020,January,10652,4444,3859,1591,4200,5114,5647,5001,984,607,637,8209,1806,0,2020
Georgia,2020,February,9502,4098,3267,1404,3778,4537,5149,4353,869,535,530,7372,1600,0.08,2020.08
Georgia,2020,March,10049,4453,3484,1389,4052,4669,5462,4585,873,516,563,7812,1674,0.17,2020.17
Georgia,2020,April,9710,4245,3300,1451,3852,4606,5284,4426,903,548,539,7521,1650,0.25,2020.25
Georgia,2020,May,10039,4293,3426,1586,4018,4660,5412,4626,1005,581,511,7777,1751,0.33,2020.33
Georgia,2020,June,10099,4369,3530,1445,4057,4773,5437,4660,897,547,550,7883,1666,0.42,2020.42
Georgia,2020,July,10657,4600,3691,1560,4360,4984,5783,4874,963,596,539,8277,1841,0.5,2020.5
Georgia,2020,August,11039,4692,3799,1698,4384,5278,5834,5204,1045,653,577,8574,1888,0.58,2020.58
Georgia,2020,September,10592,4557,3638,1644,4262,4960,5654,4937,1029,614,562,8243,1787,0.67,2020.67
Georgia,2020,October,10232,4453,3424,1594,4238,4736,5618,4614,990,603,586,7859,1787,0.75,2020.75
Georgia,2020,November,9604,4108,3341,1510,3888,4501,5107,4495,945,563,509,7433,1662,0.83,2020.83
Georgia,2020,December,10298,4405,3614,1543,4049,4912,5397,4897,933,610,564,8013,1721,0.92,2020.92
Georgia,2021,January,9660,4169,3338,1467,3757,4639,5025,4635,932,535,508,7552,1600,0,2021
Georgia,2021,February,9072,3873,3188,1373,3566,4341,4802,4268,841,532,492,7033,1547,0.08,2021.08
Georgia,2021,March,10140,4534,3346,1509,4280,4617,5518,4621,915,593,481,7915,1744,0.17,2021.17
Georgia,2021,April,9821,4330,3174,1585,4129,4464,5413,4408,962,622,527,7561,1733,0.25,2021.25
Georgia,2021,May,9872,4265,3300,1559,4229,4392,5396,4475,943,616,514,7612,1746,0.33,2021.33
Georgia,2021,June,10350,4434,3543,1615,4380,4730,5631,4717,981,633,498,8023,1829,0.42,2021.42
Georgia,2021,July,10941,4747,3741,1709,4511,5059,5854,5087,1051,658,565,8467,1909,0.5,2021.5
Georgia,2021,August,11251,4830,3733,1820,4591,5148,6181,5070,1101,719,572,8709,1970,0.58,2021.58
Georgia,2021,September,11145,4750,3847,1767,4540,5140,6012,5133,1116,651,534,8641,1970,0.67,2021.67
Georgia,2021,October,10711,4729,3549,1663,4375,4943,5852,4857,1020,643,501,8251,1959,0.75,2021.75
Georgia,2021,November,10200,4362,3468,1605,4281,4568,5568,4632,986,619,504,7836,1860,0.83,2021.83
Georgia,2021,December,10910,4652,3660,1808,4359,5072,5788,5122,1073,735,527,8370,2013,0.92,2021.92
Georgia,2022,January,10401,4394,3535,1726,4036,4966,5536,4865,1038,688,550,8100,1751,0,2022
Georgia,2022,February,9586,4080,3258,1544,4056,4304,5250,4335,928,615,442,7425,1719,0.08,2022.08
Georgia,2022,March,10675,4633,3554,1708,4464,4874,5878,4795,1052,656,527,8207,1941,0.17,2022.17
Georgia,2022,April,9618,4146,3205,1508,4090,4324,5417,4201,927,580,455,7396,1767,0.25,2022.25
Georgia,2022,May,9861,4247,3232,1646,4161,4416,5523,4338,1024,621,471,7619,1771,0.33,2022.33
Georgia,2022,June,10414,4503,3428,1706,4295,4821,5742,4672,1048,657,536,7941,1937,0.42,2022.42
Georgia,2022,July,10904,4613,3669,1804,4428,5085,5821,5081,1088,716,545,8397,1962,0.5,2022.5
Georgia,2022,August,11855,5022,3906,2093,4901,5475,6508,5344,1311,782,539,9186,2130,0.58,2022.58
Georgia,2022,September,10565,4442,3431,1934,4407,4788,5808,4756,1169,760,488,8153,1924,0.67,2022.67
Georgia,2022,October,10407,4456,3365,1819,4323,4660,5677,4729,1143,676,510,8008,1889,0.75,2022.75
Georgia,2022,November,10747,4511,3653,1813,4411,4966,5729,5016,1094,719,580,8185,1982,0.83,2022.83
Georgia,2022,December,11097,4591,3806,1901,4482,5236,5809,5285,1165,736,560,8447,2090,0.92,2022.92
Hawaii,2016,January,1490,311,32,223,640,356,919,571,37,186,66,1133,291,0,2016
Hawaii,2016,February,1490,301,35,245,615,375,927,563,29,215,52,1134,304,0.08,2016.08
Hawaii,2016,March,1510,326,44,221,623,382,980,530,24,197,70,1156,284,0.17,2016.17
Hawaii,2016,April,1461,307,43,243,569,378,921,540,18,225,79,1103,279,0.25,2016.25
Hawaii,2016,May,1493,282,31,232,665,387,980,513,37,194,60,1137,296,0.33,2016.33
Hawaii,2016,June,1455,289,38,229,628,379,912,543,27,201,58,1087,310,0.42,2016.42
Hawaii,2016,July,1503,314,50,229,595,371,898,605,24,204,63,1146,294,0.5,2016.5
Hawaii,2016,August,1613,348,40,218,648,390,1010,603,26,192,51,1220,342,0.58,2016.58
Hawaii,2016,September,1561,304,42,255,641,422,1009,552,32,223,65,1179,317,0.67,2016.67
Hawaii,2016,October,1583,308,30,238,665,387,995,588,33,205,65,1205,313,0.75,2016.75
Hawaii,2016,November,1373,257,36,201,588,360,858,515,30,171,47,1021,305,0.83,2016.83
Hawaii,2016,December,1527,302,42,232,696,373,970,557,35,197,57,1151,319,0.92,2016.92
Hawaii,2017,January,1522,316,38,221,621,366,897,623,26,195,69,1147,306,0,2017
Hawaii,2017,February,1368,261,29,210,582,343,838,527,30,180,74,992,302,0.08,2017.08
Hawaii,2017,March,1509,322,43,215,640,340,950,559,28,187,55,1132,322,0.17,2017.17
Hawaii,2017,April,1418,272,30,208,612,449,877,539,20,187,56,1082,280,0.25,2017.25
Hawaii,2017,May,1434,278,49,223,622,480,886,548,27,196,56,1051,327,0.33,2017.33
Hawaii,2017,June,1358,282,28,217,552,484,857,499,23,193,61,991,306,0.42,2017.42
Hawaii,2017,July,1519,244,41,257,603,557,922,596,42,215,77,1159,283,0.5,2017.5
Hawaii,2017,August,1486,295,33,202,632,492,919,566,32,170,56,1112,318,0.58,2017.58
Hawaii,2017,September,1508,277,30,240,637,498,907,598,38,201,60,1147,301,0.67,2017.67
Hawaii,2017,October,1524,312,25,246,668,513,901,622,29,217,63,1152,309,0.75,2017.75
Hawaii,2017,November,1419,264,26,222,614,464,883,533,25,197,49,1051,319,0.83,2017.83
Hawaii,2017,December,1452,284,34,211,599,504,897,554,31,179,45,1072,335,0.92,2017.92
Hawaii,2018,January,1405,281,31,235,545,527,857,547,21,213,65,1050,290,0,2018
Hawaii,2018,February,1272,253,32,198,516,452,784,487,27,171,65,913,294,0.08,2018.08
Hawaii,2018,March,1406,292,44,202,524,516,875,530,23,178,61,1028,317,0.17,2018.17
Hawaii,2018,April,1413,273,44,193,585,477,892,516,18,175,59,1059,295,0.25,2018.25
Hawaii,2018,May,1499,297,32,228,604,521,933,561,28,200,53,1102,344,0.33,2018.33
Hawaii,2018,June,1381,256,33,209,551,472,874,503,26,183,53,1024,304,0.42,2018.42
Hawaii,2018,July,1404,247,37,219,541,487,869,533,32,186,43,1061,300,0.5,2018.5
Hawaii,2018,August,1433,289,47,207,549,512,887,545,22,185,53,1067,313,0.58,2018.58
Hawaii,2018,September,1485,288,36,233,597,504,886,599,30,203,58,1080,347,0.67,2018.67
Hawaii,2018,October,1451,295,21,236,579,503,882,568,36,200,40,1088,323,0.75,2018.75
Hawaii,2018,November,1394,270,28,201,576,397,877,515,30,171,54,1009,331,0.83,2018.83
Hawaii,2018,December,1429,247,39,219,584,394,865,564,21,198,46,1053,330,0.92,2018.92
Hawaii,2019,January,1387,287,38,237,545,465,858,529,33,204,49,1013,325,0,2019
Hawaii,2019,February,1338,265,36,200,518,466,817,521,31,169,59,993,286,0.08,2019.08
Hawaii,2019,March,1350,258,29,213,533,464,822,528,29,183,41,1024,285,0.17,2019.17
Hawaii,2019,April,1329,257,37,201,557,423,818,511,29,172,37,982,310,0.25,2019.25
Hawaii,2019,May,1452,297,40,189,583,453,916,536,30,159,36,1069,347,0.33,2019.33
Hawaii,2019,June,1335,256,32,213,543,454,869,466,29,184,54,950,331,0.42,2019.42
Hawaii,2019,July,1447,257,33,207,596,489,899,547,27,180,52,1045,350,0.5,2019.5
Hawaii,2019,August,1474,287,38,229,581,516,917,556,37,192,45,1105,324,0.58,2019.58
Hawaii,2019,September,1443,287,41,235,574,481,908,533,30,205,49,1066,328,0.67,2019.67
Hawaii,2019,October,1417,261,37,220,562,526,819,596,21,199,61,1027,329,0.75,2019.75
Hawaii,2019,November,1431,255,33,213,578,498,857,574,32,181,62,1031,338,0.83,2019.83
Hawaii,2019,December,1394,256,35,232,562,499,847,547,23,209,43,1040,311,0.92,2019.92
Hawaii,2020,January,1350,263,29,244,524,494,825,524,25,219,42,1017,291,0,2020
Hawaii,2020,February,1290,270,28,207,527,425,772,516,29,178,43,935,312,0.08,2020.08
Hawaii,2020,March,1356,262,38,215,533,456,865,489,36,179,48,984,324,0.17,2020.17
Hawaii,2020,April,1302,240,31,211,549,441,796,506,16,195,32,995,275,0.25,2020.25
Hawaii,2020,May,1342,262,37,225,538,453,814,524,35,190,34,1010,298,0.33,2020.33
Hawaii,2020,June,1197,220,18,205,501,396,741,455,22,183,37,850,310,0.42,2020.42
Hawaii,2020,July,1323,251,44,197,543,447,804,519,26,171,36,996,291,0.5,2020.5
Hawaii,2020,August,1332,246,30,249,489,491,787,545,30,219,44,984,304,0.58,2020.58
Hawaii,2020,September,1331,258,41,229,505,476,815,515,24,205,41,985,305,0.67,2020.67
Hawaii,2020,October,1384,299,29,223,554,458,838,544,29,194,35,1002,347,0.75,2020.75
Hawaii,2020,November,1317,244,32,208,507,510,768,549,24,184,44,970,303,0.83,2020.83
Hawaii,2020,December,1261,245,26,210,502,454,723,537,18,192,38,942,281,0.92,2020.92
Hawaii,2021,January,1207,241,23,183,474,458,704,502,23,159,29,886,292,0,2021
Hawaii,2021,February,1117,232,34,184,461,386,678,438,16,167,40,799,278,0.08,2021.08
Hawaii,2021,March,1417,277,24,258,607,499,849,566,36,222,46,1050,321,0.17,2021.17
Hawaii,2021,April,1270,243,27,211,525,432,781,485,30,180,38,932,300,0.25,2021.25
Hawaii,2021,May,1283,227,24,220,510,453,798,485,27,193,37,955,291,0.33,2021.33
Hawaii,2021,June,1267,237,30,229,524,436,771,495,23,205,41,919,307,0.42,2021.42
Hawaii,2021,July,1353,246,27,221,563,460,828,523,28,191,40,943,370,0.5,2021.5
Hawaii,2021,August,1420,301,30,222,567,462,889,528,39,183,44,1020,356,0.58,2021.58
Hawaii,2021,September,1386,285,37,260,525,481,840,545,31,227,56,1011,319,0.67,2021.67
Hawaii,2021,October,1332,231,27,240,551,460,807,525,27,213,42,976,314,0.75,2021.75
Hawaii,2021,November,1258,237,26,218,503,457,747,510,27,191,24,940,294,0.83,2021.83
Hawaii,2021,December,1310,261,33,215,523,432,791,517,26,188,31,939,340,0.92,2021.92
Hawaii,2022,January,1360,259,32,230,537,465,830,529,25,205,33,1013,314,0,2022
Hawaii,2022,February,1273,241,30,218,533,392,790,482,30,188,29,917,327,0.08,2022.08
Hawaii,2022,March,1357,259,32,234,543,455,812,544,30,204,41,1000,316,0.17,2022.17
Hawaii,2022,April,1208,227,23,206,511,402,751,452,33,173,25,877,306,0.25,2022.25
Hawaii,2022,May,1209,222,20,197,555,378,749,459,24,173,33,890,286,0.33,2022.33
Hawaii,2022,June,1253,219,25,223,546,414,740,512,28,195,39,902,312,0.42,2022.42
Hawaii,2022,July,1339,235,28,237,540,473,790,546,25,210,44,979,316,0.5,2022.5
Hawaii,2022,August,1308,252,23,232,526,457,762,544,31,199,36,945,327,0.58,2022.58
Hawaii,2022,September,1327,252,27,227,566,437,819,504,39,185,39,958,330,0.67,2022.67
Hawaii,2022,October,1314,249,28,225,589,415,775,537,33,192,34,911,369,0.75,2022.75
Hawaii,2022,November,1278,247,27,231,524,435,761,515,28,202,42,916,320,0.83,2022.83
Hawaii,2022,December,1309,234,31,241,563,458,784,522,29,212,41,920,348,0.92,2022.92
Idaho,2016,January,1726,1340,17,286,890,655,1242,484,128,157,98,1375,253,0,2016
Idaho,2016,February,1706,1336,17,265,872,674,1239,467,112,152,86,1423,197,0.08,2016.08
Idaho,2016,March,1990,1571,13,302,1092,728,1432,558,110,190,123,1627,240,0.17,2016.17
Idaho,2016,April,1841,1457,22,278,1017,651,1338,503,112,166,85,1523,233,0.25,2016.25
Idaho,2016,May,1885,1454,19,312,1039,685,1355,530,117,193,103,1543,239,0.33,2016.33
Idaho,2016,June,1944,1513,22,313,1001,788,1400,544,116,196,106,1595,243,0.42,2016.42
Idaho,2016,July,1890,1486,16,316,987,704,1323,567,113,203,90,1541,259,0.5,2016.5
Idaho,2016,August,2016,1549,20,342,1094,760,1444,572,138,204,110,1670,236,0.58,2016.58
Idaho,2016,September,2073,1631,19,310,1114,750,1522,551,125,184,96,1722,255,0.67,2016.67
Idaho,2016,October,1893,1490,11,302,1057,666,1416,477,109,193,89,1563,241,0.75,2016.75
Idaho,2016,November,1731,1348,21,277,945,619,1242,489,107,170,88,1405,238,0.83,2016.83
Idaho,2016,December,1787,1368,20,311,995,621,1323,464,133,176,104,1460,223,0.92,2016.92
Idaho,2017,January,1774,1366,28,284,933,657,1286,487,117,167,105,1455,214,0,2017
Idaho,2017,February,1692,1325,23,261,902,648,1200,491,91,170,91,1353,248,0.08,2017.08
Idaho,2017,March,1928,1484,20,312,1052,690,1376,552,137,173,92,1597,239,0.17,2017.17
Idaho,2017,April,1751,1372,17,273,943,646,1277,474,109,164,101,1417,233,0.25,2017.25
Idaho,2017,May,1963,1531,25,314,1064,723,1396,564,130,183,98,1612,253,0.33,2017.33
Idaho,2017,June,1976,1547,20,309,1045,732,1420,553,109,199,103,1620,253,0.42,2017.42
Idaho,2017,July,1946,1485,21,337,1047,726,1370,575,124,212,92,1625,229,0.5,2017.5
Idaho,2017,August,1977,1525,17,320,1057,757,1421,555,122,196,89,1636,252,0.58,2017.58
Idaho,2017,September,1886,1423,18,341,994,710,1355,531,123,217,92,1536,258,0.67,2017.67
Idaho,2017,October,1902,1482,17,295,1059,661,1405,497,108,187,77,1535,290,0.75,2017.75
Idaho,2017,November,1639,1253,22,272,909,579,1195,443,98,174,69,1332,238,0.83,2017.83
Idaho,2017,December,1747,1358,15,280,885,667,1239,507,119,160,107,1390,250,0.92,2017.92
Idaho,2018,January,1713,1326,20,270,919,640,1248,465,91,177,75,1390,248,0,2018
Idaho,2018,February,1555,1207,18,248,854,542,1131,421,88,158,82,1248,225,0.08,2018.08
Idaho,2018,March,1813,1429,20,279,997,647,1319,493,95,183,90,1480,243,0.17,2018.17
Idaho,2018,April,1759,1369,21,290,985,611,1263,496,107,181,74,1437,248,0.25,2018.25
Idaho,2018,May,1940,1533,20,287,1094,629,1448,492,105,181,79,1609,252,0.33,2018.33
Idaho,2018,June,1767,1362,23,288,974,610,1284,482,110,175,81,1457,229,0.42,2018.42
Idaho,2018,July,1885,1461,16,322,1054,631,1374,511,128,193,99,1529,257,0.5,2018.5
Idaho,2018,August,1905,1454,24,340,1052,645,1402,503,123,217,86,1547,272,0.58,2018.58
Idaho,2018,September,1845,1424,18,320,970,649,1333,511,102,217,95,1495,255,0.67,2018.67
Idaho,2018,October,1815,1398,14,317,938,683,1292,522,115,202,72,1474,269,0.75,2018.75
Idaho,2018,November,1678,1292,21,289,933,581,1248,428,108,180,66,1351,261,0.83,2018.83
Idaho,2018,December,1728,1319,18,299,920,622,1275,453,111,185,77,1397,254,0.92,2018.92
Idaho,2019,January,1705,1309,15,293,897,617,1242,461,103,189,72,1371,262,0,2019
Idaho,2019,February,1662,1257,23,292,859,620,1192,470,119,172,80,1322,260,0.08,2019.08
Idaho,2019,March,1849,1427,22,299,1013,634,1320,526,108,190,80,1495,274,0.17,2019.17
Idaho,2019,April,1808,1402,23,295,1006,604,1328,480,101,193,69,1480,259,0.25,2019.25
Idaho,2019,May,1908,1474,28,320,1049,646,1392,515,106,212,68,1586,254,0.33,2019.33
Idaho,2019,June,1964,1543,27,310,1127,622,1454,506,112,194,79,1602,283,0.42,2019.42
Idaho,2019,July,2065,1581,31,343,1155,686,1488,577,110,229,82,1668,315,0.5,2019.5
Idaho,2019,August,2018,1523,22,359,1112,666,1508,508,119,238,77,1648,293,0.58,2019.58
Idaho,2019,September,1817,1417,12,288,986,639,1317,499,94,193,78,1473,266,0.67,2019.67
Idaho,2019,October,1785,1383,14,290,1031,594,1299,484,113,177,81,1440,264,0.75,2019.75
Idaho,2019,November,1754,1365,24,293,971,607,1295,456,100,189,76,1415,263,0.83,2019.83
Idaho,2019,December,1728,1278,20,320,956,612,1223,502,99,217,83,1391,254,0.92,2019.92
Idaho,2020,January,1698,1314,22,295,886,605,1204,494,99,194,77,1372,249,0,2020
Idaho,2020,February,1615,1243,22,262,866,582,1196,419,78,181,56,1320,239,0.08,2020.08
Idaho,2020,March,1864,1419,27,318,1012,658,1370,491,104,210,73,1538,253,0.17,2020.17
Idaho,2020,April,1790,1402,15,284,1026,581,1271,519,98,184,78,1454,258,0.25,2020.25
Idaho,2020,May,1861,1411,25,318,992,677,1335,523,105,209,85,1517,259,0.33,2020.33
Idaho,2020,June,1817,1397,31,306,1003,615,1308,509,104,198,85,1485,247,0.42,2020.42
Idaho,2020,July,1963,1502,28,327,1067,702,1407,554,115,210,80,1593,290,0.5,2020.5
Idaho,2020,August,1924,1469,13,336,1035,689,1390,533,110,223,87,1551,286,0.58,2020.58
Idaho,2020,September,1923,1453,17,358,1022,661,1428,495,119,238,79,1575,269,0.67,2020.67
Idaho,2020,October,1756,1337,21,296,962,587,1285,470,92,202,78,1382,296,0.75,2020.75
Idaho,2020,November,1632,1237,17,280,846,595,1152,480,87,193,77,1287,268,0.83,2020.83
Idaho,2020,December,1690,1279,27,307,881,622,1202,488,79,227,62,1365,263,0.92,2020.92
Idaho,2021,January,1675,1253,17,307,917,561,1223,451,86,219,64,1375,236,0,2021
Idaho,2021,February,1570,1197,14,274,846,544,1147,422,84,190,68,1255,247,0.08,2021.08
Idaho,2021,March,1950,1490,19,334,1101,638,1427,523,91,243,70,1603,277,0.17,2021.17
Idaho,2021,April,1862,1442,25,309,1005,632,1341,520,98,211,58,1526,278,0.25,2021.25
Idaho,2021,May,1950,1494,21,324,1093,647,1421,528,97,227,62,1583,305,0.33,2021.33
Idaho,2021,June,1992,1541,26,310,1068,694,1470,520,94,216,79,1629,284,0.42,2021.42
Idaho,2021,July,1968,1475,27,351,1084,658,1422,544,117,232,83,1599,286,0.5,2021.5
Idaho,2021,August,2047,1548,35,340,1174,639,1502,541,106,233,78,1653,316,0.58,2021.58
Idaho,2021,September,1896,1412,21,356,1039,649,1367,527,92,259,69,1556,271,0.67,2021.67
Idaho,2021,October,1848,1401,27,321,1036,598,1347,500,96,224,52,1492,304,0.75,2021.75
Idaho,2021,November,1819,1372,18,342,1037,575,1300,518,109,229,62,1458,299,0.83,2021.83
Idaho,2021,December,1850,1414,21,319,1042,612,1338,512,93,224,49,1527,274,0.92,2021.92
Idaho,2022,January,1786,1341,19,325,960,605,1298,487,101,221,56,1425,305,0,2022
Idaho,2022,February,1648,1253,15,280,919,526,1214,431,75,203,56,1345,247,0.08,2022.08
Idaho,2022,March,1894,1454,16,315,1098,572,1406,485,89,225,77,1526,291,0.17,2022.17
Idaho,2022,April,1835,1379,24,323,1022,570,1381,454,102,220,60,1480,295,0.25,2022.25
Idaho,2022,May,1881,1420,26,326,1029,626,1393,486,95,230,69,1512,300,0.33,2022.33
Idaho,2022,June,1932,1465,10,343,1068,615,1448,484,105,237,70,1576,286,0.42,2022.42
Idaho,2022,July,2012,1523,30,338,1127,620,1484,523,104,234,68,1623,321,0.5,2022.5
Idaho,2022,August,2045,1520,23,413,1113,675,1480,564,122,289,79,1617,349,0.58,2022.58
Idaho,2022,September,1903,1427,27,341,1032,607,1374,527,126,211,83,1514,306,0.67,2022.67
Idaho,2022,October,1866,1419,22,340,1048,565,1395,470,112,225,75,1481,310,0.75,2022.75
Idaho,2022,November,1736,1310,23,308,998,520,1270,466,105,201,58,1378,300,0.83,2022.83
Idaho,2022,December,1853,1383,23,350,1036,598,1320,532,129,221,59,1489,305,0.92,2022.92
Illinois,2016,January,12245,6318,2181,2679,6899,4980,7073,5172,1293,1384,708,9312,2225,0,2016
