state,year,month,all_births,white_births,black_births,hisp_births,private_births,medicaid_births,married_births,unmarried_births,fbhisp_births,nbhisp_births,under20_births,age2035_births,age35plus_births,monthcode,year_mth
Oklahoma,2021,June,4172,2281,328,711,1692,2136,2297,1875,326,385,282,3387,503,0.42,2021.42
Oklahoma,2021,July,4326,2365,339,719,1802,2211,2439,1887,360,359,304,3468,554,0.5,2021.5
Oklahoma,2021,August,4317,2272,349,778,1764,2198,2380,1936,378,400,279,3507,531,0.58,2021.58
Oklahoma,2021,September,4245,2319,339,744,1761,2160,2326,1918,339,405,302,3399,544,0.67,2021.67
Oklahoma,2021,October,4068,2228,285,719,1717,2033,2337,1731,340,379,264,3248,556,0.75,2021.75
Oklahoma,2021,November,3994,2197,291,698,1609,2082,2241,1751,301,397,242,3225,527,0.83,2021.83
Oklahoma,2021,December,4219,2310,313,756,1749,2131,2324,1894,343,413,286,3359,574,0.92,2021.92
Oklahoma,2022,January,3962,2145,306,692,1546,2068,2158,1803,324,368,256,3196,510,0,2022
Oklahoma,2022,February,3588,1939,279,634,1477,1811,2044,1543,294,340,230,2893,465,0.08,2022.08
Oklahoma,2022,March,4039,2239,323,636,1704,2053,2287,1751,318,318,226,3270,543,0.17,2022.17
Oklahoma,2022,April,3735,2046,276,644,1551,1876,2145,1590,307,337,217,3094,424,0.25,2022.25
Oklahoma,2022,May,3807,2071,280,658,1618,1857,2206,1600,290,368,213,3083,511,0.33,2022.33
Oklahoma,2022,June,3926,2222,266,659,1694,1967,2258,1667,304,355,237,3179,510,0.42,2022.42
Oklahoma,2022,July,4275,2310,319,791,1819,2178,2365,1907,348,443,270,3474,531,0.5,2022.5
Oklahoma,2022,August,4552,2459,358,811,1905,2320,2573,1977,363,448,257,3705,590,0.58,2022.58
Oklahoma,2022,September,4078,2185,292,730,1626,2161,2271,1804,327,403,249,3271,558,0.67,2022.67
Oklahoma,2022,October,3950,2143,291,729,1677,2019,2189,1759,354,375,249,3150,551,0.75,2022.75
Oklahoma,2022,November,4142,2217,350,739,1718,2128,2277,1864,339,400,237,3317,588,0.83,2022.83
Oklahoma,2022,December,4278,2248,349,739,1806,2142,2369,1908,375,364,240,3406,632,0.92,2022.92
Oregon,2016,January,3657,2497,73,696,1805,1712,2263,1394,323,373,178,2822,657,0,2016
Oregon,2016,February,3580,2434,75,661,1794,1648,2242,1338,335,325,165,2746,669,0.08,2016.08
Oregon,2016,March,3921,2676,73,728,2077,1701,2547,1374,362,366,202,2999,720,0.17,2016.17
Oregon,2016,April,3703,2587,97,638,1920,1652,2385,1318,317,320,147,2894,662,0.25,2016.25
Oregon,2016,May,3896,2670,68,716,2140,1623,2539,1357,348,368,195,3004,697,0.33,2016.33
Oregon,2016,June,3805,2587,86,707,2004,1667,2455,1350,331,376,168,2919,718,0.42,2016.42
Oregon,2016,July,4089,2763,80,815,2114,1830,2648,1441,373,442,180,3155,754,0.5,2016.5
Oregon,2016,August,4019,2791,64,743,2092,1789,2547,1472,354,388,168,3081,770,0.58,2016.58
Oregon,2016,September,3918,2643,81,746,2067,1704,2541,1377,339,407,168,3009,741,0.67,2016.67
Oregon,2016,October,3711,2493,91,690,1963,1623,2412,1299,328,362,135,2866,710,0.75,2016.75
Oregon,2016,November,3607,2468,69,645,1890,1592,2322,1285,315,330,157,2759,691,0.83,2016.83
Oregon,2016,December,3629,2448,87,682,1866,1621,2337,1292,313,368,151,2770,708,0.92,2016.92
Oregon,2017,January,3491,2328,69,673,1782,1597,2207,1273,312,361,152,2648,691,0,2017
Oregon,2017,February,3256,2188,70,595,1633,1493,2081,1163,260,335,137,2493,626,0.08,2017.08
Oregon,2017,March,3665,2438,96,697,1828,1700,2317,1338,328,369,182,2752,731,0.17,2017.17
Oregon,2017,April,3571,2410,82,650,1860,1569,2257,1299,307,343,124,2760,687,0.25,2017.25
Oregon,2017,May,3867,2624,75,741,1970,1765,2502,1355,354,387,177,2942,748,0.33,2017.33
Oregon,2017,June,3776,2520,93,726,1954,1703,2391,1374,333,392,151,2838,787,0.42,2017.42
Oregon,2017,July,3802,2542,94,743,2006,1675,2405,1389,377,366,166,2869,767,0.5,2017.5
Oregon,2017,August,3903,2625,88,751,2016,1753,2474,1422,339,411,156,3028,719,0.58,2017.58
Oregon,2017,September,3770,2521,75,716,1956,1662,2418,1341,334,381,145,2903,722,0.67,2017.67
Oregon,2017,October,3603,2408,82,688,1874,1591,2351,1246,312,376,137,2755,711,0.75,2017.75
Oregon,2017,November,3416,2282,80,635,1773,1530,2159,1251,296,338,146,2586,684,0.83,2017.83
Oregon,2017,December,3511,2346,90,660,1757,1601,2194,1308,311,348,149,2647,715,0.92,2017.92
Oregon,2018,January,3510,2373,76,679,1753,1617,2198,1298,282,397,127,2645,738,0,2018
Oregon,2018,February,3107,2097,75,583,1613,1386,1991,1112,255,327,117,2402,588,0.08,2018.08
Oregon,2018,March,3605,2492,95,634,1865,1599,2276,1326,284,350,144,2749,712,0.17,2018.17
Oregon,2018,April,3359,2308,62,599,1732,1473,2138,1214,266,332,119,2584,656,0.25,2018.25
Oregon,2018,May,3679,2427,91,724,1924,1631,2348,1323,324,400,136,2823,720,0.33,2018.33
Oregon,2018,June,3647,2457,80,692,1892,1593,2347,1287,310,381,133,2751,763,0.42,2018.42
Oregon,2018,July,3731,2489,84,727,1982,1603,2363,1358,345,382,142,2865,724,0.5,2018.5
Oregon,2018,August,3902,2595,98,768,2047,1698,2462,1431,326,442,148,2948,806,0.58,2018.58
Oregon,2018,September,3442,2270,80,676,1817,1488,2207,1220,294,380,126,2641,675,0.67,2018.67
Oregon,2018,October,3548,2379,62,677,1887,1530,2250,1286,283,394,128,2724,696,0.75,2018.75
Oregon,2018,November,3344,2183,88,621,1730,1465,2136,1201,280,340,149,2519,676,0.83,2018.83
Oregon,2018,December,3314,2195,68,613,1748,1432,2117,1192,269,343,136,2503,675,0.92,2018.92
Oregon,2019,January,3461,2249,85,656,1801,1521,2179,1275,284,372,125,2584,752,0,2019
Oregon,2019,February,3229,2113,76,656,1610,1500,2018,1205,276,379,126,2458,645,0.08,2019.08
Oregon,2019,March,3516,2296,83,702,1829,1555,2209,1299,277,425,141,2720,655,0.17,2019.17
Oregon,2019,April,3502,2353,66,644,1916,1466,2251,1238,284,359,112,2659,731,0.25,2019.25
Oregon,2019,May,3585,2354,88,699,1930,1518,2328,1247,302,397,110,2761,714,0.33,2019.33
Oregon,2019,June,3644,2468,82,688,1957,1545,2386,1253,333,355,127,2740,777,0.42,2019.42
Oregon,2019,July,3743,2478,90,765,2003,1611,2366,1367,328,437,137,2836,770,0.5,2019.5
Oregon,2019,August,3630,2390,94,740,1940,1564,2298,1326,317,423,124,2747,759,0.58,2019.58
Oregon,2019,September,3451,2272,91,696,1829,1512,2186,1259,309,387,132,2589,730,0.67,2019.67
Oregon,2019,October,3506,2332,77,662,1880,1487,2258,1240,276,386,116,2633,757,0.75,2019.75
Oregon,2019,November,3248,2177,76,604,1762,1368,2090,1152,235,367,99,2445,704,0.83,2019.83
Oregon,2019,December,3343,2157,99,668,1799,1427,2139,1193,290,378,111,2505,727,0.92,2019.92
Oregon,2020,January,3239,2140,78,674,1685,1444,1996,1239,299,375,128,2428,683,0,2020
Oregon,2020,February,3104,2078,71,624,1629,1369,1980,1122,240,384,93,2323,688,0.08,2020.08
Oregon,2020,March,3364,2239,79,649,1862,1381,2200,1159,289,359,97,2530,737,0.17,2020.17
Oregon,2020,April,3384,2237,90,639,1849,1400,2194,1184,252,386,99,2576,709,0.25,2020.25
Oregon,2020,May,3495,2306,89,692,1951,1409,2243,1242,308,384,97,2642,756,0.33,2020.33
Oregon,2020,June,3413,2275,74,650,1881,1405,2211,1197,258,392,91,2606,716,0.42,2020.42
Oregon,2020,July,3638,2442,84,692,1934,1573,2266,1366,277,414,114,2769,755,0.5,2020.5
Oregon,2020,August,3462,2278,65,713,1883,1465,2156,1300,268,444,98,2615,749,0.58,2020.58
Oregon,2020,September,3306,2131,98,670,1789,1401,2092,1208,268,401,103,2489,714,0.67,2020.67
Oregon,2020,October,3316,2207,87,669,1785,1406,2104,1205,246,423,107,2443,766,0.75,2020.75
Oregon,2020,November,2954,1886,83,586,1565,1267,1825,1125,231,355,88,2202,664,0.83,2020.83
Oregon,2020,December,3145,2037,75,665,1573,1471,1865,1276,260,405,105,2376,664,0.92,2020.92
Oregon,2021,January,3102,2017,95,622,1589,1389,1906,1193,240,381,97,2347,658,0,2021
Oregon,2021,February,2873,1901,81,555,1488,1276,1824,1043,224,330,80,2167,626,0.08,2021.08
Oregon,2021,March,3419,2238,95,671,1849,1428,2179,1237,260,411,89,2584,746,0.17,2021.17
Oregon,2021,April,3361,2217,86,659,1822,1409,2150,1204,256,403,95,2536,730,0.25,2021.25
Oregon,2021,May,3525,2279,86,736,1953,1441,2283,1236,279,457,98,2651,776,0.33,2021.33
Oregon,2021,June,3551,2332,98,708,1957,1458,2290,1254,270,438,99,2676,776,0.42,2021.42
Oregon,2021,July,3681,2428,68,763,2024,1520,2362,1316,304,457,103,2792,786,0.5,2021.5
Oregon,2021,August,3677,2410,94,737,2023,1505,2361,1308,255,481,116,2744,817,0.58,2021.58
Oregon,2021,September,3550,2287,101,749,1929,1483,2229,1314,279,470,93,2686,771,0.67,2021.67
Oregon,2021,October,3515,2241,105,729,1892,1493,2204,1306,287,442,107,2611,797,0.75,2021.75
Oregon,2021,November,3330,2177,81,682,1798,1407,2125,1199,267,415,100,2446,784,0.83,2021.83
Oregon,2021,December,3330,2135,75,723,1714,1494,2005,1315,260,461,93,2444,793,0.92,2021.92
Oregon,2022,January,3139,1824,74,648,1614,1390,1943,1192,242,402,116,2286,737,0,2022
Oregon,2022,February,2998,1779,72,601,1563,1303,1900,1088,220,381,105,2239,654,0.08,2022.08
Oregon,2022,March,3373,1991,95,716,1725,1502,2098,1272,290,426,111,2508,754,0.17,2022.17
Oregon,2022,April,3173,1866,90,653,1659,1373,1963,1204,261,392,112,2355,706,0.25,2022.25
Oregon,2022,May,3321,1951,84,681,1790,1408,2107,1209,270,408,99,2438,784,0.33,2022.33
Oregon,2022,June,3367,1929,88,756,1763,1481,2106,1248,292,463,92,2464,811,0.42,2022.42
Oregon,2022,July,3406,1956,86,752,1821,1444,2115,1285,279,471,110,2564,732,0.5,2022.5
Oregon,2022,August,3537,2037,89,783,1858,1561,2167,1363,314,467,108,2675,754,0.58,2022.58
Oregon,2022,September,3428,2037,94,720,1830,1481,2130,1293,281,437,96,2557,775,0.67,2022.67
Oregon,2022,October,3151,1863,62,733,1680,1346,1976,1171,291,442,86,2341,724,0.75,2022.75
Oregon,2022,November,3298,1903,86,717,1719,1455,2029,1264,269,447,106,2426,766,0.83,2022.83
Oregon,2022,December,3302,1898,87,750,1692,1465,2017,1280,274,472,99,2432,771,0.92,2022.92
Pennsylvania,2016,January,11035,7306,1544,1252,6132,3754,6327,4708,603,642,586,8678,1771,0,2016
Pennsylvania,2016,February,10711,7310,1467,1100,6191,3490,6228,4483,541,549,537,8449,1725,0.08,2016.08
Pennsylvania,2016,March,11655,7983,1464,1246,6868,3701,6956,4699,572,660,553,9208,1894,0.17,2016.17
Pennsylvania,2016,April,11389,7851,1462,1211,6721,3578,6895,4494,586,617,521,9008,1860,0.25,2016.25
Pennsylvania,2016,May,11948,8282,1475,1255,7140,3606,7289,4659,610,631,555,9422,1971,0.33,2016.33
Pennsylvania,2016,June,11842,8218,1498,1274,6926,3672,7179,4663,612,646,533,9393,1916,0.42,2016.42
Pennsylvania,2016,July,12305,8424,1585,1396,7153,3859,7381,4924,690,695,570,9767,1968,0.5,2016.5
Pennsylvania,2016,August,12623,8533,1599,1467,7212,3960,7513,5110,732,724,557,10055,2011,0.58,2016.58
Pennsylvania,2016,September,11980,8098,1603,1284,6845,3802,7107,4873,644,630,560,9476,1944,0.67,2016.67
Pennsylvania,2016,October,11591,7845,1489,1276,6721,3627,6922,4669,654,613,480,9233,1878,0.75,2016.75
Pennsylvania,2016,November,11008,7235,1542,1296,6235,3545,6500,4508,642,642,445,8657,1906,0.83,2016.83
Pennsylvania,2016,December,11322,7435,1610,1291,6303,3721,6432,4890,617,663,555,8838,1929,0.92,2016.92
Pennsylvania,2017,January,11048,7307,1549,1259,6010,3783,6307,4740,616,634,562,8677,1809,0,2017
Pennsylvania,2017,February,10274,6865,1442,1185,5637,3465,5961,4312,583,594,523,8011,1740,0.08,2017.08
Pennsylvania,2017,March,11374,7630,1560,1329,6397,3724,6627,4746,626,689,540,8963,1871,0.17,2017.17
Pennsylvania,2017,April,10962,7463,1399,1209,6377,3362,6624,4337,584,611,498,8589,1875,0.25,2017.25
Pennsylvania,2017,May,11623,7934,1462,1287,6811,3665,7074,4549,641,634,423,9208,1992,0.33,2017.33
Pennsylvania,2017,June,11600,7942,1472,1284,6835,3756,7030,4570,627,648,450,9146,2004,0.42,2017.42
Pennsylvania,2017,July,12017,8147,1604,1376,6949,3980,7185,4831,652,715,485,9496,2036,0.5,2017.5
Pennsylvania,2017,August,12580,8482,1612,1420,7300,4155,7515,5063,735,673,502,9974,2104,0.58,2017.58
Pennsylvania,2017,September,12289,8168,1696,1408,7129,4060,7228,5061,674,727,519,9698,2072,0.67,2017.67
Pennsylvania,2017,October,11882,7972,1555,1399,6813,3890,7009,4871,673,715,508,9226,2148,0.75,2017.75
Pennsylvania,2017,November,10932,7143,1481,1361,6140,3772,6308,4624,662,688,475,8501,1956,0.83,2017.83
Pennsylvania,2017,December,11164,7244,1568,1323,6180,3925,6417,4747,620,690,471,8735,1958,0.92,2017.92
Pennsylvania,2018,January,11066,7260,1578,1288,5967,3974,6288,4778,607,668,524,8643,1899,0,2018
Pennsylvania,2018,February,9982,6645,1365,1155,5519,3468,5811,4169,552,592,464,7758,1760,0.08,2018.08
Pennsylvania,2018,March,11435,7691,1503,1314,6434,3828,6757,4677,650,655,484,8975,1976,0.17,2018.17
Pennsylvania,2018,April,10753,7307,1354,1205,6157,3428,6596,4156,552,641,393,8415,1945,0.25,2018.25
Pennsylvania,2018,May,11808,7917,1499,1414,6689,3937,7091,4717,712,695,486,9269,2053,0.33,2018.33
Pennsylvania,2018,June,11527,7885,1486,1235,6573,3813,6966,4560,629,601,444,8990,2093,0.42,2018.42
Pennsylvania,2018,July,11975,8015,1581,1430,6903,3913,7116,4858,719,702,513,9366,2096,0.5,2018.5
Pennsylvania,2018,August,12167,8219,1526,1428,6969,4050,7317,4849,699,721,470,9554,2143,0.58,2018.58
Pennsylvania,2018,September,11508,7762,1478,1343,6436,3848,6870,4638,668,667,440,9083,1985,0.67,2018.67
Pennsylvania,2018,October,11729,7855,1482,1364,6627,3880,6985,4742,699,654,529,9086,2114,0.75,2018.75
Pennsylvania,2018,November,10665,7109,1377,1293,5963,3642,6220,4445,637,644,444,8254,1967,0.83,2018.83
Pennsylvania,2018,December,11058,7197,1550,1357,6160,3789,6323,4735,648,700,468,8616,1974,0.92,2018.92
Pennsylvania,2019,January,11125,7282,1550,1373,6101,3868,6420,4705,664,702,492,8635,1998,0,2019
Pennsylvania,2019,February,9919,6482,1341,1252,5440,3451,5701,4218,632,610,434,7736,1749,0.08,2019.08
Pennsylvania,2019,March,11009,7233,1442,1371,6154,3743,6511,4497,630,727,466,8565,1978,0.17,2019.17
Pennsylvania,2019,April,10835,7272,1349,1301,6216,3594,6534,4299,621,668,418,8471,1946,0.25,2019.25
Pennsylvania,2019,May,11295,7614,1392,1368,6539,3712,6851,4444,670,690,449,8824,2022,0.33,2019.33
Pennsylvania,2019,June,11021,7412,1393,1329,6389,3548,6742,4279,679,645,404,8662,1955,0.42,2019.42
Pennsylvania,2019,July,12094,8128,1527,1441,7020,3881,7226,4868,727,706,443,9427,2224,0.5,2019.5
Pennsylvania,2019,August,12307,8147,1637,1487,6930,4149,7250,5057,747,728,484,9488,2335,0.58,2019.58
Pennsylvania,2019,September,11761,7735,1545,1507,6420,4065,6912,4847,742,755,476,9181,2104,0.67,2019.67
Pennsylvania,2019,October,11607,7697,1482,1528,6516,3930,6883,4722,745,775,421,9040,2146,0.75,2019.75
Pennsylvania,2019,November,10403,6741,1422,1348,5715,3608,6065,4337,674,665,401,8073,1929,0.83,2019.83
Pennsylvania,2019,December,10854,6967,1505,1413,5932,3829,6271,4581,689,703,437,8339,2078,0.92,2019.92
Pennsylvania,2020,January,10875,7021,1504,1428,5832,3871,6231,4644,714,702,467,8400,2008,0,2020
Pennsylvania,2020,February,10073,6614,1380,1236,5482,3572,5785,4288,619,607,371,7766,1936,0.08,2020.08
Pennsylvania,2020,March,10824,7087,1414,1372,6005,3702,6386,4438,659,700,420,8407,1997,0.17,2020.17
Pennsylvania,2020,April,10574,7000,1338,1347,6053,3472,6469,4105,701,634,391,8085,2098,0.25,2020.25
Pennsylvania,2020,May,11163,7457,1410,1363,6344,3676,6751,4412,666,688,388,8674,2101,0.33,2020.33
Pennsylvania,2020,June,11158,7419,1462,1361,6465,3536,6701,4455,665,690,380,8647,2131,0.42,2020.42
Pennsylvania,2020,July,11773,7887,1466,1501,6765,3918,7067,4703,729,761,453,8937,2383,0.5,2020.5
Pennsylvania,2020,August,11552,7593,1465,1511,6495,3824,6839,4712,745,746,439,8870,2243,0.58,2020.58
Pennsylvania,2020,September,11087,7278,1389,1474,6197,3712,6512,4571,699,765,437,8582,2068,0.67,2020.67
Pennsylvania,2020,October,11060,7282,1446,1408,6278,3610,6550,4509,693,698,411,8429,2220,0.75,2020.75
Pennsylvania,2020,November,10259,6621,1416,1377,5687,3530,6000,4257,658,704,374,7846,2039,0.83,2020.83
Pennsylvania,2020,December,10295,6697,1428,1363,5730,3540,5883,4410,617,736,421,8007,1867,0.92,2020.92
Pennsylvania,2021,January,10145,6762,1332,1220,5651,3426,5888,4256,578,629,360,7840,1945,0,2021
Pennsylvania,2021,February,9647,6423,1243,1203,5353,3268,5653,3994,549,643,376,7441,1830,0.08,2021.08
Pennsylvania,2021,March,11000,7420,1273,1410,6476,3411,6685,4314,719,673,380,8494,2126,0.17,2021.17
Pennsylvania,2021,April,10851,7230,1315,1372,6361,3445,6692,4158,676,687,391,8275,2185,0.25,2021.25
Pennsylvania,2021,May,11055,7331,1381,1449,6389,3614,6720,4333,720,721,373,8510,2172,0.33,2021.33
Pennsylvania,2021,June,11510,7801,1437,1421,6778,3647,7077,4431,685,722,401,8826,2283,0.42,2021.42
Pennsylvania,2021,July,12222,8188,1504,1562,7173,3889,7341,4881,730,809,433,9258,2531,0.5,2021.5
Pennsylvania,2021,August,11785,7865,1471,1506,6681,3845,7176,4608,697,786,390,9049,2346,0.58,2021.58
Pennsylvania,2021,September,11555,7660,1469,1575,6584,3848,7009,4546,773,785,442,8789,2324,0.67,2021.67
Pennsylvania,2021,October,11285,7427,1425,1549,6367,3792,6859,4423,761,756,391,8542,2352,0.75,2021.75
Pennsylvania,2021,November,10752,7118,1417,1425,5953,3692,6499,4253,753,647,387,8063,2302,0.83,2021.83
Pennsylvania,2021,December,10815,6943,1481,1471,5895,3801,6344,4469,702,736,374,8188,2253,0.92,2021.92
Pennsylvania,2022,January,10351,6715,1369,1480,5576,3656,6127,4224,728,726,365,7878,2108,0,2022
Pennsylvania,2022,February,9701,6283,1274,1335,5399,3344,5836,3863,677,631,337,7434,1930,0.08,2022.08
Pennsylvania,2022,March,10794,6929,1466,1550,6040,3695,6621,4171,791,730,400,8186,2208,0.17,2022.17
Pennsylvania,2022,April,10599,6950,1434,1402,6041,3541,6501,4095,707,684,361,8049,2189,0.25,2022.25
Pennsylvania,2022,May,10809,7114,1355,1497,6157,3579,6720,4089,774,703,347,8297,2165,0.33,2022.33
Pennsylvania,2022,June,10991,7233,1349,1505,6410,3503,6941,4049,734,736,364,8315,2312,0.42,2022.42
Pennsylvania,2022,July,11613,7630,1475,1557,6532,3907,7143,4467,739,786,374,8901,2338,0.5,2022.5
Pennsylvania,2022,August,11817,7821,1417,1606,6690,3936,7241,4573,775,802,387,8990,2440,0.58,2022.58
Pennsylvania,2022,September,11114,7358,1339,1524,6215,3807,6766,4347,773,730,374,8486,2254,0.67,2022.67
Pennsylvania,2022,October,10806,7098,1308,1483,6082,3677,6615,4190,763,697,370,8102,2334,0.75,2022.75
Pennsylvania,2022,November,10780,6909,1446,1591,5898,3830,6495,4284,829,737,359,8077,2344,0.83,2022.83
Pennsylvania,2022,December,10877,6991,1384,1588,5880,3842,6514,4363,845,723,367,8123,2387,0.92,2022.92
Rhode Island,2016,January,888,522,64,221,421,433,505,383,136,85,35,677,176,0,2016
Rhode Island,2016,February,814,471,74,191,371,408,451,363,123,68,38,622,154,0.08,2016.08
Rhode Island,2016,March,936,543,68,229,449,452,507,429,142,87,40,718,178,0.17,2016.17
Rhode Island,2016,April,856,515,46,222,412,416,479,377,125,97,36,677,143,0.25,2016.25
Rhode Island,2016,May,915,558,52,215,488,418,531,384,127,88,28,699,188,0.33,2016.33
Rhode Island,2016,June,897,542,61,211,450,429,500,397,134,77,46,676,175,0.42,2016.42
Rhode Island,2016,July,985,587,76,242,487,475,542,443,146,96,37,748,200,0.5,2016.5
Rhode Island,2016,August,1019,589,70,277,494,502,564,455,167,110,42,791,186,0.58,2016.58
Rhode Island,2016,September,911,559,77,203,446,439,492,419,123,80,48,690,173,0.67,2016.67
Rhode Island,2016,October,876,496,60,242,396,448,467,409,143,99,53,665,158,0.75,2016.75
Rhode Island,2016,November,861,510,59,197,432,397,465,396,115,82,33,646,182,0.83,2016.83
Rhode Island,2016,December,840,446,77,234,350,458,445,395,155,79,43,638,159,0.92,2016.92
Rhode Island,2017,January,801,437,72,204,370,409,427,374,125,79,31,614,156,0,2017
Rhode Island,2017,February,807,461,61,210,377,406,418,389,120,90,36,619,152,0.08,2017.08
Rhode Island,2017,March,859,491,70,229,428,414,489,370,141,88,32,673,154,0.17,2017.17
Rhode Island,2017,April,848,522,57,187,411,415,474,374,113,74,34,648,166,0.25,2017.25
Rhode Island,2017,May,862,517,65,208,444,390,500,362,135,73,31,648,183,0.33,2017.33
Rhode Island,2017,June,911,546,50,247,471,422,527,384,145,102,33,713,165,0.42,2017.42
Rhode Island,2017,July,964,563,58,264,478,468,538,426,166,98,40,738,186,0.5,2017.5
Rhode Island,2017,August,996,589,66,254,527,445,584,412,145,109,24,746,226,0.58,2017.58
Rhode Island,2017,September,943,554,67,229,458,448,546,397,134,95,45,696,202,0.67,2017.67
Rhode Island,2017,October,915,511,69,266,435,461,519,395,156,110,39,700,176,0.75,2017.75
Rhode Island,2017,November,863,471,62,232,403,437,470,392,143,89,38,645,180,0.83,2017.83
Rhode Island,2017,December,869,480,79,230,414,431,469,400,142,88,34,658,177,0.92,2017.92
Rhode Island,2018,January,836,467,51,226,381,446,461,375,136,90,34,632,170,0,2018
Rhode Island,2018,February,815,489,55,203,395,405,448,367,111,92,29,607,179,0.08,2018.08
Rhode Island,2018,March,887,505,60,233,426,434,514,373,128,105,41,683,163,0.17,2018.17
Rhode Island,2018,April,884,502,74,218,427,435,488,396,120,98,31,682,171,0.25,2018.25
Rhode Island,2018,May,926,531,72,241,451,454,570,356,148,93,36,708,182,0.33,2018.33
Rhode Island,2018,June,836,481,81,204,417,394,467,369,119,85,36,626,174,0.42,2018.42
Rhode Island,2018,July,917,541,59,236,443,462,502,415,131,105,40,673,204,0.5,2018.5
Rhode Island,2018,August,970,563,63,255,475,467,575,395,141,114,38,726,206,0.58,2018.58
Rhode Island,2018,September,900,486,68,263,404,470,491,409,162,101,33,669,198,0.67,2018.67
Rhode Island,2018,October,908,535,69,229,437,438,512,396,135,94,35,671,202,0.75,2018.75
Rhode Island,2018,November,813,462,68,207,398,389,452,361,124,83,21,600,192,0.83,2018.83
Rhode Island,2018,December,814,446,63,241,367,432,444,370,145,96,38,622,154,0.92,2018.92
Rhode Island,2019,January,865,466,72,253,398,451,484,381,162,91,19,659,187,0,2019
Rhode Island,2019,February,761,416,56,217,362,382,435,326,120,97,23,574,164,0.08,2019.08
Rhode Island,2019,March,813,459,63,221,390,397,455,358,136,85,34,586,193,0.17,2019.17
Rhode Island,2019,April,807,437,70,251,371,406,432,375,152,99,26,630,151,0.25,2019.25
Rhode Island,2019,May,889,507,69,225,460,411,516,373,131,94,25,664,200,0.33,2019.33
Rhode Island,2019,June,858,528,52,206,436,408,488,370,124,82,28,640,190,0.42,2019.42
Rhode Island,2019,July,874,476,76,239,446,405,484,390,140,99,27,676,171,0.5,2019.5
Rhode Island,2019,August,891,485,72,266,429,443,483,408,160,106,34,674,183,0.58,2019.58
Rhode Island,2019,September,923,471,80,297,441,460,508,415,172,125,39,695,189,0.67,2019.67
Rhode Island,2019,October,884,486,78,257,436,425,491,393,153,104,35,648,201,0.75,2019.75
Rhode Island,2019,November,798,430,61,232,388,397,440,358,138,94,34,598,166,0.83,2019.83
Rhode Island,2019,December,812,403,87,257,388,405,437,375,132,125,36,588,188,0.92,2019.92
Rhode Island,2020,January,824,463,62,214,382,413,445,379,123,91,24,619,181,0,2020
Rhode Island,2020,February,823,455,69,230,410,382,461,362,137,93,32,590,201,0.08,2020.08
Rhode Island,2020,March,866,481,70,247,425,425,477,389,146,101,22,672,172,0.17,2020.17
Rhode Island,2020,April,822,454,76,232,406,398,461,361,142,90,27,617,178,0.25,2020.25
Rhode Island,2020,May,874,467,67,252,446,414,475,399,157,95,28,676,170,0.33,2020.33
Rhode Island,2020,June,855,460,79,242,439,400,494,361,138,104,30,649,176,0.42,2020.42
Rhode Island,2020,July,913,500,78,249,472,418,499,414,143,106,29,693,191,0.5,2020.5
Rhode Island,2020,August,945,497,74,301,458,461,512,433,187,114,26,719,200,0.58,2020.58
Rhode Island,2020,September,821,459,62,226,427,380,459,362,122,104,28,614,179,0.67,2020.67
Rhode Island,2020,October,845,440,51,274,377,439,458,387,148,126,40,625,180,0.75,2020.75
Rhode Island,2020,November,757,402,70,230,363,377,428,329,140,90,19,568,170,0.83,2020.83
Rhode Island,2020,December,756,417,47,230,367,376,414,342,128,102,28,540,188,0.92,2020.92
Rhode Island,2021,January,731,411,74,194,349,365,399,332,112,82,16,559,156,0,2021
Rhode Island,2021,February,694,381,63,192,331,351,348,346,97,95,22,532,140,0.08,2021.08
Rhode Island,2021,March,870,499,64,232,444,411,472,398,134,98,31,640,199,0.17,2021.17
Rhode Island,2021,April,880,488,73,250,462,400,509,371,134,116,21,694,165,0.25,2021.25
Rhode Island,2021,May,883,492,67,262,464,400,516,367,140,122,25,647,211,0.33,2021.33
Rhode Island,2021,June,942,561,68,231,536,385,563,379,138,93,23,704,215,0.42,2021.42
Rhode Island,2021,July,957,547,63,280,543,397,558,399,157,123,25,685,247,0.5,2021.5
Rhode Island,2021,August,987,572,74,263,561,397,567,419,142,121,32,730,225,0.58,2021.58
Rhode Island,2021,September,938,531,70,261,544,371,550,388,156,105,28,691,219,0.67,2021.67
Rhode Island,2021,October,897,495,82,252,491,389,481,416,137,115,19,671,207,0.75,2021.75
Rhode Island,2021,November,837,430,72,263,429,384,454,383,155,108,23,633,181,0.83,2021.83
Rhode Island,2021,December,848,464,69,251,440,381,468,380,137,114,26,629,193,0.92,2021.92
Rhode Island,2022,January,829,448,74,239,432,369,471,358,138,101,24,617,188,0,2022
Rhode Island,2022,February,784,430,50,250,433,331,442,342,142,108,24,581,179,0.08,2022.08
Rhode Island,2022,March,848,466,69,225,505,325,475,373,128,97,30,613,205,0.17,2022.17
Rhode Island,2022,April,797,471,67,191,451,326,465,331,104,87,24,580,193,0.25,2022.25
Rhode Island,2022,May,847,452,64,266,453,382,458,389,146,120,34,640,173,0.33,2022.33
Rhode Island,2022,June,893,500,67,254,535,337,526,367,149,105,23,650,220,0.42,2022.42
Rhode Island,2022,July,933,523,77,268,544,368,550,383,155,113,21,689,223,0.5,2022.5
